DISTRICT,DAD_POST,DALL_UPDATE,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,D_RATING
"116905","0"," ",41,71,54,82,97.6,90,"C",79,65,"D",69,48,"B",82,"B",82,51,"C",76,80,"B"
"116906","0"," ",52,83,46,75,100,95,"B",82,69,"C",79,49,"C",74,"C",79,66,"B",81,82,"B"
"116908","0"," ",38,67,42,72,92.4,70,"C",70,67,"C",73,40,"C",72,"C",73,13,"F",57,68,"D"
"116909","0"," ",51,82,49,77,100,95,"B",83,70,"B",80,50,"B",81,"B",81,77,"B",85,84,"B"
"116910","0"," ",34,59,40,71,100,95,"C",71,67,"C",73,37,"D",65,"C",73,18,"D",62,70,"C"
"116915","0"," ",56,87,61,90,100,95,"A",90,69,"C",79,59,"A",90,"A",90,97,"A",97,92,"A"
"116916","0"," ",45,76,50,78,100,95,"B",81,63,"D",60,48,"C",78,"C",78,65,"B",81,81,"B"
"117901","0"," ",44,75,63,91,98,95,"B",85,71,"B",82,54,"B",85,"B",85,55,"C",77,83,"B"
"117903","0"," ",42,73,62,91,96.7,90,"B",84,65,"D",69,52,"C",78,"C",78,61,"C",79,83,"B"
"117904","0"," ",50,82,50,78,100,95,"B",83,68,"C",76,50,"C",73,"C",76,77,"B",85,84,"B"
"117907"," "," ",58,88,.,.,.,.,"Met Standard",88,77,"Met Standard",83,58,"Met Standard",80,"Met Standard",83,94,"Met Standard",89,88,"Met Standard"
"118902","1"," ",52,83,83,96,100,95,"A",91,71,"B",82,68,"B",87,"B",87,96,"A",96,93,"A"
"119901"," "," ",46,74,50,82,100,95,"Met Standard",81,73,"Met Standard",83,48,"Met Standard",76,"Met Standard",83,61,"Met Standard",77,81,"Met Standard"
"119902","0"," ",44,75,40,71,100,95,"C",77,67,"C",73,42,"C",74,"C",74,42,"C",74,76,"C"
"119903","0"," ",44,75,42,72,100,95,"C",78,61,"F",59,43,"C",73,"C",73,32,"C",71,76,"C"
"120901","0"," ",42,73,47,76,99,95,"C",79,64,"D",65,45,"C",78,"C",78,19,"D",63,74,"C"
"120902","0"," ",41,71,33,64,100,95,"C",73,65,"D",69,37,"D",64,"D",69,20,"D",63,70,"C"
"120905","0"," ",57,87,52,79,100,95,"B",85,73,"B",85,55,"C",78,"B",85,76,"B",85,85,"B"
"121902","0"," ",54,85,54,82,100,95,"B",86,67,"C",73,54,"B",89,"B",89,82,"B",87,88,"B"
"121903"," "," ",44,75,43,73,100,95,"C",78,67,"C",73,44,"D",69,"C",73,18,"D",62,73,"Not Rated: Harvey Provision"
"121904","0"," ",35,60,55,83,97.5,90,"C",75,60,"F",58,45,"B",81,"B",81,50,"C",76,80,"B"
"121905"," "," ",48,80,45,74,97.1,90,"B",80,67,"C",73,47,"B",80,"B",80,56,"C",78,79,"Not Rated: Harvey Provision"
"121906"," "," ",46,78,42,72,100,95,"C",79,67,"C",73,44,"D",67,"C",73,29,"C",70,76,"Not Rated: Harvey Provision"
"122901"," "," ",44,72,39,70,100,95,"Met Standard",76,74,"Met Standard",84,42,"Met Standard",71,"Met Standard",84,24,"Met Standard",67,79,"Met Standard"
"122902"," "," ",60,90,67,.,100,95,"Met Standard",90,71,"Met Standard",81,60,"Met Standard",90,"Met Standard",90,.,"Not Rated",.,90,"Met Standard"
"123803"," "," ",51,82,10,40,96.2,90,"D",67,72,"B",84,31,"F",58,"B",84,61,"C",79,83,"Not Rated: Harvey Provision"
"123805"," "," ",44,72,.,.,.,.,"Met Standard",72,82,"Met Standard",90,44,"Met Standard",80,"Met Standard",90,79,"Met Standard",78,86,"Met Standard"
"123807","0"," ",50,82,50,78,100,95,"B",83,75,"B",89,50,"B",88,"B",89,100,"A",100,92,"A"
"123905"," "," ",52,83,57,86,97.3,90,"B",86,64,"D",65,55,"B",80,"B",80,65,"B",81,85,"Not Rated: Harvey Provision"
"123907"," "," ",35,60,26,57,87.2,60,"F",59,63,"D",60,31,"D",62,"D",62,21,"D",64,63,"Not Rated: Harvey Provision"
"123908"," "," ",52,83,56,85,96.1,90,"B",85,66,"C",70,54,"C",78,"C",78,80,"B",86,85,"Not Rated: Harvey Provision"
"123910"," "," ",34,59,38,69,89.7,65,"D",64,62,"F",59,36,"C",70,"C",70,23,"D",66,69,"Not Rated: Harvey Provision"
"123913"," "," ",58,88,63,91,100,95,"Met Standard",91,74,"Met Standard",84,61,"Met Standard",88,"Met Standard",88,92,"Met Standard",88,90,"Met Standard"
"123914"," "," ",49,81,51,78,100,95,"B",83,61,"F",59,50,"C",78,"C",78,69,"B",82,83,"Not Rated: Harvey Provision"
"124901","0"," ",35,60,57,86,95.7,85,"C",75,65,"D",69,46,"B",83,"B",83,57,"C",78,82,"B"
"125901","0"," ",33,58,48,76,90.3,65,"D",67,60,"F",58,41,"C",74,"C",74,36,"C",72,73,"C"
"125902","0"," ",35,60,28,59,96.3,90,"D",66,61,"F",59,32,"D",64,"D",64,24,"D",66,66,"D"
"125903","0"," ",49,81,43,73,98.7,95,"B",81,71,"B",82,46,"C",78,"B",82,57,"C",78,81,"B"
"125905","0"," ",30,56,77,94,96.6,90,"C",78,63,"D",60,54,"A",90,"A",90,37,"C",72,85,"B"
"125906"," "," ",52,79,.,.,.,.,"Met Standard",79,67,"Met Standard",67,52,"Met Standard",81,"Met Standard",81,68,"Met Standard",75,79,"Met Standard"
"126801"," "," ",19,46,.,.,50,50,"Improvement Required",46,48,"Improvement Required",55,19,"Improvement Required",41,"Improvement Required",55,0,"Improvement Required",30,48,"Improvement Required"
"126901","0"," ",39,69,30,61,97.5,90,"C",70,66,"C",70,35,"D",64,"C",70,30,"C",70,70,"C"
"126902","0"," ",51,82,51,78,96.3,90,"B",82,67,"C",73,51,"C",71,"C",73,70,"B",83,82,"B"
"126903","0"," ",39,69,42,72,94.9,80,"C",72,64,"D",65,41,"C",73,"C",73,28,"D",69,72,"C"
"126904","0"," ",61,90,59,89,100,95,"A",91,69,"C",79,60,"B",81,"B",81,90,"A",91,91,"A"
"126905","0"," ",54,85,55,83,97.4,90,"B",85,69,"C",79,55,"B",86,"B",86,87,"B",89,87,"B"
"126906","0"," ",45,76,52,79,95.2,85,"C",79,71,"B",82,49,"B",85,"B",85,74,"B",84,85,"B"
"126907","0"," ",41,71,49,77,100,95,"C",78,65,"D",69,45,"C",73,"C",73,23,"D",66,74,"C"
"126908","0"," ",42,73,48,76,95,85,"C",77,67,"C",73,45,"B",80,"B",80,41,"C",73,78,"C"
"126911","0"," ",42,73,49,77,97.2,90,"C",78,69,"C",79,46,"C",75,"C",79,38,"C",73,77,"C"
"127901","0"," ",41,71,49,77,100,95,"C",78,64,"D",65,45,"C",76,"C",76,44,"C",74,77,"C"
"127903","0"," ",44,75,45,74,97.5,90,"C",78,65,"D",69,45,"C",79,"C",79,52,"C",76,78,"C"
"127904","0"," ",42,73,46,75,100,95,"C",78,61,"F",59,44,"C",72,"C",72,34,"C",71,76,"C"
"127905"," "," ",40,70,71,93,100,95,"B",84,76,"A",90,56,"A",91,"A",91,58,"C",78,87,"B"
"127906","0"," ",47,79,63,91,100,95,"B",87,67,"C",73,55,"A",90,"A",90,76,"B",85,89,"B"
"128901","0"," ",44,75,43,73,100,95,"C",78,61,"F",59,44,"C",79,"C",79,27,"D",68,76,"C"
"128902","0"," ",40,70,51,78,91.9,65,"C",72,67,"C",73,46,"B",83,"B",83,65,"B",81,82,"B"
"128903"," "," ",34,59,32,63,100,95,"D",68,72,"B",84,33,"D",63,"B",84,0,"F",30,68,"Not Rated: Harvey Provision"
"128904","0"," ",70,93,83,96,100,95,"A",95,75,"B",89,77,"A",91,"A",91,100,"A",100,97,"A"
"129901","0"," ",46,78,41,71,100,95,"C",79,66,"C",70,44,"D",68,"C",70,42,"C",74,78,"C"
"129902","0"," ",58,88,53,80,99,95,"B",86,73,"B",85,56,"C",70,"B",85,85,"B",88,87,"B"
"129903","0"," ",44,75,37,68,97.8,90,"C",75,72,"B",84,41,"C",74,"B",84,32,"C",71,80,"B"
"129904","0"," ",40,70,58,88,96.5,90,"B",81,67,"C",73,49,"B",84,"B",84,59,"C",78,82,"B"
"129905","1"," ",55,86,54,82,97,90,"B",85,71,"B",82,55,"B",88,"B",88,82,"B",87,88,"B"
"129906","0"," ",38,67,43,73,94.1,80,"C",72,67,"C",73,41,"C",76,"C",76,36,"C",72,75,"C"
"129910","0"," ",51,82,43,73,100,95,"B",81,71,"B",82,47,"C",70,"B",82,61,"C",79,81,"B"
"130801"," "," ",42,90,0,30,.,.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated",.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated"
"130901","0"," ",65,91,71,93,99.7,95,"A",93,77,"A",90,68,"B",80,"A",90,89,"A",90,92,"A"
"130902","0"," ",46,78,57,86,98.9,95,"B",85,71,"B",82,52,"B",83,"B",83,69,"B",82,84,"B"
"131001"," "," ",52,79,.,.,.,.,"Met Standard",79,66,"Met Standard",65,52,"Met Standard",86,"Met Standard",86,100,"Met Standard",100,90,"Met Standard"
"132902"," "," ",60,90,85,96,100,95,"Met Standard",93,66,"Met Standard",75,73,"Met Standard",89,"Met Standard",89,100,"Met Standard",100,95,"Met Standard"
"133901","0"," ",43,74,24,55,100,95,"C",71,65,"D",69,34,"D",65,"D",69,36,"C",72,71,"C"
"133902"," "," ",49,77,.,.,.,.,"Met Standard",77,74,"Met Standard",79,49,"Met Standard",70,"Met Standard",79,60,"Met Standard",73,77,"Met Standard"
"133903","1"," ",55,86,52,79,96.9,90,"B",84,68,"C",76,54,"B",85,"B",85,74,"B",84,85,"B"
"133904","0"," ",44,75,46,75,96.9,90,"C",78,66,"C",70,45,"B",80,"B",80,35,"C",72,78,"C"
"133905"," "," ",78,95,.,.,.,.,"Met Standard",95,60,"Improvement Required",58,78,"Met Standard",83,"Met Standard",83,.,"Not Rated",.,95,"Met Standard"
"134901","0"," ",46,78,47,76,100,95,"B",81,70,"B",80,47,"C",79,"B",80,68,"B",82,81,"B"
"135001"," "," ",69,92,92,98,100,95,"Met Standard",95,74,"Met Standard",84,81,"Met Standard",81,"Met Standard",84,100,"Met Standard",100,97,"Met Standard"
"136901","0"," ",53,84,64,91,95.8,85,"B",87,71,"B",82,59,"A",90,"A",90,97,"A",97,92,"A"
"137901","0"," ",32,57,29,60,88.6,65,"D",60,61,"F",59,31,"D",60,"D",60,10,"F",51,57,"F"
"137902"," "," ",59,89,.,.,.,.,"B",89,75,"B",89,59,"A",92,"A",92,100,"A",100,94,"A"
"137903","0"," ",49,81,53,80,97.7,90,"B",82,69,"C",79,51,"B",86,"B",86,77,"B",85,86,"B"
"137904","1"," ",67,92,83,96,100,95,"A",94,81,"A",92,75,"A",93,"A",93,100,"A",100,96,"A"
"138902","0"," ",45,76,65,91,100,95,"B",86,79,"A",91,55,"A",90,"A",91,77,"B",85,89,"B"
"138903","0"," ",47,79,44,73,100,95,"B",80,70,"B",80,46,"C",79,"B",80,43,"C",74,78,"C"
"138904"," "," ",50,77,71,93,100,95,"Met Standard",87,81,"Met Standard",91,61,"Met Standard",88,"Met Standard",91,85,"Met Standard",86,90,"Met Standard"
"139905","0"," ",51,82,58,88,98.6,95,"B",87,67,"C",73,55,"B",85,"B",85,77,"B",85,86,"B"
"139908"," "," ",47,75,47,79,100,95,"Met Standard",81,69,"Met Standard",79,47,"Met Standard",81,"Met Standard",81,72,"Met Standard",81,81,"Met Standard"
"139909","1"," ",42,73,54,82,97,90,"B",80,69,"C",79,48,"B",85,"B",85,66,"B",81,84,"B"
"139911","0"," ",50,82,33,64,97.3,90,"C",76,68,"C",76,42,"D",67,"C",76,58,"C",78,77,"C"
"139912","0"," ",46,78,64,91,98.4,95,"B",87,69,"C",79,55,"B",85,"B",85,55,"C",77,84,"B"
"140901"," "," ",34,59,6,37,100,95,"Improvement Required",57,61,"Met Standard",68,20,"Improvement Required",51,"Met Standard",68,20,"Met Standard",65,67,"Met Standard"
"140904","0"," ",43,74,44,73,98,95,"C",78,69,"C",79,44,"B",80,"B",80,43,"C",74,78,"C"
"140905","0"," ",45,76,66,92,100,95,"B",86,66,"C",70,56,"A",90,"A",90,56,"C",78,86,"B"
"140907","0"," ",37,65,44,73,100,95,"C",74,48,"F",52,41,"C",74,"C",74,27,"D",68,72,"C"
"140908","0"," ",51,82,47,76,100,95,"B",82,68,"C",76,49,"C",78,"C",78,100,"A",100,87,"B"
"141901","0"," ",48,80,45,74,99.6,95,"B",81,67,"C",73,47,"C",74,"C",74,46,"C",75,79,"C"
"141902"," "," ",38,65,74,94,100,95,"Met Standard",83,73,"Met Standard",83,56,"Met Standard",86,"Met Standard",86,62,"Met Standard",78,84,"Met Standard"
"142901","0"," ",38,67,40,71,93.8,75,"C",70,70,"B",80,39,"C",75,"B",80,7,"F",45,70,"C"
"143901","0"," ",51,82,44,73,98.8,95,"B",81,67,"C",73,48,"C",75,"C",75,56,"C",78,80,"B"
"143902","0"," ",56,87,45,74,100,95,"B",83,69,"C",79,51,"C",79,"C",79,67,"B",82,83,"B"
"143903","1"," ",64,91,69,92,100,95,"A",92,75,"B",89,67,"A",90,"A",90,96,"A",96,93,"A"
"143904"," "," ",56,85,.,.,.,.,"Met Standard",85,72,"Met Standard",75,56,"Met Standard",80,"Met Standard",80,91,"Met Standard",86,85,"Met Standard"
"143905"," "," ",60,90,.,.,.,.,"Met Standard",90,75,"Met Standard",80,60,"Met Standard",72,"Met Standard",80,94,"Met Standard",89,90,"Met Standard"
"143906"," "," ",62,91,.,.,.,.,"Met Standard",91,75,"Met Standard",80,62,"Met Standard",87,"Met Standard",87,96,"Met Standard",92,91,"Met Standard"
"144901","0"," ",45,76,53,80,96,90,"B",80,75,"B",89,49,"B",84,"B",89,61,"C",79,86,"B"
"144902","0"," ",48,80,59,89,100,95,"B",87,67,"C",73,54,"B",80,"B",80,66,"B",81,85,"B"
"144903"," "," ",39,67,7,38,100,95,"Met Standard",61,73,"Met Standard",83,23,"Improvement Required",54,"Met Standard",83,6,"Improvement Required",47,72,"Met Standard"
"145901","0"," ",53,84,39,70,100,95,"B",81,69,"C",79,46,"C",73,"C",79,54,"C",77,80,"B"
"145902","0"," ",48,80,44,73,97.4,90,"C",79,71,"B",82,46,"C",73,"B",82,44,"C",74,80,"B"
"145906","0"," ",49,81,61,90,100,95,"B",87,74,"B",87,55,"B",83,"B",87,78,"B",86,87,"B"
"145907","1"," ",50,82,30,61,100,95,"C",76,75,"B",89,40,"C",76,"B",89,62,"B",80,86,"B"
"145911","0"," ",47,79,47,76,100,95,"B",81,66,"C",70,47,"C",75,"C",75,50,"C",76,80,"B"
"146901"," "," ",39,69,32,63,85.6,55,"D",64,64,"D",65,36,"C",70,"C",70,24,"D",66,69,"Not Rated: Harvey Provision"
"146902"," "," ",40,70,39,70,98.3,95,"C",75,66,"C",70,40,"C",73,"C",73,24,"D",66,72,"Not Rated: Harvey Provision"
"146903"," "," ",74,94,.,.,.,.,"A",94,78,"A",91,74,"A",94,"A",94,100,"A",100,96,"A"
"146904","0"," ",40,70,37,68,100,95,"C",74,69,"C",79,39,"D",64,"C",79,13,"F",57,72,"C"
"146905"," "," ",38,67,55,83,100,95,"C",79,69,"C",79,47,"B",83,"B",83,49,"C",76,81,"Not Rated: Harvey Provision"
"146906"," "," ",44,75,45,74,96.7,90,"C",78,69,"C",79,45,"C",74,"C",79,32,"C",71,77,"Not Rated: Harvey Provision"
"146907"," "," ",48,80,43,73,97.2,90,"C",79,66,"C",70,46,"C",70,"C",70,61,"C",79,79,"Not Rated: Harvey Provision"
"147901","0"," ",50,82,13,43,100,95,"D",69,69,"C",79,32,"D",64,"C",79,55,"C",77,78,"C"
"147902","0"," ",37,65,45,74,99.1,95,"C",75,69,"C",79,41,"C",74,"C",79,29,"C",70,76,"C"
"147903","0"," ",37,65,43,73,97.1,90,"C",73,66,"C",70,40,"C",75,"C",75,46,"C",75,75,"C"
"148901","0"," ",51,82,72,93,100,95,"B",89,76,"A",90,62,"A",91,"A",91,94,"A",95,92,"A"
"148902"," "," ",53,80,80,95,100,95,"Met Standard",89,57,"Met Standard",62,67,"Met Standard",88,"Met Standard",88,76,"Met Standard",83,87,"Met Standard"
"148903"," "," ",38,65,19,52,100,95,"Met Standard",66,60,"Met Standard",66,29,"Improvement Required",59,"Met Standard",66,18,"Met Standard",64,65,"Met Standard"
"148905"," "," ",32,57,73,93,100,95,"Met Standard",79,60,"Met Standard",66,53,"Met Standard",84,"Met Standard",84,44,"Met Standard",74,81,"Met Standard"
"149901","1"," ",56,87,48,76,98.6,95,"B",84,68,"C",76,52,"B",86,"B",86,88,"B",89,87,"B"
"149902","0"," ",40,70,42,72,93.5,75,"C",72,65,"D",69,41,"C",71,"C",71,11,"F",53,66,"D"
"150901","0"," ",47,79,47,76,100,95,"B",81,67,"C",73,47,"C",79,"C",79,40,"C",73,79,"C"
"152802"," "," ",65,91,.,.,.,.,"Met Standard",91,74,"Met Standard",79,65,"Met Standard",92,"Met Standard",92,79,"Met Standard",78,88,"Met Standard"
"152803"," "," ",19,69,11,75,98.5,95,"Met Alternative Standard",77,54,"Met Alternative Standard",74,.,"Not Rated",.,"Met Alternative Standard",74,0,"Improvement Required",30,63,"Met Alternative Standard"
"152901","0"," ",43,74,46,75,91.1,65,"C",73,68,"C",76,45,"C",78,"C",78,42,"C",74,77,"C"
"152902","0"," ",46,78,46,75,100,95,"B",80,70,"B",80,46,"C",78,"B",80,32,"C",71,77,"C"
"152903","0"," ",40,70,60,90,95.3,85,"B",81,68,"C",76,50,"B",87,"B",87,42,"C",74,83,"B"
"152906","0"," ",58,88,46,75,99,95,"B",84,73,"B",85,52,"C",71,"B",85,64,"B",81,84,"B"
"152907","0"," ",54,85,62,91,99.4,95,"B",89,71,"B",82,58,"B",81,"B",82,89,"B",89,89,"B"
"152908","0"," ",38,67,71,93,100,95,"B",83,67,"C",73,55,"A",90,"A",90,52,"C",76,86,"B"
"152909","0"," ",60,90,65,91,100,95,"A",91,77,"A",90,63,"B",88,"A",90,87,"B",89,90,"A"
"152910","0"," ",61,90,46,75,98.4,95,"B",85,71,"B",82,54,"C",75,"B",82,75,"B",85,85,"B"
"153903"," "," ",34,59,76,94,100,95,"Met Standard",80,63,"Met Standard",70,55,"Met Standard",85,"Met Standard",85,44,"Met Standard",74,82,"Met Standard"
"153904","0"," ",42,73,56,85,100,95,"B",82,65,"D",69,49,"B",83,"B",83,53,"C",77,81,"B"
"153905"," "," ",66,92,57,87,100,95,"Met Standard",91,68,"Met Standard",78,62,"Met Standard",77,"Met Standard",78,100,"Met Standard",100,94,"Met Standard"
"153907"," "," ",27,53,4,35,100,95,"Improvement Required",54,69,"Met Standard",79,16,"Improvement Required",47,"Met Standard",79,11,"Met Standard",60,73,"Met Standard"
"154901","0"," ",47,79,46,75,99.4,95,"B",81,69,"C",79,47,"B",81,"B",81,44,"C",74,79,"C"
"154903"," "," ",47,75,35,67,100,95,"Met Standard",76,85,"Met Standard",93,41,"Met Standard",73,"Met Standard",93,48,"Met Standard",75,88,"Met Standard"
"155901","0"," ",37,65,46,75,98.6,95,"C",75,60,"F",58,42,"C",76,"C",76,35,"C",72,75,"C"
"156902","0"," ",38,67,56,85,100,95,"B",80,66,"C",70,47,"C",78,"C",78,50,"C",76,79,"C"
"156905"," "," ",61,90,79,95,100,95,"Met Standard",93,71,"Met Standard",81,70,"Met Standard",85,"Met Standard",85,96,"Met Standard",92,93,"Met Standard"
"157901","1"," ",61,90,88,97,100,95,"A",94,70,"B",80,75,"A",94,"A",94,100,"A",100,96,"A"
"158901","0"," ",39,69,34,65,93.7,75,"D",69,69,"C",79,37,"C",70,"C",79,30,"C",70,76,"C"
"158902","0"," ",46,78,46,75,98,95,"B",80,64,"D",65,46,"B",80,"B",80,23,"D",66,76,"C"
"158904"," "," ",42,71,.,.,.,.,"Met Standard",71,63,"Improvement Required",59,42,"Improvement Required",53,"Improvement Required",59,6,"Improvement Required",38,59,"Improvement Required"
"158905"," "," ",44,75,45,74,97.8,90,"C",78,67,"C",73,45,"C",76,"C",76,41,"C",73,77,"Not Rated: Harvey Provision"
"158906","0"," ",45,76,45,74,100,95,"C",79,67,"C",73,45,"C",76,"C",76,44,"C",74,78,"C"
"159901","0"," ",51,82,49,77,92.6,70,"C",78,72,"B",84,50,"B",87,"B",87,80,"B",86,87,"B"
"160901","0"," ",49,81,55,83,100,95,"B",85,74,"B",87,52,"B",87,"B",87,88,"B",89,88,"B"
"160904"," "," ",41,70,82,96,100,95,"Met Standard",85,75,"Met Standard",85,62,"Met Standard",86,"Met Standard",86,69,"Met Standard",80,84,"Met Standard"
"160905"," "," ",30,56,60,90,90.9,65,"Met Standard",71,65,"Met Standard",73,45,"Met Standard",80,"Met Standard",80,44,"Met Standard",74,78,"Met Standard"
"161801"," "," ",35,60,.,.,.,.,"Met Standard",60,72,"Met Standard",75,35,"Met Standard",69,"Met Standard",75,60,"Met Standard",73,74,"Met Standard"
"161802","0"," ",42,73,97,99,100,95,"B",88,66,"C",70,70,"A",93,"A",93,78,"B",86,91,"A"
"161807","0"," ",49,81,82,96,99.6,95,"A",90,71,"B",82,66,"A",92,"A",92,81,"B",87,91,"A"
"161901","0"," ",66,92,45,74,98.2,95,"B",85,72,"B",84,56,"D",67,"B",84,67,"B",82,84,"B"
"161903","1"," ",63,91,63,91,99.8,95,"A",92,74,"B",87,63,"B",85,"B",87,95,"A",95,93,"A"
"161906","0"," ",36,62,32,63,93.8,75,"D",65,64,"D",65,34,"D",69,"D",69,15,"D",60,66,"D"
"161907","0"," ",59,89,68,92,100,95,"A",91,69,"C",79,64,"B",81,"B",81,92,"A",93,92,"A"
"161908","0"," ",39,69,38,69,100,95,"C",74,53,"F",55,39,"C",73,"C",73,4,"F",38,63,"D"
"161909","0"," ",48,80,43,73,100,95,"B",80,69,"C",79,46,"C",78,"C",79,51,"C",76,79,"C"
"161910","0"," ",38,67,57,86,96.4,90,"C",79,63,"D",60,48,"B",81,"B",81,46,"C",75,79,"C"
"161912","0"," ",46,78,56,85,98.1,95,"B",84,69,"C",79,51,"C",75,"C",79,53,"C",77,82,"B"
"161914","0"," ",36,62,48,76,83.5,55,"D",66,68,"C",76,42,"C",79,"C",79,27,"D",68,76,"C"
"161916","0"," ",47,79,69,92,96.9,90,"B",86,64,"D",65,58,"B",85,"B",85,59,"C",78,84,"B"
"161918","0"," ",49,81,54,82,98.1,95,"B",84,66,"C",70,52,"B",83,"B",83,88,"B",89,86,"B"
"161919","0"," ",43,74,50,78,96.8,90,"C",79,63,"D",60,47,"C",78,"C",78,28,"D",69,76,"C"
"161920","0"," ",58,88,62,91,99.5,95,"A",91,70,"B",80,60,"C",76,"B",80,97,"A",97,93,"A"
"161921","0"," ",34,59,41,71,92.9,70,"D",66,58,"F",57,38,"C",73,"C",73,21,"D",64,70,"C"
"161922","0"," ",51,82,50,78,99,95,"B",83,70,"B",80,51,"C",70,"B",80,70,"B",83,83,"B"
"161923","0"," ",51,82,56,85,100,95,"B",86,73,"B",85,54,"C",78,"B",85,77,"B",85,86,"B"
"161924"," "," ",49,77,.,.,.,.,"Met Standard",77,71,"Met Standard",74,49,"Met Standard",75,"Met Standard",75,66,"Met Standard",75,76,"Met Standard"
"161925"," "," ",38,65,40,71,100,95,"Met Standard",73,67,"Met Standard",76,39,"Met Standard",72,"Met Standard",76,16,"Met Standard",63,72,"Met Standard"
"162904"," "," ",64,91,76,94,100,95,"Met Standard",93,80,"Met Standard",90,70,"Met Standard",82,"Met Standard",90,100,"Met Standard",100,95,"Met Standard"
"163901","0"," ",45,76,56,85,97.6,90,"B",82,65,"D",69,51,"B",81,"B",81,55,"C",77,81,"B"
"163902"," "," ",53,80,56,87,100,95,"Met Standard",86,64,"Met Standard",72,55,"Met Standard",84,"Met Standard",84,96,"Met Standard",92,88,"Met Standard"
"163903","0"," ",33,58,36,67,95.5,85,"D",67,60,"F",58,35,"D",69,"D",69,3,"F",36,59,"F"
"163904","0"," ",43,74,44,73,95.8,85,"C",76,67,"C",73,44,"C",75,"C",75,32,"C",71,75,"C"
"163908","1"," ",54,85,62,91,100,95,"B",89,69,"C",79,58,"B",89,"B",89,91,"A",92,90,"A"
"164901","0"," ",39,69,39,70,100,95,"C",75,68,"C",76,39,"C",73,"C",76,16,"D",61,72,"C"
"165802"," "," ",50,77,.,.,.,.,"Met Standard",77,72,"Met Standard",75,50,"Met Standard",74,"Met Standard",75,86,"Met Standard",81,78,"Met Standard"
"165901","0"," ",40,70,51,78,90.4,65,"C",72,67,"C",73,46,"C",73,"C",73,35,"C",72,73,"C"
"165902","0"," ",45,76,55,83,95.5,85,"B",81,68,"C",76,50,"C",73,"C",76,46,"C",75,79,"C"
"166901","0"," ",41,71,38,69,96,90,"C",74,71,"B",82,40,"C",73,"B",82,23,"D",66,77,"C"
"166902"," "," ",53,80,.,.,.,.,"Met Standard",80,69,"Met Standard",70,53,"Met Standard",84,"Met Standard",84,60,"Met Standard",73,81,"Met Standard"
"166903","0"," ",44,75,49,77,100,95,"B",80,65,"D",69,47,"C",79,"C",79,61,"C",79,80,"B"
"166904","0"," ",42,73,41,71,97.6,90,"C",76,66,"C",70,42,"C",75,"C",75,26,"D",68,74,"C"
"166905","0"," ",48,80,44,73,100,95,"B",80,74,"B",87,46,"C",71,"B",87,35,"C",72,83,"B"
"166907"," "," ",34,59,54,85,100,95,"Met Standard",77,67,"Met Standard",76,44,"Met Standard",78,"Met Standard",78,50,"Met Standard",75,77,"Met Standard"
"167901","1"," ",57,87,78,95,100,95,"A",92,70,"B",80,68,"A",92,"A",92,96,"A",96,93,"A"
"167902","0"," ",39,69,73,93,87.5,60,"C",77,69,"C",79,56,"A",91,"B",89,39,"C",73,84,"B"
"167904"," "," ",44,72,31,64,96,90,"Met Standard",72,80,"Met Standard",90,38,"Met Standard",71,"Met Standard",90,39,"Met Standard",72,85,"Met Standard"
"168901","0"," ",44,75,76,94,98.8,95,"B",87,72,"B",84,60,"A",90,"A",90,79,"B",86,89,"B"
"168902"," "," ",45,73,67,92,95.8,85,"Met Standard",83,71,"Met Standard",81,56,"Met Standard",86,"Met Standard",86,77,"Met Standard",83,85,"Met Standard"
"168903"," "," ",48,76,63,91,100,95,"Met Standard",86,76,"Met Standard",86,56,"Met Standard",78,"Met Standard",86,63,"Met Standard",78,84,"Met Standard"
"169901","0"," ",46,78,48,76,99.1,95,"B",81,62,"F",59,47,"C",76,"C",76,31,"C",71,78,"C"
"169902","0"," ",47,79,42,72,100,95,"C",79,72,"B",84,45,"C",76,"B",84,33,"C",71,80,"B"
"169906"," "," ",41,70,38,69,96.9,90,"Met Standard",74,73,"Met Standard",83,40,"Met Standard",70,"Met Standard",83,23,"Met Standard",67,78,"Met Standard"
"169908"," "," ",48,76,.,.,.,.,"Met Standard",76,66,"Met Standard",65,48,"Met Standard",69,"Met Standard",69,53,"Met Standard",71,75,"Met Standard"
"169909","0"," ",52,83,59,89,100,95,"B",88,72,"B",84,56,"A",90,"A",90,83,"B",87,89,"B"
"169910"," "," ",29,55,50,82,100,95,"Met Standard",74,57,"Met Standard",62,40,"Met Standard",63,"Met Standard",63,44,"Met Standard",74,74,"Met Standard"
"169911","0"," ",56,87,30,61,100,95,"C",78,71,"B",82,43,"C",70,"B",82,56,"C",78,81,"B"
"170801"," "," ",51,82,.,.,.,.,"B",82,73,"B",85,51,"A",91,"B",89,95,"B",89,89,"Not Rated: Harvey Provision"
"170902","0"," ",60,90,65,91,97.4,90,"B",89,73,"B",85,63,"B",88,"B",88,93,"B",89,89,"B"
