DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS,DISTNAME_CLEAN,DD1G,DD2G,DD3G,D_RATING
234801,RANCH ACADEMY,234.0,VAN ZANDT,7.0,Y,Y,Meets Requirements,ASVAB Test not Offered,Ranch Academy,Not Rated,Not Rated,Not Rated,Not Rated
234902,CANTON ISD,234.0,VAN ZANDT,10.0,N,N,Meets Requirements, ,Canton ISD,A,B,B,A
234903,EDGEWOOD ISD,234.0,VAN ZANDT,7.0,N,N,Meets Requirements, ,Edgewood ISD,A,A,B,A
234904,GRAND SALINE ISD,234.0,VAN ZANDT,7.0,N,N,Meets Requirements, ,Grand Saline ISD,B,A,C,B
234905,MARTINS MILL ISD,234.0,VAN ZANDT,7.0,N,N,Meets Requirements, ,Martins Mill ISD,A,A,B,A
234906,VAN ISD,234.0,VAN ZANDT,7.0,N,N,Meets Requirements, ,Van ISD,B,B,B,B
234907,WILLS POINT ISD,234.0,VAN ZANDT,10.0,N,N,Needs Assistance, ,Wills Point ISD,B,B,C,B
234909,FRUITVALE ISD,234.0,VAN ZANDT,7.0,N,N,Meets Requirements, ,Fruitvale ISD,B,B,C,B
235901,BLOOMINGTON ISD,235.0,VICTORIA,3.0,N,N,Needs Substantial Intervention, ,Bloomington ISD,D,C,F,D
235902,VICTORIA ISD,235.0,VICTORIA,3.0,N,N,Needs Intervention, ,Victoria ISD,C,C,C,C
235904,NURSERY ISD,235.0,VICTORIA,3.0,N,N,Meets Requirements, ,Nursery ISD,B,B,A,A
236801,RAVEN SCHOOL,236.0,WALKER,6.0,Y,Y,Meets Requirements, ,Raven School,Not Rated,Not Rated,Not Rated,Not Rated
236802,SAM HOUSTON STATE UNIVERSITY CHART,236.0,WALKER,6.0,Y,N,Meets Requirements, ,Sam Houston State University Chart,B,A,C,B
236901,NEW WAVERLY ISD,236.0,WALKER,6.0,N,N,Needs Assistance, ,New Waverly ISD,B,B,C,B
236902,HUNTSVILLE ISD,236.0,WALKER,6.0,N,N,Needs Assistance, ,Huntsville ISD,C,C,C,C
237902,HEMPSTEAD ISD,237.0,WALLER,4.0,N,N,Needs Intervention, ,Hempstead ISD,C,C,C,C
237904,WALLER ISD,237.0,WALLER,4.0,N,N,Meets Requirements, ,Waller ISD,B,A,A,A
237905,ROYAL ISD,237.0,WALLER,4.0,N,N,Meets Requirements, ,Royal ISD,B,B,C,B
238902,MONAHANS-WICKETT-PYOTE ISD,238.0,WARD,18.0,N,N,Meets Requirements, ,Monahans-Wickett-Pyote ISD,C,C,D,C
238904,GRANDFALLS-ROYALTY ISD,238.0,WARD,18.0,N,N,Meets Requirements, ,Grandfalls-Royalty ISD,D,D,D,D
239901,BRENHAM ISD,239.0,WASHINGTON,6.0,N,N,Needs Substantial Intervention, ,Brenham ISD,B,B,B,B
239903,BURTON ISD,239.0,WASHINGTON,6.0,N,N,Meets Requirements, ,Burton ISD,A,A,B,B
240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,240.0,WEBB,1.0,Y,Y,Meets Requirements, ,Triumph Public High Schools-Laredo,B,A,D,B
240901,LAREDO ISD,240.0,WEBB,1.0,N,N,Needs Assistance, ,Laredo ISD,B,A,B,B
240903,UNITED ISD,240.0,WEBB,1.0,N,N,Needs Intervention, ,United ISD,A,A,A,A
240904,WEBB CISD,240.0,WEBB,1.0,N,N,Meets Requirements,ASVAB Test not Offered,Webb CISD,B,B,C,B
241901,BOLING ISD,241.0,WHARTON,3.0,N,N,Meets Requirements, ,Boling ISD,B,A,C,B
241902,EAST BERNARD ISD,241.0,WHARTON,3.0,N,N,Needs Assistance, ,East Bernard ISD,A,A,A,A
241903,EL CAMPO ISD,241.0,WHARTON,3.0,N,N,Needs Assistance, ,El Campo ISD,B,A,B,B
241904,WHARTON ISD,241.0,WHARTON,3.0,N,N,Needs Assistance, ,Wharton ISD,C,C,C,C
241906,LOUISE ISD,241.0,WHARTON,3.0,N,N,Meets Requirements, ,Louise ISD,B,C,C,C
242902,SHAMROCK ISD,242.0,WHEELER,16.0,N,N,Meets Requirements, ,Shamrock ISD,B,B,C,B
242903,WHEELER ISD,242.0,WHEELER,16.0,N,N,Meets Requirements, ,Wheeler ISD,B,B,B,B
242905,KELTON ISD,242.0,WHEELER,16.0,N,N,Meets Requirements, ,Kelton ISD,B,A,B,A
242906,FORT ELLIOTT CISD,242.0,WHEELER,16.0,N,N,Meets Requirements, ,Fort Elliott CISD,A,A,A,A
243901,BURKBURNETT ISD,243.0,WICHITA,9.0,N,N,Meets Requirements, ,Burkburnett ISD,B,C,C,C
243902,ELECTRA ISD,243.0,WICHITA,9.0,N,N,Needs Assistance, ,Electra ISD,B,B,C,B
243903,IOWA PARK CISD,243.0,WICHITA,9.0,N,N,Meets Requirements, ,Iowa Park CISD,B,C,B,B
243905,WICHITA FALLS ISD,243.0,WICHITA,9.0,N,N,Needs Assistance, ,Wichita Falls ISD,B,B,C,B
243906,CITY VIEW ISD,243.0,WICHITA,9.0,N,N,Meets Requirements, ,City View ISD,B,A,C,B
244901,HARROLD ISD,244.0,WILBARGER,9.0,N,N,Meets Requirements, ,Harrold ISD,B,B,B,Data Integrity Issues
244903,VERNON ISD,244.0,WILBARGER,9.0,N,N,Needs Assistance, ,Vernon ISD,C,C,C,C
244905,NORTHSIDE ISD,244.0,WILBARGER,9.0,N,N,Meets Requirements, ,Northside ISD,B,B,B,B
245901,LASARA ISD,245.0,WILLACY,1.0,N,N,Meets Requirements, ,Lasara ISD,B,B,C,B
245902,LYFORD CISD,245.0,WILLACY,1.0,N,N,Meets Requirements, ,Lyford CISD,B,A,C,B
245903,RAYMONDVILLE ISD,245.0,WILLACY,1.0,N,N,Meets Requirements, ,Raymondville ISD,B,A,B,B
245904,SAN PERLITA ISD,245.0,WILLACY,1.0,N,N,Meets Requirements, ,San Perlita ISD,A,A,B,A
246801,MERIDIAN WORLD SCHOOL LLC,246.0,WILLIAMSON,13.0,Y,N,Meets Requirements, ,Meridian World School LLC,A,B,A,A
246802,GOODWATER MONTESSORI SCHOOL,246.0,WILLIAMSON,13.0,Y,N,Meets Requirements, ,Goodwater Montessori School,C,C,D,C
246902,FLORENCE ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Florence ISD,B,C,C,C
246904,GEORGETOWN ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Georgetown ISD,B,B,C,B
246905,GRANGER ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Granger ISD,B,B,C,B
246906,HUTTO ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Hutto ISD,B,B,B,B
246907,JARRELL ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Jarrell ISD,B,B,C,B
246908,LIBERTY HILL ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Liberty Hill ISD,A,B,B,A
246909,ROUND ROCK ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Round Rock ISD,B,B,B,B
246911,TAYLOR ISD,246.0,WILLIAMSON,13.0,N,N,Needs Intervention, ,Taylor ISD,B,B,C,B
246912,THRALL ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Thrall ISD,A,B,B,A
246913,LEANDER ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Leander ISD,A,B,B,B
246914,COUPLAND ISD,246.0,WILLIAMSON,13.0,N,N,Meets Requirements, ,Coupland ISD,B,B,A,A
247901,FLORESVILLE ISD,247.0,WILSON,20.0,N,N,Needs Intervention, ,Floresville ISD,B,B,B,B
247903,LA VERNIA ISD,247.0,WILSON,20.0,N,N,Meets Requirements, ,La Vernia ISD,B,B,B,B
247904,POTH ISD,247.0,WILSON,20.0,N,N,Meets Requirements, ,Poth ISD,A,A,B,A
247906,STOCKDALE ISD,247.0,WILSON,20.0,N,N,Meets Requirements, ,Stockdale ISD,B,B,B,B
248901,KERMIT ISD,248.0,WINKLER,18.0,N,N,Meets Requirements, ,Kermit ISD,C,C,D,C
248902,WINK-LOVING ISD,248.0,WINKLER,18.0,N,N,Meets Requirements, ,Wink-Loving ISD,B,A,C,B
249901,ALVORD ISD,249.0,WISE,11.0,N,N,Meets Requirements, ,Alvord ISD,A,A,A,A
249902,BOYD ISD,249.0,WISE,11.0,N,N,Meets Requirements, ,Boyd ISD,B,C,C,B
249903,BRIDGEPORT ISD,249.0,WISE,11.0,N,N,Meets Requirements, ,Bridgeport ISD,B,B,C,B
249904,CHICO ISD,249.0,WISE,11.0,N,N,Meets Requirements, ,Chico ISD,A,A,A,A
249905,DECATUR ISD,249.0,WISE,11.0,N,N,Meets Requirements, ,Decatur ISD,B,B,B,B
249906,PARADISE ISD,249.0,WISE,11.0,N,N,Meets Requirements, ,Paradise ISD,A,B,B,A
249908,SLIDELL ISD,249.0,WISE,11.0,N,N,Meets Requirements, ,Slidell ISD,B,B,B,B
250902,HAWKINS ISD,250.0,WOOD,7.0,N,N,Meets Requirements, ,Hawkins ISD,B,A,B,B
250903,MINEOLA ISD,250.0,WOOD,7.0,N,N,Meets Requirements, ,Mineola ISD,B,B,C,B
250904,QUITMAN ISD,250.0,WOOD,7.0,N,N,Meets Requirements, ,Quitman ISD,B,A,B,B
250905,YANTIS ISD,250.0,WOOD,7.0,N,N,Meets Requirements, ,Yantis ISD,B,B,C,B
250906,ALBA-GOLDEN ISD,250.0,WOOD,7.0,N,N,Meets Requirements, ,Alba-Golden ISD,B,B,B,B
250907,WINNSBORO ISD,250.0,WOOD,7.0,N,N,Meets Requirements, ,Winnsboro ISD,A,A,B,B
251901,DENVER CITY ISD,251.0,YOAKUM,17.0,N,N,Meets Requirements, ,Denver City ISD,B,A,C,B
251902,PLAINS ISD,251.0,YOAKUM,17.0,N,N,Meets Requirements, ,Plains ISD,B,A,C,B
252901,GRAHAM ISD,252.0,YOUNG,9.0,N,N,Meets Requirements, ,Graham ISD,B,B,C,B
252902,NEWCASTLE ISD,252.0,YOUNG,9.0,N,N,Meets Requirements, ,Newcastle ISD,B,A,A,A
252903,OLNEY ISD,252.0,YOUNG,9.0,N,N,Meets Requirements, ,Olney ISD,A,A,B,A
253901,ZAPATA COUNTY ISD,253.0,ZAPATA,1.0,N,N,Meets Requirements, ,Zapata County ISD,B,B,C,B
254901,CRYSTAL CITY ISD,254.0,ZAVALA,20.0,N,N,Needs Assistance, ,Crystal City ISD,C,B,C,B
254902,LA PRYOR ISD,254.0,ZAVALA,20.0,N,N,Meets Requirements, ,La Pryor ISD,B,A,C,B
