CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART
"'101916103","LA PORTE EL","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101916104","BAYSHORE EL","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101916105","COLLEGE PARK EL","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101916106","LOMAX EL","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101916107","LEO A RIZZUTO EL","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101917001","PASADENA H S","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101917002","SAM RAYBURN H S","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101917003","SOUTH HOUSTON H S","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101917004","DOBIE H S","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101917007","TEGELER CAREER CENTER","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","Y","N"
"'101917012","EXCEL ACADEMY (JJAEP)","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101917013","PASADENA MEMORIAL H S","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101917014","THE SUMMIT (HIGH SCHOOL)","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101917016","DR KIRK LEWIS CAREER AND TECHNICAL H S","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","B","'PK - 12"," "," ","N","N"
"'101917041","BEVERLY HILLS INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917042","JACKSON INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917043","PARK VIEW INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917044","QUEENS INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917045","SAN JACINTO INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917046","SOUTH HOUSTON INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917047","SOUTHMORE INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917048","MILLER INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917049","THOMPSON INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917051","BONDY INT","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101917055","THE SUMMIT (INTERMEDIATE)","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 08"," "," ","N","N"
"'101917101","BAILEY EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917102","FISHER EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917103","FREEMAN EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917104","GARDENS EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917105","GARFIELD EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917106","GENOA EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917107","GOLDEN ACRES EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917108","PEARL HALL EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917109","JESSUP EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917110","KRUSE EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917111","MEADOR EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917112","PARKS EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917113","POMEROY EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917114","RED BLUFF EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917115","RICHEY EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917116","L F SMITH EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917117","MAE SMYTHE EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917118","SOUTH HOUSTON EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917119","SOUTH SHAVER EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917120","WILLIAMS EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917122","MCMASTERS EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917123","STUCHBERY EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917124","ATKINSON EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917125","JENSEN EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917126","BURNETT EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917127","FRAZIER EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917128","TEAGUE EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917129","MOORE EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917130","YOUNG EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917131","SPARKS EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917132","TURNER EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917133","MORALES EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917134","MATTHYS EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917135","MORRIS MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917136","DE ZAVALA MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917137","LAURA WELCH BUSH EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 04"," "," ","N","N"
"'101917138","SOUTH BELT EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101917139","CARTER LOMAX MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917140","MELILLO MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917141","EARNESTEEN MILSTEAD MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917142","RICK SCHNEIDER MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917143","BOBBY SHAW MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917144","KELLER MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917145","MARSHALL KENDRICK MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917146","NELDA SULLIVAN MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917147","FRED ROBERTS MIDDLE","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 06"," "," ","N","N"
"'101917148","THOMAS HANCOCK EL","'101917","PASADENA ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 04"," "," ","N","N"
"'101919001","SPRING H S","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101919002","WESTFIELD H S","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101919003","ANDY DEKANEY H S","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101919009","SCHOOL FOR ACCELERATED LRN","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 11"," "," ","N","N"
"'101919018","CARL WUNSCHE SR H S","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101919019","MOMENTUM H S","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'08 - 12"," "," ","Y","N"
"'101919021","SPRING EARLY COLLEGE ACADEMY","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101919022","RICHEY ACADEMY","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","B","'06 - 12"," "," ","N","N"
"'101919043","EDWIN M WELLS MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919044","DUEITT MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919045","TWIN CREEKS MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919046","BAMMEL MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919047","STELLE CLAUGHTON MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919048","RICKEY C BAILEY MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919050","EDWARD ROBERSON MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919051","SPRINGWOODS VILLAGE MIDDLE","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919052","SPRING LEADERSHIP ACADEMY","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101919102","BAMMEL EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919103","PONDEROSA EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101919104","JOHN WINSHIP EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919105","PAT REYNOLDS EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101919106","MEYER EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919107","MILDRED JENKINS EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101919108","PEARL M HIRSCH EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919109","ANDERSON EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919110","JOAN LINK EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919111","SMITH EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919112","BENEKE EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919114","DELORAS E THOMPSON EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101919115","HERITAGE EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919116","CLARK EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919117","SALYERS EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919119","CHET BURCHETT EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919120","MILTON COOPER EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919121","GINGER MCNABB EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919122","NORTHGATE EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919123","DONNA LEWIS EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919124","CAROLEE BOOKER EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919125","HOYLAND EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919126","RALPH EICKENROHT EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919127","HELEN MAJOR EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919128","GLORIA MARSHALL EL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101919130","THE SCHOOL FOR INTERNATIONAL STUDIES AT BAMMEL","'101919","SPRING ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920001","MEMORIAL H S","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101920003","SPRING WOODS H S","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101920005","NORTHBROOK H S","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101920006","STRATFORD H S","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101920014","WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","B","'06 - 12"," "," ","N","N"
"'101920018","SPRING BRANCH ACADEMIC INSTITUTE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","B","'KG - 12"," "," ","N","N"
"'101920041","LANDRUM MIDDLE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'05 - 08"," "," ","N","N"
"'101920042","MEMORIAL MIDDLE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101920043","SPRING BRANCH MIDDLE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101920044","SPRING WOODS MIDDLE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101920045","SPRING FOREST MIDDLE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101920046","SPRING OAKS MIDDLE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101920047","NORTHBROOK MIDDLE","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101920048","CORNERSTONE ACADEMY","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101920101","BENDWOOD SCHOOL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - EE"," "," ","N","N"
"'101920102","BUNKER HILL EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920103","EDGEWOOD EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920104","FROSTWOOD EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920105","HOLLIBROOK EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920106","HOUSMAN EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920107","HUNTERS CREEK EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920108","MEADOW WOOD EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101920109","MEMORIAL DRIVE EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101920110","PINE SHADOWS EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920111","RIDGECREST EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920112","RUMMEL CREEK EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101920113","SHADOW OAKS EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920114","SPRING BRANCH EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920115","VALLEY OAKS EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920116","WESTWOOD EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920117","WOODVIEW EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920118","WILCHESTER EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101920119","SHERWOOD EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920120","SPRING SHADOWS EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920121","NOTTINGHAM EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920122","TERRACE EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920123","THORNWOOD EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920124","CEDAR BROOK EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101920125","TREASURE FOREST EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920126","BUFFALO CREEK EL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101920128","THE WILDCAT WAY SCHOOL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - PK","'101920112","RUMMEL CREEK EL","N","N"
"'101920129","THE PANDA PATH SCHOOL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - PK","'101920124","CEDAR BROOK EL","N","N"
"'101920130","THE LION LANE SCHOOL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - PK","'101920111","RIDGECREST EL","N","N"
"'101920131","THE BEAR BLVD SCHOOL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - PK","'101920107","HUNTERS CREEK EL","N","N"
"'101920132","THE TIGER TRAIL SCHOOL","'101920","SPRING BRANCH ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - PK","'101920110","PINE SHADOWS EL","N","N"
"'101921001","TOMBALL H S","'101921","TOMBALL ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101921002","TOMBALL MEMORIAL H S","'101921","TOMBALL ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101921005","TOMBALL STAR ACADEMY","'101921","TOMBALL ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
