CAMPUS,CDALLS,C_RATING,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,COMP23F,CAMPNAME,CD3,CD3G,CD3S,COUNTY,CNTYNAME,DISTRICT,DISTNAME,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,CFLPAIR,CFLPAIRD,CFLPAIRO,PAIRCAMP,PAIRNAME,REGION,REGNNAME,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP
015912107,87.0,B, ,N,N,N,N,N,N,N,N,.,BIG COUNTRY EL,75.0,A,90.0,15,BEXAR,015912,SOUTHWEST ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,72.0,B,81.0,,B,85.0,B,85.0,51.0,78.0,,,,,C,78.0,286,46.7,110.0,20.8,529.0,613,0.0,0.0,449,73.2,125,20.4,0.0,0.0,104,17.0,0.0,0.0
015912108,80.0,B, ,N,N,N,N,N,N,N,N,.,ELM CREEK EL,65.0,B,83.0,15,BEXAR,015912,SOUTHWEST ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,69.0,C,78.0,,C,76.0,C,78.0,43.0,72.0,,,,,C,72.0,295,42.3,87.0,15.9,546.0,698,0.0,0.0,528,75.6,204,29.2,0.0,0.0,123,17.6,0.0,0.0
015912109,80.0,B, ,N,N,N,N,N,N,N,N,.,KRIEWALD RD EL,50.0,C,76.0,15,BEXAR,015912,SOUTHWEST ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,65.0,C,73.0,,B,81.0,B,81.0,47.0,75.0,,,,,C,75.0,228,43.9,86.0,20.4,422.0,519,0.0,0.0,376,72.4,12,2.3,0.0,0.0,78,15.0,0.0,0.0
015912110,76.0,C, ,N,N,N,N,N,N,N,N,.,SPICEWOOD PARK EL,51.0,C,76.0,15,BEXAR,015912,SOUTHWEST ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,68.0,C,76.0,,D,69.0,C,76.0,36.0,62.0,,,,,D,62.0,269,45.4,99.0,21.9,452.0,593,0.0,0.0,553,93.3,25,4.2,0.0,0.0,116,19.6,0.0,0.0
015912111,74.0,C, ,N,N,N,N,N,N,N,N,.,MEDIO CREEK EL,30.0,D,68.0,15,BEXAR,015912,SOUTHWEST ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,60.0,D,66.0,,C,77.0,C,77.0,41.0,70.0,,,,,C,70.0,282,43.9,72.0,15.4,469.0,643,0.0,0.0,574,89.3,115,17.9,0.0,0.0,97,15.1,0.0,0.0
015913001,85.0,B, ,N,N,N,N,N,N,N,N,.,VIRGINIA ALLRED STACEY JR/SR H S,70.0,B,87.0,15,BEXAR,015913,LACKLAND ISD,12,06,06 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,75.0,B,81.0,,D,62.0,B,81.0,59.0,89.0,65.0,71.0,100.0,100.0,B,84.0,379,100.0,85.0,20.4,417.0,379,0.0,0.0,44,11.6,5,1.3,0.0,0.0,45,11.9,0.0,0.0
015913101,76.0,C, ,N,N,N,N,N,N,N,N,.,LACKLAND EL,53.0,C,77.0,15,BEXAR,015913,LACKLAND ISD,05,PK,PK - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,59.0,D,65.0,,F,55.0,D,65.0,48.0,76.0,,,,,C,76.0,252,42.8,141.0,29.6,477.0,589,0.0,0.0,118,20.0,13,2.2,0.0,0.0,71,12.1,0.0,0.0
015914001,88.0,B, ,N,N,N,N,N,N,N,N,.,ROBERT G COLE MIDDLE/HIGH SCHOOL,81.0,A,93.0,15,BEXAR,015914,FT SAM HOUSTON ISD,12,06,06 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,80.0,B,85.0,,C,73.0,B,85.0,66.0,92.0,68.0,73.0,100.0,100.0,B,86.0,777,100.0,132.0,15.5,854.0,777,,0.0,139,17.9,14,1.8,,0.0,100,12.9,,0.0
015914101,88.0,B, ,N,N,N,N,N,N,N,N,.,FT SAM HOUSTON EL,68.0,B,86.0,15,BEXAR,015914,FT SAM HOUSTON ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,78.0,B,88.0,,C,74.0,B,88.0,59.0,89.0,,,,,B,89.0,374,44.0,164.0,22.9,715.0,850,,0.0,217,25.5,23,2.7,,0.0,147,17.3,,0.0
015915001,69.0,D, ,N,N,N,N,N,N,N,N,.,HOLMES H S,40.0,D,63.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,70.0,C,74.0,,D,68.0,C,74.0,43.0,72.0,42.0,54.0,98.6,90.0,D,68.0,2561,100.0,560.0,19.5,2867.0,2561,0.0,0.0,2073,80.9,339,13.2,0.0,0.0,331,12.9,0.0,0.0
015915002,60.0,D, ,N,N,N,N,N,N,N,N,3,JAY H S,24.0,F,49.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,62.0,D,60.0,,D,65.0,D,65.0,38.0,65.0,42.0,54.0,87.6,55.0,F,59.0,2248,100.0,633.0,23.0,2753.0,2248,0.0,0.0,1819,80.9,296,13.2,0.0,0.0,310,13.8,0.0,0.0
015915003,71.0,C, ,N,N,N,N,N,N,N,N,.,MARSHALL H S,42.0,D,65.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,70.0,C,74.0,,C,72.0,C,74.0,49.0,77.0,47.0,57.0,92.9,65.0,D,67.0,2634,100.0,558.0,19.2,2913.0,2634,0.0,0.0,1753,66.6,335,12.7,0.0,0.0,335,12.7,0.0,0.0
015915004,,X, ,N,N,N,N,N,N,N,N,.,HOLMGREEN CENTER,,X,,15,BEXAR,015915,NORTHSIDE ISD,12,06,06 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,85.7,55.0,X,,26,100.0,17.0,45.9,37.0,26,0.0,0.0,10,38.5,1,3.8,0.0,0.0,26,100.0,0.0,0.0
015915005,84.0,B, ,N,N,N,N,N,N,N,N,.,CLARK H S,68.0,B,85.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,77.0,B,83.0,,B,82.0,B,83.0,61.0,90.0,67.0,72.0,96.3,80.0,B,81.0,2835,100.0,557.0,17.6,3156.0,2835,0.0,0.0,1173,41.4,317,11.2,0.0,0.0,304,10.7,0.0,0.0
015915006,99.0,A, ,N,N,N,N,N,N,N,N,.,HEALTH CAREERS H S,100.0,A,100.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,79.0,B,85.0,,A,97.0,A,97.0,83.0,96.0,98.0,98.0,100.0,100.0,A,98.0,896,100.0,52.0,5.5,937.0,896,0.0,0.0,248,27.7,10,1.1,0.0,0.0,5,0.6,0.0,0.0
015915007,83.0,B, ,N,N,N,N,N,N,N,N,.,TAFT H S,67.0,B,84.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,72.0,C,77.0,,B,80.0,B,80.0,56.0,85.0,69.0,73.0,99.5,95.0,B,82.0,2693,100.0,391.0,13.6,2874.0,2693,0.0,0.0,1189,44.2,165,6.1,0.0,0.0,292,10.8,0.0,0.0
015915008,,X, ,N,N,N,Y,N,N,N,N,.,ALTERNATIVE H S,,X,,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,158,100.0,923.0,100.0,923.0,158,0.0,0.0,109,69.0,16,10.1,0.0,0.0,31,19.6,0.0,0.0
015915011,,Z,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,CHAVEZ EXCEL ACADEMY,,Z,,15,BEXAR,015915,NORTHSIDE ISD,12,12,12 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,Z,,,Z,,Z,,,,25.0,76.0,97.5,85.0,Z,,44,100.0,228.0,99.6,229.0,44,0.0,0.0,29,65.9,1,2.3,0.0,0.0,2,4.5,0.0,0.0
015915013,,Z,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,REDDIX CENTER,,Z,,15,BEXAR,015915,NORTHSIDE ISD,12,01,01 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,Z,,,Z,,Z,,,,,,100.0,100.0,Z,,244,99.2,94.0,33.5,281.0,246,0.0,0.0,93,37.8,4,1.6,0.0,0.0,242,98.4,0.0,0.0
015915016,85.0,B, ,N,N,N,N,N,N,N,N,.,O'CONNOR H S,70.0,B,87.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,78.0,B,84.0,,C,76.0,B,84.0,64.0,91.0,65.0,71.0,98.2,90.0,B,83.0,2794,100.0,292.0,9.2,3183.0,2794,0.0,0.0,733,26.2,79,2.8,0.0,0.0,308,11.0,0.0,0.0
015915019,74.0,C, ,N,N,N,N,N,N,N,N,.,WARREN H S,38.0,D,61.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,74.0,B,80.0,,C,72.0,B,80.0,55.0,83.0,48.0,58.0,96.9,80.0,C,72.0,2647,100.0,421.0,14.0,3007.0,2647,0.0,0.0,1282,48.4,134,5.1,0.0,0.0,308,11.6,0.0,0.0
015915022,69.0,D, ,N,N,N,N,N,N,N,N,2,STEVENS H S,46.0,D,68.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,67.0,D,69.0,,D,68.0,D,69.0,43.0,72.0,47.0,57.0,93.1,65.0,D,65.0,2800,100.0,461.0,15.3,3018.0,2800,0.0,0.0,1853,66.2,215,7.7,0.0,0.0,365,13.0,0.0,0.0
015915023,81.0,B, ,N,N,N,N,N,N,N,N,.,BRANDEIS H S,55.0,C,75.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,77.0,B,83.0,,C,77.0,B,83.0,63.0,91.0,63.0,69.0,97.4,85.0,B,81.0,2777,100.0,315.0,10.5,3010.0,2777,0.0,0.0,824,29.7,166,6.0,0.0,0.0,300,10.8,0.0,0.0
015915024,79.0,C, ,N,N,N,N,N,N,N,N,.,BRENNAN H S,59.0,C,78.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,70.0,C,74.0,,C,73.0,C,74.0,54.0,82.0,61.0,68.0,99.7,95.0,C,79.0,3142,100.0,464.0,14.2,3278.0,3142,0.0,0.0,1226,39.0,128,4.1,0.0,0.0,385,12.3,0.0,0.0
015915025,86.0,B, ,N,N,N,N,N,N,N,N,.,HARLAN H S,69.0,B,86.0,15,BEXAR,015915,NORTHSIDE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,81.0,B,86.0,,C,72.0,B,86.0,60.0,90.0,57.0,65.0,98.5,90.0,B,80.0,2532,100.0,531.0,13.6,3897.0,2532,0.0,0.0,754,29.8,104,4.1,0.0,0.0,276,10.9,0.0,0.0
015915029,84.0,B, ,N,N,N,N,N,N,Y,N,.,SOTOMAYOR H S,55.0,C,75.0,15,BEXAR,015915,NORTHSIDE ISD,11,09,09 - 11,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,69.0,C,72.0,,B,82.0,B,82.0,58.0,88.0,,,,,B,88.0,1660,100.0,,,,1660,0.0,0.0,602,36.3,94,5.7,0.0,0.0,197,11.9,0.0,0.0
015915035,,X, ,N,N,N,Y,N,N,Y,N,.,DAEP AT HOLMGREEN,,X,,15,BEXAR,015915,NORTHSIDE ISD,11,11,11 - 11,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,2,100.0,2.0,100.0,2.0,2,0.0,0.0,2,100.0,0,0.0,0.0,0.0,2,100.0,0.0,0.0
015915039,,X, ,N,N,N,N,N,Y,N,N,.,NISD BEXAR COUNTY JJA,,X,,15,BEXAR,015915,NORTHSIDE ISD,12,08,08 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,31,100.0,63.0,100.0,63.0,31,0.0,0.0,17,54.8,1,3.2,0.0,0.0,6,19.4,0.0,0.0
015915041,62.0,D, ,N,N,N,N,N,N,N,N,3,NEFF MIDDLE,19.0,D,62.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,56.0,D,62.0,,D,60.0,D,62.0,30.0,58.0,,,,,F,58.0,932,100.0,302.0,27.0,1118.0,932,0.0,0.0,763,81.9,138,14.8,0.0,0.0,184,19.7,0.0,0.0
015915042,69.0,D, ,N,N,N,N,N,N,N,N,.,RAYBURN MIDDLE,32.0,D,68.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,54.0,F,59.0,,C,70.0,C,70.0,33.0,62.0,,,,,D,62.0,710,100.0,191.0,20.6,926.0,710,0.0,0.0,601,84.6,104,14.6,0.0,0.0,145,20.4,0.0,0.0
015915043,77.0,C, ,N,N,N,N,N,N,N,N,3,ROSS MIDDLE,50.0,C,76.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,59.0,D,67.0,,C,77.0,C,77.0,36.0,67.0,,,,,D,67.0,945,100.0,183.0,16.1,1134.0,945,0.0,0.0,819,86.7,202,21.4,0.0,0.0,180,19.0,0.0,0.0
015915044,77.0,C, ,N,N,N,N,N,N,N,N,.,JONES MIDDLE,53.0,C,77.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,55.0,D,60.0,,C,77.0,C,77.0,39.0,71.0,,,,,C,71.0,1097,100.0,241.0,19.5,1234.0,1097,0.0,0.0,812,74.0,234,21.3,0.0,0.0,171,15.6,0.0,0.0
015915045,83.0,B, ,N,N,N,N,N,N,N,N,.,HOBBY MIDDLE,65.0,B,85.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,66.0,C,78.0,,B,82.0,B,82.0,44.0,75.0,,,,,C,75.0,850,100.0,262.0,25.9,1010.0,850,0.0,0.0,604,71.1,171,20.1,0.0,0.0,124,14.6,0.0,0.0
015915046,67.0,D, ,N,N,N,N,N,N,N,N,2,PEASE MIDDLE,32.0,D,68.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,54.0,F,59.0,,D,66.0,D,66.0,32.0,60.0,,,,,D,60.0,813,100.0,209.0,21.0,996.0,813,0.0,0.0,658,80.9,102,12.5,0.0,0.0,153,18.8,0.0,0.0
015915047,78.0,C, ,N,N,N,N,N,N,N,N,.,STEVENSON MIDDLE,48.0,C,75.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,60.0,D,69.0,,C,79.0,C,79.0,48.0,79.0,,,,,C,79.0,999,100.0,146.0,12.3,1190.0,999,0.0,0.0,503,50.4,79,7.9,0.0,0.0,149,14.9,0.0,0.0
015915048,83.0,B, ,N,N,N,N,N,N,N,N,.,RUDDER MIDDLE,56.0,C,79.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,69.0,B,81.0,,B,84.0,B,84.0,43.0,75.0,,,,,C,75.0,994,100.0,268.0,24.1,1113.0,994,0.0,0.0,800,80.5,316,31.8,0.0,0.0,149,15.0,0.0,0.0
015915049,77.0,C, ,N,N,N,N,N,N,N,N,.,ZACHRY MIDDLE,42.0,C,73.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,57.0,D,64.0,,C,79.0,C,79.0,42.0,74.0,,,,,C,74.0,946,100.0,182.0,17.1,1063.0,946,0.0,0.0,619,65.4,105,11.1,0.0,0.0,134,14.2,0.0,0.0
015915050,77.0,C, ,N,N,N,N,N,N,N,N,.,STINSON MIDDLE,43.0,C,74.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,59.0,D,67.0,,C,74.0,C,74.0,47.0,78.0,,,,,C,78.0,1068,100.0,135.0,11.5,1179.0,1068,0.0,0.0,495,46.3,160,15.0,0.0,0.0,150,14.0,0.0,0.0
015915051,77.0,C, ,N,N,N,N,N,N,N,N,.,JORDAN MIDDLE,51.0,C,77.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,63.0,C,73.0,,C,77.0,C,77.0,42.0,74.0,,,,,C,74.0,1031,100.0,196.0,16.3,1205.0,1031,0.0,0.0,664,64.4,106,10.3,0.0,0.0,170,16.5,0.0,0.0
015915052,82.0,B, ,N,N,N,N,N,N,N,N,.,CONNALLY MIDDLE,67.0,B,87.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,68.0,B,80.0,,C,79.0,B,80.0,47.0,78.0,,,,,C,78.0,746,100.0,109.0,12.7,858.0,746,0.0,0.0,393,52.7,66,8.8,0.0,0.0,125,16.8,0.0,0.0
015915053,86.0,B, ,N,N,N,N,N,N,N,N,.,RAWLINSON MIDDLE,67.0,B,87.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,69.0,B,81.0,,B,80.0,B,81.0,55.0,85.0,,,,,B,85.0,1245,100.0,261.0,18.5,1413.0,1245,0.0,0.0,468,37.6,181,14.5,0.0,0.0,146,11.7,0.0,0.0
015915054,82.0,B, ,N,N,N,N,N,N,N,N,.,LUNA MIDDLE,67.0,B,87.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,68.0,B,80.0,,C,72.0,B,80.0,44.0,75.0,,,,,C,75.0,1229,100.0,213.0,15.6,1363.0,1229,0.0,0.0,633,51.5,74,6.0,0.0,0.0,196,15.9,0.0,0.0
015915055,79.0,C, ,N,N,N,N,N,N,N,N,3,JEFFERSON MIDDLE,52.0,C,77.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,66.0,C,78.0,,C,75.0,C,78.0,49.0,80.0,,,,,B,80.0,1112,100.0,162.0,12.0,1352.0,1112,0.0,0.0,490,44.1,100,9.0,0.0,0.0,193,17.4,0.0,0.0
015915056,76.0,C, ,N,N,N,N,N,N,N,N,.,VALE MIDDLE,40.0,C,72.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,60.0,D,69.0,,C,77.0,C,77.0,42.0,74.0,,,,,C,74.0,1021,100.0,194.0,15.7,1233.0,1021,0.0,0.0,634,62.1,105,10.3,0.0,0.0,154,15.1,0.0,0.0
015915057,92.0,A, ,N,N,N,N,N,N,N,N,.,GARCIA MIDDLE,79.0,A,93.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,73.0,B,84.0,,B,81.0,B,84.0,67.0,92.0,,,,,A,92.0,1424,100.0,103.0,6.6,1551.0,1424,0.0,0.0,266,18.7,102,7.2,0.0,0.0,155,10.9,0.0,0.0
015915058,86.0,B, ,N,N,N,N,N,N,N,N,.,BRISCOE MIDDLE,71.0,A,90.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,67.0,C,79.0,,D,66.0,C,79.0,53.0,84.0,,,,,B,84.0,1368,100.0,171.0,11.9,1435.0,1368,0.0,0.0,382,27.9,77,5.6,0.0,0.0,176,12.9,0.0,0.0
015915059,89.0,B, ,N,N,N,N,N,N,N,N,.,FOLKS MIDDLE,78.0,A,92.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,71.0,B,82.0,,C,79.0,B,82.0,57.0,87.0,,,,,B,87.0,1386,100.0,177.0,12.5,1421.0,1386,0.0,0.0,458,33.0,85,6.1,0.0,0.0,200,14.4,0.0,0.0
015915060,89.0,B, ,N,N,N,N,N,N,N,N,.,BERNAL MIDDLE,78.0,A,92.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,76.0,B,87.0,,C,79.0,B,87.0,55.0,85.0,,,,,B,85.0,1495,100.0,163.0,11.1,1465.0,1495,0.0,0.0,528,35.3,57,3.8,0.0,0.0,193,12.9,0.0,0.0
015915062,,X, ,N,N,N,Y,N,N,N,N,.,ALTERNATIVE MIDDLE,,X,,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,86,100.0,467.0,100.0,467.0,86,0.0,0.0,67,77.9,8,9.3,0.0,0.0,18,20.9,0.0,0.0
015915064,87.0,B, ,N,N,N,N,N,N,N,N,.,STRAUS MIDDLE,73.0,A,91.0,15,BEXAR,015915,NORTHSIDE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,67.0,C,79.0,,C,72.0,C,79.0,54.0,85.0,,,,,B,85.0,1114,100.0,133.0,12.7,1044.0,1114,0.0,0.0,351,31.5,88,7.9,0.0,0.0,132,11.8,0.0,0.0
015915101,62.0,D, ,N,N,N,N,N,N,N,N,.,CABLE EL,26.0,D,66.0,15,BEXAR,015915,NORTHSIDE ISD,05,PK,PK - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,56.0,D,60.0,,F,57.0,D,60.0,29.0,55.0,,,,,F,55.0,206,45.3,82.0,21.0,390.0,455,0.0,0.0,446,98.0,127,27.9,,0.0,58,12.7,0.0,0.0
015915102,76.0,C, ,N,N,N,N,N,N,N,N,.,GLENN EL,53.0,C,77.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,67.0,C,75.0,,F,59.0,C,75.0,31.0,56.0,,,,,F,56.0,187,39.8,82.0,21.1,389.0,470,0.0,0.0,437,93.0,111,23.6,,0.0,74,15.7,0.0,0.0
015915103,76.0,C, ,N,N,N,N,N,N,N,N,2,GLENOAKS EL,48.0,C,75.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,68.0,C,76.0,,D,62.0,C,76.0,33.0,58.0,,,,,F,58.0,282,50.0,172.0,31.1,553.0,564,0.0,0.0,525,93.1,250,44.3,,0.0,55,9.8,0.0,0.0
015915104,91.0,A, ,N,N,N,N,N,N,N,N,.,HELOTES EL,72.0,B,88.0,15,BEXAR,015915,NORTHSIDE ISD,05,KG,KG - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,79.0,B,89.0,,B,82.0,B,89.0,67.0,92.0,,,,,A,92.0,194,56.7,19.0,6.0,317.0,342,0.0,0.0,77,22.5,3,0.9,,0.0,56,16.4,0.0,0.0
015915105,77.0,C, ,N,N,N,N,N,N,N,N,.,HULL EL,44.0,C,74.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,69.0,C,78.0,,C,72.0,C,78.0,38.0,65.0,,,,,D,65.0,173,40.7,85.0,24.0,354.0,425,0.0,0.0,394,92.7,112,26.4,,0.0,98,23.1,0.0,0.0
015915106,79.0,C, ,N,N,N,N,N,N,N,N,.,ALLEN EL,56.0,C,78.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,70.0,C,79.0,,C,74.0,C,79.0,39.0,67.0,,,,,D,67.0,235,47.7,78.0,18.8,414.0,493,0.0,0.0,460,93.3,163,33.1,,0.0,84,17.0,0.0,0.0
015915107,80.0,B, ,N,N,N,N,N,N,N,N,.,FISHER EL,60.0,B,80.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,71.0,B,80.0,,C,79.0,B,80.0,44.0,72.0,,,,,C,72.0,262,46.7,58.0,11.6,500.0,561,0.0,0.0,432,77.0,254,45.3,,0.0,113,20.1,0.0,0.0
015915108,68.0,D, ,N,N,N,N,N,N,N,N,.,LEON VALLEY EL,23.0,D,65.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,61.0,D,68.0,,D,69.0,D,69.0,38.0,65.0,,,,,D,65.0,238,41.0,78.0,18.4,425.0,581,0.0,0.0,453,78.0,253,43.5,,0.0,107,18.4,0.0,0.0
015915109,77.0,C, ,N,N,N,N,N,N,N,N,.,LOCKE HILL EL,50.0,C,76.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,63.0,C,70.0,,C,77.0,C,77.0,46.0,74.0,,,,,C,74.0,225,44.1,81.0,19.0,426.0,510,0.0,0.0,331,64.9,43,8.4,,0.0,73,14.3,0.0,0.0
015915111,73.0,C, ,N,N,N,N,N,N,N,N,.,GLASS EL,38.0,C,72.0,15,BEXAR,015915,NORTHSIDE ISD,05,PK,PK - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,66.0,C,74.0,,F,58.0,C,74.0,31.0,56.0,,,,,F,56.0,210,45.9,120.0,30.8,390.0,458,0.0,0.0,402,87.8,3,0.7,,0.0,56,12.2,0.0,0.0
015915112,69.0,D, ,N,N,N,N,N,N,N,N,.,POWELL EL,32.0,D,69.0,15,BEXAR,015915,NORTHSIDE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,62.0,D,69.0,,C,72.0,C,72.0,38.0,65.0,,,,,D,65.0,174,45.2,75.0,20.9,359.0,385,0.0,0.0,348,90.4,7,1.8,,0.0,76,19.7,0.0,0.0
