CAMPUS,CDALLS,C_RATING,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,COMP23F,CAMPNAME,CD3,CD3G,CD3S,COUNTY,CNTYNAME,DISTRICT,DISTNAME,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,CFLPAIR,CFLPAIRD,CFLPAIRO,PAIRCAMP,PAIRNAME,REGION,REGNNAME,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP
234906103,58.0,F, ,N,N,N,N,N,N,N,N,1,VAN INT,0.0,F,30.0,234,VAN ZANDT,234906,VAN ISD,03,02,02 - 03,E,,,N,N,Y, , ,7,REGION 07: KILGORE,,Z,,,D,69.0,D,69.0,41.0,70.0,,,,,C,70.0,162,50.5,39.0,10.7,363.0,321,,0.0,215,67.0,31,9.7,,0.0,53,16.5,,0.0
234906104,78.0,C, ,N,N,N,N,N,N,N,N,.,VAN MIDDLE,24.0,D,65.0,234,VAN ZANDT,234906,VAN ISD,06,04,04 - 06,E,,,N,N,N, , ,7,REGION 07: KILGORE,60.0,D,66.0,,B,83.0,B,83.0,53.0,80.0,,,,,B,80.0,512,100.0,61.0,11.1,552.0,512,,0.0,302,59.0,44,8.6,,0.0,73,14.3,,0.0
234907002,78.0,C, ,N,N,N,N,N,N,N,N,.,WILLS POINT H S,56.0,C,76.0,234,VAN ZANDT,234907,WILLS POINT ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,73.0,C,79.0,,C,74.0,C,79.0,48.0,76.0,59.0,66.0,96.4,80.0,C,73.0,796,100.0,143.0,16.9,846.0,796,0.0,0.0,464,58.3,100,12.6,0.0,0.0,97,12.2,0.0,0.0
234907041,76.0,C, ,N,N,N,N,N,N,N,N,2,WILLS POINT MIDDLE,52.0,C,77.0,234,VAN ZANDT,234907,WILLS POINT ISD,06,05,05 - 06,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,64.0,C,75.0,,C,72.0,C,75.0,38.0,70.0,,,,,C,70.0,407,100.0,64.0,16.2,394.0,407,,0.0,278,68.3,74,18.2,,0.0,77,18.9,0.0,0.0
234907042,80.0,B, ,N,N,N,N,N,N,N,N,.,WILLS POINT J H,58.0,B,80.0,234,VAN ZANDT,234907,WILLS POINT ISD,08,07,07 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,68.0,B,80.0,,D,69.0,B,80.0,37.0,69.0,,,,,D,69.0,389,100.0,63.0,13.3,472.0,389,,0.0,259,66.6,67,17.2,,0.0,62,15.9,0.0,0.0
234907101,78.0,C, ,N,N,N,N,N,N,N,N,2,EARNEST O WOODS INT,37.0,C,71.0,234,VAN ZANDT,234907,WILLS POINT ISD,04,02,02 - 04,E,,,N,N,Y, , ,10,REGION 10: RICHARDSON,72.0,B,81.0,,D,60.0,B,81.0,40.0,69.0,,,,,D,69.0,376,63.8,104.0,16.4,634.0,589,,0.0,328,55.7,108,18.3,,0.0,108,18.3,,0.0
234907102,78.0,C, ,N,N,N,N,N,N,N,N,.,WILLS POINT PRI,,P,,234,VAN ZANDT,234907,WILLS POINT ISD,01,EE,EE - 01,E,,,Y,N,N,234907101,EARNEST O WOODS INT,10,REGION 10: RICHARDSON,,P,,,P,,P,,,,,,,,P,,0,0.0,27.0,12.4,218.0,577,,0.0,388,67.2,73,12.7,,0.0,73,12.7,,0.0
234909001,87.0,B, ,N,N,N,N,N,N,N,N,.,FRUITVALE H S,72.0,B,88.0,234,VAN ZANDT,234909,FRUITVALE ISD,12,09,09 - 12,S,,,N,N,N, , ,7,REGION 07: KILGORE,78.0,B,84.0,,B,84.0,B,84.0,49.0,77.0,86.0,88.0,100.0,100.0,B,86.0,108,100.0,22.0,17.3,127.0,108,0.0,0.0,63,58.3,7,6.5,85.0,78.7,21,19.4,18.0,16.7
234909041,88.0,B, ,N,N,N,N,N,N,N,N,.,FRUITVALE MIDDLE,70.0,B,89.0,234,VAN ZANDT,234909,FRUITVALE ISD,08,06,06 - 08,M,,,N,N,N, , ,7,REGION 07: KILGORE,78.0,B,88.0,,B,83.0,B,88.0,47.0,78.0,,,,,C,78.0,86,100.0,12.0,12.1,99.0,86,,0.0,55,64.0,5,5.8,,0.0,15,17.4,64.0,74.4
234909101,65.0,D, ,N,N,N,N,N,N,N,N,2,HALLIE RANDALL EL,12.0,D,60.0,234,VAN ZANDT,234909,FRUITVALE ISD,05,PK,PK - 05,E,,,N,N,N, , ,7,REGION 07: KILGORE,51.0,F,57.0,,D,67.0,D,67.0,39.0,67.0,,,,,D,67.0,84,41.6,21.0,12.9,163.0,202,0.0,0.0,143,70.8,7,3.5,0.0,0.0,48,23.8,0.0,0.0
235901001,75.0,C, ,N,N,N,N,N,N,N,N,.,BLOOMINGTON H S,41.0,D,64.0,235,VICTORIA,235901,BLOOMINGTON ISD,12,09,09 - 12,S,,,N,N,N, , ,3,REGION 03: VICTORIA,73.0,C,79.0,,C,70.0,C,79.0,42.0,71.0,52.0,61.0,80.0,55.0,D,64.0,237,100.0,61.0,26.8,228.0,237,0.0,0.0,172,72.6,46,19.4,0.0,0.0,43,18.1,0.0,0.0
235901041,59.0,F, ,N,N,N,N,N,N,N,N,2,BLOOMINGTON J H,20.0,D,62.0,235,VICTORIA,235901,BLOOMINGTON ISD,08,06,06 - 08,M,,,N,N,N, , ,3,REGION 03: VICTORIA,51.0,F,57.0,,F,53.0,F,57.0,22.0,51.0,,,,,F,51.0,195,100.0,41.0,18.1,227.0,195,,0.0,163,83.6,44,22.6,,0.0,45,23.1,0.0,0.0
235901101,71.0,C, ,N,N,N,N,N,N,N,N,.,BLOOMINGTON EL,45.0,C,74.0,235,VICTORIA,235901,BLOOMINGTON ISD,05,02,02 - 05,E,,,N,N,Y, , ,3,REGION 03: VICTORIA,63.0,C,70.0,,D,65.0,C,70.0,34.0,59.0,,,,,F,59.0,190,71.7,77.0,27.2,283.0,265,,0.0,240,90.6,58,21.9,,0.0,37,14.0,,0.0
235901103,71.0,C, ,N,N,N,N,N,N,N,N,.,PLACEDO EL,,P,,235,VICTORIA,235901,BLOOMINGTON ISD,01,EE,EE - 01,E,,,Y,N,N,235901101,BLOOMINGTON EL,3,REGION 03: VICTORIA,,P,,,P,,P,,,,,,,,P,,0,0.0,20.0,26.0,77.0,189,,0.0,159,84.1,30,15.9,,0.0,23,12.2,,0.0
235902004,,X, ,N,N,N,Y,N,N,N,N,.,SECONDARY DAEP,,X,,235,VICTORIA,235902,VICTORIA ISD,12,06,06 - 12,B,,,N,N,N, , ,3,REGION 03: VICTORIA,,X,,,X,,X,,,,,,,,X,,84,100.0,246.0,100.0,246.0,84,0.0,0.0,64,76.2,7,8.3,0.0,0.0,24,28.6,0.0,0.0
235902006,68.0,D,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,2,VISD SUCCESS ACADEMY,18.0,D,69.0,235,VICTORIA,235902,VICTORIA ISD,12,09,09 - 12,S,,,N,N,N, , ,3,REGION 03: VICTORIA,41.0,D,64.0,27.0,F,59.0,D,64.0,14.0,59.0,11.0,59.0,100.0,100.0,D,67.0,273,100.0,150.0,55.8,269.0,273,0.0,0.0,210,76.9,18,6.6,0.0,0.0,22,8.1,0.0,0.0
235902008,,X,RESIDENTIAL FACILITY,N,Y,N,N,N,N,N,Y,.,VICTORIA REGIONAL JUVENILE JUSTICE CENTER,,X,,235,VICTORIA,235902,VICTORIA ISD,11,06,06 - 11,B,,,N,N,N, , ,3,REGION 03: VICTORIA,,X,,,X,,X,,,,,,,,X,,35,100.0,130.0,96.3,135.0,35,0.0,0.0,30,85.7,4,11.4,0.0,0.0,10,28.6,0.0,0.0
235902013,72.0,C, ,N,N,N,N,N,N,N,N,.,VICTORIA EAST H S,43.0,D,65.0,235,VICTORIA,235902,VICTORIA ISD,12,09,09 - 12,S,,,N,N,N, , ,3,REGION 03: VICTORIA,59.0,F,58.0,,C,73.0,C,73.0,38.0,65.0,70.0,74.0,99.5,95.0,C,75.0,1842,100.0,325.0,16.0,2036.0,1842,0.0,0.0,1199,65.1,114,6.2,69.0,3.7,289,15.7,0.0,0.0
235902014,80.0,B, ,N,N,N,N,N,N,N,N,.,VICTORIA WEST H S,56.0,C,76.0,235,VICTORIA,235902,VICTORIA ISD,12,09,09 - 12,S,,,N,N,N, , ,3,REGION 03: VICTORIA,62.0,D,60.0,,B,80.0,B,80.0,43.0,72.0,84.0,86.0,98.8,90.0,B,81.0,1761,100.0,249.0,13.4,1855.0,1761,0.0,0.0,1035,58.8,109,6.2,46.0,2.6,243,13.8,0.0,0.0
235902041,59.0,F, ,N,N,N,N,N,N,N,N,2,STROMAN MIDDLE,20.0,D,62.0,235,VICTORIA,235902,VICTORIA ISD,08,08,08 - 08,M,,,N,N,N, , ,3,REGION 03: VICTORIA,51.0,F,57.0,,F,49.0,F,57.0,20.0,49.0,,,,,F,49.0,262,100.0,111.0,19.0,583.0,262,0.0,0.0,196,74.8,31,11.8,0.0,0.0,45,17.2,0.0,0.0
235902042,49.0,F, ,N,N,N,N,N,N,N,N,1,PATTI WELDER MIDDLE,5.0,F,40.0,235,VICTORIA,235902,VICTORIA ISD,08,06,06 - 08,M,,,N,N,N, , ,3,REGION 03: VICTORIA,42.0,F,53.0,,F,51.0,F,53.0,21.0,50.0,,,,,F,50.0,634,100.0,155.0,20.5,755.0,634,0.0,0.0,506,79.8,87,13.7,0.0,0.0,105,16.6,0.0,0.0
235902043,63.0,D, ,N,N,N,N,N,N,N,N,2,HOWELL MIDDLE,10.0,F,49.0,235,VICTORIA,235902,VICTORIA ISD,08,06,06 - 08,M,,,N,N,N, , ,3,REGION 03: VICTORIA,51.0,F,57.0,,D,69.0,D,69.0,36.0,67.0,,,,,D,67.0,757,100.0,156.0,17.1,913.0,757,0.0,0.0,511,67.5,19,2.5,0.0,0.0,111,14.7,0.0,0.0
235902044,76.0,C, ,N,N,N,N,N,N,N,N,2,HAROLD CADE MIDDLE,48.0,C,75.0,235,VICTORIA,235902,VICTORIA ISD,08,06,06 - 08,M,,,N,N,N, , ,3,REGION 03: VICTORIA,60.0,D,69.0,,C,72.0,C,72.0,46.0,77.0,,,,,C,77.0,733,100.0,109.0,13.8,791.0,733,0.0,0.0,344,46.9,34,4.6,0.0,0.0,93,12.7,0.0,0.0
235902046,54.0,F, ,N,N,N,N,N,N,N,N,.,STEM MIDDLE,14.0,F,57.0,235,VICTORIA,235902,VICTORIA ISD,07,06,06 - 07,M,,,N,N,N, , ,3,REGION 03: VICTORIA,41.0,F,52.0,,F,53.0,F,53.0,23.0,52.0,,,,,F,52.0,448,100.0,47.0,17.2,273.0,448,0.0,0.0,358,79.9,76,17.0,0.0,0.0,74,16.5,0.0,0.0
235902101,75.0,C, ,N,N,N,N,N,N,N,N,.,ALOE EL,37.0,C,71.0,235,VICTORIA,235902,VICTORIA ISD,05,PK,PK - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,59.0,D,65.0,,C,77.0,C,77.0,45.0,73.0,,,,,C,73.0,183,43.2,60.0,16.1,373.0,424,0.0,0.0,297,70.0,24,5.7,,0.0,57,13.4,0.0,0.0
235902102,49.0,F, ,N,N,N,N,N,N,N,N,1,DUDLEY EL,2.0,F,35.0,235,VICTORIA,235902,VICTORIA ISD,05,PK,PK - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,43.0,F,53.0,,F,55.0,F,55.0,28.0,54.0,,,,,F,54.0,207,42.8,78.0,18.7,418.0,484,0.0,0.0,428,88.4,23,4.8,,0.0,76,15.7,0.0,0.0
235902105,77.0,C, ,N,N,N,N,N,N,N,N,2,HOPKINS EL,58.0,C,79.0,235,VICTORIA,235902,VICTORIA ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,68.0,C,76.0,,F,56.0,C,76.0,28.0,54.0,,,,,F,54.0,191,44.8,63.0,20.1,314.0,426,0.0,0.0,405,95.1,29,6.8,,0.0,80,18.8,0.0,0.0
235902106,65.0,D, ,N,N,N,N,N,N,N,N,.,CRAIN EL,18.0,D,63.0,235,VICTORIA,235902,VICTORIA ISD,05,PK,PK - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,60.0,D,66.0,,D,63.0,D,66.0,34.0,59.0,,,,,F,59.0,179,43.1,88.0,21.0,419.0,415,0.0,0.0,371,89.4,156,37.6,,0.0,60,14.5,0.0,0.0
235902108,56.0,F, ,N,N,N,N,N,N,N,N,.,O'CONNOR EL,8.0,F,51.0,235,VICTORIA,235902,VICTORIA ISD,05,PK,PK - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,52.0,F,57.0,,F,58.0,F,58.0,31.0,56.0,,,,,F,56.0,175,44.4,74.0,21.8,340.0,394,0.0,0.0,350,88.8,34,8.6,,0.0,58,14.7,0.0,0.0
235902110,53.0,F, ,N,N,N,N,N,N,N,N,1,ROWLAND EL,6.0,F,46.0,235,VICTORIA,235902,VICTORIA ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,50.0,F,56.0,,F,56.0,F,56.0,29.0,55.0,,,,,F,55.0,169,40.6,59.0,17.2,343.0,416,0.0,0.0,349,83.9,12,2.9,,0.0,60,14.4,0.0,0.0
235902111,53.0,F, ,N,N,N,N,N,N,N,N,1,SHIELDS EL,3.0,F,38.0,235,VICTORIA,235902,VICTORIA ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,56.0,D,60.0,,F,59.0,D,60.0,32.0,57.0,,,,,F,57.0,202,45.9,59.0,17.2,343.0,440,0.0,0.0,394,89.5,16,3.6,,0.0,66,15.0,0.0,0.0
235902112,59.0,F, ,N,N,N,N,N,N,N,N,1B,SMITH EL,29.0,D,68.0,235,VICTORIA,235902,VICTORIA ISD,05,04,04 - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,54.0,F,58.0,,F,56.0,F,58.0,31.0,56.0,,,,,F,56.0,158,100.0,60.0,16.4,365.0,158,0.0,0.0,113,71.5,38,24.1,,0.0,24,15.2,0.0,0.0
235902114,91.0,A, ,N,N,N,N,N,N,N,N,.,VICKERS EL,78.0,A,92.0,235,VICTORIA,235902,VICTORIA ISD,05,PK,PK - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,75.0,B,85.0,,B,87.0,B,87.0,60.0,90.0,,,,,A,90.0,249,49.6,48.0,11.5,416.0,502,0.0,0.0,254,50.6,14,2.8,,0.0,73,14.5,0.0,0.0
235902117,90.0,A, ,N,N,N,N,N,N,N,N,.,MISSION VALLEY EL,72.0,B,88.0,235,VICTORIA,235902,VICTORIA ISD,05,PK,PK - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,82.0,A,91.0,,B,86.0,A,91.0,59.0,89.0,,,,,B,89.0,122,49.6,28.0,13.3,211.0,246,0.0,0.0,128,52.0,2,0.8,,0.0,26,10.6,0.0,0.0
235902118,77.0,C, ,N,N,N,N,N,N,N,N,.,MARTIN DE LEON EL,43.0,C,73.0,235,VICTORIA,235902,VICTORIA ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,70.0,C,79.0,,C,74.0,C,79.0,45.0,73.0,,,,,C,73.0,253,47.0,37.0,8.3,448.0,538,0.0,0.0,324,60.2,15,2.8,,0.0,70,13.0,0.0,0.0
235902123,69.0,D, ,N,N,N,N,N,N,N,N,.,C O CHANDLER EL,27.0,D,67.0,235,VICTORIA,235902,VICTORIA ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,62.0,D,69.0,,C,70.0,C,70.0,38.0,65.0,,,,,D,65.0,190,40.7,70.0,19.6,357.0,467,0.0,0.0,386,82.7,22,4.7,,0.0,86,18.4,0.0,0.0
235902125,50.0,F, ,N,N,N,N,N,N,N,N,1,RODOLFO TORRES EL,1.0,F,33.0,235,VICTORIA,235902,VICTORIA ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,44.0,F,53.0,,F,57.0,F,57.0,31.0,56.0,,,,,F,56.0,186,44.5,49.0,15.2,322.0,418,0.0,0.0,346,82.8,50,12.0,,0.0,71,17.0,0.0,0.0
235902126,78.0,C, ,N,N,N,N,N,N,N,N,.,ELLA SCHORLEMMER EL,40.0,C,72.0,235,VICTORIA,235902,VICTORIA ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,57.0,D,62.0,,B,81.0,B,81.0,53.0,80.0,,,,,B,80.0,203,42.6,79.0,19.8,400.0,477,0.0,0.0,247,51.8,27,5.7,,0.0,59,12.4,0.0,0.0
235902128,,X, ,N,N,N,Y,N,N,N,N,.,PRI DAEP,,X,,235,VICTORIA,235902,VICTORIA ISD,05,04,04 - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,,X,,,X,,X,,,,,,,,X,,2,100.0,15.0,100.0,15.0,2,0.0,0.0,1,50.0,0,0.0,,0.0,0,0.0,0.0,0.0
235902129,68.0,D, ,N,N,N,N,Y,N,N,N,.,EARLY CHILDHOOD CENTER AT FW GROSS,,P,,235,VICTORIA,235902,VICTORIA ISD,PK,PK,PK - PK,E,,,Y,Y,N,235902000,VICTORIA ISD,3,REGION 03: VICTORIA,,P,,,P,,P,,,,,,,,P,,0,0.0,10.0,35.7,28.0,162,0.0,0.0,161,99.4,16,9.9,,0.0,6,3.7,0.0,0.0
235902130,59.0,F, ,N,N,N,N,N,N,N,N,.,SMITH STEM ACADEMY,13.0,D,60.0,235,VICTORIA,235902,VICTORIA ISD,03,PK,PK - 03,E,,,N,N,N, , ,3,REGION 03: VICTORIA,,Z,,,F,58.0,F,58.0,32.0,57.0,,,,,F,57.0,72,18.5,10.0,10.6,94.0,390,0.0,0.0,320,82.1,96,24.6,,0.0,44,11.3,0.0,0.0
235904101,86.0,B, ,N,N,N,N,N,N,N,N,.,NURSERY EL,50.0,C,76.0,235,VICTORIA,235904,NURSERY ISD,05,EE,EE - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,63.0,C,70.0,,B,85.0,B,85.0,60.0,90.0,,,,,A,90.0,51,37.8,14.0,13.2,106.0,135,,0.0,64,47.4,5,3.7,,0.0,18,13.3,,0.0
236801001,,X,RESIDENTIAL FACILITY,N,Y,Y,N,N,N,N,Y,.,THOMAS BUZBEE VOCATIONAL SCHOOL,,X,,236,WALKER,236801,RAVEN SCHOOL,12,09,09 - 12,S,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,,X,,,X,,X,,9.0,,14.0,,,,X,,56,100.0,93.0,100.0,93.0,56,0.0,0.0,53,94.6,5,8.9,0.0,0.0,21,37.5,0.0,0.0
236802101,91.0,A, ,N,N,Y,N,N,N,N,N,.,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,78.0,A,92.0,236,WALKER,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,06,KG,KG - 06,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,74.0,B,83.0,,C,72.0,B,83.0,60.0,90.0,,,,,A,90.0,245,48.9,72.0,18.0,401.0,501,0.0,0.0,110,22.0,36,7.2,0.0,0.0,43,8.6,0.0,0.0
236901002,74.0,C, ,N,N,N,N,N,N,N,N,.,NEW WAVERLY H S,61.0,C,79.0,236,WALKER,236901,NEW WAVERLY ISD,12,09,09 - 12,S,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,65.0,D,65.0,,C,71.0,C,71.0,52.0,79.0,47.0,57.0,98.4,90.0,C,72.0,333,100.0,35.0,10.4,336.0,333,0.0,0.0,169,50.8,8,2.4,0.0,0.0,29,8.7,0.0,0.0
236901042,77.0,C, ,N,N,N,N,N,N,N,N,.,NEW WAVERLY J H,33.0,D,69.0,236,WALKER,236901,NEW WAVERLY ISD,08,06,06 - 08,M,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,61.0,C,70.0,,B,81.0,B,81.0,48.0,79.0,,,,,C,79.0,262,100.0,32.0,12.3,260.0,262,0.0,0.0,145,55.3,12,4.6,0.0,0.0,35,13.4,0.0,0.0
236901101,75.0,C, ,N,N,N,N,N,N,N,N,.,NEW WAVERLY INT,24.0,D,65.0,236,WALKER,236901,NEW WAVERLY ISD,05,04,04 - 05,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,59.0,D,65.0,,C,79.0,C,79.0,50.0,77.0,,,,,C,77.0,156,100.0,17.0,10.4,164.0,156,0.0,0.0,86,55.1,6,3.8,0.0,0.0,22,14.1,0.0,0.0
236901102,75.0,C, ,N,N,N,N,N,N,N,N,.,NEW WAVERLY EL,34.0,C,70.0,236,WALKER,236901,NEW WAVERLY ISD,03,EE,EE - 03,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,,Z,,,C,77.0,C,77.0,50.0,77.0,,,,,C,77.0,86,27.7,29.0,12.9,224.0,311,0.0,0.0,164,52.7,9,2.9,0.0,0.0,46,14.8,0.0,0.0
236902002,72.0,C, ,N,N,N,N,N,N,N,N,.,HUNTSVILLE H S,43.0,D,65.0,236,WALKER,236902,HUNTSVILLE ISD,12,09,09 - 12,S,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,60.0,F,59.0,,C,75.0,C,75.0,37.0,64.0,78.0,80.0,88.9,60.0,C,70.0,1792,100.0,328.0,16.9,1937.0,1792,0.0,0.0,1213,67.7,287,16.0,0.0,0.0,174,9.7,0.0,0.0
236902008,79.0,C, ,N,N,N,N,N,N,N,N,.,TEXAS ONLINE PREPARATORY H S,67.0,B,84.0,236,WALKER,236902,HUNTSVILLE ISD,12,09,09 - 12,S,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,72.0,C,77.0,,C,74.0,C,77.0,56.0,85.0,50.0,59.0,94.4,70.0,C,72.0,2098,100.0,637.0,24.8,2564.0,2098,0.0,0.0,970,46.2,129,6.1,0.0,0.0,172,8.2,0.0,0.0
236902041,69.0,D, ,N,N,N,N,N,N,N,N,2,HUNTSVILLE INT,18.0,D,61.0,236,WALKER,236902,HUNTSVILLE ISD,06,05,05 - 06,M,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,55.0,D,60.0,,C,72.0,C,72.0,36.0,67.0,,,,,D,67.0,827,100.0,126.0,14.0,899.0,827,0.0,0.0,627,75.8,177,21.4,,0.0,191,23.1,0.0,0.0
236902042,83.0,B, ,N,N,N,N,N,N,N,N,.,MANCE PARK MIDDLE,64.0,B,85.0,236,WALKER,236902,HUNTSVILLE ISD,08,07,07 - 08,M,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,70.0,B,82.0,,B,80.0,B,82.0,41.0,73.0,,,,,C,73.0,904,100.0,116.0,11.9,971.0,904,0.0,0.0,668,73.9,178,19.7,0.0,0.0,131,14.5,0.0,0.0
236902048,83.0,B, ,N,N,N,N,N,N,N,N,2,TEXAS ONLINE PREPARATORY MIDDLE,74.0,A,91.0,236,WALKER,236902,HUNTSVILLE ISD,08,06,06 - 08,M,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,68.0,B,80.0,,C,77.0,B,80.0,44.0,75.0,,,,,C,75.0,1941,100.0,1435.0,38.9,3689.0,1941,0.0,0.0,1124,57.9,206,10.6,0.0,0.0,247,12.7,0.0,0.0
236902101,77.0,C, ,N,N,N,N,N,N,N,N,2,STEWART EL,44.0,C,74.0,236,WALKER,236902,HUNTSVILLE ISD,04,KG,KG - 04,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,69.0,C,78.0,,D,60.0,C,78.0,35.0,60.0,,,,,D,60.0,170,34.8,63.0,16.5,381.0,488,0.0,0.0,372,76.2,100,20.5,,0.0,78,16.0,0.0,0.0
236902102,73.0,C, ,N,N,N,N,Y,N,N,N,.,GIBBS PRE-K CENTER,,P,,236,WALKER,236902,HUNTSVILLE ISD,PK,EE,EE - PK,E,,,Y,Y,N,236902000,HUNTSVILLE ISD,6,REGION 06: HUNTSVILLE,,P,,,P,,P,,,,,,,,P,,0,0.0,,,,258,0.0,0.0,250,96.9,50,19.4,,0.0,20,7.8,0.0,0.0
236902103,70.0,C, ,N,N,N,N,N,N,N,N,3,SAMUEL HOUSTON EL,17.0,D,62.0,236,WALKER,236902,HUNTSVILLE ISD,04,KG,KG - 04,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,60.0,D,66.0,,C,74.0,C,74.0,41.0,70.0,,,,,C,70.0,170,38.9,86.0,22.3,385.0,437,0.0,0.0,347,79.4,21,4.8,,0.0,86,19.7,0.0,0.0
236902104,82.0,B, ,N,N,N,N,N,N,N,N,E,SCOTT JOHNSON EL,55.0,C,78.0,236,WALKER,236902,HUNTSVILLE ISD,04,KG,KG - 04,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,61.0,D,68.0,,B,83.0,B,83.0,48.0,76.0,,,,,C,76.0,257,43.5,72.0,13.0,555.0,591,0.0,0.0,471,79.7,119,20.1,,0.0,95,16.1,0.0,0.0
236902106,79.0,C, ,N,N,N,N,N,N,N,N,.,HUNTSVILLE EL,52.0,C,77.0,236,WALKER,236902,HUNTSVILLE ISD,04,KG,KG - 04,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,67.0,C,75.0,,B,80.0,B,80.0,45.0,73.0,,,,,C,73.0,234,38.8,79.0,14.5,544.0,603,0.0,0.0,465,77.1,141,23.4,,0.0,99,16.4,0.0,0.0
236902108,59.0,F, ,N,N,N,N,N,N,N,N,.,TEXAS ONLINE PREPARATORY EL,23.0,D,65.0,236,WALKER,236902,HUNTSVILLE ISD,05,03,03 - 05,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,53.0,F,58.0,,F,54.0,F,58.0,31.0,56.0,,,,,F,56.0,1334,100.0,1907.0,42.2,4520.0,1334,0.0,0.0,842,63.1,181,13.6,,0.0,155,11.6,0.0,0.0
237902001,52.0,F, ,N,N,N,N,N,N,N,N,1A,HEMPSTEAD H S,7.0,F,36.0,237,WALLER,237902,HEMPSTEAD ISD,12,09,09 - 12,S,,,N,N,N, , ,4,REGION 04: HOUSTON,61.0,F,59.0,,F,56.0,F,59.0,32.0,57.0,31.0,48.0,87.3,55.0,F,53.0,464,100.0,76.0,15.7,483.0,464,0.0,0.0,372,80.2,124,26.7,0.0,0.0,36,7.8,0.0,0.0
237902041,70.0,C, ,N,N,N,N,N,N,N,N,.,HEMPSTEAD MIDDLE,34.0,C,70.0,237,WALLER,237902,HEMPSTEAD ISD,08,06,06 - 08,M,,,N,N,N, , ,4,REGION 04: HOUSTON,61.0,C,70.0,,F,57.0,C,70.0,26.0,54.0,,,,,F,54.0,339,100.0,60.0,15.9,377.0,339,0.0,0.0,283,83.5,121,35.7,0.0,0.0,54,15.9,0.0,0.0
237902101,59.0,F, ,N,N,N,N,N,N,N,N,1B,HEMPSTEAD EL,19.0,D,63.0,237,WALLER,237902,HEMPSTEAD ISD,05,EE,EE - 05,E,,,N,N,N, , ,4,REGION 04: HOUSTON,51.0,F,57.0,,F,53.0,F,57.0,25.0,51.0,,,,,F,51.0,325,39.1,99.0,16.7,593.0,832,0.0,0.0,752,90.4,331,39.8,0.0,0.0,63,7.6,0.0,0.0
