DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DD2S,DDALLS
"020907","COLUMBIA-BRAZORIA ISD","020","BRAZORIA","04","REGION 04: HOUSTON","C","C","C","D","C","D",72,62,71,64,277,1818,2945,530,0,0,0,2240,9.4,18,0,0,0,76.1,71,70
"020908","PEARLAND ISD","020","BRAZORIA","04","REGION 04: HOUSTON","B","B","B","B","B","B",89,82,87,89,2910,7953,21046,2589,0,0,0,16648,13.8,12.3,0,0,0,79.1,87,89
"020910","DAMON ISD","020","BRAZORIA","04","REGION 04: HOUSTON","B","C","B","B","C","C",72,86,75,77,18,74,100,25,0,0,0,55,18,25,0,0,0,55,86,83
"021803","BRAZOS SCHOOL FOR INQUIRY & CREATIVITY","021","BRAZOS","06","REGION 06: HUNTSVILLE","C","D","B","B","C","C",69,80,78,75,120,289,292,30,0,0,0,100,41.1,10.3,0,0,0,34.2,80,79
"021805","ARROW ACADEMY","021","BRAZOS","06","REGION 06: HUNTSVILLE","C","D","C","C","D","C",66,70,69,74,72,464,594,79,0,0,0,340,12.1,13.3,0,0,0,57.2,70,71
"021901","COLLEGE STATION ISD","021","BRAZOS","06","REGION 06: HUNTSVILLE","B","B","B","C","B","C",83,79,80,79,1610,5979,14319,2307,0,0,0,10712,11.2,16.1,0,0,0,74.8,80,82
"021902","BRYAN ISD","021","BRAZOS","06","REGION 06: HUNTSVILLE","C","C","C","D","C","D",71,63,75,63,4829,12292,15864,2766,0,459,0,11657,30.4,17.4,2.9,0,0,73.5,75,71
"022004","TERLINGUA CSD","022","BREWSTER","18","REGION 18: MIDLAND","D","C","D","F","D","F",74,52,69,57,70,93,132,13,0,0,0,97,53,9.8,0,0,0,73.5,69,69
"022901","ALPINE ISD","022","BREWSTER","18","REGION 18: MIDLAND","C","C","C","C","C","C",75,77,72,74,61,467,917,118,0,0,0,672,6.7,12.9,0,0,0,73.3,77,76
"022902","MARATHON ISD","022","BREWSTER","18","REGION 18: MIDLAND","C","C","C","F","C","C",72,58,74,75,0,34,59,12,0,20,0,43,0,20.3,33.9,0,0,72.9,74,74
"022903","SAN VICENTE ISD","022","BREWSTER","18","REGION 18: MIDLAND","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,0,0,6,1,0,0,0,4,0,16.7,0,0,0,66.7,,
"023902","SILVERTON ISD","023","BRISCOE","16","REGION 16: AMARILLO","A","A","A","D","A","A",93,65,94,95,11,124,222,26,0,0,0,162,5,11.7,0,0,0,73,94,94
"024901","BROOKS COUNTY ISD","024","BROOKS","01","REGION 01: EDINBURG","C","D","C","C","C","C",69,71,75,78,34,1122,1244,210,0,0,52,912,2.7,16.9,0,4.2,0,73.3,75,76
"025901","BANGS ISD","025","BROWN","15","REGION 15: SAN ANGELO","C","C","B","C","B","C",77,74,82,72,18,555,814,95,0,0,0,624,2.2,11.7,0,0,0,76.7,82,79
"025902","BROWNWOOD ISD","025","BROWN","15","REGION 15: SAN ANGELO","C","C","C","C","C","C",75,71,79,75,132,2269,3440,600,0,0,32,2396,3.8,17.4,0,0.9,0,69.7,79,78
"025904","BLANKET ISD","025","BROWN","15","REGION 15: SAN ANGELO","D","D","D","F","D","F",69,56,66,49,3,95,139,20,0,0,0,98,2.2,14.4,0,0,0,70.5,66,63
"025905","MAY ISD","025","BROWN","15","REGION 15: SAN ANGELO","B","B","C","C","C","B",80,74,77,83,14,147,266,38,0,0,0,206,5.3,14.3,0,0,0,77.4,77,81
"025906","ZEPHYR ISD","025","BROWN","15","REGION 15: SAN ANGELO","D","C","C","F","C","F",74,53,70,52,3,122,217,34,0,0,0,162,1.4,15.7,0,0,0,74.7,70,67
"025908","BROOKESMITH ISD","025","BROWN","15","REGION 15: SAN ANGELO","C","C","D","F","D","C",77,59,69,71,0,81,173,42,0,0,0,137,0,24.3,0,0,0,79.2,69,75
"025909","EARLY ISD","025","BROWN","15","REGION 15: SAN ANGELO","B","B","B","C","B","B",85,79,84,86,30,503,1103,125,0,0,0,861,2.7,11.3,0,0,0,78.1,84,85
"026901","CALDWELL ISD","026","BURLESON","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",80,71,82,81,304,1217,1926,246,0,0,0,1452,15.8,12.8,0,0,0,75.4,82,82
"026902","SOMERVILLE ISD","026","BURLESON","06","REGION 06: HUNTSVILLE","D","D","D","F","D","D",61,57,62,63,57,428,533,76,0,0,0,410,10.7,14.3,0,0,0,76.9,62,62
"026903","SNOOK ISD","026","BURLESON","06","REGION 06: HUNTSVILLE","C","C","C","D","C","C",78,65,77,77,93,411,604,78,0,0,0,444,15.4,12.9,0,0,0,73.5,77,78
"027903","BURNET CISD","027","BURNET","13","REGION 13: AUSTIN","C","C","C","D","C","C",73,68,70,71,392,2031,3277,565,0,0,0,2436,12,17.2,0,0,0,74.3,70,72
"027904","MARBLE FALLS ISD","027","BURNET","13","REGION 13: AUSTIN","C","C","C","D","C","D",76,62,77,66,1030,2816,4035,767,0,0,0,2978,25.5,19,0,0,0,73.8,77,74
"028902","LOCKHART ISD","028","CALDWELL","13","REGION 13: AUSTIN","C","D","C","D","C","C",69,67,72,70,2492,4780,6578,893,0,0,0,4950,37.9,13.6,0,0,0,75.3,72,71
"028903","LULING ISD","028","CALDWELL","13","REGION 13: AUSTIN","D","D","C","D","C","D",69,64,73,68,206,1123,1420,204,0,0,0,1035,14.5,14.4,0,0,0,72.9,73,69
"028906","PRAIRIE LEA ISD","028","CALDWELL","13","REGION 13: AUSTIN","D","D","D","F","D","D",66,45,65,65,52,201,264,35,0,0,0,184,19.7,13.3,0,0,0,69.7,65,66
"029901","CALHOUN COUNTY ISD","029","CALHOUN","03","REGION 03: VICTORIA","C","C","C","C","C","C",77,75,79,72,499,2340,3517,474,0,0,0,2545,14.2,13.5,0,0,0,72.4,79,77
"030901","CROSS PLAINS ISD","030","CALLAHAN","14","REGION 14: ABILENE","C","B","B","D","B","D",81,67,80,65,8,235,362,48,0,0,0,264,2.2,13.3,0,0,0,72.9,80,76
"030902","CLYDE CISD","030","CALLAHAN","14","REGION 14: ABILENE","B","B","B","C","B","B",85,78,83,84,13,671,1407,243,0,0,0,1078,0.9,17.3,0,0,0,76.6,83,85
"030903","BAIRD ISD","030","CALLAHAN","14","REGION 14: ABILENE","D","C","C","D","C","F",71,65,70,56,0,243,357,65,0,0,0,225,0,18.2,0,0,0,63,70,67
"030906","EULA ISD","030","CALLAHAN","14","REGION 14: ABILENE","B","B","B","B","B","B",85,82,82,83,3,195,470,94,0,0,0,329,0.6,20,0,0,0,70,82,84
"031901","BROWNSVILLE ISD","031","CAMERON","01","REGION 01: EDINBURG","B","B","B","C","B","B",81,76,87,86,15217,33156,37032,6326,0,1808,262,26808,41.1,17.1,4.9,0.7,0,72.4,87,87
"031903","HARLINGEN CISD","031","CAMERON","01","REGION 01: EDINBURG","B","C","B","C","B","C",77,78,84,78,2600,13236,16763,2216,0,0,0,12493,15.5,13.2,0,0,0,74.5,84,82
"031905","LA FERIA ISD","031","CAMERON","01","REGION 01: EDINBURG","B","C","B","C","B","C",77,74,83,78,469,2479,2879,435,0,27,0,2131,16.3,15.1,0.9,0,0,74,83,82
"031906","LOS FRESNOS CISD","031","CAMERON","01","REGION 01: EDINBURG","B","B","B","C","B","B",83,77,89,83,2566,8322,10521,1903,0,0,0,7924,24.4,18.1,0,0,0,75.3,89,87
"031909","POINT ISABEL ISD","031","CAMERON","01","REGION 01: EDINBURG","B","C","B","D","B","C",76,63,83,74,744,1598,1854,215,0,0,19,1390,40.1,11.6,0,1,0,75,83,80
"031911","RIO HONDO ISD","031","CAMERON","01","REGION 01: EDINBURG","C","D","C","C","C","D",66,75,73,68,193,1255,1494,262,0,0,360,1149,12.9,17.5,0,24.1,0,76.9,75,73
"031912","SAN BENITO CISD","031","CAMERON","01","REGION 01: EDINBURG","D","D","C","D","C","D",68,63,74,65,2557,7790,9108,1233,0,0,0,6655,28.1,13.5,0,0,0,73.1,74,69
"031913","SANTA MARIA ISD","031","CAMERON","01","REGION 01: EDINBURG","C","D","C","D","C","C",69,64,75,77,257,531,539,65,0,0,53,406,47.7,12.1,0,9.8,0,75.3,75,76
"031914","SANTA ROSA ISD","031","CAMERON","01","REGION 01: EDINBURG","C","C","C","D","C","D",70,68,76,63,196,812,931,151,0,18,0,701,21.1,16.2,1.9,0,0,75.3,76,72
"031916","SOUTH TEXAS ISD","031","CAMERON","01","REGION 01: EDINBURG","A","A","A","B","A","A",93,87,92,96,781,2752,4531,271,0,0,34,4531,17.2,6,0,0.8,0,100,92,94
"032902","PITTSBURG ISD","032","CAMP","08","REGION 08: MT PLEASANT","B","B","B","C","B","A",86,75,88,90,530,1761,2280,339,0,0,0,1689,23.2,14.9,0,0,0,74.1,88,89
"033901","GROOM ISD","033","CARSON","16","REGION 16: AMARILLO","C","B","C","C","C","D",80,70,72,68,1,42,135,24,0,0,0,103,0.7,17.8,0,0,0,76.3,72,76
"033902","PANHANDLE ISD","033","CARSON","16","REGION 16: AMARILLO","A","A","B","B","C","B",91,80,79,89,14,157,625,106,0,0,0,468,2.2,17,0,0,0,74.9,80,90
"033904","WHITE DEER ISD","033","CARSON","16","REGION 16: AMARILLO","C","C","C","D","C","B",77,69,74,82,6,163,309,51,0,0,23,232,1.9,16.5,0,7.4,0,75.1,74,79
"034901","ATLANTA ISD","034","CASS","08","REGION 08: MT PLEASANT","B","B","B","B","B","B",85,80,86,84,65,1234,1925,294,0,0,0,1350,3.4,15.3,0,0,0,70.1,86,85
"034902","AVINGER ISD","034","CASS","08","REGION 08: MT PLEASANT","B","B","B","C","B","A",84,75,87,92,1,89,117,20,0,0,0,92,0.9,17.1,0,0,0,78.6,87,89
"034903","HUGHES SPRINGS ISD","034","CASS","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",87,76,87,83,61,630,1117,160,0,0,0,819,5.5,14.3,0,0,0,73.3,87,86
"034905","LINDEN-KILDARE CISD","034","CASS","08","REGION 08: MT PLEASANT","C","C","C","D","C","C",73,65,74,72,43,444,654,108,0,0,0,452,6.6,16.5,0,0,0,69.1,74,73
"034906","MCLEOD ISD","034","CASS","08","REGION 08: MT PLEASANT","C","C","C","C","C","B",78,70,75,82,0,233,428,68,0,0,0,328,0,15.9,0,0,0,76.6,75,79
"034907","QUEEN CITY ISD","034","CASS","08","REGION 08: MT PLEASANT","B","B","B","D","B","C",83,67,85,79,1,591,926,175,0,0,0,697,0.1,18.9,0,0,0,75.3,85,83
"034909","BLOOMBURG ISD","034","CASS","08","REGION 08: MT PLEASANT","B","B","B","F","B","C",86,58,85,71,5,183,243,37,0,0,0,176,2.1,15.2,0,0,0,72.4,85,82
"035901","DIMMITT ISD","035","CASTRO","16","REGION 16: AMARILLO","C","C","C","C","C","B",71,77,76,84,293,921,1088,115,0,0,0,811,26.9,10.6,0,0,0,74.5,77,79
"035902","HART ISD","035","CASTRO","16","REGION 16: AMARILLO","C","C","C","C","C","C",71,72,70,77,75,177,212,26,0,0,0,152,35.4,12.3,0,0,0,71.7,72,74
"035903","NAZARETH ISD","035","CASTRO","16","REGION 16: AMARILLO","A","A","A","C","A","A",97,79,94,100,1,51,247,29,0,0,0,181,0.4,11.7,0,0,0,73.3,94,98
"036901","ANAHUAC ISD","036","CHAMBERS","04","REGION 04: HOUSTON","C","C","C","D","C","C",75,64,73,73,123,938,1541,246,0,0,0,1152,8,16,0,0,0,74.8,73,74
"036902","BARBERS HILL ISD","036","CHAMBERS","04","REGION 04: HOUSTON","A","A","B","B","B","A",92,83,86,92,440,2389,7692,946,0,0,0,5711,5.7,12.3,0,0,0,74.2,86,92
"036903","EAST CHAMBERS ISD","036","CHAMBERS","05","REGION 05: BEAUMONT","B","B","B","C","B","B",83,78,82,81,436,881,1563,195,0,0,0,1130,27.9,12.5,0,0,0,72.3,82,82
"037901","ALTO ISD","037","CHEROKEE","07","REGION 07: KILGORE","B","C","B","C","B","B",79,70,83,80,107,370,501,96,0,0,0,377,21.4,19.2,0,0,0,75.2,83,82
"037904","JACKSONVILLE ISD","037","CHEROKEE","07","REGION 07: KILGORE","D","D","C","D","C","D",65,63,70,68,1747,4029,4827,811,0,0,0,3435,36.2,16.8,0,0,0,71.2,70,69
"037907","RUSK ISD","037","CHEROKEE","07","REGION 07: KILGORE","B","B","B","D","B","C",80,69,83,75,164,1413,2056,286,0,0,0,1521,8,13.9,0,0,0,74,83,81
"037908","NEW SUMMERFIELD ISD","037","CHEROKEE","07","REGION 07: KILGORE","C","C","D","D","D","C",70,64,69,72,256,432,511,58,0,0,0,379,50.1,11.4,0,0,0,74.2,69,71
"037909","WELLS ISD","037","CHEROKEE","07","REGION 07: KILGORE","B","B","B","D","B","B",88,64,87,87,10,166,242,45,0,0,0,168,4.1,18.6,0,0,0,69.4,87,88
"038901","CHILDRESS ISD","038","CHILDRESS","16","REGION 16: AMARILLO","B","B","B","B","B","B",82,83,84,85,30,577,975,166,0,0,0,728,3.1,17,0,0,0,74.7,84,84
"039902","HENRIETTA ISD","039","CLAY","09","REGION 09: WICHITA FALLS","B","B","B","B","B","B",82,80,81,82,11,495,952,191,0,0,0,713,1.2,20.1,0,0,0,74.9,81,82
"039903","PETROLIA CISD","039","CLAY","09","REGION 09: WICHITA FALLS","C","C","C","D","C","D",70,64,70,69,2,282,476,85,0,0,0,349,0.4,17.9,0,0,0,73.3,70,70
"039904","BELLEVUE ISD","039","CLAY","09","REGION 09: WICHITA FALLS","B","B","B","B","B","A",85,81,83,90,2,81,180,31,0,0,46,121,1.1,17.2,0,25.6,0,67.2,83,87
"039905","MIDWAY ISD","039","CLAY","09","REGION 09: WICHITA FALLS","C","B","C","F","C","C",81,56,78,75,3,83,137,26,0,0,0,97,2.2,19,0,0,0,70.8,78,79
"040901","MORTON ISD","040","COCHRAN","17","REGION 17: LUBBOCK","C","C","D","F","D","D",72,56,68,65,82,281,354,55,0,0,0,245,23.2,15.5,0,0,0,69.2,68,70
"040902","WHITEFACE CISD","040","COCHRAN","17","REGION 17: LUBBOCK","C","C","C","C","C","C",77,74,75,75,36,200,325,50,0,0,0,244,11.1,15.4,0,0,0,75.1,75,76
"041901","BRONTE ISD","041","COKE","15","REGION 15: SAN ANGELO","A","A","B","B","B","A",90,83,88,93,3,122,223,49,0,0,0,153,1.3,22,0,0,0,68.6,88,91
"041902","ROBERT LEE ISD","041","COKE","15","REGION 15: SAN ANGELO","B","B","B","D","B","C",89,62,86,78,10,145,263,50,0,0,0,193,3.8,19,0,0,0,73.4,86,86
"042901","COLEMAN ISD","042","COLEMAN","15","REGION 15: SAN ANGELO","B","B","C","C","C","B",82,78,79,85,14,405,792,132,0,0,0,567,1.8,16.7,0,0,0,71.6,79,83
"042903","SANTA ANNA ISD","042","COLEMAN","15","REGION 15: SAN ANGELO","B","C","B","D","B","C",79,60,82,76,0,253,253,22,0,0,0,183,0,8.7,0,0,0,72.3,82,80
"042905","PANTHER CREEK CISD","042","COLEMAN","15","REGION 15: SAN ANGELO","B","B","B","D","B","C",87,64,87,75,2,120,161,44,0,0,0,122,1.2,27.3,0,0,0,75.8,87,83
"043801","IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","A",94,85,88,97,257,28,1437,96,0,0,0,1067,17.9,6.7,0,0,0,74.3,88,95
"043802","LONE STAR LANGUAGE ACADEMY","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","F","A",91,89,59,92,96,2,234,20,0,0,0,80,41,8.5,0,0,0,34.2,89,91
"043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","B","B","B","B",89,83,81,89,2910,3995,21319,3089,0,0,0,16657,13.6,14.5,0,0,0,78.1,83,89
"043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","C","C","C","B",78,74,73,80,766,2881,5455,880,0,0,0,3949,14,16.1,0,0,0,72.4,74,79
"043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","C","C","D","B",84,77,64,84,677,873,4563,617,0,0,0,3305,14.8,13.5,0,0,0,72.4,77,84
"043904","FARMERSVILLE ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","B","C","B","C",82,72,84,75,387,1344,2234,329,0,0,25,1683,17.3,14.7,0,1.1,0,75.3,84,81
"043905","FRISCO ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","C","B",91,84,79,89,8677,9663,66551,7504,0,0,0,52828,13,11.3,0,0,0,79.4,84,90
"043907","MCKINNEY ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","B","B","C","B",84,81,76,83,3565,8151,23149,3795,0,0,0,17944,15.4,16.4,0,0,0,77.5,81,84
"043908","MELISSA ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","C","A",90,85,77,91,801,1116,6702,1010,0,0,0,4857,12,15.1,0,0,0,72.5,85,90
"043910","PLANO ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","B","C","B","C",84,77,80,79,12556,18354,47753,6699,0,0,0,36490,26.3,14,0,0,0,76.4,80,83
"043911","PRINCETON ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","C","B","C","B","C",78,74,80,79,2027,5182,8671,1285,0,0,0,6271,23.4,14.8,0,0,0,72.3,80,80
"043912","PROSPER ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","A","C","C","D","B",90,79,68,87,3667,2270,28394,3547,0,0,0,21026,12.9,12.5,0,0,0,74.1,79,89
"043914","WYLIE ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","A",91,85,86,92,3196,5429,19166,2796,0,0,0,14734,16.7,14.6,0,0,0,76.9,86,91
"043917","BLUE RIDGE ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","B","C","C","C","C",80,74,75,77,111,542,1023,177,0,0,0,761,10.9,17.3,0,0,0,74.4,75,79
"043918","COMMUNITY ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","C","C","C","C",78,70,74,75,1095,2588,4620,634,0,0,72,3314,23.7,13.7,0,1.6,0,71.7,74,77
"043919","LOVEJOY ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","A",94,80,81,94,82,158,4084,400,0,0,0,3432,2,9.8,0,0,0,84,81,94
"044902","WELLINGTON ISD","044","COLLINGSWORTH","16","REGION 16: AMARILLO","B","B","B","B","B","B",86,85,87,88,34,319,543,82,0,0,0,404,6.3,15.1,0,0,0,74.4,87,87
"045902","COLUMBUS ISD","045","COLORADO","04","REGION 04: HOUSTON","C","C","C","C","C","C",78,76,78,78,259,994,1609,239,0,0,0,1187,16.1,14.9,0,0,0,73.8,78,78
"045903","RICE CISD","045","COLORADO","03","REGION 03: VICTORIA","C","C","C","D","C","D",72,67,74,63,132,1073,1312,211,0,0,0,1003,10.1,16.1,0,0,0,76.4,74,71
"045905","WEIMAR ISD","045","COLORADO","03","REGION 03: VICTORIA","B","B","B","B","B","B",86,84,86,89,111,398,712,106,0,0,0,520,15.6,14.9,0,0,0,73,86,87
"046802","TRINITY CHARTER SCHOOL","046","COMAL","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,22,280,326,123,0,0,0,325,6.7,37.7,0,0,0,99.7,,
"046901","NEW BRAUNFELS ISD","046","COMAL","20","REGION 20: SAN ANTONIO","B","B","C","C","C","C",81,75,71,79,972,3768,9749,1452,0,0,0,7363,10,14.9,0,0,0,75.5,75,80
"046902","COMAL ISD","046","COMAL","20","REGION 20: SAN ANTONIO","B","B","B","B","C","B",86,80,78,87,1882,9151,29168,4806,0,307,0,22705,6.5,16.5,1.1,0,0,77.8,80,86
"047901","COMANCHE ISD","047","COMANCHE","14","REGION 14: ABILENE","B","B","B","B","B","B",81,80,82,81,197,831,1359,216,0,0,0,931,14.5,15.9,0,0,0,68.5,82,82
"047902","DE LEON ISD","047","COMANCHE","14","REGION 14: ABILENE","A","A","A","B","A","A",93,84,92,94,47,394,654,96,0,0,0,478,7.2,14.7,0,0,0,73.1,92,93
"047903","GUSTINE ISD","047","COMANCHE","14","REGION 14: ABILENE","B","B","B","D","B","B",86,60,85,83,46,86,128,26,0,0,0,90,35.9,20.3,0,0,0,70.3,85,85
"047905","SIDNEY ISD","047","COMANCHE","14","REGION 14: ABILENE","A","A","A","C","A","A",90,75,92,90,0,152,152,15,0,0,0,121,0,9.9,0,0,0,79.6,92,91
"048901","EDEN CISD","048","CONCHO","15","REGION 15: SAN ANGELO","C","C","C","F","C","D",76,52,74,65,19,151,221,50,0,0,0,159,8.6,22.6,0,0,0,71.9,74,73
"048903","PAINT ROCK ISD","048","CONCHO","15","REGION 15: SAN ANGELO","B","B","B","F","B","B",84,54,83,87,14,199,230,65,0,0,0,183,6.1,28.3,0,0,0,79.6,83,85
"049901","GAINESVILLE ISD","049","COOKE","11","REGION 11: FORT WORTH","D","D","D","D","D","D",63,64,62,65,1007,2227,3077,408,0,0,0,2228,32.7,13.3,0,0,0,72.4,64,64
"049902","MUENSTER ISD","049","COOKE","11","REGION 11: FORT WORTH","A","A","B","D","B","A",92,67,81,90,8,125,540,75,0,0,0,399,1.5,13.9,0,0,0,73.9,81,91
"049903","VALLEY VIEW ISD","049","COOKE","11","REGION 11: FORT WORTH","D","D","C","C","D","D",65,71,60,60,183,474,930,171,0,0,0,665,19.7,18.4,0,0,0,71.5,71,68
"049905","CALLISBURG ISD","049","COOKE","11","REGION 11: FORT WORTH","C","C","D","D","D","C",74,69,67,70,61,565,1189,220,0,0,0,902,5.1,18.5,0,0,0,75.9,69,73
"049906","ERA ISD","049","COOKE","11","REGION 11: FORT WORTH","B","B","C","C","C","B",84,70,77,82,17,184,507,96,0,0,7,390,3.4,18.9,0,1.4,0,76.9,77,83
"049907","LINDSAY ISD","049","COOKE","11","REGION 11: FORT WORTH","B","B","B","B","C","B",86,86,70,86,4,47,477,75,0,0,0,371,0.8,15.7,0,0,0,77.8,86,86
"049908","WALNUT BEND ISD","049","COOKE","11","REGION 11: FORT WORTH","C","D","C","C","F","C",62,79,59,78,0,44,64,14,0,0,0,36,0,21.9,0,0,0,56.3,79,79
"049909","SIVELLS BEND ISD","049","COOKE","11","REGION 11: FORT WORTH","B","B","B","B","C","B",80,87,75,89,0,31,74,10,0,0,0,43,0,13.5,0,0,0,58.1,87,88
"050901","EVANT ISD","050","CORYELL","12","REGION 12: WACO","F","F","F","F","F","F",57,56,59,55,27,127,204,34,0,0,13,140,13.2,16.7,0,6.4,0,68.6,59,58
"050902","GATESVILLE ISD","050","CORYELL","12","REGION 12: WACO","C","C","C","C","C","C",77,70,77,76,161,1446,2689,509,0,0,0,1992,6,18.9,0,0,0,74.1,77,77
"050904","OGLESBY ISD","050","CORYELL","12","REGION 12: WACO","C","C","C","D","C","C",76,60,71,76,12,116,204,28,0,0,0,141,5.9,13.7,0,0,0,69.1,71,76
"050909","JONESBORO ISD","050","CORYELL","12","REGION 12: WACO","D","D","F","F","F","F",64,56,56,53,0,175,318,44,0,0,0,229,0,13.8,0,0,0,72,56,61
"050910","COPPERAS COVE ISD","050","CORYELL","12","REGION 12: WACO","B","B","B","C","B","C",81,71,84,78,546,4888,7945,1489,0,0,0,5965,6.9,18.7,0,0,0,75.1,84,82
"051901","PADUCAH ISD","051","COTTLE","17","REGION 17: LUBBOCK","B","B","B","F","B","C",83,56,81,76,0,116,158,40,0,0,0,128,0,25.3,0,0,0,81,81,81
"052901","CRANE ISD","052","CRANE","15","REGION 15: SAN ANGELO","C","C","C","D","C","C",70,68,74,79,339,907,1211,98,0,0,0,860,28,8.1,0,0,0,71,74,76
"053001","CROCKETT COUNTY CONSOLIDATED CSD","053","CROCKETT","15","REGION 15: SAN ANGELO","B","C","B","D","B","B",78,67,82,81,97,448,647,96,0,0,0,525,15,14.8,0,0,0,81.1,82,82
"054901","CROSBYTON CISD","054","CROSBY","17","REGION 17: LUBBOCK","C","B","C","F","C","D",81,55,78,68,8,278,314,51,0,0,0,225,2.5,16.2,0,0,0,71.7,78,77
"054902","LORENZO ISD","054","CROSBY","17","REGION 17: LUBBOCK","C","C","C","F","C","C",77,59,75,76,20,189,213,47,0,0,0,164,9.4,22.1,0,0,0,77,75,77
"054903","RALLS ISD","054","CROSBY","17","REGION 17: LUBBOCK","F","F","F","F","F","F",58,57,58,51,12,385,441,55,0,0,0,339,2.7,12.5,0,0,0,76.9,58,56
"055901","CULBERSON COUNTY-ALLAMOORE ISD","055","CULBERSON","18","REGION 18: MIDLAND","B","B","B","F","B","C",84,58,84,74,25,312,390,43,0,0,125,275,6.4,11,0,32.1,0,70.5,84,81
"056901","DALHART ISD","056","DALLAM","16","REGION 16: AMARILLO","C","C","C","D","C","C",72,64,71,74,653,1201,1773,193,0,0,0,1277,36.8,10.9,0,0,0,72,71,73
"056902","TEXLINE ISD","056","DALLAM","16","REGION 16: AMARILLO","A","B","B","B","B","A",87,85,85,96,38,143,215,25,0,0,0,154,17.7,11.6,0,0,0,71.6,85,90
"057802","PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES","057","DALLAS","10","REGION 10: RICHARDSON","C","C","D","F","D","C",71,59,67,76,106,337,451,80,0,0,0,356,23.5,17.7,0,0,0,78.9,67,73
"057803","UPLIFT EDUCATION","057","DALLAS","10","REGION 10: RICHARDSON","C","C","C","C","C","C",71,71,76,75,8195,18796,22811,2185,602,0,0,16451,35.9,9.6,0,0,2.6,72.1,76,76
"057804","TEXANS CAN ACADEMIES","057","DALLAS","10","REGION 10: RICHARDSON","B","C","B","C","B","C",73,72,84,73,1338,2683,3606,370,0,0,0,3606,37.1,10.3,0,0,0,100,84,81
"057806","ADVANTAGE ACADEMY","057","DALLAS","10","REGION 10: RICHARDSON","C","C","C","F","C","C",75,59,79,77,233,835,971,103,0,0,0,674,24,10.6,0,0,0,69.4,79,78
"057807","LIFE SCHOOL","057","DALLAS","10","REGION 10: RICHARDSON","C","C","C","C","C","B",77,71,77,81,697,3913,5734,869,0,0,0,4408,12.2,15.2,0,0,0,76.9,77,78
"057808","UNIVERSAL ACADEMY","057","DALLAS","10","REGION 10: RICHARDSON","A","A","B","B","B","A",92,84,86,95,1133,621,2100,77,0,0,0,1143,54,3.7,0,0,0,54.4,86,93
"057809","NOVA ACADEMY","057","DALLAS","10","REGION 10: RICHARDSON","D","F","D","D","F","D",56,63,58,63,11,81,83,1,0,0,0,16,13.3,1.2,0,0,0,19.3,63,63
"057810","ACADEMY OF DALLAS","057","DALLAS","10","REGION 10: RICHARDSON","F","F","F","F","F","D",44,50,45,63,24,326,354,32,0,0,0,184,6.8,9,0,0,0,52,50,54
"057813","TRINITY BASIN PREPARATORY","057","DALLAS","10","REGION 10: RICHARDSON","C","D","C","D","C","C",66,68,71,70,3005,5873,6631,855,0,0,0,4003,45.3,12.9,0,0,0,60.4,71,71
"057814","ACADEMY FOR ACADEMIC EXCELLENCE","057","DALLAS","10","REGION 10: RICHARDSON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,52,343,343,72,0,0,0,343,15.2,21,0,0,0,100,,
"057816","A W BROWN LEADERSHIP ACADEMY","057","DALLAS","10","REGION 10: RICHARDSON","F","F","F","F","F","F",49,54,50,30,5,627,778,55,0,0,0,348,0.6,7.1,0,0,0,44.7,54,47
