DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DD2S,DDALLS
"185903","FRIONA ISD","185","PARMER","16","REGION 16: AMARILLO","D","D","C","D","C","D",69,63,70,62,419,773,1018,91,0,0,0,730,41.2,8.9,0,0,0,71.7,70,68
"185904","LAZBUDDIE ISD","185","PARMER","16","REGION 16: AMARILLO","C","C","C","F","C","C",76,51,74,74,29,90,129,19,0,0,0,96,22.5,14.7,0,0,0,74.4,74,75
"186901","BUENA VISTA ISD","186","PECOS","18","REGION 18: MIDLAND","B","B","B","F","B","C",87,55,85,72,59,150,255,27,0,0,0,197,23.1,10.6,0,0,0,77.3,85,83
"186902","FORT STOCKTON ISD","186","PECOS","18","REGION 18: MIDLAND","F","F","F","F","F","F",57,55,53,40,658,3914,8415,928,0,0,0,7023,7.8,11,0,0,0,83.5,55,52
"186903","IRAAN-SHEFFIELD COLLEGIATE ISD","186","PECOS","18","REGION 18: MIDLAND","D","D","D","D","D","D",69,65,66,64,53,202,346,48,0,0,74,256,15.3,13.9,0,21.4,0,74,66,68
"187901","BIG SANDY ISD","187","POLK","06","REGION 06: HUNTSVILLE","B","B","B","C","B","A",87,74,87,92,9,315,518,90,0,0,0,368,1.7,17.4,0,0,0,71,87,89
"187903","GOODRICH ISD","187","POLK","06","REGION 06: HUNTSVILLE","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,49,208,270,37,0,0,0,196,18.1,13.7,0,0,0,72.6,,
"187904","CORRIGAN-CAMDEN ISD","187","POLK","06","REGION 06: HUNTSVILLE","B","C","B","D","B","B",79,69,82,80,83,577,834,121,0,0,0,618,10,14.5,0,0,0,74.1,82,81
"187906","LEGGETT ISD","187","POLK","06","REGION 06: HUNTSVILLE","C","C","C","C","C","C",72,70,73,77,7,160,197,33,0,0,0,133,3.6,16.8,0,0,0,67.5,73,74
"187907","LIVINGSTON ISD","187","POLK","06","REGION 06: HUNTSVILLE","C","C","C","D","C","D",72,63,75,66,433,2774,4046,679,0,0,0,2976,10.7,16.8,0,0,0,73.6,75,72
"187910","ONALASKA ISD","187","POLK","06","REGION 06: HUNTSVILLE","B","B","B","D","B","B",81,68,83,82,31,838,1242,191,0,0,0,902,2.5,15.4,0,0,0,72.6,83,83
"188901","AMARILLO ISD","188","POTTER","16","REGION 16: AMARILLO","B","C","B","C","B","C",78,71,83,78,5620,21220,29626,4875,0,0,0,21673,19,16.5,0,0,0,73.2,83,82
"188902","RIVER ROAD ISD","188","POTTER","16","REGION 16: AMARILLO","C","C","C","D","C","C",72,67,75,71,102,753,1185,209,0,0,0,922,8.6,17.6,0,0,0,77.8,75,74
"188903","HIGHLAND PARK ISD","188","POTTER","16","REGION 16: AMARILLO","B","B","B","D","B","C",81,66,83,77,75,476,785,117,0,0,0,604,9.6,14.9,0,0,0,76.9,83,81
"188904","BUSHLAND ISD","188","POTTER","16","REGION 16: AMARILLO","B","B","C","C","C","B",88,78,70,84,14,245,1447,244,0,0,0,1163,1,16.9,0,0,0,80.4,78,87
"189901","MARFA ISD","189","PRESIDIO","18","REGION 18: MIDLAND","D","D","D","F","D","C",68,57,62,71,45,124,223,38,0,0,0,170,20.2,17,0,0,0,76.2,62,69
"189902","PRESIDIO ISD","189","PRESIDIO","18","REGION 18: MIDLAND","D","D","C","D","C","D",66,65,73,68,689,965,1038,103,0,390,0,814,66.4,9.9,37.6,0,0,78.4,73,69
"190903","RAINS ISD","190","RAINS","07","REGION 07: KILGORE","C","C","C","C","D","B",70,75,68,80,148,1056,1737,312,0,0,0,1311,8.5,18,0,0,0,75.5,75,77
"191901","CANYON ISD","191","RANDALL","16","REGION 16: AMARILLO","B","B","B","C","B","B",86,74,82,86,448,4493,11311,1535,0,0,0,8621,4,13.6,0,0,0,76.2,82,86
"192901","REAGAN COUNTY ISD","192","REAGAN","18","REGION 18: MIDLAND","C","C","C","D","C","C",71,60,73,70,158,528,806,98,0,0,0,561,19.6,12.2,0,0,0,69.6,73,72
"193801","BIG SPRINGS CHARTER SCHOOL","193","REAL","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,6,148,185,83,0,0,0,169,3.2,44.9,0,0,0,91.4,,
"193902","LEAKEY ISD","193","REAL","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",76,65,72,76,23,231,368,72,0,0,0,261,6.3,19.6,0,0,0,70.9,72,76
"194902","AVERY ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","A","A","B","C","B","A",90,78,89,91,4,184,320,41,0,0,0,229,1.3,12.8,0,0,0,71.6,89,90
"194903","RIVERCREST ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","B","B","B","D","B","B",83,68,89,83,46,553,708,97,0,0,0,531,6.5,13.7,0,0,0,75,89,87
"194904","CLARKSVILLE ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","D","D","D","D","D","D",61,60,63,63,57,528,528,101,0,0,48,381,10.8,19.1,0,9.1,0,72.2,63,63
"194905","DETROIT ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","C","C","C","F","C","C",73,59,71,75,2,325,494,89,0,0,0,361,0.4,18,0,0,0,73.1,71,74
"195901","PECOS-BARSTOW-TOYAH ISD","195","REEVES","18","REGION 18: MIDLAND","D","D","D","D","D","F",64,60,66,52,565,2043,2872,349,0,0,0,2068,19.7,12.2,0,0,0,72,66,62
"195902","BALMORHEA ISD","195","REEVES","18","REGION 18: MIDLAND","B","B","B","D","B","A",87,64,87,90,20,123,145,22,0,26,0,112,13.8,15.2,17.9,0,0,77.2,87,88
"196901","AUSTWELL-TIVOLI ISD","196","REFUGIO","03","REGION 03: VICTORIA","B","B","B","D","B","A",85,67,85,91,3,79,139,38,0,0,0,100,2.2,27.3,0,0,0,71.9,85,87
"196902","WOODSBORO ISD","196","REFUGIO","03","REGION 03: VICTORIA","C","C","C","F","C","D",74,54,70,66,1,270,406,95,0,0,0,318,0.2,23.4,0,0,0,78.3,70,72
"196903","REFUGIO ISD","196","REFUGIO","03","REGION 03: VICTORIA","C","C","C","D","C","D",70,60,71,68,38,494,683,133,0,0,0,513,5.6,19.5,0,0,0,75.1,71,70
"197902","MIAMI ISD","197","ROBERTS","16","REGION 16: AMARILLO","C","B","D","F","D","C",80,56,69,73,4,63,198,20,0,0,0,148,2,10.1,0,0,0,74.7,69,78
"198901","BREMOND ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",80,79,82,84,22,280,504,65,0,0,0,369,4.4,12.9,0,0,0,73.2,82,83
"198902","CALVERT ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","D","D","F","F","F","F",64,55,59,49,3,132,147,23,0,0,0,99,2,15.6,0,0,0,67.3,59,60
"198903","FRANKLIN ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","A","A","B","C","B","A",91,77,89,90,51,573,1383,212,0,0,0,1018,3.7,15.3,0,0,0,73.6,89,91
"198905","HEARNE ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","D","F","D","F","D","C",59,56,61,71,162,704,758,148,0,0,0,555,21.4,19.5,0,0,0,73.2,61,64
"198906","MUMFORD ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","A","A","A","B","A","A",92,87,92,96,128,415,600,53,0,0,0,394,21.3,8.8,0,0,0,65.7,92,93
"199901","ROCKWALL ISD","199","ROCKWALL","10","REGION 10: RICHARDSON","B","B","B","B","C","B",87,80,78,88,1998,5275,18695,2853,0,0,0,14303,10.7,15.3,0,0,0,76.5,80,87
"199902","ROYSE CITY ISD","199","ROCKWALL","10","REGION 10: RICHARDSON","B","B","C","C","C","B",80,71,73,80,1532,4069,9338,1565,0,0,198,6942,16.4,16.8,0,2.1,0,74.3,73,80
"200901","BALLINGER ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","C","C","C","D","C","C",73,62,71,73,19,500,794,124,0,0,0,557,2.4,15.6,0,0,0,70.2,71,73
"200902","MILES ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","A","A","A","B","A","A",94,84,91,94,45,218,507,58,0,0,0,376,8.9,11.4,0,0,0,74.2,91,94
"200904","WINTERS ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","C","C","C","D","C","C",78,68,77,77,17,345,535,87,0,0,0,356,3.2,16.3,0,0,0,66.5,77,78
"200906","OLFEN ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","B","B","B","F","B","B",86,59,85,83,2,113,142,21,0,0,0,110,1.4,14.8,0,0,0,77.5,85,85
"201902","HENDERSON ISD","201","RUSK","07","REGION 07: KILGORE","C","D","C","D","C","C",69,67,70,72,637,2311,3277,548,0,0,0,2405,19.4,16.7,0,0,0,73.4,70,71
"201903","LANEVILLE ISD","201","RUSK","07","REGION 07: KILGORE","B","B","B","F","B","B",84,59,84,86,25,116,140,20,0,0,0,105,17.9,14.3,0,0,0,75,84,85
"201904","LEVERETTS CHAPEL ISD","201","RUSK","07","REGION 07: KILGORE","C","C","C","C","C","C",73,78,75,79,64,191,238,31,0,0,0,174,26.9,13,0,0,0,73.1,78,78
"201907","MOUNT ENTERPRISE ISD","201","RUSK","07","REGION 07: KILGORE","B","B","B","D","B","A",84,65,87,90,32,326,507,81,0,0,0,372,6.3,16,0,0,0,73.4,87,88
"201908","OVERTON ISD","201","RUSK","07","REGION 07: KILGORE","C","B","C","D","C","C",81,61,79,75,15,376,534,92,0,0,0,376,2.8,17.2,0,0,0,70.4,79,79
"201910","TATUM ISD","201","RUSK","07","REGION 07: KILGORE","B","B","B","C","B","B",83,71,84,82,232,820,1382,176,0,0,0,1075,16.8,12.7,0,0,0,77.8,84,83
"201913","CARLISLE ISD","201","RUSK","07","REGION 07: KILGORE","B","B","B","D","B","B",84,64,85,88,254,473,639,100,0,0,0,453,39.7,15.6,0,0,0,70.9,85,86
"201914","WEST RUSK COUNTY CONSOLIDATED ISD","201","RUSK","07","REGION 07: KILGORE","C","C","C","D","C","C",70,67,73,72,149,781,1013,144,0,0,0,796,14.7,14.2,0,0,0,78.6,73,73
"202903","HEMPHILL ISD","202","SABINE","07","REGION 07: KILGORE","C","C","C","C","C","B",78,73,79,80,10,480,764,115,0,0,0,558,1.3,15.1,0,0,0,73,79,79
"202905","WEST SABINE ISD","202","SABINE","07","REGION 07: KILGORE","D","C","D","F","D","F",70,55,68,51,5,447,616,86,0,0,0,425,0.8,14,0,0,0,69,68,64
"203901","SAN AUGUSTINE ISD","203","SAN AUGUSTINE","07","REGION 07: KILGORE","D","D","D","F","D","F",64,59,64,51,103,521,621,104,0,0,0,453,16.6,16.7,0,0,0,72.9,64,60
"203902","BROADDUS ISD","203","SAN AUGUSTINE","07","REGION 07: KILGORE","A","A","A","B","A","A",96,81,96,97,9,286,391,53,0,0,0,263,2.3,13.6,0,0,0,67.3,96,96
"204901","COLDSPRING-OAKHURST CISD","204","SAN JACINTO","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",63,62,64,66,23,1052,1623,263,0,0,0,1187,1.4,16.2,0,0,0,73.1,64,65
"204904","SHEPHERD ISD","204","SAN JACINTO","06","REGION 06: HUNTSVILLE","D","D","C","D","C","D",69,61,70,65,433,1579,1951,279,0,0,0,1455,22.2,14.3,0,0,0,74.6,70,69
"205901","ARANSAS PASS ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","D","D","D","D","D","D",62,66,61,63,137,1132,1718,199,0,0,447,1234,8,11.6,0,26,0,71.8,66,65
"205902","GREGORY-PORTLAND ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","C","B","B","C","B","C",80,73,80,76,347,2646,4948,802,0,0,47,3713,7,16.2,0,0.9,0,75,80,79
"205903","INGLESIDE ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","B","B","B","C","B","B",82,76,84,88,242,1273,2010,351,0,0,0,1482,12,17.5,0,0,0,73.7,84,85
"205904","MATHIS ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","C","C","B","D","B","C",72,66,80,73,15,1242,1444,253,0,0,0,1053,1,17.5,0,0,0,72.9,80,78
"205905","ODEM-EDROY ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","C","C","B","C","B","D",79,71,81,65,23,597,910,96,0,0,0,667,2.5,10.5,0,0,0,73.3,81,76
"205906","SINTON ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","C","C","C","C","C","C",75,74,77,75,49,1376,2014,383,444,0,214,1466,2.4,19,0,10.6,22,72.8,77,76
"205907","TAFT ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","D","D","D","D","D","D",66,64,69,62,22,702,832,121,0,0,26,616,2.6,14.5,0,3.1,0,74,69,67
"206901","SAN SABA ISD","206","SAN SABA","15","REGION 15: SAN ANGELO","C","C","C","C","C","C",74,73,79,76,196,557,737,123,0,0,103,518,26.6,16.7,0,14,0,70.3,79,78
"206902","RICHLAND SPRINGS ISD","206","SAN SABA","15","REGION 15: SAN ANGELO","B","B","B","B","B","B",82,83,80,87,3,83,139,21,0,0,0,108,2.2,15.1,0,0,0,77.7,83,84
"206903","CHEROKEE ISD","206","SAN SABA","15","REGION 15: SAN ANGELO","A","A","A","B","A","A",90,83,91,92,1,79,130,18,0,0,0,102,0.8,13.8,0,0,0,78.5,91,91
"207901","SCHLEICHER ISD","207","SCHLEICHER","15","REGION 15: SAN ANGELO","B","B","B","B","B","B",84,82,85,87,58,257,449,60,0,0,0,345,12.9,13.4,0,0,0,76.8,85,86
"208901","HERMLEIGH ISD","208","SCURRY","14","REGION 14: ABILENE","D","C","D","D","D","D",72,65,63,60,15,110,260,26,0,0,0,188,5.8,10,0,0,0,72.3,65,68
"208902","SNYDER ISD","208","SCURRY","14","REGION 14: ABILENE","C","C","C","D","C","D",72,68,73,68,338,1743,2384,317,0,0,332,1770,14.2,13.3,0,13.9,0,74.2,73,72
"208903","IRA ISD","208","SCURRY","14","REGION 14: ABILENE","A","A","B","B","B","A",92,80,80,94,8,49,247,20,0,0,0,187,3.2,8.1,0,0,0,75.7,80,93
"209901","ALBANY ISD","209","SHACKELFORD","14","REGION 14: ABILENE","B","B","C","C","C","B",80,73,75,82,19,200,496,76,0,0,0,362,3.8,15.3,0,0,0,73,75,81
"209902","MORAN ISD","209","SHACKELFORD","14","REGION 14: ABILENE","C","C","C","F","C","C",75,55,72,70,0,109,121,33,0,0,0,99,0,27.3,0,0,0,81.8,72,74
"210901","CENTER ISD","210","SHELBY","07","REGION 07: KILGORE","C","C","C","F","C","D",71,58,72,67,873,1911,2429,352,0,0,0,1756,35.9,14.5,0,0,0,72.3,72,71
"210902","JOAQUIN ISD","210","SHELBY","07","REGION 07: KILGORE","A","A","A","D","A","A",90,64,90,92,44,432,707,187,0,0,0,506,6.2,26.4,0,0,0,71.6,90,91
"210903","SHELBYVILLE ISD","210","SHELBY","07","REGION 07: KILGORE","B","B","C","F","C","C",80,59,79,79,50,485,855,122,0,0,0,601,5.8,14.3,0,0,0,70.3,79,80
"210904","TENAHA ISD","210","SHELBY","07","REGION 07: KILGORE","B","B","B","F","B","A",82,58,81,92,126,411,458,81,0,0,0,327,27.5,17.7,0,0,0,71.4,81,85
"210905","TIMPSON ISD","210","SHELBY","07","REGION 07: KILGORE","B","B","B","D","B","C",82,64,80,79,46,506,717,118,280,0,0,522,6.4,16.5,0,0,39.1,72.8,80,81
"210906","EXCELSIOR ISD","210","SHELBY","07","REGION 07: KILGORE","D","F","C","C","F","D",56,70,55,65,2,51,77,20,0,0,0,44,2.6,26,0,0,0,57.1,70,69
"211901","TEXHOMA ISD","211","SHERMAN","16","REGION 16: AMARILLO","A","A","A","A","A","A",90,91,91,96,34,73,107,16,0,0,0,33,31.8,15,0,0,0,30.8,91,93
"211902","STRATFORD ISD","211","SHERMAN","16","REGION 16: AMARILLO","B","B","B","C","B","C",80,78,81,77,144,330,531,67,0,0,0,372,27.1,12.6,0,0,0,70.1,81,80
"212801","CUMBERLAND ACADEMY","212","SMITH","07","REGION 07: KILGORE","D","D","D","D","D","D",69,69,65,69,178,1074,2035,234,0,0,0,1431,8.7,11.5,0,0,0,70.3,69,69
"212804","UT TYLER UNIVERSITY ACADEMY","212","SMITH","07","REGION 07: KILGORE","A","A","B","C","B","A",94,76,88,95,40,301,1016,132,0,0,0,732,3.9,13,0,0,0,72,88,94
"212901","ARP ISD","212","SMITH","07","REGION 07: KILGORE","C","C","C","D","C","D",75,68,70,68,42,566,1000,150,0,0,0,763,4.2,15,0,0,0,76.3,70,73
"212902","BULLARD ISD","212","SMITH","07","REGION 07: KILGORE","B","B","C","C","C","B",88,78,78,83,94,866,2906,392,0,0,0,2230,3.2,13.5,0,0,0,76.7,78,87
"212903","LINDALE ISD","212","SMITH","07","REGION 07: KILGORE","A","A","B","B","B","A",91,83,89,91,226,2157,4532,866,0,0,0,3399,5,19.1,0,0,0,75,89,91
"212904","TROUP ISD","212","SMITH","07","REGION 07: KILGORE","B","B","B","C","B","B",83,77,81,83,44,535,1074,166,0,0,0,816,4.1,15.5,0,0,0,76,81,83
"212905","TYLER ISD","212","SMITH","07","REGION 07: KILGORE","C","C","C","C","C","C",76,72,78,74,4624,13757,18285,2177,0,185,0,13272,25.3,11.9,1,0,0,72.6,78,77
"212906","WHITEHOUSE ISD","212","SMITH","07","REGION 07: KILGORE","B","B","B","B","B","B",87,80,87,83,260,2381,4814,740,0,0,0,3678,5.4,15.4,0,0,0,76.4,87,86
"212909","CHAPEL HILL ISD","212","SMITH","07","REGION 07: KILGORE","B","C","B","D","B","C",77,66,82,77,930,2595,3269,556,0,80,0,2459,28.4,17,2.4,0,0,75.2,82,81
"212910","WINONA ISD","212","SMITH","07","REGION 07: KILGORE","C","C","C","D","C","C",70,64,76,72,228,993,1153,220,0,0,0,832,19.8,19.1,0,0,0,72.2,76,75
"213801","BRAZOS RIVER CHARTER SCHOOL","213","SOMERVELL","11","REGION 11: FORT WORTH","A","A","A","A","A","Not Rated",90,91,90,,1,29,66,7,0,0,0,66,1.5,10.6,0,0,0,100,91,91
"213901","GLEN ROSE ISD","213","SOMERVELL","11","REGION 11: FORT WORTH","B","B","B","C","B","B",89,77,85,84,214,856,2051,262,0,0,0,1546,10.4,12.8,0,0,0,75.4,85,88
"214901","RIO GRANDE CITY GRULLA ISD","214","STARR","01","REGION 01: EDINBURG","B","C","B","C","B","B",77,70,83,82,7340,9134,9465,1071,0,413,0,6821,77.5,11.3,4.4,0,0,72.1,83,83
"214902","SAN ISIDRO ISD","214","STARR","01","REGION 01: EDINBURG","C","C","C","C","C","C",73,76,79,77,30,158,163,25,0,0,0,134,18.4,15.3,0,0,0,82.2,79,78
"214903","ROMA ISD","214","STARR","01","REGION 01: EDINBURG","B","B","B","C","B","B",80,77,86,84,5012,5145,5919,618,0,0,0,4373,84.7,10.4,0,0,0,73.9,86,85
"215901","BRECKENRIDGE ISD","215","STEPHENS","14","REGION 14: ABILENE","B","B","B","C","B","B",80,76,84,87,94,981,1389,219,0,0,0,995,6.8,15.8,0,0,0,71.6,84,85
"216901","STERLING CITY ISD","216","STERLING","15","REGION 15: SAN ANGELO","A","A","A","D","A","A",92,64,90,95,39,164,360,76,0,0,0,272,10.8,21.1,0,0,0,75.6,90,93
"217901","ASPERMONT ISD","217","STONEWALL","14","REGION 14: ABILENE","B","B","B","B","B","B",85,83,83,87,5,103,192,31,0,0,0,139,2.6,16.1,0,0,0,72.4,83,86
"218901","SONORA ISD","218","SUTTON","15","REGION 15: SAN ANGELO","C","C","C","D","C","C",76,64,71,73,117,361,649,100,0,0,0,488,18,15.4,0,0,0,75.2,71,75
"219901","HAPPY ISD","219","SWISHER","16","REGION 16: AMARILLO","A","A","B","B","B","A",91,85,85,94,16,80,270,28,0,0,0,206,5.9,10.4,0,0,0,76.3,85,92
"219903","TULIA ISD","219","SWISHER","16","REGION 16: AMARILLO","D","D","D","F","D","F",62,57,63,57,69,771,884,147,0,0,0,642,7.8,16.6,0,0,0,72.6,63,61
"219905","KRESS ISD","219","SWISHER","16","REGION 16: AMARILLO","C","C","C","F","C","D",79,56,75,68,22,174,264,38,0,0,0,189,8.3,14.4,0,0,0,71.6,75,76
"220801","TREETOPS SCHOOL INTERNATIONAL","220","TARRANT","11","REGION 11: FORT WORTH","B","B","B","B","D","C",82,80,60,75,5,37,358,39,0,0,0,236,1.4,10.9,0,0,0,65.9,80,80
"220802","ARLINGTON CLASSICS ACADEMY","220","TARRANT","11","REGION 11: FORT WORTH","B","A","B","B","B","B",90,81,82,83,146,465,1494,92,0,0,0,1015,9.8,6.2,0,0,0,67.9,82,88
"220809","FORT WORTH ACADEMY OF FINE ARTS","220","TARRANT","11","REGION 11: FORT WORTH","B","B","C","C","D","B",84,74,62,84,11,82,654,42,0,0,0,654,1.7,6.4,0,0,0,100,74,84
"220810","WESTLAKE ACADEMY CHARTER SCHOOL","220","TARRANT","11","REGION 11: FORT WORTH","A","A","B","B","B","A",97,86,89,98,33,22,888,87,0,0,0,722,3.7,9.8,0,0,0,81.3,89,97
"220811","EAST FORT WORTH MONTESSORI ACADEMY","220","TARRANT","11","REGION 11: FORT WORTH","C","D","C","C","C","C",69,71,74,75,54,158,184,18,0,0,0,71,29.3,9.8,0,0,0,38.6,74,74
"220814","TEXAS SCHOOL OF THE ARTS","220","TARRANT","11","REGION 11: FORT WORTH","B","B","B","B","F","C",83,85,56,78,31,28,332,31,0,0,0,129,9.3,9.3,0,0,0,38.9,85,83
"220815","CHAPEL HILL ACADEMY","220","TARRANT","11","REGION 11: FORT WORTH","F","F","F","F","F","D",57,57,57,67,92,401,535,42,0,0,0,341,17.2,7.9,0,0,0,63.7,57,59
"220817","NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","C","B",74,70,75,82,468,1821,2854,167,0,0,0,1769,16.4,5.9,0,0,0,62,75,77
"220820","ROCKETSHIP PUBLIC SCHOOLS","220","TARRANT","11","REGION 11: FORT WORTH","F","F","F","F","F","F",46,49,47,41,35,523,645,56,0,0,0,179,5.4,8.7,0,0,0,27.8,49,47
"220821","ACADEMY OF VISUAL AND PERFORMING ARTS","220","TARRANT","11","REGION 11: FORT WORTH","F","F","F","F","F","F",55,54,53,59,6,67,105,11,0,0,0,105,5.7,10.5,0,0,0,100,54,56
"220901","ARLINGTON ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","D","C","C",71,66,75,73,18000,41986,54713,6366,0,770,654,39820,32.9,11.6,1.4,1.2,0,72.8,75,74
"220902","BIRDVILLE ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","C","C",75,72,77,77,5865,13848,22163,3115,0,229,0,16643,26.5,14.1,1,0,0,75.1,77,77
"220904","EVERMAN ISD","220","TARRANT","11","REGION 11: FORT WORTH","D","D","C","D","C","D",66,60,72,65,1955,4812,5137,738,0,318,12,3938,38.1,14.4,6.2,0.2,0,76.7,72,69
"220905","FORT WORTH ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","D","C","D","C","C",66,65,70,71,29225,58471,70903,8997,0,1073,1203,51809,41.2,12.7,1.5,1.7,0,73.1,70,70
"220906","GRAPEVINE-COLLEYVILLE ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","C","C","C","B",87,78,78,84,1656,3675,13536,1655,0,360,0,10658,12.2,12.2,2.7,0,0,78.7,78,86
"220907","KELLER ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","C","C","C","B",83,76,76,83,4120,11431,33169,5111,0,0,0,25883,12.4,15.4,0,0,0,78,76,83
"220908","MANSFIELD ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","B","B","B","B",83,81,82,88,5601,17899,35759,4476,0,273,0,27816,15.7,12.5,0.8,0,0,77.8,82,85
"220910","LAKE WORTH ISD","220","TARRANT","11","REGION 11: FORT WORTH","F","F","D","F","D","F",59,56,62,52,924,2841,3232,457,0,0,0,2406,28.6,14.1,0,0,0,74.4,62,59
"220912","CROWLEY ISD","220","TARRANT","11","REGION 11: FORT WORTH","D","D","C","D","C","D",66,66,70,68,3040,13249,16929,2179,0,359,156,12519,18,12.9,2.1,0.9,0,74,70,69
"220914","KENNEDALE ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","D","C","C",73,67,72,74,415,1663,2823,359,0,0,0,2194,14.7,12.7,0,0,0,77.7,72,73
"220915","AZLE ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","B","C","C","C","C",80,75,78,77,639,3693,7197,1118,0,0,0,5411,8.9,15.5,0,0,0,75.2,78,79
"220916","HURST-EULESS-BEDFORD ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","B","B","B","B",85,80,86,88,5490,14093,23156,3239,0,0,0,16946,23.7,14,0,0,0,73.2,86,87
"220917","CASTLEBERRY ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","C","B","C","B","B",74,73,82,81,1567,3363,3737,597,0,0,0,2720,41.9,16,0,0,0,72.8,82,82
"220918","EAGLE MT-SAGINAW ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","C","C",76,70,73,75,3794,12407,23369,3589,0,0,0,17960,16.2,15.4,0,0,0,76.9,73,76
"220919","CARROLL ISD","220","TARRANT","11","REGION 11: FORT WORTH","A","A","A","A","B","A",95,90,86,94,349,88,8280,754,0,0,0,6564,4.2,9.1,0,0,0,79.3,90,95
"220920","WHITE SETTLEMENT ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","D","C","C",72,65,73,70,1171,4401,6877,896,0,0,0,5276,17,13,0,0,0,76.7,73,72
"221801","TEXAS COLLEGE PREPARATORY ACADEMIES","221","TAYLOR","14","REGION 14: ABILENE","B","C","C","D","C","B",79,69,72,81,2202,6795,16914,1481,0,840,146,11881,13,8.8,5,0.9,0,70.2,72,80
"221901","ABILENE ISD","221","TAYLOR","14","REGION 14: ABILENE","C","C","C","D","C","C",70,68,73,70,1068,10543,14482,2679,0,0,0,10372,7.4,18.5,0,0,0,71.6,73,72
"221904","MERKEL ISD","221","TAYLOR","14","REGION 14: ABILENE","C","C","D","D","D","C",75,67,66,74,33,582,1127,260,0,0,6,786,2.9,23.1,0,0.5,0,69.7,67,75
"221905","TRENT ISD","221","TAYLOR","14","REGION 14: ABILENE","C","C","C","F","C","C",70,58,74,77,3,103,146,31,0,0,0,111,2.1,21.2,0,0,0,76,74,75
"221911","JIM NED CISD","221","TAYLOR","14","REGION 14: ABILENE","B","B","C","C","C","B",89,73,72,88,10,320,1626,223,0,0,0,1216,0.6,13.7,0,0,0,74.8,73,89
"221912","WYLIE ISD","221","TAYLOR","14","REGION 14: ABILENE","B","B","C","C","C","B",85,78,72,87,160,1401,5496,693,0,0,0,4099,2.9,12.6,0,0,0,74.6,78,86
"222901","TERRELL COUNTY ISD","222","TERRELL","18","REGION 18: MIDLAND","B","A","B","C","B","B",91,72,88,85,3,57,117,26,0,0,0,95,2.6,22.2,0,0,0,81.2,88,89
"223901","BROWNFIELD ISD","223","TERRY","17","REGION 17: LUBBOCK","D","D","C","D","C","D",69,61,72,65,182,1422,1654,325,0,0,0,1189,11,19.6,0,0,0,71.9,72,69
"223902","MEADOW ISD","223","TERRY","17","REGION 17: LUBBOCK","B","B","B","F","B","B",86,58,85,88,9,156,235,50,0,0,0,174,3.8,21.3,0,0,0,74,85,87
