CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"013801101","1"," ","1","0","1","0"," ","ST MARY'S ACADEMY CHARTER SCHOOL","N","Y","BEE","013","M","ST MARY'S ACADEMY CHARTER SCHOOL","013801","KG - 06","E"," "," ","02"
"013901001","0","0","0","0","0","0","0","A C JONES H S","N","N","BEE","013","M","BEEVILLE ISD","013901","09 - 12","S"," "," ","02"
"013901041","0","0","0","1","0","0","0","MORENO J H","N","N","BEE","013","M","BEEVILLE ISD","013901","07 - 08","M"," "," ","02"
"013901101","0"," ","1","0","0"," "," ","R A HALL EL","N","N","BEE","013","M","BEEVILLE ISD","013901","03 - 04","E"," "," ","02"
"013901102"," "," "," "," "," "," "," ","FADDEN-MCKEOWN-CHAMBLISS EL","N","N","BEE","013","M","BEEVILLE ISD","013901","01 - 02","E","013901101","R A HALL EL","02"
"013901104","0"," ","0","0","0","0"," ","THOMAS JEFFERSON INT","N","N","BEE","013","M","BEEVILLE ISD","013901","05 - 06","M"," "," ","02"
"013901105"," "," "," "," "," "," "," ","HAMPTON-MORENO-DUGAT EARLY CHILDHO","N","N","BEE","013","M","BEEVILLE ISD","013901","EE - KG","E","013901101","R A HALL EL","02"
"013902101","0","1","0","0","0","0"," ","PAWNEE EL / J H","N","N","BEE","013","M","PAWNEE ISD","013902","PK - 08","E"," "," ","02"
"013903001","0","0","0","0","0","0","0","PETTUS SECONDARY","N","N","BEE","013","M","PETTUS ISD","013903","06 - 12","B"," "," ","02"
"013903101","0"," ","0","0","0","1"," ","PETTUS EL","N","N","BEE","013","M","PETTUS ISD","013903","PK - 05","E"," "," ","02"
"013905001","0","0","1","1","0","1","1","SKIDMORE-TYNAN H S","N","N","BEE","013","M","SKIDMORE-TYNAN ISD","013905","09 - 12","S"," "," ","02"
"013905041","1","0","1","0","0","1","0","SKIDMORE-TYNAN J H","N","N","BEE","013","M","SKIDMORE-TYNAN ISD","013905","06 - 08","M"," "," ","02"
"013905101","0"," ","0","1","0","1"," ","SKIDMORE-TYNAN EL","N","N","BEE","013","M","SKIDMORE-TYNAN ISD","013905","KG - 05","E"," "," ","02"
"014801001"," "," "," "," "," "," "," ","RICHARD MILBURN ALTER H S (KILLEEN","Y","Y","BELL","014","A","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014801002"," "," "," "," "," "," "," ","RICHARD MILBURN ACADEMY ODESSA","Y","Y","BELL","014","A","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014801003"," "," "," "," "," "," "," ","RICHARD MILBURN ACADEMY MIDLAND","Y","Y","BELL","014","A","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014801004"," "," "," "," "," "," "," ","RICHARD MILBURN ACADEMY LUBBOCK","Y","Y","BELL","014","A","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014801005"," "," "," "," "," "," "," ","RICHARD MILBURN ACADEMY HOUSTON (S","Y","Y","BELL","014","I","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014801006"," "," "," "," "," "," "," ","RICHARD MILBURN ACADEMY FORT WORTH","Y","Y","BELL","014","A","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014801007"," "," "," "," "," "," "," ","RICHARD MILBURN ACADEMY CORPUS CHR","Y","Y","BELL","014","A","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014801008"," "," "," "," "," "," "," ","RICHARD MILBURN ACADEMY AMARILLO","Y","Y","BELL","014","A","RICHARD MILBURN ALTER HIGH SCHOOL","014801","09 - 12","S"," "," ","12"
"014802001"," "," "," "," "," "," "," ","TRANSFORMATIVE CHARTER ACADEMY","Y","Y","BELL","014","A","TRANSFORMATIVE CHARTER ACADEMY","014802","09 - 12","S"," "," ","12"
"014803001","0","0","0","0","0"," "," ","KILLEEN CHARTER ACADEMY","N","Y","BELL","014","I","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12"
"014803002","0"," ","0","1","1","0"," ","PRIORITY CHARTER SCHOOLS-HERITAGE","N","Y","BELL","014","M","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12"
"014803003","0"," ","0","1","1"," "," ","COVE CHARTER ACADEMY","N","Y","BELL","014","M","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12"
"014803004","0","0","0","1","0","0","0","LEANDER CHARTER ACADEMY","N","Y","BELL","014","M","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12"
"014803101","0","0","1","1","1","0","0","PRIORITY CHARTER SCHOOLS-TEMPLE CH","N","Y","BELL","014","M","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12"
"014804002"," "," "," "," "," "," "," ","NEW HORIZONS","Y","Y","BELL","014","X","ORENDA CHARTER SCHOOL","014804","01 - 11","B"," "," ","12"
"014804003"," "," "," "," "," "," "," ","WILLIAMS HOUSE","Y","Y","BELL","014","X","ORENDA CHARTER SCHOOL","014804","02 - 12","B"," "," ","12"
"014804004"," "," "," "," "," "," "," ","CANYON LAKES","N","Y","BELL","014","X","ORENDA CHARTER SCHOOL","014804","KG - 10","B"," "," ","12"
"014804005"," "," "," "," "," "," "," ","GATEWAY H S","Y","Y","BELL","014","A","ORENDA CHARTER SCHOOL","014804","09 - 12","S"," "," ","12"
"014804006","0","1","1","0","0","1","1","GATEWAY COLLEGE PREPARATORY SCHOOL","N","Y","BELL","014","M","ORENDA CHARTER SCHOOL","014804","KG - 12","B"," "," ","12"
"014901001","0","0","0","0","0","0","0","ACADEMY H S","N","N","BELL","014","M","ACADEMY ISD","014901","09 - 12","S"," "," ","12"
"014901041","0","0","0","1","0","1","0","ACADEMY J H","N","N","BELL","014","M","ACADEMY ISD","014901","05 - 08","M"," "," ","12"
"014901101","0"," ","1","0","0"," "," ","ACADEMY EL","N","N","BELL","014","M","ACADEMY ISD","014901","EE - 04","E"," "," ","12"
"014902001","0","0","0","0","0","0","0","BARTLETT SCHOOLS","N","N","BELL","014","I","BARTLETT ISD","014902","EE - 12","B"," "," ","13"
"014903001","0","0","0","0","0","1","0","BELTON H S","N","N","BELL","014","M","BELTON ISD","014903","09 - 12","S"," "," ","12"
"014903005","0","0","1","0","1","1","0","BELTON NEW TECH H S AT WASKOW","N","N","BELL","014","M","BELTON ISD","014903","09 - 12","S"," "," ","12"
"014903043","0","1","0","1","0","1","0","LAKE BELTON MIDDLE","N","N","BELL","014","M","BELTON ISD","014903","06 - 08","M"," "," ","12"
"014903044","0","0","0","0","0","0","0","SOUTH BELTON MIDDLE","N","N","BELL","014","M","BELTON ISD","014903","06 - 08","M"," "," ","12"
"014903045","1","0","0","0","0","0","1","NORTH BELTON MIDDLE","N","N","BELL","014","M","BELTON ISD","014903","06 - 08","M"," "," ","12"
"014903102","0"," ","1","0","1","1"," ","LEON HEIGHTS EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903103","0"," ","0","0","1","0"," ","MILLER HEIGHTS EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903104","0"," ","0","0","0","0"," ","SOUTHWEST EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903108","0"," ","1","1","1","1"," ","LAKEWOOD EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903109","0"," ","1","0","1","1"," ","SPARTA EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903111","1"," ","0","0","1","1"," ","JOE M PIRTLE EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903116","1"," ","0","1","0","1"," ","TARVER EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903117","0"," ","0","1","0","0"," ","HIGH POINT EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903118","0"," ","0","1","0","0"," ","CHISHOLM TRAIL EL","N","N","BELL","014","M","BELTON ISD","014903","KG - 05","E"," "," ","12"
"014903119"," "," "," "," "," "," "," ","BELTON EARLY CHILDHOOD SCHOOL","N","N","BELL","014","M","BELTON ISD","014903","EE - PK","E","014903000","BELTON ISD","12"
"014905001","0","1","0","1","0","0","0","HOLLAND H S","N","N","BELL","014","M","HOLLAND ISD","014905","09 - 12","S"," "," ","12"
"014905041","1","0","0","0","0","1","1","HOLLAND MIDDLE","N","N","BELL","014","M","HOLLAND ISD","014905","06 - 08","M"," "," ","12"
"014905101","1"," ","1","0","0","1"," ","HOLLAND EL","N","N","BELL","014","M","HOLLAND ISD","014905","PK - 05","E"," "," ","12"
"014906001","0","0","0","0","0","0","0","KILLEEN H S","N","N","BELL","014","M","KILLEEN ISD","014906","09 - 12","S"," "," ","12"
"014906002","0","0","0","1","0","0","0","C E ELLISON H S","N","N","BELL","014","M","KILLEEN ISD","014906","09 - 12","S"," "," ","12"
"014906004"," "," "," "," "," "," "," ","GATEWAY H S","N","N","BELL","014","X","KILLEEN ISD","014906","09 - 12","S"," "," ","12"
"014906006"," "," "," "," "," "," "," ","PATHWAYS ACADEMIC CAMPUS","Y","N","BELL","014","A","KILLEEN ISD","014906","09 - 12","S"," "," ","12"
"014906007","0","0","0","0","0","0","0","HARKER HEIGHTS H S","N","N","BELL","014","M","KILLEEN ISD","014906","09 - 12","S"," "," ","12"
"014906008","0","0","0","0","0","0","0","ROBERT M SHOEMAKER H S","N","N","BELL","014","M","KILLEEN ISD","014906","09 - 12","S"," "," ","12"
"014906009"," "," "," "," "," "," "," ","GATEWAY MIDDLE","N","N","BELL","014","X","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906022"," "," "," "," "," "," "," ","METROPLEX SCHOOL","N","N","BELL","014","X","KILLEEN ISD","014906","02 - 10","B"," "," ","12"
"014906025"," "," "," "," "," "," "," ","BELL COUNTY JUV DET CTR","Y","N","BELL","014","X","KILLEEN ISD","014906","07 - 11","S"," "," ","12"
"014906026"," "," "," "," "," "," "," ","KILLEEN JJAEP","N","N","BELL","014","X","KILLEEN ISD","014906","07 - 10","S"," "," ","12"
"014906042","1","1","1","1","1","0","0","NOLAN MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906043","0","1","0","0","0","0","0","RANCIER MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906044","0","0","0","0","0","0","1","MANOR MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906045","0","0","1","1","0","0","0","SMITH MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906046","0","0","0","0","0","0","0","EASTERN HILLS MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906048","0","1","0","0","0","0","0","PALO ALTO MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906049","1","0","0","0","0","0","0","LIBERTY HILL MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906050","0","0","0","0","0","0","1","LIVE OAK RIDGE MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906051","0","0","0","0","0","0","0","UNION GROVE MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906052","1","0","1","1","1","1","1","AUDIE MURPHY MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906053","0","0","0","0","0","0","0","CHARLES E PATTERSON MIDDLE","N","N","BELL","014","M","KILLEEN ISD","014906","06 - 08","M"," "," ","12"
"014906100"," "," "," "," "," "," "," ","EL ALTER LEARNING CENTER","N","N","BELL","014","X","KILLEEN ISD","014906","01 - 05","E"," "," ","12"
"014906102","1"," ","1","1","1","0"," ","CLIFTON PARK EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906103","0"," ","0","0","0","0"," ","EAST WARD EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906105","1"," ","1","0","1","0"," ","HARKER HEIGHTS EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906108","0"," ","0","0","0","0"," ","MEADOWS EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906109","1"," ","0","0","0","1"," ","PEEBLES EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906110","0"," ","0","0","0","1"," ","PERSHING PARK EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906111","0"," ","0","0","0","0"," ","SUGAR LOAF EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906112","0"," ","0","0","0","0"," ","WEST WARD EL","N","N","BELL","014","I","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906113","0"," ","0","0","0","0"," ","BELLAIRE EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906115","1"," ","1","0","0","0"," ","NOLANVILLE EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906116","1"," ","0","0","0"," "," ","CLARKE EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 03","E"," "," ","12"
"014906117","1"," ","0","0","0","0"," ","DUNCAN EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906119","0"," ","0","0","0","0"," ","HAY BRANCH EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906120","0"," ","0","0","0","0"," ","WILLOW SPRINGS EL","N","N","BELL","014","I","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906121","0"," ","0","1","1","0"," ","MOUNTAIN VIEW EL","N","N","BELL","014","M","KILLEEN ISD","014906","EE - 05","E"," "," ","12"
"014906122","0"," ","0","0","0","0"," ","REECES CREEK EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906123","1"," ","1","0","1","0"," ","CLEAR CREEK EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906124","1"," ","0","0","0","0"," ","CEDAR VALLEY EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906125","0"," ","0","0","0","0"," ","BROOKHAVEN EL","N","N","BELL","014","M","KILLEEN ISD","014906","EE - 05","E"," "," ","12"
"014906126","1"," ","1","1","1","1"," ","VENABLE VILLAGE EL","N","N","BELL","014","M","KILLEEN ISD","014906","EE - 05","E"," "," ","12"
"014906127","1"," ","0","0","0","1"," ","TRIMMIER EL","N","N","BELL","014","M","KILLEEN ISD","014906","EE - 05","E"," "," ","12"
"014906128","1"," ","1","0","1","1"," ","MONTAGUE VILLAGE EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906129","0"," ","0","0","0","0"," ","MAXDALE EL","N","N","BELL","014","M","KILLEEN ISD","014906","EE - 05","E"," "," ","12"
"014906130","0"," ","0","1","0","0"," ","IRA CROSS JR EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906131","0"," ","0","0","0","0"," ","IDUMA EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906132","1"," ","1","0","1","0"," ","OVETA CULP HOBBY EL","N","N","BELL","014","M","KILLEEN ISD","014906","EE - 05","E"," "," ","12"
"014906133","0"," ","0","0","0","0"," ","TIMBER RIDGE EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906135","0"," ","0","0","0","1"," ","SAEGERT EL","N","N","BELL","014","M","KILLEEN ISD","014906","EE - 05","E"," "," ","12"
"014906136","0"," ","0","0","0","0"," ","SKIPCHA EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906137","1"," ","1","0","0","1"," ","RICHARD E CAVAZOS EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906138","0"," ","0","0","0","0"," ","HAYNES EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014906139","0"," ","0","0","0","0"," ","DR JOSEPH A FOWLER EL","N","N","BELL","014","M","KILLEEN ISD","014906","PK - 05","E"," "," ","12"
"014907001","0","0","0","0","0","1","1","ROGERS H S","N","N","BELL","014","M","ROGERS ISD","014907","09 - 12","S"," "," ","12"
"014907041","0","0","0","1","1","0","0","ROGERS MIDDLE","N","N","BELL","014","M","ROGERS ISD","014907","06 - 08","M"," "," ","12"
"014907043"," "," "," "," "," "," "," ","BELL COUNTY DAEP","N","N","BELL","014","X","ROGERS ISD","014907","09 - 10","S"," "," ","12"
"014907102","0"," ","0","1","0","0"," ","ROGERS EL","N","N","BELL","014","M","ROGERS ISD","014907","EE - 05","E"," "," ","12"
"014908001","0","1","1","0","0","1","1","SALADO H S","N","N","BELL","014","M","SALADO ISD","014908","09 - 12","S"," "," ","12"
"014908005"," "," "," "," "," "," "," ","BELL COUNTY DAEP","N","N","BELL","014","X","SALADO ISD","014908","09 - 12","S"," "," ","12"
"014908041","0"," ","0","0","0","1"," ","SALADO INT","N","N","BELL","014","M","SALADO ISD","014908","03 - 06","E"," "," ","12"
"014908042","0","0","1","1","0","1","0","SALADO J H","N","N","BELL","014","M","SALADO ISD","014908","07 - 08","M"," "," ","12"
"014908101"," "," "," "," "," "," "," ","THOMAS ARNOLD EL","N","N","BELL","014","M","SALADO ISD","014908","EE - 02","E","014908041","SALADO INT","12"
"014909002","1","1","1","0","1","1","1","TEMPLE H S","N","N","BELL","014","M","TEMPLE ISD","014909","09 - 12","S"," "," ","12"
"014909005"," "," "," "," "," "," "," ","WHEATLEY ALTERNATIVE EDUCATION CEN","N","N","BELL","014","X","TEMPLE ISD","014909","01 - 10","B"," "," ","12"
"014909008"," "," "," "," "," "," "," ","FRED W EDWARDS ACADEMY AEC","Y","N","BELL","014","A","TEMPLE ISD","014909","09 - 12","S"," "," ","12"
"014909041","0","0","0","0","1","1","1","LAMAR MIDDLE","N","N","BELL","014","M","TEMPLE ISD","014909","06 - 08","M"," "," ","12"
"014909042","0","0","0","0","1","1","1","TRAVIS SCIENCE ACADEMY","N","N","BELL","014","M","TEMPLE ISD","014909","06 - 08","M"," "," ","12"
"014909044","0","0","1","0","0","0","1","BONHAM MIDDLE","N","N","BELL","014","M","TEMPLE ISD","014909","06 - 08","M"," "," ","12"
"014909101"," "," "," "," "," "," "," ","MERIDITH-DUNBAR EARLY CHILDHOOD AC","N","N","BELL","014","M","TEMPLE ISD","014909","EE - PK","E","014909110","SCOTT EL","12"
"014909102","0"," ","0","0","0","0"," ","CATER EL","N","N","BELL","014","M","TEMPLE ISD","014909","KG - 05","E"," "," ","12"
"014909107","0"," ","0","0","0","0"," ","JEFFERSON EL","N","N","BELL","014","M","TEMPLE ISD","014909","KG - 05","E"," "," ","12"
"014909110","0"," ","0","0","0","0"," ","SCOTT EL","N","N","BELL","014","M","TEMPLE ISD","014909","KG - 05","E"," "," ","12"
"014909111","0"," ","0","0","0","0"," ","THORNTON EL","N","N","BELL","014","M","TEMPLE ISD","014909","KG - 05","E"," "," ","12"
"014909114","0"," ","0","0","0","0"," ","WESTERN HILLS EL","N","N","BELL","014","I","TEMPLE ISD","014909","KG - 05","E"," "," ","12"
"014909116","0"," ","0","0","0","0"," ","RAYE-ALLEN EL","N","N","BELL","014","I","TEMPLE ISD","014909","EE - 06","E"," "," ","12"
"014909117","1"," ","1","0","0","1"," ","KENNEDY-POWELL EL","N","N","BELL","014","M","TEMPLE ISD","014909","KG - 05","E"," "," ","12"
"014909118","0"," ","0","0","0","1"," ","HECTOR P GARCIA EL","N","N","BELL","014","M","TEMPLE ISD","014909","KG - 05","E"," "," ","12"
"014909198"," "," "," "," "," "," "," ","SCOTT & WHITE HOSPITAL","N","N","BELL","014","Z","TEMPLE ISD","014909","06 - 12","B"," "," ","12"
"014910001","0","1","1","0","1","1","0","TROY H S","N","N","BELL","014","M","TROY ISD","014910","09 - 12","S"," "," ","12"
"014910041","1","0","1","1","0","1","1","RAYMOND MAYS MIDDLE","N","N","BELL","014","M","TROY ISD","014910","06 - 08","M"," "," ","12"
"014910101","0"," ","0","0","0","0"," ","TROY EL","N","N","BELL","014","M","TROY ISD","014910","02 - 05","E"," "," ","12"
"014910103"," "," "," "," "," "," "," ","EDNA BIGHAM MAYS EL","N","N","BELL","014","M","TROY ISD","014910","EE - 01","E","014910101","TROY EL","12"
"015801001","0","0","0","0","0","0","0","POR VIDA ACADEMY CHARTER H S","N","Y","BEXAR","015","I","POR VIDA ACADEMY","015801","09 - 12","S"," "," ","20"
"015801002","0","0","0","0","0","1","1","CORPUS CHRISTI COLLEGE PREP H S","N","Y","BEXAR","015","M","POR VIDA ACADEMY","015801","09 - 12","S"," "," ","20"
"015801003"," "," "," "," "," "," "," ","CESAR E CHAVEZ ACADEMY","Y","Y","BEXAR","015","A","POR VIDA ACADEMY","015801","09 - 12","S"," "," ","20"
"015802001","1","1","0","1","0","0","0","GEORGE GERVIN ACADEMY","N","Y","BEXAR","015","M","GEORGE GERVIN ACADEMY","015802","PK - 12","B"," "," ","20"
"015802004","0","0","0","0","0","0","0","THE EDUCATION AND TRAINING CENTER","N","Y","BEXAR","015","I","GEORGE GERVIN ACADEMY","015802","06 - 08","M"," "," ","20"
"015803101","0","0","0","0","0","0","0","HIGGS CARTER KING GIFTED & TALENTE","N","Y","BEXAR","015","I","HIGGS CARTER KING GIFTED & TALENTE","015803","PK - 08","E"," "," ","20"
"015805001","1","1","1","0","1","0"," ","FRANK L MADLA EARLY COLLEGE H S","N","Y","BEXAR","015","M","NEW FRONTIERS CHARTER SCHOOL","015805","09 - 09","S"," "," ","20"
"015805041","0","0","0","1","0","0","0","NEW FRONTIERS MIDDLE SCH","N","Y","BEXAR","015","M","NEW FRONTIERS CHARTER SCHOOL","015805","06 - 08","M"," "," ","20"
"015805101","0"," ","0","0","0","0"," ","NEW FRONTIERS CHARTER SCHOOL","N","Y","BEXAR","015","I","NEW FRONTIERS CHARTER SCHOOL","015805","KG - 05","E"," "," ","20"
"015806001","0","0","1","0","0","0","0","RICK HAWKINS H S","N","Y","BEXAR","015","M","SCHOOL OF EXCELLENCE IN EDUCATION","015806","09 - 12","S"," "," ","20"
"015806003","0","1","1","0","0","0","1","MILTON B LEE ACADEMY OF SCIENCE &","N","Y","BEXAR","015","M","SCHOOL OF EXCELLENCE IN EDUCATION","015806","09 - 12","S"," "," ","20"
"015806041","0","0","0","0","0","0","0","DR PAUL S SAENZ J H","N","Y","BEXAR","015","I","SCHOOL OF EXCELLENCE IN EDUCATION","015806","07 - 08","M"," "," ","20"
"015806101","0"," ","0","0","0"," "," ","DR HARMON W KELLEY EL","N","Y","BEXAR","015","M","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 03","E"," "," ","20"
"015806103","0"," ","0","0","0","0"," ","DR JAMES L BURCH INT","N","Y","BEXAR","015","I","SCHOOL OF EXCELLENCE IN EDUCATION","015806","04 - 06","E"," "," ","20"
"015806105","0"," ","0"," ","0"," "," ","DR DAVID M COPELAND EL","N","Y","BEXAR","015","M","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 03","E"," "," ","20"
"015806106","0"," ","0","0","0","0"," ","DR DAVID C WALKER INT","N","Y","BEXAR","015","M","SCHOOL OF EXCELLENCE IN EDUCATION","015806","04 - 06","E"," "," ","20"
"015807001","0"," ","0","0","0"," "," ","SOUTHWEST PREPARATORY SCHOOL","N","Y","BEXAR","015","I","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 08","E"," "," ","20"
"015807002"," "," "," "," "," "," "," ","SOUTHWEST PREPARATORY SOUTHEAST CA","Y","Y","BEXAR","015","A","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 12","B"," "," ","20"
"015807004"," "," "," "," "," "," "," ","SOUTHWEST PREPARATORY SCHOOL-NORTH","Y","Y","BEXAR","015","A","SOUTHWEST PREPARATORY SCHOOL","015807","07 - 12","S"," "," ","20"
"015807005"," "," "," "," "," "," "," ","NEW DIRECTIONS","Y","Y","BEXAR","015","A","SOUTHWEST PREPARATORY SCHOOL","015807","09 - 12","S"," "," ","20"
