CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"220906107","0"," ","1","0","1","0"," ","HERITAGE EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","EE - 05","E"," "," ","11"
"220906108","0"," ","1","0","0","0"," ","BRANSFORD EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"," "," ","11"
"220906109","0"," ","0","0","0","0"," ","GRAPEVINE EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"," "," ","11"
"220906110","0"," ","0","0","0","0"," ","SILVER LAKE EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","PK - 05","E"," "," ","11"
"220906111","0"," ","1","1","1","1"," ","GLENHOPE EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"," "," ","11"
"220907001","0","0","0","0","0","0","0","KELLER H S","N","N","TARRANT","220","M","KELLER ISD","220907","09 - 12","S"," "," ","11"
"220907002","1","0","0","1","0","1","0","FOSSIL RIDGE H S","N","N","TARRANT","220","M","KELLER ISD","220907","09 - 12","S"," "," ","11"
"220907004","1","0","0","0","0","0","0","CENTRAL H S","N","N","TARRANT","220","M","KELLER ISD","220907","09 - 12","S"," "," ","11"
"220907005","0","0","0","0","0","0","0","TIMBER CREEK H S","N","N","TARRANT","220","M","KELLER ISD","220907","09 - 12","S"," "," ","11"
"220907039"," "," "," "," "," "," "," ","NEW DIRECTION LRN CTR","Y","N","TARRANT","220","A","KELLER ISD","220907","09 - 12","S"," "," ","11"
"220907041","0","0","0","0","0","0","0","KELLER MIDDLE","N","N","TARRANT","220","M","KELLER ISD","220907","07 - 08","M"," "," ","11"
"220907042","0","0","0","1","0","0","0","FOSSIL HILL MIDDLE","N","N","TARRANT","220","M","KELLER ISD","220907","07 - 08","M"," "," ","11"
"220907043","1","0","0","1","1","0","1","HILLWOOD MIDDLE","N","N","TARRANT","220","M","KELLER ISD","220907","07 - 08","M"," "," ","11"
"220907044","0","0","0","1","0","0","0","INDIAN SPRINGS MIDDLE","N","N","TARRANT","220","M","KELLER ISD","220907","07 - 08","M"," "," ","11"
"220907045","0","0","0","0","0","0","0","TRINITY SPRINGS MIDDLE","N","N","TARRANT","220","M","KELLER ISD","220907","07 - 08","M"," "," ","11"
"220907046","0","0","0","0","0","0","0","TIMBERVIEW MIDDLE","N","N","TARRANT","220","M","KELLER ISD","220907","05 - 08","M"," "," ","11"
"220907101","0"," ","0","0","0"," "," ","KELLER-HARVEL EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907102","0"," ","0","0","0"," "," ","FLORENCE EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907103","0"," ","0","0","0"," "," ","PARKVIEW EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907104","0"," ","0","1","1","0"," ","BEAR CREEK INT","N","N","TARRANT","220","M","KELLER ISD","220907","05 - 06","M"," "," ","11"
"220907105","0"," ","0","0","0"," "," ","WHITLEY ROAD EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907106","0"," ","0","0","0"," "," ","HERITAGE EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907107","0"," ","0","1","0","0"," ","CHISHOLM TRAIL INT","N","N","TARRANT","220","M","KELLER ISD","220907","05 - 06","M"," "," ","11"
"220907108","0"," ","0","0","0"," "," ","SHADY GROVE EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907109","0"," ","0","1","0"," "," ","PARK GLEN EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907110","0"," ","1","1","1"," "," ","WILLIS LANE EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907111","0"," ","0","0","0"," "," ","NORTH RIVERSIDE EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907112","1"," ","0","0","0"," "," ","HIDDEN LAKES EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907113","0"," ","0","0","0"," "," ","LONE STAR EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907114","0"," ","0","0","0","0"," ","PARKWOOD HILL INT","N","N","TARRANT","220","M","KELLER ISD","220907","05 - 06","M"," "," ","11"
"220907115","0"," ","0","1","0","0"," ","SOUTH KELLER INT","N","N","TARRANT","220","M","KELLER ISD","220907","05 - 06","M"," "," ","11"
"220907116","0"," ","0","0","0"," "," ","BLUEBONNET EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907117","0"," ","0","0","0"," "," ","FREEDOM EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907118","0"," ","0","0","0"," "," ","BETTE PEROT EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907119","0"," ","0","0","0"," "," ","WOODLAND SPRINGS EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907120","0"," ","0","0","0"," "," ","LIBERTY EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907121","0"," ","0","0","0"," "," ","INDEPENDENCE EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907122","0"," ","0","0","0"," "," ","FRIENDSHIP EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907123","0"," ","0","0","0","0"," ","TRINITY MEADOWS INT","N","N","TARRANT","220","M","KELLER ISD","220907","05 - 06","M"," "," ","11"
"220907124","0"," ","0","0","0"," "," ","EAGLE RIDGE EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907125","0"," ","0","0","0"," "," ","CAPROCK EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907126","0"," ","0","0","0"," "," ","BASSWOOD EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220907128"," "," "," "," "," "," "," ","KELLER EARLY LEARNING CENTER","N","N","TARRANT","220","M","KELLER ISD","220907","EE - PK","E","220907116","BLUEBONNET EL","11"
"220907129","0"," ","0","0","0"," "," ","RIDGEVIEW EL","N","N","TARRANT","220","M","KELLER ISD","220907","KG - 04","E"," "," ","11"
"220908002","0","0","0","0","1","1","1","MANSFIELD SUMMIT H S","N","N","TARRANT","220","M","MANSFIELD ISD","220908","09 - 12","S"," "," ","11"
"220908003","0","0","0","0","0","0","1","MANSFIELD H S","N","N","TARRANT","220","M","MANSFIELD ISD","220908","09 - 12","S"," "," ","11"
"220908004","0","0","0","0","1","0","0","MANSFIELD TIMBERVIEW H S","N","N","TARRANT","220","M","MANSFIELD ISD","220908","09 - 12","S"," "," ","11"
"220908005","0","0","0","0","0","0","0","MANSFIELD LEGACY H S","N","N","TARRANT","220","M","MANSFIELD ISD","220908","09 - 12","S"," "," ","11"
"220908006"," "," "," "," "," "," "," ","ALTER ED CTR","Y","N","TARRANT","220","A","MANSFIELD ISD","220908","09 - 12","S"," "," ","11"
"220908007","0","0","0","0","0","0","1","MANSFIELD LAKE RIDGE H S","N","N","TARRANT","220","M","MANSFIELD ISD","220908","09 - 12","S"," "," ","11"
"220908008","1","0","1"," ","1","1","1","MANSFIELD FRONTIER H S","N","N","TARRANT","220","M","MANSFIELD ISD","220908","11 - 12","S"," "," ","11"
"220908041","0","0","0","0","0","0","0","ROGENE WORLEY MIDDLE","N","N","TARRANT","220","M","MANSFIELD ISD","220908","07 - 08","M"," "," ","11"
"220908042","0","1","0","1","0","0","0","T A HOWARD MIDDLE","N","N","TARRANT","220","M","MANSFIELD ISD","220908","07 - 08","M"," "," ","11"
"220908043","0","0","0","0","0","0","0","BROOKS WESTER MIDDLE","N","N","TARRANT","220","M","MANSFIELD ISD","220908","07 - 08","M"," "," ","11"
"220908044","0","1","0","1","0","0","0","DANNY JONES MIDDLE","N","N","TARRANT","220","M","MANSFIELD ISD","220908","07 - 08","M"," "," ","11"
"220908045","0","1","0","1","1","0","0","JAMES COBLE MIDDLE","N","N","TARRANT","220","M","MANSFIELD ISD","220908","07 - 08","M"," "," ","11"
"220908046","0","0","0","1","0","0","0","LINDA JOBE MIDDLE","N","N","TARRANT","220","M","MANSFIELD ISD","220908","07 - 08","M"," "," ","11"
"220908101","1"," ","1","1","1"," "," ","ALICE PONDER EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908103","0"," ","0","1","0"," "," ","TARVER-RENDON EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908105","0"," ","0","0","0"," "," ","J L BOREN EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908106","1"," ","1","1","1"," "," ","CHARLOTTE ANDERSON EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908107","0"," ","0","0","1"," "," ","GLENN HARMON EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908109","1"," ","1","1","1"," "," ","D P MORRIS EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908110","0"," ","0","1","0"," "," ","WILLIE BROWN EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908111","0"," ","0","0","0"," "," ","KENNETH DAVIS EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908112","0"," ","0","0","0"," "," ","IMOGENE GIDEON EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908113","0"," ","0","0","1"," "," ","ERMA NASH EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908114","0"," ","0","0","0"," "," ","ELIZABETH SMITH EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908115","1"," ","1","0","0"," "," ","ROBERTA TIPPS EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908116","0"," ","0","0","0"," "," ","MARTHA REID EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908117","1"," ","1","0","1"," "," ","THELMA JONES EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908118","1"," ","0","1","0"," "," ","MARY JO SHEPPARD EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908119","0"," ","0","0","0"," "," ","JANET BROCKETT EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908120","0"," ","0","0","0"," "," ","ANNA MAY DAULTON EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908121","1"," ","1","1","1"," "," ","CORA SPENCER EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","KG - 04","E"," "," ","11"
"220908122","0"," ","0","0","0"," "," ","LOUISE CABANISS EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908123","0"," ","0","0","0"," "," ","CAROL HOLT EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908124","1"," ","0","1","0"," "," ","ANNETTE PERRY EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","PK - 04","E"," "," ","11"
"220908126","0"," ","0","1","1"," "," ","NANCY NEAL EL","N","N","TARRANT","220","M","MANSFIELD ISD","220908","EE - 04","E"," "," ","11"
"220908201","0"," ","0","0","0","0"," ","MARY ORR INT","N","N","TARRANT","220","M","MANSFIELD ISD","220908","05 - 06","M"," "," ","11"
"220908202","0"," ","0","0","0","1"," ","CROSS TIMBERS INT","N","N","TARRANT","220","M","MANSFIELD ISD","220908","05 - 06","M"," "," ","11"
"220908204","0"," ","0","0","0","0"," ","DONNA SHEPARD INT","N","N","TARRANT","220","M","MANSFIELD ISD","220908","05 - 06","M"," "," ","11"
"220908205","0"," ","0","0","0","0"," ","DELLA ICENHOWER INT","N","N","TARRANT","220","M","MANSFIELD ISD","220908","05 - 06","M"," "," ","11"
"220908206","0"," ","0","0","0","0"," ","MARY LILLARD I S","N","N","TARRANT","220","M","MANSFIELD ISD","220908","05 - 06","M"," "," ","11"
"220908207","0"," ","0","0","0","0"," ","ASA E LOW JR INT","N","N","TARRANT","220","M","MANSFIELD ISD","220908","05 - 06","M"," "," ","11"
"220908304"," "," "," "," "," "," "," ","TARRANT CO J J A E P","N","N","TARRANT","220","X","MANSFIELD ISD","220908","07 - 11","S"," "," ","11"
"220910001","0","0","0","0","0","0","1","LAKE WORTH H S","N","N","TARRANT","220","M","LAKE WORTH ISD","220910","09 - 12","S"," "," ","11"
"220910042","0","0","0","0","0","0","0","LUCYLE COLLINS MIDDLE SCHOOL","N","N","TARRANT","220","M","LAKE WORTH ISD","220910","07 - 08","M"," "," ","11"
"220910043","0"," ","0","0","0","0"," ","N A HOWRY INTERMEDIATE","N","N","TARRANT","220","M","LAKE WORTH ISD","220910","05 - 06","M"," "," ","11"
"220910101","1"," ","0","0","0"," "," ","EFFIE MORRIS EL","N","N","TARRANT","220","M","LAKE WORTH ISD","220910","EE - 04","E"," "," ","11"
"220910103","0"," ","0","0","0"," "," ","MARINE CREEK EL","N","N","TARRANT","220","M","LAKE WORTH ISD","220910","PK - 04","E"," "," ","11"
"220910104","0"," ","0","0","0"," "," ","MARILYN MILLER ELEMENTARY","N","N","TARRANT","220","I","LAKE WORTH ISD","220910","PK - 04","E"," "," ","11"
"220912001","0","0","0","0","0","1","0","CROWLEY H S","N","N","TARRANT","220","M","CROWLEY ISD","220912","09 - 12","S"," "," ","11"
"220912002","0","0","0","1","0","0","0","NORTH CROWLEY H S","N","N","TARRANT","220","M","CROWLEY ISD","220912","09 - 12","S"," "," ","11"
"220912012"," "," "," "," "," "," "," ","TARRANT CO J J A E P","N","N","TARRANT","220","X","CROWLEY ISD","220912","11 - 12","S"," "," ","11"
"220912041","0","0","0","0","0","0","0","H F STEVENS MIDDLE","N","N","TARRANT","220","M","CROWLEY ISD","220912","07 - 09","M"," "," ","11"
"220912042","0","0","0","0","0","0","0","CROWLEY MIDDLE","N","N","TARRANT","220","M","CROWLEY ISD","220912","07 - 08","M"," "," ","11"
"220912043","0","0","0","0","0","0","0","SUMMER CREEK MIDDLE","N","N","TARRANT","220","M","CROWLEY ISD","220912","07 - 08","M"," "," ","11"
"220912101","0"," ","0","0","0"," "," ","BESS RACE EL","N","N","TARRANT","220","M","CROWLEY ISD","220912","EE - 04","E"," "," ","11"
"220912102","1"," ","1","1","0"," "," ","SYCAMORE EL","N","N","TARRANT","220","M","CROWLEY ISD","220912","EE - 04","E"," "," ","11"
"220912103","0"," ","0","0","0"," "," ","DEER CREEK EL","N","N","TARRANT","220","M","CROWLEY ISD","220912","EE - 04","E"," "," ","11"
"220912104","0"," ","0","0","0"," "," ","MEADOWCREEK EL","N","N","TARRANT","220","I","CROWLEY ISD","220912","PK - 04","E"," "," ","11"
"220912105","0"," ","0","1","0"," "," ","JACKIE CARDEN EL","N","N","TARRANT","220","M","CROWLEY ISD","220912","EE - 04","E"," "," ","11"
"220912106","0"," ","0","0","0"," "," ","PARKWAY EL","N","N","TARRANT","220","I","CROWLEY ISD","220912","PK - 04","E"," "," ","11"
"220912107","0"," ","0","1","1"," "," ","OAKMONT EL","N","N","TARRANT","220","M","CROWLEY ISD","220912","PK - 04","E"," "," ","11"
"220912108","0"," ","0","0","0"," "," ","DALLAS PARK EL","N","N","TARRANT","220","M","CROWLEY ISD","220912","PK - 04","E"," "," ","11"
"220912109","0"," ","0","0","0"," "," ","J A HARGRAVE EL","N","N","TARRANT","220","M","CROWLEY ISD","220912","EE - 04","E"," "," ","11"
"220912110","0"," ","0","0","0"," "," ","SIDNEY H POYNTER","N","N","TARRANT","220","I","CROWLEY ISD","220912","EE - 04","E"," "," ","11"
"220912111","0"," ","0","1","0","1"," ","SUE CROUCH INT SCH","N","N","TARRANT","220","M","CROWLEY ISD","220912","05 - 06","M"," "," ","11"
"220912112","0"," ","0","1","1","0"," ","S H CROWLEY INT","N","N","TARRANT","220","M","CROWLEY ISD","220912","05 - 06","M"," "," ","11"
"220912113","0"," ","0","0","0","0"," ","DAVID L WALKER INT","N","N","TARRANT","220","M","CROWLEY ISD","220912","05 - 06","M"," "," ","11"
"220912114","0"," ","0","1","0","0"," ","MARY HARRIS INT","N","N","TARRANT","220","M","CROWLEY ISD","220912","05 - 06","M"," "," ","11"
"220914001","0","0","0","0","1","1","0","KENNEDALE H S","N","N","TARRANT","220","M","KENNEDALE ISD","220914","09 - 12","S"," "," ","11"
"220914041","1","1","0","1","0","1","1","KENNEDALE J H","N","N","TARRANT","220","M","KENNEDALE ISD","220914","07 - 08","M"," "," ","11"
"220914101","0"," ","0","0","0","0"," ","JAMES A ARTHUR INT","N","N","TARRANT","220","M","KENNEDALE ISD","220914","05 - 06","M"," "," ","11"
"220914102","1"," ","0","1","0"," "," ","JAMES F DELANEY EL","N","N","TARRANT","220","M","KENNEDALE ISD","220914","EE - 04","E"," "," ","11"
"220914103","0"," ","0","0","0"," "," ","R F PATTERSON EL","N","N","TARRANT","220","M","KENNEDALE ISD","220914","KG - 04","E"," "," ","11"
"220915001","0","0","0","0","0","1","0","AZLE H S","N","N","TARRANT","220","M","AZLE ISD","220915","09 - 12","S"," "," ","11"
"220915003"," "," "," "," "," "," "," ","AZLE HORNET ACADEMY","Y","N","TARRANT","220","A","AZLE ISD","220915","09 - 12","S"," "," ","11"
"220915041","0","0","0","0","0","0","0","AZLE J H SOUTH","N","N","TARRANT","220","M","AZLE ISD","220915","07 - 08","M"," "," ","11"
"220915042","0","0","0","0","0","0","0","SANTO FORTE J H","N","N","TARRANT","220","M","AZLE ISD","220915","07 - 08","M"," "," ","11"
"220915102","0"," ","0","0","0"," "," ","EAGLE HEIGHTS EL","N","N","TARRANT","220","M","AZLE ISD","220915","KG - 04","E"," "," ","11"
"220915103","0"," ","0","0","0"," "," ","WALNUT CREEK EL","N","N","TARRANT","220","M","AZLE ISD","220915","KG - 04","E"," "," ","11"
"220915104","0"," ","1","0","0","0"," ","AZLE EL","N","N","TARRANT","220","M","AZLE ISD","220915","05 - 06","M"," "," ","11"
"220915105","0"," ","0","0","0"," "," ","LIBERTY EL","N","N","TARRANT","220","M","AZLE ISD","220915","EE - 04","E"," "," ","11"
"220915106","1"," ","1","1","0"," "," ","SILVER CREEK EL","N","N","TARRANT","220","M","AZLE ISD","220915","EE - 04","E"," "," ","11"
"220915107","1"," ","0","0","0","1"," ","W E HOOVER EL","N","N","TARRANT","220","M","AZLE ISD","220915","05 - 06","M"," "," ","11"
"220915108","1"," ","1","1","1"," "," ","CROSS TIMBERS EL","N","N","TARRANT","220","M","AZLE ISD","220915","EE - 04","E"," "," ","11"
"220916001","0","1","1","1","1","1","1","BELL H S","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","10 - 12","S"," "," ","11"
"220916002","0","1","1","1","1","1","1","TRINITY H S","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","10 - 12","S"," "," ","11"
"220916004"," "," "," "," "," "," "," ","ALTER ED PROG","N","N","TARRANT","220","X","HURST-EULESS-BEDFORD ISD","220916","01 - 12","B"," "," ","11"
"220916005"," "," "," "," "," "," "," ","KEYS CTR","Y","N","TARRANT","220","A","HURST-EULESS-BEDFORD ISD","220916","10 - 12","S"," "," ","11"
"220916007"," "," "," "," "," "," "," ","TARRANT CO J J A E P","N","N","TARRANT","220","X","HURST-EULESS-BEDFORD ISD","220916","08 - 10","S"," "," ","11"
"220916041","1","0","1","1","1","1","1","CENTRAL J H","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"," "," ","11"
"220916042","1","0","1","1","1","1","1","EULESS J H","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"," "," ","11"
"220916043","1","0","1","0","0","1","1","HURST J H","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"," "," ","11"
"220916044","1","1","1","0","1","1","1","BEDFORD J H","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"," "," ","11"
"220916045","1","0","1","1","1","1","0","HARWOOD J H","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"," "," ","11"
"220916102","1"," ","1","0","0","1"," ","BELLAIRE EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","PK - 06","E"," "," ","11"
"220916103","1"," ","1","1","0","1"," ","HARRISON LANE EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","EE - 06","E"," "," ","11"
"220916105","1"," ","1","0","1","1"," ","NORTH EULESS EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","PK - 06","E"," "," ","11"
"220916106","1"," ","1","0","1","0"," ","OAKWOOD TERRACE EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","EE - 06","E"," "," ","11"
"220916107","1"," ","1","1","1","1"," ","SHADY OAKS EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","PK - 06","E"," "," ","11"
"220916108","1"," ","1","0","0","0"," ","SOUTH EULESS EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","PK - 06","E"," "," ","11"
"220916110","1"," ","0","0","0","1"," ","STONEGATE EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","PK - 06","E"," "," ","11"
"220916111","1"," ","1","1","1","1"," ","WEST HURST EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","EE - 06","E"," "," ","11"
"220916112","0"," ","1","1","1","0"," ","WILSHIRE EL","N","N","TARRANT","220","M","HURST-EULESS-BEDFORD ISD","220916","PK - 06","E"," "," ","11"
