CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME,CAMPNAME_CLEAN,CD1G,CD2G,CD3G,C_RATING
240901119,240901.0,D D HACHAR EL,240.0,LAREDO ISD,1.0,WEBB,E,PK - 05,N,N, , ,D D Hachar Elementary School,B,A,B,B
240901120,240901.0,J C MARTIN JR EL,240.0,LAREDO ISD,1.0,WEBB,E,PK - 05,N,N, , ,J C Martin Jr Elementary School,B,A,A,A
240901121,240901.0,H B ZACHRY EL,240.0,LAREDO ISD,1.0,WEBB,E,PK - 05,N,N, , ,H B Zachry Elementary School,A,A,A,A
240901122,240901.0,J KAWAS EL,240.0,LAREDO ISD,1.0,WEBB,E,PK - 05,N,N, , ,J Kawas Elementary School,A,A,A,A
240901123,240901.0,DOVALINA EL,240.0,LAREDO ISD,1.0,WEBB,E,PK - 05,N,N, , ,Dovalina Elementary School,A,A,A,A
240901124,240901.0,LIGARDE EL,240.0,LAREDO ISD,1.0,WEBB,E,PK - 05,N,N, , ,Ligarde Elementary School,B,A,A,A
240901125,240901.0,T SANCHEZ EL / H OCHOA EL,240.0,LAREDO ISD,1.0,WEBB,E,PK - 05,N,N, , ,T Sanchez El / H Ochoa Elementary School,C,A,A,A
240903001,240903.0,UNITED H S,240.0,UNITED ISD,1.0,WEBB,S,09 - 12,N,N, , ,United High School,A,A,B,A
240903002,240903.0,UNITED SOUTH H S,240.0,UNITED ISD,1.0,WEBB,S,09 - 12,N,N, , ,United South High School,B,A,B,B
240903003,240903.0,JOHN B ALEXANDER H S,240.0,UNITED ISD,1.0,WEBB,S,09 - 12,N,N, , ,John B Alexander High School,A,A,B,A
240903004,240903.0,UNITED STEP ACADEMY,240.0,UNITED ISD,1.0,WEBB,B,06 - 12,N,N, , ,United Step Academy,Not Rated,Not Rated,Not Rated,Not Rated
240903006,240903.0,JUVENILLE JUSTICE ALTERNATIVE PROG,240.0,UNITED ISD,1.0,WEBB,S,07 - 12,N,N, , ,Juvenille Justice Alternative Prog,Not Rated,Not Rated,Not Rated,Not Rated
240903009,240903.0,LYNDON B JOHNSON,240.0,UNITED ISD,1.0,WEBB,S,09 - 12,N,N, , ,Lyndon B Johnson,B,A,C,B
240903030,240903.0,YOUTH VILLAGE DETENTION CENTER,240.0,UNITED ISD,1.0,WEBB,S,08 - 11,N,N, , ,Youth Village Detention Center,Not Rated,Not Rated,Not Rated,Not Rated
240903031,240903.0,YOUTH RECOVERY HOME,240.0,UNITED ISD,1.0,WEBB,S,08 - 10,N,N, , ,Youth Recovery Home,Not Rated,Not Rated,Not Rated,Not Rated
240903032,240903.0,CASA ESPERANZA RECOVERY HOME,240.0,UNITED ISD,1.0,WEBB,S,08 - 10,N,N, , ,Casa Esperanza Recovery Home,Not Rated,Not Rated,Not Rated,Not Rated
240903041,240903.0,UNITED MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,United Middle School,A,A,A,A
240903043,240903.0,UNITED SOUTH MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,United South Middle School,B,A,B,B
240903044,240903.0,SALVADOR GARCIA MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,Salvador Garcia Middle School,C,A,C,B
240903045,240903.0,GEORGE WASHINGTON MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,George Washington Middle School,B,A,B,A
240903046,240903.0,CLARK MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,Clark Middle School,B,A,C,B
240903047,240903.0,LOS OBISPOS MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,Los Obispos Middle School,B,A,C,B
240903048,240903.0,TRAUTMANN MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,Trautmann Middle School,A,A,B,A
240903053,240903.0,ANTONIO GONZALEZ MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,Antonio Gonzalez Middle School,B,A,B,A
240903054,240903.0,LAMAR BRUNI VERGARA MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,Lamar Bruni Vergara Middle School,C,A,B,B
240903055,240903.0,RAUL PERALES MIDDLE,240.0,UNITED ISD,1.0,WEBB,M,06 - 08,N,N, , ,Raul Perales Middle School,C,A,C,B
240903103,240903.0,NYE EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Nye Elementary School,B,B,A,A
240903105,240903.0,CLARK EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Clark Elementary School,B,A,B,A
240903107,240903.0,SALINAS EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Salinas Elementary School,C,B,B,B
240903109,240903.0,NEWMAN EL,240.0,UNITED ISD,1.0,WEBB,E,PK - 05,N,N, , ,Newman Elementary School,B,A,B,B
240903110,240903.0,TRAUTMANN EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Trautmann Elementary School,A,A,A,A
240903111,240903.0,SIGIFREDO PEREZ EL,240.0,UNITED ISD,1.0,WEBB,E,PK - 05,N,N, , ,Sigifredo Perez Elementary School,C,B,B,B
240903112,240903.0,FINLEY EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Finley Elementary School,C,B,B,B
240903114,240903.0,AMPARO GUTIERREZ EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Amparo Gutierrez Elementary School,B,A,A,A
240903115,240903.0,RUIZ EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Ruiz Elementary School,C,A,A,A
240903116,240903.0,MATIAS DE LLANO EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Matias De Llano Elementary School,A,A,A,A
240903117,240903.0,KAZEN EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Kazen Elementary School,A,A,B,A
240903118,240903.0,JUAREZ/LINCOLN EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Juarez/Lincoln Elementary School,C,B,B,B
240903119,240903.0,PRADA EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Prada Elementary School,C,B,C,B
240903120,240903.0,CHARLES BORCHERS EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Charles Borchers Elementary School,A,B,A,A
240903121,240903.0,KENNEDY ZAPATA EL,240.0,UNITED ISD,1.0,WEBB,E,PK - 05,N,N, , ,Kennedy Zapata Elementary School,A,A,A,A
240903122,240903.0,COL SANTOS BENAVIDES EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Col Santos Benavides Elementary School,A,B,A,A
240903123,240903.0,FRANKLIN D ROOSEVELT EL,240.0,UNITED ISD,1.0,WEBB,E,PK - 05,N,N, , ,Franklin D Roosevelt Elementary School,C,B,C,B
240903124,240903.0,JUDITH ZAFFIRINI EL,240.0,UNITED ISD,1.0,WEBB,E,PK - 05,N,N, , ,Judith Zaffirini Elementary School,B,B,B,B
240903125,240903.0,HENRY CUELLAR EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Henry Cuellar Elementary School,B,A,A,A
240903126,240903.0,JULIA BIRD JONES MULLER EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Julia Bird Jones Muller Elementary School,B,B,A,B
240903127,240903.0,JOHN W ARNDT EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,John W Arndt Elementary School,C,B,B,B
240903128,240903.0,BONNIE L GARCIA EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Bonnie L Garcia Elementary School,B,A,C,B
240903129,240903.0,RODOLFO C CENTENO EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Rodolfo C Centeno Elementary School,B,A,B,B
240903130,240903.0,DR MALAKOFF EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Dr Malakoff Elementary School,A,A,A,A
240903131,240903.0,BARBARA FASKEN EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Barbara Fasken Elementary School,A,A,A,A
240903132,240903.0,RADCLIFFE & SUE KILLAM EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Radcliffe & Sue Killam Elementary School,C,B,B,B
240903133,240903.0,VETERANS MEMORIAL EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,Veterans Memorial Elementary School,C,B,B,B
240903134,240903.0,FREEDOM EL,240.0,UNITED ISD,1.0,WEBB,E,PK - 05,N,N, , ,Freedom Elementary School,A,A,A,A
240903135,240903.0,SAN ISIDRO EL,240.0,UNITED ISD,1.0,WEBB,E,EE - 05,N,N, , ,San Isidro Elementary School,A,A,A,A
240904001,240904.0,BRUNI H S,240.0,WEBB CISD,1.0,WEBB,S,09 - 12,N,N, , ,Bruni High School,B,C,B,B
240904041,240904.0,BRUNI MIDDLE,240.0,WEBB CISD,1.0,WEBB,M,06 - 08,N,N, , ,Bruni Middle School,D,C,F,D
240904102,240904.0,OILTON EL,240.0,WEBB CISD,1.0,WEBB,E,PK - 05,N,N, , ,Oilton Elementary School,C,B,C,B
241901001,241901.0,BOLING H S,241.0,BOLING ISD,3.0,WHARTON,S,09 - 12,N,N, , ,Boling High School,B,B,C,B
241901041,241901.0,IAGO J H,241.0,BOLING ISD,3.0,WHARTON,M,06 - 08,N,N, , ,Iago Junior High,C,B,C,C
241901101,241901.0,NEWGULF EL,241.0,BOLING ISD,3.0,WHARTON,E,EE - 05,N,N, , ,Newgulf Elementary School,C,C,C,C
241902001,241902.0,EAST BERNARD H S,241.0,EAST BERNARD ISD,3.0,WHARTON,S,09 - 12,N,N, , ,East Bernard High School,A,B,A,A
241902041,241902.0,EAST BERNARD J H,241.0,EAST BERNARD ISD,3.0,WHARTON,M,05 - 08,N,N, , ,East Bernard Junior High,A,B,B,B
241902101,241902.0,EAST BERNARD EL,241.0,EAST BERNARD ISD,3.0,WHARTON,E,PK - 04,N,N, , ,East Bernard Elementary School,B,B,C,B
241903001,241903.0,EL CAMPO H S,241.0,EL CAMPO ISD,3.0,WHARTON,S,09 - 12,N,N, , ,El Campo High School,B,B,C,B
241903041,241903.0,EL CAMPO MIDDLE,241.0,EL CAMPO ISD,3.0,WHARTON,M,06 - 08,N,N, , ,El Campo Middle School,C,C,F,D
241903102,241903.0,HUTCHINS EL,241.0,EL CAMPO ISD,3.0,WHARTON,E,01 - 03,N,N, , ,Hutchins Elementary School,B,A,A,A
241903103,241903.0,NORTHSIDE EL,241.0,EL CAMPO ISD,3.0,WHARTON,E,04 - 05,N,N, , ,Northside Elementary School,C,B,C,B
241903107,241903.0,MYATT EL,241.0,EL CAMPO ISD,3.0,WHARTON,E,EE - KG,N,N,241903102,HUTCHINS EL,Myatt Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,A
241904001,241904.0,WHARTON H S,241.0,WHARTON ISD,3.0,WHARTON,S,09 - 12,N,N, , ,Wharton High School,C,C,C,C
241904042,241904.0,WHARTON J H,241.0,WHARTON ISD,3.0,WHARTON,M,07 - 08,N,N, , ,Wharton Junior High,C,B,B,B
241904102,241904.0,C G SIVELLS EL,241.0,WHARTON ISD,3.0,WHARTON,E,EE - 02,N,N,241904106,WHARTON EL,C G Sivells Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,F
241904106,241904.0,WHARTON EL,241.0,WHARTON ISD,3.0,WHARTON,E,03 - 06,N,N, , ,Wharton Elementary School,F,F,F,F
241906001,241906.0,LOUISE H S,241.0,LOUISE ISD,3.0,WHARTON,S,09 - 12,N,N, , ,Louise High School,B,C,C,C
241906041,241906.0,LOUISE J H,241.0,LOUISE ISD,3.0,WHARTON,M,06 - 08,N,N, , ,Louise Junior High,C,B,D,C
241906101,241906.0,LOUISE EL,241.0,LOUISE ISD,3.0,WHARTON,E,PK - 05,N,N, , ,Louise Elementary School,C,C,D,C
242902001,242902.0,SHAMROCK H S,242.0,SHAMROCK ISD,16.0,WHEELER,S,09 - 12,N,N, , ,Shamrock High School,C,C,C,C
242902041,242902.0,SHAMROCK MIDDLE,242.0,SHAMROCK ISD,16.0,WHEELER,M,06 - 08,N,N, , ,Shamrock Middle School,C,B,B,B
242902101,242902.0,SHAMROCK EL,242.0,SHAMROCK ISD,16.0,WHEELER,E,EE - 05,N,N, , ,Shamrock Elementary School,C,C,D,D
242903001,242903.0,WHEELER SCHOOL,242.0,WHEELER ISD,16.0,WHEELER,B,PK - 12,N,N, , ,Wheeler School,B,B,B,B
242905001,242905.0,KELTON SCHOOL,242.0,KELTON ISD,16.0,WHEELER,B,PK - 12,N,N, , ,Kelton School,B,A,B,A
242906001,242906.0,FORT ELLIOTT SCHOOL,242.0,FORT ELLIOTT CISD,16.0,WHEELER,B,PK - 12,N,N, , ,Fort Elliott School,A,A,A,A
243901001,243901.0,BURKBURNETT H S,243.0,BURKBURNETT ISD,9.0,WICHITA,S,09 - 12,N,N, , ,Burkburnett High School,B,C,C,B
243901002,243901.0,GATEWAY STUDENT SUPPORT CTR,243.0,BURKBURNETT ISD,9.0,WICHITA,S,10 - 12,N,Y, , ,Gateway Student Support Center,Not Rated,Not Rated,Not Rated,Not Rated
243901003,243901.0,WICHITA CO JJAEP,243.0,BURKBURNETT ISD,9.0,WICHITA,S,07 - 11,N,N, , ,Wichita Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
243901041,243901.0,BURKBURNETT MIDDLE,243.0,BURKBURNETT ISD,9.0,WICHITA,M,06 - 08,N,N, , ,Burkburnett Middle School,C,D,D,D
243901101,243901.0,OVERTON RAY EL,243.0,BURKBURNETT ISD,9.0,WICHITA,E,03 - 05,N,N, , ,Overton Ray Elementary School,C,C,C,C
243901103,243901.0,JOHN G TOWER EL,243.0,BURKBURNETT ISD,9.0,WICHITA,E,PK - 05,N,N, , ,John G Tower Elementary School,C,C,C,C
243901104,243901.0,I C EVANS EL,243.0,BURKBURNETT ISD,9.0,WICHITA,E,EE - 02,N,N,243901101,OVERTON RAY EL,I C Evans Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,C
243902001,243902.0,ELECTRA JUNIOR/SENIOR HIGH,243.0,ELECTRA ISD,9.0,WICHITA,S,07 - 12,N,N, , ,Electra Junior/Senior High,A,A,B,A
243902101,243902.0,ELECTRA EL,243.0,ELECTRA ISD,9.0,WICHITA,E,PK - 06,N,N, , ,Electra Elementary School,D,D,F,D
243903001,243903.0,IOWA PARK H S,243.0,IOWA PARK CISD,9.0,WICHITA,S,09 - 12,N,N, , ,Iowa Park High School,B,C,C,B
243903041,243903.0,W F GEORGE MIDDLE,243.0,IOWA PARK CISD,9.0,WICHITA,M,06 - 08,N,N, , ,W F George Middle School,B,C,C,B
243903101,243903.0,BRADFORD EL,243.0,IOWA PARK CISD,9.0,WICHITA,E,03 - 05,N,N, , ,Bradford Elementary School,B,C,C,C
243903103,243903.0,KIDWELL EL,243.0,IOWA PARK CISD,9.0,WICHITA,E,EE - 02,N,N,243903101,BRADFORD EL,Kidwell Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,C
243905001,243905.0,HIRSCHI H S,243.0,WICHITA FALLS ISD,9.0,WICHITA,S,09 - 12,N,N, , ,Hirschi High School,B,B,C,B
243905002,243905.0,RIDER H S,243.0,WICHITA FALLS ISD,9.0,WICHITA,S,09 - 12,N,N, , ,Rider High School,B,B,B,B
243905004,243905.0,WICHITA FALLS H S,243.0,WICHITA FALLS ISD,9.0,WICHITA,S,09 - 12,N,N, , ,Wichita Falls High School,B,B,C,C
243905009,243905.0,WICHITA COUNTY JUVENILE JUSTICE AE,243.0,WICHITA FALLS ISD,9.0,WICHITA,B,04 - 11,N,N, , ,Wichita County Juvenile Justice Alternative Education Center,Not Rated,Not Rated,Not Rated,Not Rated
243905046,243905.0,BARWISE MIDDLE,243.0,WICHITA FALLS ISD,9.0,WICHITA,M,06 - 08,N,N, , ,Barwise Middle School,C,B,F,C
243905047,243905.0,MCNIEL MIDDLE,243.0,WICHITA FALLS ISD,9.0,WICHITA,M,06 - 08,N,N, , ,McNiel Middle School,B,B,C,B
243905048,243905.0,KIRBY MIDDLE,243.0,WICHITA FALLS ISD,9.0,WICHITA,M,06 - 08,N,N, , ,Kirby Middle School,F,D,F,F
243905104,243905.0,BROOK VILLAGE EARLY CHILDHOOD,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - PK,N,N,243905000,WICHITA FALLS ISD,Brook Village Early Childhood,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
243905105,243905.0,BURGESS EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,EE - 05,N,N, , ,Burgess Elementary School,F,F,F,F
243905107,243905.0,CROCKETT EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,KG - 05,N,N, , ,Crockett Elementary School,D,C,C,C
243905108,243905.0,CUNNINGHAM SCHOOL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,EE - 05,N,N, , ,Cunningham School,C,C,C,C
243905109,243905.0,FAIN EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - 05,N,N, , ,Fain Elementary School,B,B,C,B
243905111,243905.0,FOWLER EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - 05,N,N, , ,Fowler Elementary School,C,B,C,C
243905112,243905.0,FRANKLIN EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,KG - 05,N,N, , ,Franklin Elementary School,C,D,D,C
243905114,243905.0,HAYNES EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - 05,N,N, , ,Haynes Elementary School,F,C,C,C
243905118,243905.0,JEFFERSON EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - 05,N,N, , ,Jefferson Elementary School,B,B,C,B
243905119,243905.0,LAMAR EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,EE - 05,N,N, , ,Lamar Elementary School,D,B,C,B
243905121,243905.0,MILAM EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,EE - 05,N,N, , ,Milam Elementary School,D,D,F,D
243905123,243905.0,SHEPPARD AFB EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - 06,N,N, , ,Sheppard Afb Elementary School,A,B,A,A
243905125,243905.0,BOOKER T WASHINGTON EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - 05,N,N, , ,Booker T Washington Elementary School,F,D,D,D
243905126,243905.0,WEST FOUNDATION EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,KG - 05,N,N, , ,West Foundation Elementary School,B,C,C,B
243905128,243905.0,SCOTLAND PARK EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - 05,N,N, , ,Scotland Park Elementary School,D,C,D,D
243905129,243905.0,SOUTHERN HILLS EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,EE - 05,N,N, , ,Southern Hills Elementary School,D,A,C,B
243905130,243905.0,FARRIS EARLY CHILDHOOD CTR,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - PK,N,N,243905000,WICHITA FALLS ISD,Farris Early Childhood Center,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
243905131,243905.0,ZUNDELOWITZ EL,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,KG - 05,N,N, , ,Zundelowitz Elementary School,F,C,D,C
243905207,243905.0,NORTHWEST HEAD START,243.0,WICHITA FALLS ISD,9.0,WICHITA,E,PK - PK,N,N,243905000,WICHITA FALLS ISD,Northwest Head Start,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
243906001,243906.0,CITY VIEW JUNIOR/SENIOR HIGH,243.0,CITY VIEW ISD,9.0,WICHITA,S,07 - 12,N,N, , ,City View Junior/Senior High,B,A,C,B
243906002,243906.0,WICHITA COUNTY J J A E P,243.0,CITY VIEW ISD,9.0,WICHITA,M,08 - 08,N,N, , ,Wichita County JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
243906101,243906.0,CITY VIEW EL,243.0,CITY VIEW ISD,9.0,WICHITA,E,EE - 06,N,N, , ,City View Elementary School,D,C,F,D
244901001,244901.0,HARROLD SCHOOL,244.0,HARROLD ISD,9.0,WILBARGER,B,KG - 12,N,N, , ,Harrold School,B,B,B,Data Integrity Issues
244903001,244903.0,VERNON H S,244.0,VERNON ISD,9.0,WILBARGER,S,09 - 12,N,N, , ,Vernon High School,B,C,C,C
244903002,244903.0,NORTH TEXAS STATE HOSPITAL - AFP -,244.0,VERNON ISD,9.0,WILBARGER,S,08 - 12,N,Y, , ,North Texas State Hospital - Afp -,Not Rated,Not Rated,Not Rated,Not Rated
244903041,244903.0,VERNON MIDDLE,244.0,VERNON ISD,9.0,WILBARGER,M,06 - 08,N,N, , ,Vernon Middle School,D,D,D,D
244903104,244903.0,SHIVE EL,244.0,VERNON ISD,9.0,WILBARGER,E,02 - 05,N,N, , ,Shive Elementary School,F,F,F,F
244903105,244903.0,T G MCCORD EL,244.0,VERNON ISD,9.0,WILBARGER,E,EE - 01,N,N,244903104,SHIVE EL,T G McCord Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,F
244905001,244905.0,NORTHSIDE SCHOOL,244.0,NORTHSIDE ISD,9.0,WILBARGER,B,KG - 12,N,N, , ,Northside School,B,B,B,B
245901001,245901.0,LASARA H S,245.0,LASARA ISD,1.0,WILLACY,S,09 - 12,N,N, , ,Lasara High School,B,B,C,B
245901101,245901.0,LASARA EL,245.0,LASARA ISD,1.0,WILLACY,E,PK - 08,N,N, , ,Lasara Elementary School,D,C,F,D
245902001,245902.0,LYFORD H S,245.0,LYFORD CISD,1.0,WILLACY,S,09 - 12,N,N, , ,Lyford High School,B,A,B,B
245902041,245902.0,LYFORD MIDDLE,245.0,LYFORD CISD,1.0,WILLACY,M,06 - 08,N,N, , ,Lyford Middle School,C,B,C,B
245902106,245902.0,LYFORD EL,245.0,LYFORD CISD,1.0,WILLACY,E,EE - 05,N,N, , ,Lyford Elementary School,C,B,B,B
245903001,245903.0,RAYMONDVILLE H S,245.0,RAYMONDVILLE ISD,1.0,WILLACY,S,09 - 12,N,N, , ,Raymondville High School,B,B,C,B
245903004,245903.0,RAYMONDVILLE OPTIONS ACADEMIC ACAD,245.0,RAYMONDVILLE ISD,1.0,WILLACY,S,07 - 12,N,Y, , ,Raymondville Options Academic Acad,B,Not Rated,Not Rated,B
245903041,245903.0,MYRA GREEN MIDDLE,245.0,RAYMONDVILLE ISD,1.0,WILLACY,M,06 - 08,N,N, , ,Myra Green Middle School,C,B,C,B
245903102,245903.0,PITTMAN EL,245.0,RAYMONDVILLE ISD,1.0,WILLACY,E,EE - 05,N,N, , ,Pittman Elementary School,B,A,A,A
245903105,245903.0,SMITH EL,245.0,RAYMONDVILLE ISD,1.0,WILLACY,E,PK - 05,N,N, , ,Smith Elementary School,C,B,C,C
245904002,245904.0,SAN PERLITA H S,245.0,SAN PERLITA ISD,1.0,WILLACY,S,09 - 12,N,N, , ,San Perlita High School,B,A,C,B
245904041,245904.0,SAN PERLITA MIDDLE,245.0,SAN PERLITA ISD,1.0,WILLACY,M,06 - 08,N,N, , ,San Perlita Middle School,C,B,C,B
245904101,245904.0,SAN PERLITA EL,245.0,SAN PERLITA ISD,1.0,WILLACY,E,PK - 05,N,N, , ,San Perlita Elementary School,C,B,A,B
246801001,246801.0,MERIDIAN WORLD SCHOOL LLC,246.0,MERIDIAN WORLD SCHOOL LLC,13.0,WILLIAMSON,B,KG - 12,Y,N, , ,Meridian World School Llc,A,B,A,A
246802001,246802.0,GOODWATER MONTESSORI SCHOOL,246.0,GOODWATER MONTESSORI SCHOOL,13.0,WILLIAMSON,E,PK - 08,Y,N, , ,Goodwater Montessori School,C,C,D,C
246902001,246902.0,FLORENCE H S,246.0,FLORENCE ISD,13.0,WILLIAMSON,S,09 - 12,N,N, , ,Florence High School,C,C,C,C
246902004,246902.0,WILLIAMSON CO JUVENILE DETENTION C,246.0,FLORENCE ISD,13.0,WILLIAMSON,S,11 - 11,N,N, , ,Williamson Co Juvenile Detention C,Not Rated,Not Rated,Not Rated,Not Rated
246902041,246902.0,FLORENCE MIDDLE,246.0,FLORENCE ISD,13.0,WILLIAMSON,M,06 - 08,N,N, , ,Florence Middle School,C,C,C,C
246902101,246902.0,FLORENCE EL,246.0,FLORENCE ISD,13.0,WILLIAMSON,E,PK - 05,N,N, , ,Florence Elementary School,C,C,D,C
246904001,246904.0,GEORGETOWN H S,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,S,09 - 12,N,N, , ,Georgetown High School,B,C,C,B
246904002,246904.0,CHIP RICHARTE H S,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,S,09 - 12,N,Y, , ,Chip Richarte High School,A,D,F,B
246904003,246904.0,GEORGETOWN ALTER PROG,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,S,07 - 12,N,N, , ,Georgetown Alter Prog,Not Rated,Not Rated,Not Rated,Not Rated
246904004,246904.0,EAST VIEW H S,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,S,09 - 12,N,N, , ,East View High School,B,B,C,B
246904040,246904.0,DOUGLAS BENOLD MIDDLE,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,M,06 - 08,N,N, , ,Douglas Benold Middle School,B,D,D,C
246904041,246904.0,JAMES TIPPIT MIDDLE,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,M,06 - 08,N,N, , ,James Tippit Middle School,F,F,F,F
246904042,246904.0,CHARLES A FORBES MIDDLE,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,M,06 - 08,N,N, , ,Charles A Forbes Middle School,C,F,F,D
246904045,246904.0,GEORGE WAGNER MIDDLE,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,M,06 - 08,N,N, , ,George Wagner Middle School,D,F,F,F
246904101,246904.0,ANNIE PURL EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,EE - 05,N,N, , ,Annie Purl Elementary School,F,C,D,C
246904102,246904.0,CARVER EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,EE - 05,N,N, , ,Carver Elementary School,D,D,F,D
246904103,246904.0,FROST EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,EE - 05,N,N, , ,Frost Elementary School,D,D,F,F
246904104,246904.0,PAT COOPER EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,EE - 05,N,N, , ,Pat Cooper Elementary School,D,F,F,F
246904105,246904.0,DELL PICKETT EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,EE - 05,N,N, , ,Dell Pickett Elementary School,C,C,C,C
246904106,246904.0,RAYE MCCOY EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,KG - 05,N,N, , ,Raye McCoy Elementary School,B,C,C,B
246904107,246904.0,VILLAGE EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,EE - 05,N,N, , ,Village Elementary School,C,C,C,C
246904109,246904.0,JO ANN FORD EL,246.0,GEORGETOWN ISD,13.0,WILLIAMSON,E,KG - 05,N,N, , ,Jo Ann Ford Elementary School,B,C,C,B
