CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME,CAMPNAME_CLEAN,CD1G,CD2G,CD3G,C_RATING
061902124,61902.0,PARKWAY EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Parkway Elementary School,C,B,A,B
061902125,61902.0,POLSER EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,EE - 05,N,N, , ,Polser Elementary School,C,B,C,C
061902126,61902.0,PRAIRIE TRAIL ELEMENTARY,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Prairie Trail Elementary,A,B,A,A
061902127,61902.0,VALLEY RIDGE EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,PK - 05,N,N, , ,Valley Ridge Elementary School,C,C,C,C
061902128,61902.0,FOREST VISTA EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,EE - 05,N,N, , ,Forest Vista Elementary School,A,A,A,A
061902129,61902.0,BRIDLEWOOD EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Bridlewood Elementary School,A,B,A,A
061902130,61902.0,WELLINGTON EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,EE - 05,N,N, , ,Wellington Elementary School,A,B,A,A
061902131,61902.0,SOUTHRIDGE EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Southridge Elementary School,C,C,C,C
061902132,61902.0,HOMESTEAD EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Homestead Elementary School,A,B,A,A
061902133,61902.0,BLUEBONNET EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Bluebonnet Elementary School,A,A,A,A
061902134,61902.0,TOM HICKS EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,EE - 05,N,N, , ,Tom Hicks Elementary School,A,B,B,B
061902135,61902.0,LIBERTY EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,PK - 05,N,N, , ,Liberty Elementary School,A,A,A,A
061902136,61902.0,CASTLE HILLS EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Castle Hills Elementary School,A,A,A,A
061902138,61902.0,MARJORY VICKERY EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Marjory Vickery Elementary School,C,C,C,C
061902139,61902.0,ROCKBROOK EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,EE - 05,N,N, , ,Rockbrook Elementary School,F,F,F,F
061902140,61902.0,COYOTE RIDGE EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,PK - 05,N,N, , ,Coyote Ridge Elementary School,B,C,C,B
061902141,61902.0,LILLIE J JACKSON EARLY CHILDHOOD C,61.0,LEWISVILLE ISD,11.0,DENTON,E,EE - PK,N,N,061902000,LEWISVILLE ISD,Lillie J Jackson Early Childhood C,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
061902142,61902.0,INDEPENDENCE EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,EE - 05,N,N, , ,Independence Elementary School,B,B,C,B
061902143,61902.0,LEWISVILLE EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,KG - 05,N,N, , ,Lewisville Elementary School,F,F,D,F
061902144,61902.0,MILL STREET EL,61.0,LEWISVILLE ISD,11.0,DENTON,E,PK - 05,N,N, , ,Mill Street Elementary School,Not Rated,Not Rated,Not Rated,Not Rated
061903001,61903.0,PILOT POINT H S,61.0,PILOT POINT ISD,11.0,DENTON,S,09 - 12,N,N, , ,Pilot Point High School,A,B,B,B
061903041,61903.0,PILOT POINT SELZ MIDDLE,61.0,PILOT POINT ISD,11.0,DENTON,M,07 - 08,N,N, , ,Pilot Point Selz Middle School,C,B,B,B
061903101,61903.0,PILOT POINT EL,61.0,PILOT POINT ISD,11.0,DENTON,E,EE - 02,N,N,061903102,PILOT POINT INT,Pilot Point Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,C
061903102,61903.0,PILOT POINT INT,61.0,PILOT POINT ISD,11.0,DENTON,E,03 - 06,N,N, , ,Pilot Point Intermediate School,C,D,D,C
061905001,61905.0,KRUM H S,61.0,KRUM ISD,11.0,DENTON,S,09 - 12,N,N, , ,Krum High School,A,C,B,B
061905041,61905.0,KRUM MIDDLE,61.0,KRUM ISD,11.0,DENTON,M,06 - 08,N,N, , ,Krum Middle School,C,D,F,C
061905101,61905.0,DYER EL,61.0,KRUM ISD,11.0,DENTON,E,02 - 05,N,N, , ,Dyer Elementary School,C,F,F,F
061905102,61905.0,BLANCHE DODD EL,61.0,KRUM ISD,11.0,DENTON,E,02 - 05,N,N, , ,Blanche Dodd Elementary School,C,C,C,C
061905103,61905.0,KRUM EARLY EDUCATION CENTER,61.0,KRUM ISD,11.0,DENTON,E,EE - 01,N,N,061905000,KRUM ISD,Krum Early Education Center,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
061906001,61906.0,PONDER H S,61.0,PONDER ISD,11.0,DENTON,S,09 - 12,N,N, , ,Ponder High School,B,C,C,B
061906002,61906.0,DENTON CO J J A E P,61.0,PONDER ISD,11.0,DENTON,S,12 - 12,N,N, , ,Denton Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
061906041,61906.0,PONDER J H,61.0,PONDER ISD,11.0,DENTON,M,06 - 08,N,N, , ,Ponder Junior High,B,B,B,B
061906101,61906.0,PONDER EL,61.0,PONDER ISD,11.0,DENTON,E,EE - 05,N,N, , ,Ponder Elementary School,C,C,C,C
061907001,61907.0,AUBREY H S,61.0,AUBREY ISD,11.0,DENTON,S,09 - 12,N,N, , ,Aubrey High School,A,B,B,A
061907002,61907.0,DENTON CO J J A E P,61.0,AUBREY ISD,11.0,DENTON,S,12 - 12,N,N, , ,Denton Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
061907041,61907.0,AUBREY MIDDLE,61.0,AUBREY ISD,11.0,DENTON,M,06 - 08,N,N, , ,Aubrey Middle School,B,C,C,B
061907101,61907.0,HL BROCKETT,61.0,AUBREY ISD,11.0,DENTON,E,KG - 05,N,N, , ,Hl Brockett,A,B,A,A
061907102,61907.0,JAMES A MONACO,61.0,AUBREY ISD,11.0,DENTON,E,EE - 05,N,N, , ,James A Monaco,C,D,D,C
061908001,61908.0,SANGER H S,61.0,SANGER ISD,11.0,DENTON,S,09 - 12,N,N, , ,Sanger High School,B,B,C,B
061908003,61908.0,LINDA TUTT H S,61.0,SANGER ISD,11.0,DENTON,S,10 - 12,N,Y, , ,Linda Tutt High School,B,Not Rated,Not Rated,B
061908041,61908.0,SANGER MIDDLE,61.0,SANGER ISD,11.0,DENTON,M,07 - 08,N,N, , ,Sanger Middle School,C,D,C,C
061908101,61908.0,CLEAR CREEK INT,61.0,SANGER ISD,11.0,DENTON,E,03 - 05,N,N, , ,Clear Creek Intermediate School,C,B,C,C
061908102,61908.0,CHISHOLM TRAIL EL,61.0,SANGER ISD,11.0,DENTON,E,EE - 02,N,N,061908101,CLEAR CREEK INT,Chisholm Trail Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,C
061908104,61908.0,BUTTERFIELD EL,61.0,SANGER ISD,11.0,DENTON,E,EE - 05,N,N, , ,Butterfield Elementary School,B,A,A,A
061908105,61908.0,SANGER SIXTH GRADE CAMPUS,61.0,SANGER ISD,11.0,DENTON,M,06 - 06,N,N, , ,Sanger Sixth Grade Campus,B,C,C,B
061910001,61910.0,ARGYLE H S,61.0,ARGYLE ISD,11.0,DENTON,S,09 - 12,N,N, , ,Argyle High School,A,B,A,A
061910041,61910.0,ARGYLE MIDDLE,61.0,ARGYLE ISD,11.0,DENTON,M,06 - 08,N,N, , ,Argyle Middle School,A,C,B,A
061910042,61910.0,ARGYLE INT,61.0,ARGYLE ISD,11.0,DENTON,E,04 - 05,N,N, , ,Argyle Intermediate School,A,C,B,B
061910101,61910.0,HILLTOP EL,61.0,ARGYLE ISD,11.0,DENTON,E,EE - 03,N,N, , ,Hilltop Elementary School,A,C,A,A
061910103,61910.0,ARGYLE WEST,61.0,ARGYLE ISD,11.0,DENTON,E,EE - 05,N,N, , ,Argyle West,Not Rated,Not Rated,Not Rated,Not Rated
061911001,61911.0,NORTHWEST H S,61.0,NORTHWEST ISD,11.0,DENTON,S,09 - 12,N,N, , ,Northwest High School,B,B,B,B
061911003,61911.0,DENTON CREEK,61.0,NORTHWEST ISD,11.0,DENTON,S,09 - 10,N,Y, , ,Denton Creek,Not Rated,Not Rated,Not Rated,Not Rated
061911005,61911.0,DENTON CO J J A E P,61.0,NORTHWEST ISD,11.0,DENTON,S,09 - 12,N,N, , ,Denton Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
061911007,61911.0,BYRON NELSON H S,61.0,NORTHWEST ISD,11.0,DENTON,S,09 - 12,N,N, , ,Byron Nelson High School,A,B,A,A
061911008,61911.0,TARRANT COUNTY JJAEP,61.0,NORTHWEST ISD,11.0,DENTON,S,08 - 10,N,N, , ,Tarrant County JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
061911010,61911.0,JAMES M STEELE H S,61.0,NORTHWEST ISD,11.0,DENTON,S,09 - 12,N,N, , ,James M Steele High School,A,A,B,A
061911011,61911.0,V R EATON H S,61.0,NORTHWEST ISD,11.0,DENTON,S,09 - 12,N,N, , ,V R Eaton High School,B,B,A,A
061911042,61911.0,MEDLIN MIDDLE,61.0,NORTHWEST ISD,11.0,DENTON,M,06 - 08,N,N, , ,Medlin Middle School,A,B,A,A
061911043,61911.0,GENE PIKE MIDDLE,61.0,NORTHWEST ISD,11.0,DENTON,M,06 - 08,N,N, , ,Gene Pike Middle School,B,B,B,B
061911044,61911.0,CHISHOLM TRAIL MIDDLE,61.0,NORTHWEST ISD,11.0,DENTON,M,06 - 08,N,N, , ,Chisholm Trail Middle School,B,C,C,B
061911045,61911.0,JOHN M TIDWELL MIDDLE,61.0,NORTHWEST ISD,11.0,DENTON,M,06 - 08,N,N, , ,John M Tidwell Middle School,A,B,A,A
061911046,61911.0,TRUETT WILSON MIDDLE,61.0,NORTHWEST ISD,11.0,DENTON,M,06 - 08,N,N, , ,Truett Wilson Middle School,A,B,A,A
061911047,61911.0,LEO ADAMS MIDDLE,61.0,NORTHWEST ISD,11.0,DENTON,M,06 - 08,N,N, , ,Leo Adams Middle School,B,D,C,B
061911101,61911.0,HASLET EL,61.0,NORTHWEST ISD,11.0,DENTON,E,PK - 05,N,N, , ,Haslet Elementary School,A,B,A,A
061911102,61911.0,JUSTIN EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,Justin Elementary School,B,B,B,B
061911106,61911.0,LAKEVIEW EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,Lakeview Elementary School,A,A,A,A
061911107,61911.0,ROANOKE EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,Roanoke Elementary School,A,B,A,A
061911108,61911.0,SEVEN HILLS EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,Seven Hills Elementary School,C,C,C,C
061911109,61911.0,SAMUEL BECK EL,61.0,NORTHWEST ISD,11.0,DENTON,E,KG - 05,N,N, , ,Samuel Beck Elementary School,A,A,A,A
061911110,61911.0,W R HATFIELD EL,61.0,NORTHWEST ISD,11.0,DENTON,E,KG - 05,N,N, , ,W R Hatfield Elementary School,B,B,B,B
061911111,61911.0,PRAIRIE VIEW EL,61.0,NORTHWEST ISD,11.0,DENTON,E,PK - 05,N,N, , ,Prairie View Elementary School,C,C,C,C
061911112,61911.0,SONNY & ALLEGRA NANCE EL,61.0,NORTHWEST ISD,11.0,DENTON,E,PK - 05,N,N, , ,Sonny & Allegra Nance Elementary School,C,C,C,C
061911113,61911.0,J LYNDAL HUGHES EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,J Lyndal Hughes Elementary School,B,B,B,B
061911114,61911.0,KAY GRANGER EL,61.0,NORTHWEST ISD,11.0,DENTON,E,KG - 05,N,N, , ,Kay Granger Elementary School,A,B,A,A
061911115,61911.0,SENDERA RANCH EL,61.0,NORTHWEST ISD,11.0,DENTON,E,KG - 05,N,N, , ,Sendera Ranch Elementary School,C,C,C,C
061911116,61911.0,O A PETERSON,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,O A Peterson,B,C,B,B
061911117,61911.0,CLARA LOVE EL,61.0,NORTHWEST ISD,11.0,DENTON,E,PK - 05,N,N, , ,Clara Love Elementary School,C,B,C,C
061911118,61911.0,J C THOMPSON EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,J C Thompson Elementary School,C,B,C,B
061911119,61911.0,CARL E SCHLUTER EL,61.0,NORTHWEST ISD,11.0,DENTON,E,KG - 05,N,N, , ,Carl E Schluter Elementary School,B,D,C,B
061911120,61911.0,WAYNE A COX EL,61.0,NORTHWEST ISD,11.0,DENTON,E,KG - 05,N,N, , ,Wayne A Cox Elementary School,A,C,B,A
061911121,61911.0,LIZZIE CURTIS EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,Lizzie Curtis Elementary School,B,F,C,B
061911122,61911.0,LANCE THOMPSON EL,61.0,NORTHWEST ISD,11.0,DENTON,E,EE - 05,N,N, , ,Lance Thompson Elementary School,Not Rated,Not Rated,Not Rated,Not Rated
061912001,61912.0,LAKE DALLAS H S,61.0,LAKE DALLAS ISD,11.0,DENTON,S,09 - 12,N,N, , ,Lake Dallas High School,A,B,B,B
061912002,61912.0,DENTON CO J J A E P,61.0,LAKE DALLAS ISD,11.0,DENTON,S,10 - 10,N,N, , ,Denton Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
061912041,61912.0,LAKE DALLAS MIDDLE,61.0,LAKE DALLAS ISD,11.0,DENTON,M,06 - 08,N,N, , ,Lake Dallas Middle School,B,B,C,B
061912101,61912.0,LAKE DALLAS EL,61.0,LAKE DALLAS ISD,11.0,DENTON,E,EE - 05,N,N, , ,Lake Dallas Elementary School,C,B,C,C
061912103,61912.0,CORINTH EL,61.0,LAKE DALLAS ISD,11.0,DENTON,E,PK - 05,N,N, , ,Corinth Elementary School,C,D,C,C
061912105,61912.0,SHADY SHORES EL,61.0,LAKE DALLAS ISD,11.0,DENTON,E,EE - 05,N,N, , ,Shady Shores Elementary School,C,C,C,C
061914001,61914.0,LITTLE ELM H S,61.0,LITTLE ELM ISD,11.0,DENTON,S,09 - 12,N,N, , ,Little Elm High School,B,B,C,B
061914002,61914.0,DENTON CO J J A E P,61.0,LITTLE ELM ISD,11.0,DENTON,S,07 - 12,N,N, , ,Denton Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
061914041,61914.0,LAKESIDE MIDDLE,61.0,LITTLE ELM ISD,11.0,DENTON,M,06 - 08,N,N, , ,Lakeside Middle School,C,C,C,C
061914042,61914.0,PRESTWICK K-8 STEM ACADEMY,61.0,LITTLE ELM ISD,11.0,DENTON,E,KG - 08,N,N, , ,Prestwick K-8 Stem Academy,A,B,A,A
061914103,61914.0,D H BRENT EL,61.0,LITTLE ELM ISD,11.0,DENTON,E,PK - 05,N,N, , ,D H Brent Elementary School,C,C,D,C
061914104,61914.0,CESAR CHAVEZ EL,61.0,LITTLE ELM ISD,11.0,DENTON,E,EE - 05,N,N, , ,Cesar Chavez Elementary School,C,C,C,C
061914105,61914.0,HACKBERRY EL,61.0,LITTLE ELM ISD,11.0,DENTON,E,EE - 05,N,N, , ,Hackberry Elementary School,C,C,C,C
061914107,61914.0,LAKEVIEW EL,61.0,LITTLE ELM ISD,11.0,DENTON,E,KG - 05,N,N, , ,Lakeview Elementary School,C,C,B,C
061914108,61914.0,OAK POINT EL,61.0,LITTLE ELM ISD,11.0,DENTON,E,PK - 05,N,N, , ,Oak Point Elementary School,C,C,D,C
062901001,62901.0,CUERO H S,62.0,CUERO ISD,3.0,DEWITT,S,09 - 12,N,N, , ,Cuero High School,B,B,B,B
062901041,62901.0,CUERO J H,62.0,CUERO ISD,3.0,DEWITT,M,06 - 08,N,N, , ,Cuero Junior High,C,B,C,B
062901042,62901.0,HUNT EL,62.0,CUERO ISD,3.0,DEWITT,E,02 - 05,N,N, , ,Hunt Elementary School,C,C,C,C
062901104,62901.0,J C FRENCH EL,62.0,CUERO ISD,3.0,DEWITT,E,EE - 01,N,N,062901042,HUNT EL,J C French Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,C
062902001,62902.0,NORDHEIM SCHOOL,62.0,NORDHEIM ISD,3.0,DEWITT,B,PK - 12,N,N, , ,Nordheim School,D,C,D,D
062903001,62903.0,YOAKUM H S,62.0,YOAKUM ISD,3.0,DEWITT,S,09 - 12,N,N, , ,Yoakum High School,B,C,C,C
062903041,62903.0,YOAKUM J H,62.0,YOAKUM ISD,3.0,DEWITT,M,06 - 08,N,N, , ,Yoakum Junior High,C,C,D,C
062903102,62903.0,YOAKUM INT,62.0,YOAKUM ISD,3.0,DEWITT,E,03 - 05,N,N, , ,Yoakum Intermediate School,C,B,C,B
062903103,62903.0,YOAKUM PRI,62.0,YOAKUM ISD,3.0,DEWITT,E,EE - 02,N,N,062903102,YOAKUM INT,Yoakum Primary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
062904001,62904.0,YORKTOWN H S,62.0,YORKTOWN ISD,3.0,DEWITT,S,09 - 12,N,N, , ,Yorktown High School,C,C,D,C
062904041,62904.0,YORKTOWN J H,62.0,YORKTOWN ISD,3.0,DEWITT,M,06 - 08,N,N, , ,Yorktown Junior High,D,D,C,D
062904102,62904.0,YORKTOWN EL,62.0,YORKTOWN ISD,3.0,DEWITT,E,EE - 05,N,N, , ,Yorktown Elementary School,F,F,F,F
062905101,62905.0,WESTHOFF EL,62.0,WESTHOFF ISD,3.0,DEWITT,E,PK - 08,N,N, , ,Westhoff Elementary School,C,B,C,B
062906101,62906.0,MEYERSVILLE EL,62.0,MEYERSVILLE ISD,3.0,DEWITT,E,PK - 08,N,N, , ,Meyersville Elementary School,B,B,C,B
063903001,63903.0,SPUR SCHOOL,63.0,SPUR ISD,17.0,DICKENS,B,PK - 12,N,N, , ,Spur School,B,A,B,B
063906001,63906.0,PATTON SPRINGS SCHOOL,63.0,PATTON SPRINGS ISD,17.0,DICKENS,B,PK - 12,N,N, , ,Patton Springs School,B,A,B,B
064903001,64903.0,CARRIZO SPRINGS H S,64.0,CARRIZO SPRINGS CISD,20.0,DIMMIT,S,09 - 12,N,N, , ,Carrizo Springs High School,C,B,C,B
064903041,64903.0,CARRIZO SPRINGS J H,64.0,CARRIZO SPRINGS CISD,20.0,DIMMIT,M,07 - 08,N,N, , ,Carrizo Springs Junior High,C,B,B,B
064903102,64903.0,CARRIZO SPRINGS EL,64.0,CARRIZO SPRINGS CISD,20.0,DIMMIT,E,PK - 03,N,N, , ,Carrizo Springs Elementary School,C,B,B,B
064903103,64903.0,CARRIZO SPRINGS INT,64.0,CARRIZO SPRINGS CISD,20.0,DIMMIT,E,04 - 06,N,N, , ,Carrizo Springs Intermediate School,D,D,F,D
065901001,65901.0,CLARENDON H S,65.0,CLARENDON ISD,16.0,DONLEY,S,09 - 12,N,N, , ,Clarendon High School,B,B,B,B
065901041,65901.0,CLARENDON J H,65.0,CLARENDON ISD,16.0,DONLEY,M,06 - 08,N,N, , ,Clarendon Junior High,B,B,C,B
065901101,65901.0,CLARENDON EL,65.0,CLARENDON ISD,16.0,DONLEY,E,EE - 05,N,N, , ,Clarendon Elementary School,B,B,A,A
065902001,65902.0,HEDLEY SCHOOL,65.0,HEDLEY ISD,16.0,DONLEY,B,PK - 12,N,N, , ,Hedley School,B,B,B,Data Integrity Issues
066005101,66005.0,RAMIREZ EL,66.0,RAMIREZ CSD,2.0,DUVAL,E,PK - 06,N,N, , ,Ramirez Elementary School,D,D,Not Rated,D
066901001,66901.0,BENAVIDES SECONDARY,66.0,BENAVIDES ISD,2.0,DUVAL,S,07 - 12,N,N, , ,Benavides Secondary,B,B,C,B
066901041,66901.0,BENAVIDES EL,66.0,BENAVIDES ISD,2.0,DUVAL,E,PK - 06,N,N, , ,Benavides Elementary School,C,B,D,C
066902001,66902.0,SAN DIEGO H S,66.0,SAN DIEGO ISD,2.0,DUVAL,S,09 - 12,N,N, , ,San Diego High School,B,A,B,B
066902041,66902.0,BERNARDA JAIME J H,66.0,SAN DIEGO ISD,2.0,DUVAL,M,06 - 08,N,N, , ,Bernarda Jaime Junior High,F,F,F,F
066902101,66902.0,COLLINS-PARR EL,66.0,SAN DIEGO ISD,2.0,DUVAL,E,PK - 05,N,N, , ,Collins-Parr Elementary School,F,D,F,F
066903002,66903.0,FREER H S,66.0,FREER ISD,2.0,DUVAL,S,09 - 12,N,N, , ,Freer High School,B,A,B,B
066903042,66903.0,FREER J H,66.0,FREER ISD,2.0,DUVAL,M,06 - 08,N,N, , ,Freer Junior High,C,B,C,C
066903102,66903.0,NORMAN M THOMAS EL,66.0,FREER ISD,2.0,DUVAL,E,EE - 05,N,N, , ,Norman M Thomas Elementary School,F,F,F,F
067902001,67902.0,CISCO H S,67.0,CISCO ISD,14.0,EASTLAND,S,09 - 12,N,N, , ,Cisco High School,A,A,B,A
067902004,67902.0,CISCO LEARNING CENTER,67.0,CISCO ISD,14.0,EASTLAND,S,09 - 12,N,Y, , ,Cisco Learning Center,C,Not Rated,Not Rated,C
067902041,67902.0,CISCO J H,67.0,CISCO ISD,14.0,EASTLAND,M,06 - 08,N,N, , ,Cisco Junior High,B,B,B,B
067902101,67902.0,CISCO EL,67.0,CISCO ISD,14.0,EASTLAND,E,EE - 05,N,N, , ,Cisco Elementary School,C,B,C,C
067903001,67903.0,EASTLAND H S,67.0,EASTLAND ISD,14.0,EASTLAND,S,09 - 12,N,N, , ,Eastland High School,B,B,C,B
067903041,67903.0,EASTLAND MIDDLE,67.0,EASTLAND ISD,14.0,EASTLAND,M,06 - 08,N,N, , ,Eastland Middle School,B,A,A,A
067903101,67903.0,SIEBERT EL,67.0,EASTLAND ISD,14.0,EASTLAND,E,EE - 05,N,N, , ,Siebert Elementary School,C,B,C,B
067904001,67904.0,GORMAN H S,67.0,GORMAN ISD,14.0,EASTLAND,S,09 - 12,N,N, , ,Gorman High School,B,A,Not Rated,A
067904042,67904.0,GORMAN MIDDLE,67.0,GORMAN ISD,14.0,EASTLAND,M,06 - 08,N,N, , ,Gorman Middle School,C,C,C,C
067904101,67904.0,MAXFIELD EL,67.0,GORMAN ISD,14.0,EASTLAND,E,EE - 05,N,N, , ,Maxfield Elementary School,D,D,F,F
067907001,67907.0,RANGER H S,67.0,RANGER ISD,14.0,EASTLAND,S,09 - 12,N,N, , ,Ranger High School,C,B,C,C
067907041,67907.0,RANGER MIDDLE,67.0,RANGER ISD,14.0,EASTLAND,M,06 - 08,N,N, , ,Ranger Middle School,D,C,D,D
067907101,67907.0,RANGER EL,67.0,RANGER ISD,14.0,EASTLAND,E,PK - 05,N,N, , ,Ranger Elementary School,D,B,F,C
067908001,67908.0,RISING STAR H S,67.0,RISING STAR ISD,14.0,EASTLAND,S,07 - 12,N,N, , ,Rising Star High School,B,A,C,B
067908101,67908.0,RISING STAR EL,67.0,RISING STAR ISD,14.0,EASTLAND,E,PK - 06,N,N, , ,Rising Star Elementary School,C,B,C,B
068802001,68802.0,COMPASS ACADEMY CHARTER SCHOOL,68.0,COMPASS ACADEMY CHARTER SCHOOL,18.0,ECTOR,B,KG - 10,Y,N, , ,Compass Academy Charter School,B,B,B,B
068803001,68803.0,UTPB STEM ACADEMY,68.0,UTPB STEM ACADEMY,18.0,ECTOR,B,KG - 11,Y,N, , ,Utpb Stem Academy,C,C,C,C
068901002,68901.0,ODESSA H S,68.0,ECTOR COUNTY ISD,18.0,ECTOR,S,09 - 12,N,N, , ,Odessa High School,D,D,C,D
068901003,68901.0,PERMIAN H S,68.0,ECTOR COUNTY ISD,18.0,ECTOR,S,09 - 12,N,N, , ,Permian High School,C,D,C,C
068901004,68901.0,ALTER ED CTR,68.0,ECTOR COUNTY ISD,18.0,ECTOR,B,06 - 12,N,N, , ,Alter Ed Center,Not Rated,Not Rated,Not Rated,Not Rated
068901005,68901.0,ECTOR CO YOUTH CTR,68.0,ECTOR COUNTY ISD,18.0,ECTOR,B,06 - 11,N,Y, , ,Ector Co Youth Center,Not Rated,Not Rated,Not Rated,Not Rated
068901011,68901.0,GEORGE H W BUSH NEW TECH ODESSA,68.0,ECTOR COUNTY ISD,18.0,ECTOR,S,09 - 12,N,N, , ,George H W Bush New Tech Odessa,A,B,A,A
068901014,68901.0,ODESSA CAREER AND TECHNICAL EARLY,68.0,ECTOR COUNTY ISD,18.0,ECTOR,S,09 - 12,N,N, , ,Odessa Career And Technical Early,A,B,B,B
068901015,68901.0,ODESSA COLLEGIATE ACADEMY EARLY CO,68.0,ECTOR COUNTY ISD,18.0,ECTOR,S,09 - 12,N,N, , ,Odessa Collegiate Academy Early Co,B,C,B,B
068901042,68901.0,BONHAM MIDDLE,68.0,ECTOR COUNTY ISD,18.0,ECTOR,M,06 - 08,N,N, , ,Bonham Middle School,F,F,F,F
068901043,68901.0,BOWIE MIDDLE,68.0,ECTOR COUNTY ISD,18.0,ECTOR,M,06 - 08,N,N, , ,Bowie Middle School,F,F,F,F
068901044,68901.0,CROCKETT MIDDLE,68.0,ECTOR COUNTY ISD,18.0,ECTOR,M,06 - 08,N,N, , ,Crockett Middle School,F,F,F,F
068901045,68901.0,WILSON & YOUNG MEDAL OF HONOR MIDD,68.0,ECTOR COUNTY ISD,18.0,ECTOR,M,06 - 08,N,N, , ,Wilson & Young Medal Of Honor Midd,F,F,F,F
068901046,68901.0,NIMITZ MIDDLE,68.0,ECTOR COUNTY ISD,18.0,ECTOR,M,06 - 08,N,N, , ,Nimitz Middle School,C,D,F,D
068901047,68901.0,ECTOR COLLEGE PREP SUCCESS ACADEMY,68.0,ECTOR COUNTY ISD,18.0,ECTOR,M,06 - 08,N,N, , ,Ector College Prep Success Academy,F,D,F,F
068901101,68901.0,GALE POND ALAMO EL,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,PK - 05,N,N, , ,Gale Pond Alamo Elementary School,C,C,C,C
068901102,68901.0,AUSTIN MONTESSORI MAGNET,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,PK - 05,N,N, , ,Austin Montessori Magnet,C,B,A,B
068901103,68901.0,BURLESON EL,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,KG - 05,N,N, , ,Burleson Elementary School,F,F,D,F
068901104,68901.0,BURNET EL,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,KG - 05,N,N, , ,Burnet Elementary School,F,D,F,F
068901105,68901.0,CAMERON DUAL LANGUAGE MAGNET,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,PK - 06,N,N, , ,Cameron Dual Language Magnet,C,C,C,C
068901106,68901.0,CARVER EARLY EE-KG,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,PK - PK,N,N,068901112,EL MAGNET AT HAYS,Carver Early Ee-Kg,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,A
068901107,68901.0,DOWLING EL,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,KG - 05,N,N, , ,Dowling Elementary School,F,F,D,F
068901110,68901.0,GOLIAD EL,68.0,ECTOR COUNTY ISD,18.0,ECTOR,E,KG - 05,N,N, , ,Goliad Elementary School,F,C,C,C
