DISTRICT,CNTYNAME,COUNTY,DA0GS21R,DAD_POST,DASC4X21R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_RATING,REGION,REGNNAME
19914,BOWIE,19,., ,.,45,73,.,.,.,.,C,73,75,B,80,45,B,83,B,83,43,Not Rated: SB 1365,68,79,N,N, ,N,Y,LEARY ISD,.,.,105,0,0.0,103,98.1,0,0.0,.,.,10,9.5,.,.,.,.,.,.,.,C,8,REGION 08: MT PLEASANT
20901,BRAZORIA,20,85.2,0,87.3,51,82,65,91,99.3,95,B,88,74,B,87,58,B,89,B,89,81,B,87,88,N,N,N,N,N,ALVIN ISD,21197,75.8,27955,0,0.0,14289,51.1,4967,17.8,0,0,3443,12.3,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
20902,BRAZORIA,20,76.6,1,81.2,51,82,89,97,99.6,95,A,91,72,B,84,70,A,94,A,94,80,B,86,92,N,N,N,N,N,ANGLETON ISD,5050,74.8,6748,0,0.0,5075,75.2,1038,15.4,0,0,900,13.3,117,1.7,.,.,.,.,.,A,4,REGION 04: HOUSTON
20904,BRAZORIA,20,93.8,0,95.3,51,82,71,93,98.4,95,B,89,75,B,89,61,B,84,B,89,65,B,81,87,N,N,N,N,N,DANBURY ISD,591,76.6,772,0,0.0,278,36.0,42,5.4,0,0,91,11.8,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
20905,BRAZORIA,20,84,1,87.1,47,79,67,92,92.9,70,B,82,70,B,80,57,A,91,A,91,77,B,85,89,N,N,N,N,N,BRAZOSPORT ISD,8489,74.1,11451,0,0.0,8212,71.7,1479,12.9,0,0,1511,13.2,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
20906,BRAZORIA,20,86.7,0,86.7,48,80,60,90,100,100,B,88,72,B,84,54,B,82,B,84,68,B,82,86,N,N,N,N,N,SWEENY ISD,1426,77,1851,0,0.0,887,47.9,53,2.9,0,0,178,9.6,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
20907,BRAZORIA,20,82.8,0,83.1,45,76,61,90,98.5,95,B,85,69,C,79,53,B,87,B,87,54,C,77,84,N,N,N,N,N,COLUMBIA-BRAZORIA ISD,2194,75.4,2911,0,0.0,1818,62.5,245,8.4,0,0,438,15.0,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
20908,BRAZORIA,20,84.7,0,85.6,65,91,75,94,99.8,95,A,93,80,A,92,70,A,91,A,92,96,A,96,94,N,N,N,N,N,PEARLAND ISD,16534,79,20930,0,0.0,6893,32.9,2370,11.3,0,0,2171,10.4,0,0,.,.,.,.,.,A,4,REGION 04: HOUSTON
20910,BRAZORIA,20,., ,.,37,64,.,.,.,.,Not Rated: SB 1365,64,84,A,91,37,C,70,A,91,65,C,74,86,N,N, ,N,Y,DAMON ISD,.,.,116,0,0.0,102,87.9,16,13.8,.,.,21,18.1,.,.,.,.,.,.,.,B,4,REGION 04: HOUSTON
21803,BRAZOS,21,., ,.,38,67,.,.,.,.,Not Rated: SB 1365,67,62,Not Rated: SB 1365,59,38,B,80,B,80,21,Not Rated: SB 1365,64,75,N,Y,N,N,N,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,144,43.6,330,0,0.0,329,99.7,106,32.1,0,0,27,8.2,0,0,.,.,.,.,.,C,6,REGION 06: HUNTSVILLE
21805,BRAZOS,21,.,0,.,46,78,.,.,.,.,C,78,83,A,93,46,B,88,A,93,68,B,82,90,N,Y,N,N,N,ARROW ACADEMY,331,54.4,609,0,0.0,466,76.5,72,11.8,0,0,60,9.9,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
21901,BRAZOS,21,81.8,0,83.6,59,89,69,92,95.2,85,B,89,74,B,87,64,B,89,B,89,89,B,89,89,N,N,N,N,N,COLLEGE STATION ISD,10490,74.2,14138,0,0.0,5327,37.7,1348,9.5,0,0,1903,13.5,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
21902,BRAZOS,21,82.4,0,85.3,40,70,67,92,92.2,70,C,79,65,Not Rated: SB 1365,69,54,A,90,A,90,49,C,76,86,N,N,N,N,N,BRYAN ISD,11600,72.5,16005,435,2.7,12697,79.3,4547,28.4,0,0,2274,14.2,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
22004,BREWSTER,22,., ,.,25,51,58,88,100,100,C,76,59,Not Rated: SB 1365,65,42,C,76,C,76,40,C,73,75,N,N, ,N,Y,TERLINGUA CSD,.,.,111,0,0.0,89,80.2,53,47.7,.,.,13,11.7,.,.,.,.,.,.,.,C,18,REGION 18: MIDLAND
22901,BREWSTER,22,88.7,0,88.7,53,84,73,93,100,100,B,89,73,B,85,63,A,91,B,89,58,C,78,86,N,N,N,N,N,ALPINE ISD,706,72.8,970,0,0.0,558,57.5,70,7.2,0,0,127,13.1,0,0,.,.,.,.,.,B,18,REGION 18: MIDLAND
22902,BREWSTER,22,., ,.,43,72,.,.,100,100,C,72,80,A,90,43,C,79,A,90,.,Not Rated,.,90,N,N, ,N,Y,MARATHON ISD,.,.,57,16,28.1,40,70.2,0,0.0,.,.,2,3.5,.,.,.,.,.,.,.,A,18,REGION 18: MIDLAND
22903,BREWSTER,22,., ,.,77,94,.,.,.,.,A,94,.,Not Rated,.,77,B,82,B,82,.,Not Rated,.,94,N,N, ,N,Y,SAN VICENTE ISD,.,.,9,.,0.0,0,0.0,0,0.0,.,.,2,22.2,.,.,.,.,.,.,.,A,18,REGION 18: MIDLAND
23902,BRISCOE,23,., ,.,60,90,85,96,100,100,A,94,81,A,91,73,A,91,A,91,96,A,92,93,N,N, ,N,Y,SILVERTON ISD,.,.,187,0,0.0,86,46.0,12,6.4,.,.,18,9.6,.,.,.,.,.,.,.,A,16,REGION 16: AMARILLO
24901,BROOKS,24,80.4,0,83.1,33,58,85,96,96.7,90,B,80,75,B,89,59,A,91,A,91,54,C,77,87,N,N,N,N,N,BROOKS COUNTY ISD,990,73.9,1340,0,0.0,1243,92.8,32,2.4,43,3.2,196,14.6,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
25901,BROWN,25,95.1,0,95.2,53,84,59,89,100,100,B,89,70,B,80,56,A,90,A,90,80,B,86,89,N,N,N,N,N,BANGS ISD,661,76.1,869,0,0.0,566,65.1,14,1.6,0,0,86,9.9,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
25902,BROWN,25,92.8,0,93.2,47,79,56,85,97.7,90,B,84,68,C,76,52,B,86,B,86,59,C,78,84,N,N,N,N,N,BROWNWOOD ISD,2452,71.1,3448,0,0.0,2215,64.2,118,3.4,0,0,468,13.6,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
25904,BROWN,25,., ,.,32,57,50,82,100,100,C,76,61,Not Rated: SB 1365,68,41,C,72,C,72,44,C,74,75,N,N, ,N,Y,BLANKET ISD,.,.,147,0,0.0,88,59.9,3,2.0,.,.,21,14.3,.,.,.,.,.,.,.,C,15,REGION 15: SAN ANGELO
25905,BROWN,25,100,0,100,49,81,100,100,100,100,A,92,72,B,84,75,A,94,A,94,69,B,82,90,N,N,N,N,N,MAY ISD,184,81.1,227,0,0.0,115,50.7,12,5.3,0,0,33,14.5,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
25906,BROWN,25,., ,.,47,75,63,91,100,100,B,86,66,C,75,55,B,83,B,83,67,C,79,84,N,N, ,N,Y,ZEPHYR ISD,.,.,212,0,0.0,120,56.6,2,0.9,.,.,27,12.7,.,.,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
25908,BROWN,25,90,0,90,42,73,100,100,100,100,B,89,71,B,82,71,A,94,A,94,72,B,83,91,N,N,N,N,N,BROOKESMITH ISD,157,82.2,191,0,0.0,132,69.1,2,1.0,0,0,44,23.0,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
25909,BROWN,25,95.8,0,95.8,62,91,58,88,100,100,A,92,76,A,90,60,B,86,A,90,92,A,93,92,N,N,N,N,N,EARLY ISD,893,78.6,1136,0,0.0,468,41.2,19,1.7,0,0,107,9.4,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
26901,BURLESON,26,85.1,0,88.5,54,85,56,85,100,100,B,88,79,A,91,55,B,88,A,91,83,B,87,90,N,N,N,N,N,CALDWELL ISD,1372,74.8,1833,0,0.0,1068,58.3,235,12.8,0,0,169,9.2,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
26902,BURLESON,26,76.9,0,75,34,59,81,95,100,100,B,82,62,Not Rated: SB 1365,59,58,B,89,B,89,46,C,75,85,N,N,N,N,N,SOMERVILLE ISD,385,71.2,541,0,0.0,393,72.6,51,9.4,0,0,61,11.3,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
26903,BURLESON,26,94.4,0,85,48,80,89,97,100,100,A,91,73,B,85,69,A,93,A,93,76,B,85,91,N,N,N,N,N,SNOOK ISD,374,70.7,529,0,0.0,382,72.2,79,14.9,0,0,62,11.7,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
27903,BURNET,27,90.5,0,88.4,43,74,57,86,98,95,B,83,64,Not Rated: SB 1365,65,50,B,80,B,80,66,B,81,82,N,N,N,N,N,BURNET CISD,2446,75,3262,0,0.0,1727,52.9,304,9.3,0,0,515,15.8,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
27904,BURNET,27,73,0,79.5,43,74,49,77,98.4,95,C,79,67,C,73,46,B,80,B,80,67,B,82,81,N,N,N,N,N,MARBLE FALLS ISD,2941,73.6,3995,0,0.0,2701,67.6,885,22.2,0,0,581,14.5,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
28902,CALDWELL,28,67.5,0,69.2,37,65,36,67,96.6,90,C,71,70,B,80,37,C,70,B,80,18,Not Rated: SB 1365,62,75,N,N,N,N,N,LOCKHART ISD,4607,75.3,6117,0,0.0,4742,77.5,2010,32.9,0,0,727,11.9,0,0,.,.,.,.,.,C,13,REGION 13: AUSTIN
28903,CALDWELL,28,88.4,0,86,40,70,51,78,95.6,85,C,76,72,B,84,46,B,81,B,84,43,C,74,81,N,N,N,N,N,LULING ISD,1028,72.1,1425,0,0.0,1044,73.3,204,14.3,0,0,201,14.1,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
28906,CALDWELL,28,., ,.,21,48,31,64,100,100,Not Rated: SB 1365,65,56,Not Rated: SB 1365,60,26,Not Rated: SB 1365,57,Not Rated: SB 1365,60,0,Not Rated: SB 1365,30,55,N,N, ,N,Y,PRAIRIE LEA ISD,.,.,235,0,0.0,186,79.1,31,13.2,.,.,30,12.8,.,.,.,.,.,.,.,Not Rated: SB 1365,13,REGION 13: AUSTIN
29901,CALHOUN,29,96.6,0,96.6,47,79,58,88,97.1,90,B,85,67,C,73,53,B,88,B,88,68,B,82,86,N,N,N,N,N,CALHOUN COUNTY ISD,2605,73.2,3561,0,0.0,2287,64.2,490,13.8,0,0,388,10.9,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
30901,CALLAHAN,30,79.3,0,74.2,51,82,79,95,100,100,A,91,72,B,84,65,A,92,A,92,96,A,96,93,N,N,N,N,N,CROSS PLAINS ISD,260,68.8,378,0,0.0,257,68.0,9,2.4,0,0,53,14.0,0,0,.,.,.,.,.,A,14,REGION 14: ABILENE
30902,CALLAHAN,30,79.8,0,84.6,52,83,88,97,100,100,A,92,78,A,91,70,A,92,A,92,72,B,83,89,N,N,N,N,N,CLYDE CISD,1061,74.1,1431,0,0.0,630,44.0,11,0.8,0,0,179,12.5,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
30903,CALLAHAN,30,68.8,0,64.7,49,81,75,94,100,100,A,90,74,B,87,62,A,91,A,91,76,B,85,89,N,N,N,N,N,BAIRD ISD,207,70.6,293,0,0.0,160,54.6,0,0.0,0,0,50,17.1,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
30906,CALLAHAN,30,100,1,100,57,87,94,99,100,100,A,94,80,A,92,76,A,94,A,94,88,B,89,93,N,N,N,N,N,EULA ISD,311,67.3,462,0,0.0,195,42.2,3,0.6,0,0,76,16.5,0,0,.,.,.,.,.,A,14,REGION 14: ABILENE
31901,CAMERON,31,95.9, ,97.6,47,79,93,98,96.4,90,B,89,83,A,93,70,A,94,A,94,79,B,86,92,N,N,N,N,N,BROWNSVILLE ISD,28791,75,38412,2075,5.4,34379,89.5,14587,38.0,134,0.3,5754,15.0,0,0,.,.,.,.,.,Not Rated: Data Under Review,1,REGION 01: EDINBURG
31903,CAMERON,31,89.7,0,91.8,45,76,68,92,95.7,85,B,84,77,A,90,57,A,91,A,91,71,B,83,89,N,N,N,N,N,HARLINGEN CISD,12825,75.3,17022,0,0.0,13101,77.0,2585,15.2,0,0,1997,11.7,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
31905,CAMERON,31,98,0,98.4,43,74,53,80,97.4,90,B,80,76,A,90,48,B,85,A,90,70,B,83,88,N,N,N,N,N,LA FERIA ISD,2171,74.7,2908,0,0.0,2494,85.8,432,14.9,0,0,384,13.2,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
31906,CAMERON,31,83.8,1,86,53,84,66,92,96.2,90,B,88,77,A,90,60,A,91,A,91,93,A,94,92,N,N,N,N,N,LOS FRESNOS CISD,7854,76,10333,0,0.0,8256,79.9,2270,22.0,0,0,1442,14.0,0,0,.,.,.,.,.,A,1,REGION 01: EDINBURG
31909,CAMERON,31,94.2,0,97.2,40,70,75,94,95.9,85,B,83,78,A,91,58,A,91,A,91,51,C,76,87,N,N,N,N,N,POINT ISABEL ISD,1478,75.1,1968,0,0.0,1750,88.9,785,39.9,0,0,206,10.5,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
31911,CAMERON,31,64.6,0,65.6,38,67,38,69,97.8,90,C,72,77,A,90,38,C,73,A,90,27,Not Rated: SB 1365,68,83,N,N,N,N,N,RIO HONDO ISD,1237,77.2,1602,0,0.0,1404,87.6,191,11.9,131,8.2,235,14.7,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
31912,CAMERON,31,93.2,0,95.7,38,67,65,91,95.5,85,B,80,74,B,87,52,A,90,A,90,39,C,73,85,N,N,N,N,N,SAN BENITO CISD,6915,75.2,9201,0,0.0,8162,88.7,2371,25.8,0,0,1058,11.5,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
31913,CAMERON,31,91.3,0,91.5,33,58,52,79,97.7,90,C,73,75,B,89,43,B,80,B,89,47,C,75,85,N,N,N,N,N,SANTA MARIA ISD,402,74,543,0,0.0,541,99.6,216,39.8,0,0,45,8.3,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
31914,CAMERON,31,96.7,0,97.8,39,69,98,100,100,100,B,88,76,A,90,69,A,94,A,94,55,C,77,89,N,N,N,N,N,SANTA ROSA ISD,675,79.6,848,0,0.0,762,89.9,169,19.9,0,0,139,16.4,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
31916,CAMERON,31,98.9,1,99,68,92,87,97,100,100,A,96,84,A,93,78,A,95,A,95,98,A,98,97,N,N,N,N,N,SOUTH TEXAS ISD,4251,100,4251,0,0.0,2206,51.9,469,11.0,0,0,165,3.9,0,0,.,.,.,.,.,A,1,REGION 01: EDINBURG
32902,CAMP,32,90.1,1,89.7,55,86,92,98,100,100,A,94,77,A,90,74,A,94,A,94,100,A,100,96,N,N,N,N,N,PITTSBURG ISD,1732,73.6,2352,0,0.0,1845,78.4,457,19.4,0,0,260,11.1,0,0,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
33901,CARSON,33,., ,.,66,92,73,93,100,100,A,94,71,B,81,70,B,84,B,84,92,B,88,92,N,N, ,N,Y,GROOM ISD,.,.,143,0,0.0,36,25.2,2,1.4,.,.,30,21.0,.,.,.,.,.,.,.,A,16,REGION 16: AMARILLO
33902,CARSON,33,84.2,1,90.9,66,92,79,95,100,100,A,95,76,A,90,73,A,91,A,91,100,A,100,97,N,N,N,N,N,PANHANDLE ISD,474,71.5,663,0,0.0,202,30.5,11,1.7,0,0,83,12.5,0,0,.,.,.,.,.,A,16,REGION 16: AMARILLO
33904,CARSON,33,92.6,0,92.6,48,80,78,95,100,100,A,90,71,B,82,63,A,91,B,89,68,B,82,88,N,N,N,N,N,WHITE DEER ISD,249,73.5,339,0,0.0,165,48.7,11,3.2,0,0,41,12.1,0,0,.,.,.,.,.,B,16,REGION 16: AMARILLO
34901,CASS,34,91.3,0,91.4,50,82,61,90,100,100,B,89,70,B,80,56,A,90,A,90,75,B,85,89,N,N,N,N,N,ATLANTA ISD,1314,68.9,1906,0,0.0,1292,67.8,42,2.2,0,0,244,12.8,0,0,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
34902,CASS,34,., ,.,43,72,81,95,100,100,B,87,68,C,78,62,A,90,A,90,72,B,81,87,N,N, ,N,Y,AVINGER ISD,.,.,137,0,0.0,108,78.8,2,1.5,.,.,13,9.5,.,.,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
34903,CASS,34,88.9,0,90,54,85,70,93,100,100,A,91,77,A,90,62,A,91,A,91,80,B,86,90,N,N,N,N,N,HUGHES SPRINGS ISD,829,72.3,1146,0,0.0,624,54.5,59,5.1,0,0,162,14.1,0,0,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
34905,CASS,34,86.9,0,89.8,50,82,75,94,98.3,95,B,89,73,B,85,63,A,92,A,92,70,B,83,89,N,N,N,N,N,LINDEN-KILDARE CISD,450,70.5,638,0,0.0,438,68.7,37,5.8,0,0,94,14.7,0,0,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
34906,CASS,34,63.9,0,62.9,54,85,64,91,100,100,A,90,67,C,73,59,A,90,A,90,96,A,96,92,N,N,N,N,N,MCLEOD ISD,300,75.2,399,0,0.0,219,54.9,0,0.0,0,0,51,12.8,0,0,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
34907,CASS,34,100,1,100,49,81,89,97,100,100,A,91,73,B,85,69,A,93,A,93,67,B,82,90,N,N,N,N,N,QUEEN CITY ISD,683,73.2,933,0,0.0,592,63.5,3,0.3,0,0,152,16.3,0,0,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
34909,CASS,34,., ,.,50,77,100,100,100,100,A,91,78,B,88,75,A,93,A,93,94,B,89,92,N,N, ,N,Y,BLOOMBURG ISD,.,.,240,0,0.0,191,79.6,5,2.1,.,.,28,11.7,.,.,.,.,.,.,.,Not Rated: Data Under Review,8,REGION 08: MT PLEASANT
35901,CASTRO,35,87.2,0,89,35,60,49,77,98.7,95,C,74,73,B,85,42,C,79,B,85,50,C,76,82,N,N,N,N,N,DIMMITT ISD,843,73.1,1153,0,0.0,1005,87.2,286,24.8,0,0,94,8.2,0,0,.,.,.,.,.,B,16,REGION 16: AMARILLO
35902,CASTRO,35,., ,.,58,88,21,54,93.3,75,C,72,72,B,82,40,C,75,B,82,70,B,80,81,N,N, ,N,Y,HART ISD,.,.,209,0,0.0,180,86.1,54,25.8,.,.,26,12.4,.,.,.,.,.,.,.,B,16,REGION 16: AMARILLO
35903,CASTRO,35,., ,.,72,93,100,100,100,100,A,97,90,A,95,86,A,91,A,95,100,A,100,98,N,N, ,N,Y,NAZARETH ISD,.,.,250,0,0.0,48,19.2,1,0.4,.,.,18,7.2,.,.,.,.,.,.,.,A,16,REGION 16: AMARILLO
36901,CHAMBERS,36,83.3,0,84.6,48,80,81,95,99,95,B,89,75,B,89,65,A,92,A,92,75,B,85,90,N,N,N,N,N,ANAHUAC ISD,1039,74.8,1389,0,0.0,789,56.8,104,7.5,0,0,171,12.3,0,0,.,.,.,.,.,A,4,REGION 04: HOUSTON
36902,CHAMBERS,36,96.4,1,97.1,68,92,77,94,99.4,95,A,93,78,A,91,73,A,91,A,91,98,A,98,95,N,N,N,N,N,BARBERS HILL ISD,5004,73.6,6796,0,0.0,1798,26.5,291,4.3,0,0,722,10.6,0,0,.,.,.,.,.,A,4,REGION 04: HOUSTON
36903,CHAMBERS,36,92.2,0,93.2,51,82,63,91,100,100,B,89,64,Not Rated: SB 1365,65,57,A,90,A,90,84,B,88,89,N,N,N,N,N,EAST CHAMBERS ISD,1134,73.6,1540,0,0.0,994,64.5,430,27.9,0,0,184,11.9,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
37901,CHEROKEE,37,97.9,0,97.9,47,79,81,95,100,100,A,90,71,B,82,64,A,92,A,92,72,B,83,89,N,N,N,N,N,ALTO ISD,404,72.7,556,0,0.0,418,75.2,115,20.7,0,0,98,17.6,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
37904,CHEROKEE,37,71.9,0,75.4,40,70,63,91,95.8,85,B,81,66,C,70,52,A,90,A,90,57,C,78,86,N,N,N,N,N,JACKSONVILLE ISD,3333,70.4,4735,0,0.0,3919,82.8,1553,32.8,0,0,644,13.6,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
37907,CHEROKEE,37,85.4,0,88.8,47,79,44,73,99.3,95,B,80,65,Not Rated: SB 1365,69,46,B,80,B,80,48,C,75,79,N,N,N,N,N,RUSK ISD,1488,74.4,2001,0,0.0,1419,70.9,158,7.9,0,0,254,12.7,0,0,.,.,.,.,.,C,7,REGION 07: KILGORE
37908,CHEROKEE,37,., ,.,44,72,80,95,100,100,B,87,70,B,80,62,A,90,A,90,78,B,83,88,N,N, ,N,Y,NEW SUMMERFIELD ISD,.,.,538,0,0.0,467,86.8,260,48.3,.,.,51,9.5,.,.,.,.,.,.,.,B,7,REGION 07: KILGORE
37909,CHEROKEE,37,., ,.,41,70,91,98,100,100,B,87,57,Not Rated: SB 1365,62,66,A,91,A,91,58,C,77,87,N,N, ,N,Y,WELLS ISD,.,.,258,.,0.0,177,68.6,11,4.3,.,.,49,19.0,.,.,.,.,.,.,.,B,7,REGION 07: KILGORE
38901,CHILDRESS,38,89.6,0,88.2,56,87,66,92,96.7,90,A,90,71,B,82,61,A,90,A,90,87,B,89,90,N,N,N,N,N,CHILDRESS ISD,775,76.5,1013,0,0.0,544,53.7,35,3.5,0,0,142,14.0,0,0,.,.,.,.,.,A,16,REGION 16: AMARILLO
39902,CLAY,39,88.5,0,88.2,52,83,73,93,98.4,95,B,89,67,C,73,63,B,83,B,83,59,C,78,86,N,N,N,N,N,HENRIETTA ISD,715,75.9,942,0,0.0,290,30.8,4,0.4,0,0,160,17.0,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
39903,CLAY,39,93.3,0,93.3,46,78,60,90,97.1,90,B,85,67,C,73,53,B,80,B,80,65,B,81,84,N,N,N,N,N,PETROLIA CISD,329,71.4,461,0,0.0,213,46.2,4,0.9,0,0,67,14.5,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
39904,CLAY,39,., ,.,46,74,36,68,100,100,C,77,65,C,73,41,C,70,C,73,33,C,71,75,N,N, ,N,Y,BELLEVUE ISD,.,.,151,0,0.0,82,54.3,2,1.3,.,.,21,13.9,.,.,.,.,.,.,.,C,9,REGION 09: WICHITA FALLS
39905,CLAY,39,., ,.,48,76,62,91,100,100,B,87,62,Not Rated: SB 1365,69,55,B,84,B,84,78,B,83,86,N,N, ,N,Y,MIDWAY ISD,.,.,131,0,0.0,83,63.4,4,3.1,.,.,31,23.7,.,.,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
40901,COCHRAN,40,., ,.,26,52,83,96,100,100,C,79,68,C,78,55,B,85,B,85,50,C,75,82,N,N, ,N,Y,MORTON ISD,.,.,360,0,0.0,289,80.3,81,22.5,.,.,46,12.8,.,.,.,.,.,.,.,Not Rated: Data Under Review,17,REGION 17: LUBBOCK
40902,COCHRAN,40,., ,.,44,72,76,94,100,100,B,86,67,C,76,60,B,86,B,86,70,B,80,84,N,N, ,N,Y,WHITEFACE CISD,.,.,313,.,0.0,179,57.2,33,10.5,.,.,38,12.1,.,.,.,.,.,.,.,B,17,REGION 17: LUBBOCK
41901,COKE,41,., ,.,55,83,86,97,100,100,A,92,79,B,89,71,A,91,A,91,89,B,87,91,N,N, ,N,Y,BRONTE ISD,.,.,238,0,0.0,119,50.0,4,1.7,.,.,34,14.3,.,.,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
41902,COKE,41,66.7,0,85.7,46,78,67,92,100,100,B,88,70,B,80,57,A,90,A,90,62,B,80,87,N,N,N,N,N,ROBERT LEE ISD,201,76.7,262,0,0.0,163,62.2,3,1.1,0,0,34,13.0,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
42901,COLEMAN,42,87.9,0,87.5,47,79,59,89,90.1,65,B,80,70,B,80,53,B,86,B,86,57,C,78,84,N,N,N,N,N,COLEMAN ISD,578,72.3,800,0,0.0,477,59.6,16,2.0,0,0,131,16.4,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
42903,COLEMAN,42,100,1,100,47,79,93,98,100,100,A,91,77,A,90,70,A,94,A,94,68,B,82,90,N,N,N,N,N,SANTA ANNA ISD,193,76.3,253,0,0.0,253,100.0,1,0.4,0,0,20,7.9,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
42905,COLEMAN,42,., ,.,46,74,83,96,100,100,B,88,67,C,76,65,A,91,A,91,58,C,77,87,N,N, ,N,Y,PANTHER CREEK CISD,.,.,165,0,0.0,122,73.9,1,0.6,.,.,43,26.1,.,.,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
43801,COLLIN,43,., ,.,73,93,100,100,100,100,A,97,81,A,91,87,B,86,A,91,100,A,100,98,N,Y, ,N,Y,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,.,.,1386,0,0.0,125,9.0,140,10.1,.,.,73,5.3,.,.,.,.,.,.,.,A,10,REGION 10: RICHARDSON
43802,COLLIN,43,., ,.,68,92,.,.,.,.,A,92,95,A,97,68,Not Rated: SB 1365,69,A,97,100,A,100,98,N,Y, ,N,Y,LONE STAR LANGUAGE ACADEMY,.,.,146,.,0.0,3,2.1,14,9.6,.,.,8,5.5,.,.,.,.,.,.,.,A,10,REGION 10: RICHARDSON
43901,COLLIN,43,92.3,0,93.3,68,92,76,94,98.9,95,B,89,81,A,92,72,B,85,A,92,99,A,99,94,N,N,N,N,N,ALLEN ISD,16828,78.6,21420,0,0.0,3596,16.8,2045,9.5,0,0,2861,13.4,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
43902,COLLIN,43,92.9,0,94.5,48,80,67,92,93.5,75,B,84,70,B,80,58,B,88,B,88,66,B,81,86,N,N,N,N,N,ANNA ISD,3223,72.7,4436,0,0.0,2239,50.5,587,13.2,0,0,631,14.2,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
43903,COLLIN,43,98.1,0,99.5,63,91,68,92,99.5,95,A,92,77,A,90,66,C,75,B,89,96,A,96,93,N,N,N,N,N,CELINA ISD,2556,76.3,3351,0,0.0,490,14.6,271,8.1,0,0,384,11.5,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
