DISTRICT,CNTYNAME,COUNTY,DA0GS21R,DAD_POST,DASC4X21R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_RATING,REGION,REGNNAME
227803,TRAVIS,227,81.1,0,81.1,39,69,51,78,97.8,90,C,77,72,B,84,45,B,81,B,84,61,C,79,83,N,Y,N,N,N,WAYSIDE SCHOOLS,1014,61.7,1643,0,0.0,1301,79.2,715,43.5,0,0,197,12.0,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227804,TRAVIS,227,93.1,0,94.7,55,86,66,92,100,100,A,91,78,A,91,61,B,83,A,91,74,B,84,89,N,Y,N,N,N,NYOS CHARTER SCHOOL,933,65.6,1422,0,0.0,478,33.6,316,22.2,0,0,141,9.9,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227805,TRAVIS,227,0,0,.,39,69,94,99,100,100,B,87,84,A,93,67,A,92,A,93,58,C,78,89,N,Y,N,N,N,TEXAS EMPOWERMENT ACADEMY,277,70.7,392,0,0.0,229,58.4,0,0.0,0,0,38,9.7,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227806,TRAVIS,227,50, ,63.6,24,74,14,82,48.8,60,C,74,68,A,90,.,Not Rated,.,A,90,11,C,71,87,Y,Y,N,N,N,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,525,98.7,532,0,0.0,266,50.0,21,3.9,0,0,216,40.6,0,0,3,64,2,42,1,B,13,REGION 13: AUSTIN
227814,TRAVIS,227,., ,.,76,94,88,97,93.5,75,A,91,85,A,93,82,B,82,A,93,100,A,100,95,N,Y, ,N,Y,CHAPARRAL STAR ACADEMY,.,.,354,0,0.0,24,6.8,45,12.7,.,.,9,2.5,.,.,.,.,.,.,.,A,13,REGION 13: AUSTIN
227816,TRAVIS,227,94,0,95.1,47,79,77,94,98.9,95,B,88,81,A,92,62,A,92,A,92,71,B,83,89,N,Y,N,N,N,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,3011,71.3,4224,82,1.9,2809,66.5,2048,48.5,0,0,294,7.0,1701,40.3,.,.,.,.,.,B,13,REGION 13: AUSTIN
227817,TRAVIS,227,78.1,0,78.1,47,79,66,92,100,100,B,88,89,A,95,57,A,91,A,95,79,B,86,92,N,Y,N,N,N,CEDARS INTERNATIONAL ACADEMY,315,63.5,496,0,0.0,406,81.9,259,52.2,0,0,81,16.3,113,22.8,.,.,.,.,.,A,13,REGION 13: AUSTIN
227819,TRAVIS,227,., ,.,56,85,.,.,.,.,B,85,82,A,90,56,B,86,A,90,93,B,88,89,N,Y, ,N,Y,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,.,.,302,0,0.0,184,60.9,43,14.2,.,.,42,13.9,.,.,.,.,.,.,.,B,13,REGION 13: AUSTIN
227820,TRAVIS,227,97.2,0,97.3,40,70,68,92,99.2,95,B,84,76,A,90,54,A,90,A,90,52,C,76,86,N,Y,N,N,N,KIPP TEXAS PUBLIC SCHOOLS,21725,67.2,32318,0,0.0,29446,91.1,12186,37.7,0,0,2809,8.7,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
227821,TRAVIS,227,., ,.,46,74,.,.,.,.,C,74,72,C,75,46,Not Rated: SB 1365,53,C,75,49,C,70,74,N,Y, ,N,Y,AUSTIN DISCOVERY SCHOOL,.,.,430,0,0.0,48,11.2,3,0.7,.,.,59,13.7,.,.,.,.,.,.,.,C,13,REGION 13: AUSTIN
227824,TRAVIS,227,32.7,0,32.7,33,58,41,71,98.7,95,C,71,74,B,87,37,C,72,B,87,39,C,73,83,N,Y,N,N,N,VALERE PUBLIC SCHOOLS,553,54.3,1018,0,0.0,913,89.7,342,33.6,0,0,88,8.6,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227825,TRAVIS,227,100,0,100,30,56,79,95,84.5,55,C,71,67,C,73,55,A,91,B,89,40,C,73,84,N,Y,N,N,N,AUSTIN ACHIEVE PUBLIC SCHOOLS,1604,69.4,2312,0,0.0,2086,90.2,1267,54.8,0,0,226,9.8,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227826,TRAVIS,227,., ,.,46,74,.,.,.,.,C,74,74,C,79,46,Not Rated: SB 1365,65,C,79,57,C,72,77,N,Y, ,N,Y,MONTESSORI FOR ALL,.,.,470,.,0.0,208,44.3,106,22.6,.,.,39,8.3,.,.,.,.,.,.,.,C,13,REGION 13: AUSTIN
227827,TRAVIS,227,0, ,0,25,75,19,90,44.3,60,Not Rated,78,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,Y,Y,N,N,N,THE EXCEL CENTER - FOR ADULTS,844,100,844,0,0.0,769,91.1,173,20.5,0,0,18,2.1,0,0,0,0,0,33,0,Not Rated,13,REGION 13: AUSTIN
227829,TRAVIS,227,., ,.,62,91,.,.,100,100,A,91,77,A,90,62,C,79,A,90,86,B,88,90,N,Y,N,N,N,VALOR PUBLIC SCHOOLS,865,62.8,1378,0,0.0,308,22.4,74,5.4,0,0,112,8.1,0,0,.,.,.,.,.,A,13,REGION 13: AUSTIN
227901,TRAVIS,227,89.8,0,92,50,82,80,95,96.7,90,B,89,76,A,90,65,A,91,B,89,78,B,86,88,N,N,N,N,N,AUSTIN ISD,51733,72,71883,1182,1.6,36609,50.9,21072,29.3,345,0.5,9396,13.1,1152,1.6,.,.,.,.,.,B,13,REGION 13: AUSTIN
227904,TRAVIS,227,88.8,0,90.3,47,79,61,90,99.3,95,B,87,71,B,82,54,B,81,B,82,62,B,80,85,N,N,N,N,N,PFLUGERVILLE ISD,18889,74.5,25348,0,0.0,11582,45.7,6420,25.3,47,0.2,3100,12.2,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227907,TRAVIS,227,91.2,0,92,33,58,48,76,93.2,75,Not Rated: SB 1365,69,67,C,73,41,C,76,C,76,42,C,74,75,N,N,N,N,N,MANOR ISD,6870,76.1,9029,149,1.7,7142,79.1,4039,44.7,0,0,909,10.1,573,6.3,.,.,.,.,.,C,13,REGION 13: AUSTIN
227909,TRAVIS,227,93.6,0,94.3,76,94,86,97,100,100,A,96,81,A,92,81,B,85,A,92,100,A,100,97,N,N,N,N,N,EANES ISD,6397,81.9,7809,0,0.0,282,3.6,189,2.4,0,0,762,9.8,0,0,.,.,.,.,.,A,13,REGION 13: AUSTIN
227910,TRAVIS,227,86.1,0,87.8,33,58,55,83,96.7,90,C,74,72,B,84,44,B,81,B,84,54,C,77,82,N,N,N,N,N,DEL VALLE ISD,8248,76,10853,379,3.5,9694,89.3,4961,45.7,0,0,1650,15.2,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227912,TRAVIS,227,84.6,0,83.9,54,85,62,91,98.9,95,B,89,75,B,89,58,C,70,B,89,65,B,81,87,N,N,N,N,N,LAGO VISTA ISD,1431,79.4,1803,0,0.0,395,21.9,123,6.8,0,0,204,11.3,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
227913,TRAVIS,227,91.9,0,92.9,64,91,77,94,98.2,95,B,89,76,A,90,71,C,78,B,89,80,B,86,88,N,N,N,N,N,LAKE TRAVIS ISD,8604,78.6,10953,0,0.0,1086,9.9,766,7.0,0,0,1161,10.6,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
228901,TRINITY,228,65.6,0,66.7,53,84,41,71,100,100,B,82,77,A,90,47,C,79,A,90,63,B,80,87,N,N,N,N,N,GROVETON ISD,573,77.3,741,0,0.0,437,59.0,11,1.5,0,0,127,17.1,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
228903,TRINITY,228,98.6,0,97.2,36,62,44,73,92.9,70,Not Rated: SB 1365,68,65,Not Rated: SB 1365,69,40,C,76,C,76,13,Not Rated: SB 1365,57,70,N,N,N,N,N,TRINITY ISD,847,73.1,1159,0,0.0,1019,87.9,105,9.1,0,0,120,10.4,0,0,.,.,.,.,.,C,6,REGION 06: HUNTSVILLE
228904,TRINITY,228,., ,.,52,79,64,91,100,100,B,88,66,C,75,58,B,85,B,85,94,B,89,88,N,N, ,N,Y,CENTERVILLE ISD,.,.,137,0,0.0,77,56.2,0,0.0,.,.,17,12.4,.,.,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
228905,TRINITY,228,81.8,0,81.8,45,76,91,98,100,100,A,90,82,A,93,68,A,93,A,93,72,B,83,90,N,N,N,N,N,APPLE SPRINGS ISD,146,71.2,205,0,0.0,122,59.5,0,0.0,0,0,31,15.1,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
229901,TYLER,229,77.8,0,77.8,44,75,48,76,100,100,B,80,67,C,73,46,B,81,B,81,53,C,77,80,N,N,N,N,N,COLMESNEIL ISD,336,74.2,453,0,0.0,323,71.3,0,0.0,0,0,47,10.4,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
229903,TYLER,229,72.8,0,75.9,37,65,52,79,96.3,90,C,76,62,Not Rated: SB 1365,59,45,B,80,B,80,55,C,77,79,N,N,N,N,N,WOODVILLE ISD,954,75.5,1263,0,0.0,952,75.4,62,4.9,0,0,200,15.8,0,0,.,.,.,.,.,C,5,REGION 05: BEAUMONT
229904,TYLER,229,87.5,0,90.3,48,80,64,91,98.4,95,B,87,69,C,79,56,B,89,B,89,64,B,81,87,N,N,N,N,N,WARREN ISD,913,72.3,1262,0,0.0,746,59.1,16,1.3,0,0,171,13.5,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
229905,TYLER,229,33.3,0,35.3,45,76,50,78,100,100,B,82,80,A,92,48,B,81,A,92,63,B,80,88,N,N,N,N,N,SPURGER ISD,260,70.5,369,0,0.0,243,65.9,11,3.0,0,0,61,16.5,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
229906,TYLER,229,100,0,100,51,82,80,95,100,100,A,91,70,B,80,66,A,92,A,92,72,B,83,89,N,N,N,N,N,CHESTER ISD,175,82.5,212,0,0.0,120,56.6,0,0.0,0,0,20,9.4,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
230901,UPSHUR,230,82.1,0,88.9,47,79,56,85,100,100,B,86,72,B,84,52,B,88,B,88,64,B,81,86,N,N,N,N,N,BIG SANDY ISD,476,72.7,655,0,0.0,478,73.0,43,6.6,0,0,107,16.3,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
230902,UPSHUR,230,99.4,1,99.4,53,84,58,88,96.8,90,B,87,76,A,90,56,A,91,A,91,80,B,86,90,N,N,N,N,N,GILMER ISD,1941,72.5,2676,0,0.0,2274,85.0,259,9.7,0,0,276,10.3,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
230903,UPSHUR,230,78.6,0,76.1,43,74,87,97,96.7,90,B,86,68,C,76,65,A,92,A,92,63,B,80,88,N,N,N,N,N,ORE CITY ISD,631,73.3,861,0,0.0,591,68.6,75,8.7,0,0,100,11.6,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
230904,UPSHUR,230,34.3,0,36.4,45,76,49,77,100,100,B,81,71,B,82,47,B,81,B,82,56,C,78,81,N,N,N,N,N,UNION HILL ISD,219,77.1,284,0,0.0,196,69.0,8,2.8,0,0,27,9.5,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
230905,UPSHUR,230,100,0,100,58,88,46,75,100,100,B,85,72,B,84,52,B,83,B,84,61,C,79,83,N,N,N,N,N,HARMONY ISD,783,75.6,1036,0,0.0,565,54.5,63,6.1,0,0,86,8.3,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
230906,UPSHUR,230,92.5,0,92.4,58,88,46,75,98.5,95,B,84,71,B,82,52,C,76,B,82,74,B,84,84,N,N,N,N,N,NEW DIANA ISD,901,74.2,1214,0,0.0,501,41.3,18,1.5,0,0,74,6.1,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
230908,UPSHUR,230,94.8,0,94.4,61,90,59,89,98,95,A,91,79,A,91,60,B,87,A,91,100,A,100,94,N,N,N,N,N,UNION GROVE ISD,533,76,701,0,0.0,296,42.2,16,2.3,0,0,52,7.4,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
231901,UPTON,231,89.3,0,93.1,38,67,57,86,100,100,B,81,75,B,89,48,B,82,B,89,56,C,78,86,N,N,N,N,N,MCCAMEY ISD,378,72.6,521,0,0.0,347,66.6,25,4.8,0,0,57,10.9,0,0,.,.,.,.,.,B,18,REGION 18: MIDLAND
231902,UPTON,231,., ,.,50,77,83,96,100,100,B,89,72,B,82,67,B,87,B,87,84,B,85,88,N,N, ,N,Y,RANKIN ISD,.,.,312,0,0.0,125,40.1,31,9.9,.,.,31,9.9,.,.,.,.,.,.,.,B,18,REGION 18: MIDLAND
232901,UVALDE,232,., ,.,63,91,91,98,100,100,A,96,80,A,90,77,A,90,A,90,96,A,92,95,N,N, ,N,Y,KNIPPA ISD,.,.,412,0,0.0,132,32.0,16,3.9,.,.,42,10.2,.,.,.,.,.,.,.,A,20,REGION 20: SAN ANTONIO
232902,UVALDE,232,80.6,0,80.6,41,71,42,72,100,100,C,77,77,A,90,42,C,78,A,90,41,C,73,85,N,N,N,N,N,SABINAL ISD,310,78.9,393,0,0.0,311,79.1,19,4.8,0,0,76,19.3,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
232903,UVALDE,232,77.1,0,81.3,33,58,58,88,92.1,70,C,72,66,C,70,46,B,82,B,82,50,C,76,80,N,N,N,N,N,UVALDE CISD,2998,73.1,4103,275,6.7,3312,80.7,289,7.0,0,0,434,10.6,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
232904,UVALDE,232,., ,.,47,75,82,96,100,100,B,88,71,B,81,65,B,86,B,86,68,C,79,85,N,N, ,N,Y,UTOPIA ISD,.,.,212,0,0.0,90,42.5,8,3.8,.,.,28,13.2,.,.,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
233901,VAL VERDE,233,91,0,91.7,43,74,64,91,91.9,65,C,79,77,A,90,54,A,90,B,89,68,B,82,87,N,N,N,N,N,SAN FELIPE-DEL RIO CISD,7243,73.5,9851,469,4.8,7104,72.1,1884,19.1,87,0.9,1308,13.3,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
233903,VAL VERDE,233,., ,.,56,85,90,98,100,100,A,93,75,B,85,73,B,89,B,89,82,B,85,91,N,N, ,N,Y,COMSTOCK ISD,.,.,240,0,0.0,87,36.3,9,3.8,.,.,21,8.8,.,.,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
234801,VAN ZANDT,234,., ,.,40,.,13,.,.,.,Not Rated,.,54,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,Y,Y, ,Y,Y,RANCH ACADEMY,.,.,75,.,0.0,64,85.3,0,0.0,.,.,19,25.3,.,.,0,24,0,71,0,Not Rated,7,REGION 07: KILGORE
234902,VAN ZANDT,234,93.8,0,95.2,58,88,81,95,99.3,95,A,92,73,B,85,70,A,92,A,92,90,A,91,92,N,N,N,N,N,CANTON ISD,1694,74.5,2273,0,0.0,1022,45.0,91,4.0,0,0,214,9.4,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
234903,VAN ZANDT,234,81.5,0,83.6,50,82,66,92,98.2,95,B,89,72,B,84,58,B,87,B,87,68,B,82,87,N,N,N,N,N,EDGEWOOD ISD,765,74.5,1027,0,0.0,493,48.0,25,2.4,0,0,145,14.1,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
234904,VAN ZANDT,234,98.5,0,100,45,76,81,95,100,100,B,88,71,B,82,63,A,91,A,91,75,B,85,89,N,N,N,N,N,GRAND SALINE ISD,858,73.1,1173,0,0.0,681,58.1,150,12.8,0,0,152,13.0,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
234905,VAN ZANDT,234,84.4,0,81.8,55,86,56,85,100,100,B,88,67,C,73,56,B,85,B,85,84,B,88,88,N,N,N,N,N,MARTINS MILL ISD,378,74,511,0,0.0,250,48.9,55,10.8,0,0,52,10.2,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
234906,VAN ZANDT,234,96.5,0,96.5,51,82,86,97,96.8,90,A,90,78,A,91,69,A,93,A,93,80,B,86,91,N,N,N,N,N,VAN ISD,1850,78.2,2366,0,0.0,1434,60.6,165,7.0,0,0,278,11.7,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
234907,VAN ZANDT,234,80.4,0,80.4,40,70,36,67,97,90,C,73,66,C,70,38,Not Rated: SB 1365,68,C,70,19,Not Rated: SB 1365,63,70,N,N,N,N,N,WILLS POINT ISD,1933,73.6,2628,0,0.0,1635,62.2,340,12.9,0,0,379,14.4,0,0,.,.,.,.,.,C,10,REGION 10: RICHARDSON
234909,VAN ZANDT,234,60,0,65.2,43,74,96,99,100,100,B,89,75,B,89,70,A,93,A,93,61,C,79,89,N,N,N,N,N,FRUITVALE ISD,297,69.6,427,0,0.0,277,64.9,19,4.4,15,3.5,65,15.2,191,44.7,.,.,.,.,.,B,7,REGION 07: KILGORE
235901,VICTORIA,235,63.6,0,75,32,57,44,73,82.1,55,Not Rated: SB 1365,63,73,B,85,38,C,73,B,85,28,Not Rated: SB 1365,69,80,N,N,N,N,N,BLOOMINGTON ISD,604,73.2,825,0,0.0,709,85.9,163,19.8,0,0,117,14.2,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
235902,VICTORIA,235,81,0,82.9,38,67,51,78,98.1,95,C,77,68,C,76,45,C,79,C,79,50,C,76,78,N,N,N,N,N,VICTORIA ISD,9670,73,13253,0,0.0,9119,68.8,964,7.3,74,0.6,1694,12.8,0,0,.,.,.,.,.,C,3,REGION 03: VICTORIA
235904,VICTORIA,235,., ,.,80,95,.,.,.,.,A,95,92,A,96,80,A,94,A,96,100,A,100,97,N,N, ,N,Y,NURSERY ISD,.,.,136,.,0.0,62,45.6,5,3.7,.,.,16,11.8,.,.,.,.,.,.,.,A,3,REGION 03: VICTORIA
236801,WALKER,236,., ,.,9,.,25,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,Y,Y, ,Y,Y,RAVEN SCHOOL,.,.,29,0,0.0,29,100.0,2,6.9,.,.,15,51.7,.,.,0,.,0,9,0,Not Rated,6,REGION 06: HUNTSVILLE
236802,WALKER,236,., ,.,63,91,.,.,.,.,A,91,73,C,77,63,B,80,B,80,80,C,78,87,N,Y, ,N,Y,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,.,.,432,0,0.0,115,26.6,35,8.1,.,.,42,9.7,.,.,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
236901,WALKER,236,65.7,0,67.6,52,83,54,82,98.6,95,B,85,74,B,87,53,B,82,B,87,69,B,82,86,N,N,N,N,N,NEW WAVERLY ISD,769,77.4,994,0,0.0,507,51.0,33,3.3,0,0,105,10.6,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
236902,WALKER,236,80.5,0,81.3,39,69,49,77,90.9,65,C,71,66,C,70,44,C,74,C,74,58,C,78,75,N,N,N,N,N,HUNTSVILLE ISD,13680,89.6,15260,0,0.0,8590,56.3,1808,11.8,0,0,1641,10.8,0,0,.,.,.,.,.,C,6,REGION 06: HUNTSVILLE
237902,WALLER,237,85.7,0,88.6,26,52,34,65,96.6,90,Not Rated: SB 1365,65,58,Not Rated: SB 1365,57,30,Not Rated: SB 1365,62,Not Rated: SB 1365,62,6,Not Rated: SB 1365,42,58,N,N,N,N,N,HEMPSTEAD ISD,1100,69.4,1584,0,0.0,1393,87.9,537,33.9,0,0,156,9.8,0,0,.,.,.,.,.,Not Rated: SB 1365,4,REGION 04: HOUSTON
237904,WALLER,237,69.4,0,71.4,43,74,52,79,98,95,B,80,68,C,76,48,B,82,B,82,46,C,75,80,N,N,N,N,N,WALLER ISD,6276,75,8367,0,0.0,5688,68.0,2611,31.2,0,0,1133,13.5,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
237905,WALLER,237,98.6,0,99.3,35,60,60,90,99.3,95,C,79,71,B,82,48,B,84,B,84,43,C,74,81,N,N,N,N,N,ROYAL ISD,1925,74.8,2572,174,6.8,1955,76.0,1154,44.9,0,0,273,10.6,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
238902,WARD,238,56.8,0,60,44,75,60,90,97.3,90,B,84,71,B,82,52,C,70,B,82,67,B,82,83,N,N,N,N,N,MONAHANS-WICKETT-PYOTE ISD,1524,74.7,2039,0,0.0,630,30.9,209,10.3,0,0,344,16.9,0,0,.,.,.,.,.,B,18,REGION 18: MIDLAND
238904,WARD,238,., ,.,28,54,40,71,93.8,75,Not Rated: SB 1365,65,61,Not Rated: SB 1365,68,34,Not Rated: SB 1365,63,Not Rated: SB 1365,68,0,Not Rated: SB 1365,30,57,N,N, ,N,Y,GRANDFALLS-ROYALTY ISD,.,.,147,0,0.0,91,61.9,2,1.4,.,.,24,16.3,.,.,.,.,.,.,.,Not Rated: SB 1365,18,REGION 18: MIDLAND
239901,WASHINGTON,239,71.8,0,73.6,47,79,53,80,95.2,85,B,81,69,C,79,50,B,80,B,80,63,B,80,81,N,N,N,N,N,BRENHAM ISD,3718,76.4,4866,0,0.0,2590,53.2,631,13.0,0,0,731,15.0,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
239903,WASHINGTON,239,100,0,100,59,89,59,89,100,100,A,91,80,A,92,59,B,88,A,92,100,A,100,94,N,N,N,N,N,BURTON ISD,354,68.2,519,0,0.0,250,48.2,27,5.2,0,0,58,11.2,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
240801,WEBB,240,81.3, ,91.7,29,80,23,91,100,100,B,88,74,A,92,.,Not Rated,.,A,92,8,Not Rated: SB 1365,68,91,Y,Y,N,N,N,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,182,100,182,0,0.0,177,97.3,106,58.2,0,0,21,11.5,0,0,6,92,5,42,1,Not Rated: Data Under Review,1,REGION 01: EDINBURG
240901,WEBB,240,95.8, ,96,44,75,99,100,97,90,B,88,77,A,90,72,A,94,A,94,70,B,83,91,N,N,N,N,N,LAREDO ISD,14314,72.6,19716,715,3.6,19027,96.5,10890,55.2,253,1.3,1936,9.8,0,0,.,.,.,.,.,Not Rated: Data Under Review,1,REGION 01: EDINBURG
240903,WEBB,240,90.6,1,91.9,52,83,82,96,97.5,90,A,90,83,A,93,67,A,93,A,93,95,A,95,94,N,N,N,N,N,UNITED ISD,30709,78.3,39243,537,1.4,29610,75.5,14795,37.7,360,0.9,4642,11.8,0,0,.,.,.,.,.,A,1,REGION 01: EDINBURG
240904,WEBB,240,94.1,0,94.1,39,69,88,97,100,100,B,86,75,B,89,64,A,93,B,89,63,B,80,86,N,N,N,N,N,WEBB CISD,200,75.8,264,0,0.0,216,81.8,25,9.5,0,0,39,14.8,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
241901,WHARTON,241,100,0,100,47,79,50,78,100,100,B,83,70,B,80,49,C,79,B,80,45,C,75,81,N,N,N,N,N,BOLING ISD,861,75.5,1141,0,0.0,597,52.3,95,8.3,0,0,95,8.3,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
241902,WHARTON,241,85.1,0,84,60,90,69,92,100,100,A,93,75,B,89,65,A,90,A,90,95,B,89,92,N,N,N,N,N,EAST BERNARD ISD,729,76.4,954,0,0.0,368,38.6,56,5.9,0,0,90,9.4,0,0,.,.,.,.,.,A,3,REGION 03: VICTORIA
241903,WHARTON,241,95,0,95.2,45,76,77,94,99.1,95,B,87,68,C,76,61,A,92,A,92,61,C,79,88,N,N,N,N,N,EL CAMPO ISD,2567,75.4,3404,0,0.0,2555,75.1,424,12.5,0,0,391,11.5,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
241904,WHARTON,241,96,0,95.9,30,56,39,70,95.6,85,Not Rated: SB 1365,67,56,Not Rated: SB 1365,56,35,Not Rated: SB 1365,69,Not Rated: SB 1365,69,0,Not Rated: SB 1365,30,57,N,N,N,N,N,WHARTON ISD,1417,72.3,1960,74,3.8,1652,84.3,277,14.1,38,1.9,249,12.7,0,0,.,.,.,.,.,Not Rated: SB 1365,3,REGION 03: VICTORIA
241906,WHARTON,241,96.8,0,96.4,46,78,94,99,100,100,A,91,68,C,76,70,A,93,B,89,60,C,79,87,N,N,N,N,N,LOUISE ISD,372,71.8,518,0,0.0,330,63.7,68,13.1,0,0,43,8.3,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
242902,WHEELER,242,80,0,76.9,45,76,44,73,100,100,B,80,67,C,73,45,C,76,C,76,27,Not Rated: SB 1365,68,76,N,N,N,N,N,SHAMROCK ISD,264,69.3,381,0,0.0,234,61.4,17,4.5,0,0,70,18.4,0,0,.,.,.,.,.,C,16,REGION 16: AMARILLO
242903,WHEELER,242,., ,.,54,82,71,93,100,100,A,90,73,B,83,63,A,90,A,90,97,A,94,91,N,N, ,N,Y,WHEELER ISD,.,.,406,0,0.0,274,67.5,90,22.2,.,.,43,10.6,.,.,.,.,.,.,.,A,16,REGION 16: AMARILLO
242905,WHEELER,242,., ,.,47,75,72,93,100,100,B,87,68,C,78,60,B,88,B,88,72,B,81,86,N,N, ,N,Y,KELTON ISD,.,.,137,0,0.0,92,67.2,8,5.8,.,.,17,12.4,.,.,.,.,.,.,.,B,16,REGION 16: AMARILLO
242906,WHEELER,242,., ,.,59,89,64,91,100,100,A,92,74,B,84,62,B,81,B,84,100,A,100,94,N,N, ,N,Y,FORT ELLIOTT CISD,.,.,159,0,0.0,49,30.8,1,0.6,.,.,17,10.7,.,.,.,.,.,.,.,A,16,REGION 16: AMARILLO
243901,WICHITA,243,69.2,0,67.3,43,74,64,91,96.2,90,B,84,70,B,80,54,B,83,B,83,45,C,75,81,N,N,N,N,N,BURKBURNETT ISD,2373,71.8,3307,0,0.0,1656,50.1,70,2.1,0,0,507,15.3,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
243902,WICHITA,243,87.5,0,95.5,45,76,58,88,96.2,90,B,84,73,B,85,52,B,87,B,87,68,B,82,86,N,N,N,N,N,ELECTRA ISD,305,67.2,454,0,0.0,308,67.8,3,0.7,0,0,73,16.1,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
243903,WICHITA,243,91.7,0,91.7,58,88,77,94,99.2,95,A,92,76,A,90,68,A,91,A,91,97,A,97,94,N,N,N,N,N,IOWA PARK CISD,1438,74.9,1921,0,0.0,724,37.7,11,0.6,0,0,293,15.3,0,0,.,.,.,.,.,A,9,REGION 09: WICHITA FALLS
243905,WICHITA,243,88.1,0,88.6,41,71,54,82,99.5,95,B,80,70,B,80,48,B,81,B,81,53,C,77,80,N,N,N,N,N,WICHITA FALLS ISD,9369,70.1,13371,0,0.0,8802,65.8,1425,10.7,0,0,1973,14.8,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
243906,WICHITA,243,90.4,0,91.7,47,79,67,92,98.6,95,B,87,72,B,84,57,A,91,A,91,61,C,79,87,N,N,N,N,N,CITY VIEW ISD,854,76.2,1121,0,0.0,816,72.8,31,2.8,0,0,212,18.9,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
