DISTRICT,DD3G,DD3S,COUNTY,CNTYNAME,DDALLS,D_RATING,DFLALTED,DFLCHART,DFLNEWDIST,DISTNAME,REGION,REGNNAME,DD2G,DD2S,DD2AG,DD2AS,DD2BG,DD2BS,DD1G,DD1S,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP
034903,A,90.0,34,CASS,88.0,B,N,N,N,HUGHES SPRINGS ISD,8,REGION 08: MT PLEASANT,B,87.0,B,87.0,B,87.0,B,86.0,825,71.8,1149,0,0.0,681,59,5.1,0,0.0,149,13.0,0,0.0
034905,C,71.0,34,CASS,78.0,C,N,N,N,LINDEN-KILDARE CISD,8,REGION 08: MT PLEASANT,B,81.0,C,72.0,B,81.0,C,77.0,463,70.2,660,0,0.0,484,38,5.8,0,0.0,108,16.4,0,0.0
034906,C,75.0,34,CASS,79.0,C,N,N,N,MCLEOD ISD,8,REGION 08: MT PLEASANT,B,80.0,B,80.0,C,79.0,B,80.0,308,74.6,413,0,0.0,238,0,0.0,0,0.0,55,13.3,0,0.0
034907,C,75.0,34,CASS,81.0,B,N,N,N,QUEEN CITY ISD,8,REGION 08: MT PLEASANT,B,84.0,C,76.0,B,84.0,B,83.0,701,73.5,954,0,0.0,615,1,0.1,0,0.0,182,19.1,0,0.0
034909,C,77.0,34,CASS,79.0,C,N,N,N,BLOOMBURG ISD,8,REGION 08: MT PLEASANT,B,80.0,D,62.0,B,80.0,B,80.0,187,73.0,256,0,0.0,207,6,2.3,0,0.0,39,15.2,0,0.0
035901,F,51.0,35,CASTRO,62.0,D,N,N,N,DIMMITT ISD,16,REGION 16: AMARILLO,D,67.0,D,67.0,D,67.0,D,62.0,817,74.5,1096,0,0.0,936,286,26.1,0,0.0,111,10.1,0,0.0
035902,A,94.0,35,CASTRO,89.0,B,N,N,N,HART ISD,16,REGION 16: AMARILLO,B,87.0,F,58.0,B,87.0,B,84.0,142,68.6,207,0,0.0,173,52,25.1,0,0.0,26,12.6,0,0.0
035903,A,100.0,35,CASTRO,98.0,A,N,N,N,NAZARETH ISD,16,REGION 16: AMARILLO,A,95.0,B,88.0,A,95.0,A,97.0,179,71.9,249,0,0.0,52,1,0.4,0,0.0,22,8.8,0,0.0
036901,C,72.0,36,CHAMBERS,75.0,C,N,N,N,ANAHUAC ISD,4,REGION 04: HOUSTON,C,76.0,D,67.0,C,76.0,C,76.0,1109,74.6,1487,0,0.0,916,116,7.8,0,0.0,216,14.5,0,0.0
036902,A,90.0,36,CHAMBERS,91.0,A,N,N,N,BARBERS HILL ISD,4,REGION 04: HOUSTON,B,85.0,C,79.0,B,85.0,A,91.0,5400,73.8,7318,0,0.0,2161,361,4.9,0,0.0,832,11.4,0,0.0
036903,B,87.0,36,CHAMBERS,84.0,B,N,N,N,EAST CHAMBERS ISD,5,REGION 05: BEAUMONT,B,82.0,C,74.0,B,82.0,C,79.0,1144,73.6,1554,0,0.0,986,416,26.8,0,0.0,200,12.9,0,0.0
037901,B,83.0,37,CHEROKEE,86.0,B,N,N,N,ALTO ISD,7,REGION 07: KILGORE,B,87.0,D,66.0,B,87.0,B,81.0,404,75.4,536,0,0.0,418,110,20.5,0,0.0,100,18.7,0,0.0
037904,D,65.0,37,CHEROKEE,69.0,D,N,N,N,JACKSONVILLE ISD,7,REGION 07: KILGORE,C,75.0,D,69.0,C,75.0,D,69.0,3423,69.8,4902,0,0.0,4046,1658,33.8,0,0.0,752,15.3,0,0.0
037907,C,78.0,37,CHEROKEE,80.0,B,N,N,N,RUSK ISD,7,REGION 07: KILGORE,B,81.0,C,70.0,B,81.0,C,77.0,1525,74.2,2054,0,0.0,1409,165,8.0,0,0.0,264,12.9,0,0.0
037908,B,82.0,37,CHEROKEE,87.0,B,N,N,N,NEW SUMMERFIELD ISD,7,REGION 07: KILGORE,B,89.0,D,60.0,B,89.0,B,88.0,387,75.1,515,0,0.0,419,262,50.9,0,0.0,49,9.5,0,0.0
037909,A,93.0,37,CHEROKEE,91.0,A,N,N,N,WELLS ISD,7,REGION 07: KILGORE,A,90.0,B,85.0,A,90.0,A,90.0,179,69.1,259,0,0.0,172,12,4.6,0,0.0,51,19.7,0,0.0
038901,C,73.0,38,CHILDRESS,79.0,C,N,N,N,CHILDRESS ISD,16,REGION 16: AMARILLO,B,82.0,C,70.0,B,82.0,C,79.0,757,75.3,1005,0,0.0,624,31,3.1,0,0.0,155,15.4,0,0.0
039902,C,78.0,39,CLAY,81.0,B,N,N,N,HENRIETTA ISD,9,REGION 09: WICHITA FALLS,C,79.0,C,74.0,C,79.0,B,82.0,745,75.3,989,0,0.0,468,11,1.1,0,0.0,190,19.2,0,0.0
039903,D,68.0,39,CLAY,69.0,D,N,N,N,PETROLIA CISD,9,REGION 09: WICHITA FALLS,C,72.0,C,72.0,D,68.0,D,67.0,342,73.1,468,0,0.0,300,4,0.9,0,0.0,77,16.5,0,0.0
039904,A,92.0,39,CLAY,90.0,A,N,N,N,BELLEVUE ISD,9,REGION 09: WICHITA FALLS,B,87.0,B,87.0,B,86.0,B,89.0,116,69.9,166,0,0.0,84,2,1.2,0,0.0,23,13.9,0,0.0
039905,D,68.0,39,CLAY,74.0,C,N,N,N,MIDWAY ISD,9,REGION 09: WICHITA FALLS,C,77.0,C,77.0,C,72.0,C,76.0,95,72.5,131,0,0.0,72,4,3.1,0,0.0,29,22.1,0,0.0
040901,D,60.0,40,COCHRAN,66.0,D,N,N,N,MORTON ISD,17,REGION 17: LUBBOCK,D,64.0,F,53.0,D,64.0,D,68.0,259,73.4,353,0,0.0,292,84,23.8,0,0.0,50,14.2,0,0.0
040902,B,81.0,40,COCHRAN,79.0,C,N,N,N,WHITEFACE CISD,17,REGION 17: LUBBOCK,C,73.0,D,64.0,C,73.0,C,78.0,246,74.8,329,0,0.0,182,32,9.7,0,0.0,43,13.1,0,0.0
041901,A,93.0,41,COKE,92.0,A,N,N,N,BRONTE ISD,15,REGION 15: SAN ANGELO,A,92.0,C,72.0,A,92.0,A,92.0,161,68.8,234,0,0.0,122,5,2.1,0,0.0,47,20.1,0,0.0
041902,A,93.0,41,COKE,91.0,A,N,N,N,ROBERT LEE ISD,15,REGION 15: SAN ANGELO,A,90.0,C,77.0,A,90.0,A,90.0,205,74.5,275,0,0.0,171,8,2.9,0,0.0,45,16.4,0,0.0
042901,C,77.0,42,COLEMAN,78.0,C,N,N,N,COLEMAN ISD,15,REGION 15: SAN ANGELO,C,78.0,C,76.0,C,78.0,C,79.0,560,70.6,793,0,0.0,460,15,1.9,0,0.0,137,17.3,0,0.0
042903,B,81.0,42,COLEMAN,84.0,B,N,N,N,SANTA ANNA ISD,15,REGION 15: SAN ANGELO,B,85.0,C,74.0,B,85.0,B,80.0,192,71.1,270,0,0.0,269,1,0.4,0,0.0,25,9.3,0,0.0
042905,C,78.0,42,COLEMAN,82.0,B,N,N,N,PANTHER CREEK CISD,15,REGION 15: SAN ANGELO,B,82.0,D,64.0,B,82.0,B,84.0,98,68.1,144,0,0.0,98,1,0.7,0,0.0,46,31.9,0,0.0
043801,A,97.0,43,COLLIN,98.0,A,N,Y,N,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,10,REGION 10: RICHARDSON,B,89.0,B,83.0,B,89.0,A,98.0,1029,73.6,1399,0,0.0,34,201,14.4,0,0.0,83,5.9,0,0.0
043802,B,88.0,43,COLLIN,91.0,A,N,Y,N,LONE STAR LANGUAGE ACADEMY,10,REGION 10: RICHARDSON,B,89.0,B,89.0,D,69.0,A,92.0,73,42.0,174,0,0.0,3,32,18.4,0,0.0,12,6.9,0,0.0
043901,A,92.0,43,COLLIN,89.0,B,N,N,N,ALLEN ISD,10,REGION 10: RICHARDSON,B,86.0,B,86.0,B,80.0,B,89.0,17014,78.4,21711,0,0.0,3861,2455,11.3,0,0.0,3011,13.9,0,0.0
043902,C,78.0,43,COLLIN,78.0,C,N,N,N,ANNA ISD,10,REGION 10: RICHARDSON,C,78.0,C,78.0,C,75.0,C,77.0,3616,72.2,5007,0,0.0,2671,663,13.2,0,0.0,714,14.3,0,0.0
043903,C,79.0,43,COLLIN,84.0,B,N,N,N,CELINA ISD,10,REGION 10: RICHARDSON,C,71.0,C,71.0,D,67.0,B,86.0,2909,74.8,3888,0,0.0,743,424,10.9,0,0.0,465,12.0,0,0.0
043904,C,77.0,43,COLLIN,83.0,B,N,N,N,FARMERSVILLE ISD,10,REGION 10: RICHARDSON,B,85.0,C,72.0,B,85.0,B,84.0,1594,75.6,2109,0,0.0,1246,312,14.8,0,0.0,294,13.9,0,0.0
043905,B,89.0,43,COLLIN,90.0,A,N,N,N,FRISCO ISD,10,REGION 10: RICHARDSON,B,84.0,B,84.0,B,80.0,A,91.0,52711,78.9,66780,0,0.0,9507,7352,11.0,0,0.0,7099,10.6,0,0.0
043907,B,85.0,43,COLLIN,85.0,B,N,N,N,MCKINNEY ISD,10,REGION 10: RICHARDSON,B,82.0,B,82.0,C,78.0,B,85.0,18043,77.9,23174,0,0.0,8175,3272,14.1,0,0.0,3477,15.0,0,0.0
043908,A,91.0,43,COLLIN,90.0,A,N,N,N,MELISSA ISD,10,REGION 10: RICHARDSON,B,83.0,B,83.0,C,78.0,A,90.0,4054,72.0,5629,0,0.0,1017,511,9.1,0,0.0,812,14.4,0,0.0
043910,B,80.0,43,COLLIN,84.0,B,N,N,N,PLANO ISD,10,REGION 10: RICHARDSON,B,81.0,C,78.0,B,81.0,B,85.0,37296,76.5,48752,0,0.0,18006,11538,23.7,0,0.0,6393,13.1,0,0.0
043911,C,76.0,43,COLLIN,81.0,B,N,N,N,PRINCETON ISD,10,REGION 10: RICHARDSON,B,83.0,C,73.0,B,83.0,B,80.0,5644,72.1,7825,0,0.0,4731,1650,21.1,0,0.0,1128,14.4,0,0.0
043912,A,90.0,43,COLLIN,90.0,A,N,N,N,PROSPER ISD,10,REGION 10: RICHARDSON,B,83.0,B,83.0,D,67.0,A,90.0,18481,74.2,24897,0,0.0,1706,2448,9.8,0,0.0,2962,11.9,0,0.0
043914,A,91.0,43,COLLIN,92.0,A,N,N,N,WYLIE ISD,10,REGION 10: RICHARDSON,B,87.0,B,83.0,B,87.0,A,92.0,14440,76.9,18776,0,0.0,5369,2756,14.7,0,0.0,2470,13.2,0,0.0
043917,C,73.0,43,COLLIN,77.0,C,N,N,N,BLUE RIDGE ISD,10,REGION 10: RICHARDSON,C,74.0,D,60.0,C,74.0,C,79.0,749,74.6,1004,0,0.0,511,93,9.3,0,0.0,149,14.8,0,0.0
043918,C,78.0,43,COLLIN,78.0,C,N,N,N,COMMUNITY ISD,10,REGION 10: RICHARDSON,C,73.0,C,73.0,C,72.0,C,78.0,2939,71.0,4140,0,0.0,2211,925,22.3,54,1.3,533,12.9,0,0.0
043919,A,95.0,43,COLLIN,96.0,A,N,N,N,LOVEJOY ISD,10,REGION 10: RICHARDSON,B,89.0,B,89.0,B,86.0,A,96.0,3586,84.5,4246,0,0.0,168,61,1.4,0,0.0,386,9.1,0,0.0
044902,C,76.0,44,COLLINGSWORTH,81.0,B,N,N,N,WELLINGTON ISD,16,REGION 16: AMARILLO,B,83.0,C,77.0,B,83.0,B,81.0,409,78.1,524,0,0.0,319,37,7.1,0,0.0,72,13.7,0,0.0
045902,C,78.0,45,COLORADO,80.0,B,N,N,N,COLUMBUS ISD,4,REGION 04: HOUSTON,B,81.0,C,73.0,B,81.0,C,79.0,1142,72.2,1582,0,0.0,984,251,15.9,0,0.0,221,14.0,0,0.0
045903,C,72.0,45,COLORADO,78.0,C,N,N,N,RICE CISD,3,REGION 03: VICTORIA,B,80.0,C,73.0,B,80.0,C,75.0,957,74.6,1282,0,0.0,1021,120,9.4,0,0.0,182,14.2,0,0.0
045905,B,81.0,45,COLORADO,85.0,B,N,N,N,WEIMAR ISD,3,REGION 03: VICTORIA,B,86.0,C,73.0,B,86.0,B,84.0,513,73.9,694,0,0.0,422,119,17.1,0,0.0,92,13.3,0,0.0
046802,X,,46,COMAL,,X,Y,Y,N,TRINITY CHARTER SCHOOL,20,REGION 20: SAN ANTONIO,X,,X,,X,,X,,320,100.0,320,0,0.0,306,24,7.5,0,0.0,130,40.6,0,0.0
046901,C,78.0,46,COMAL,81.0,B,N,N,N,NEW BRAUNFELS ISD,20,REGION 20: SAN ANTONIO,C,76.0,C,76.0,C,75.0,B,82.0,7203,74.1,9722,0,0.0,3886,943,9.7,0,0.0,1259,13.0,0,0.0
046902,B,84.0,46,COMAL,85.0,B,N,N,N,COMAL ISD,20,REGION 20: SAN ANTONIO,C,78.0,C,76.0,C,78.0,B,86.0,22013,77.5,28393,341,1.2,8938,1697,6.0,0,0.0,4168,14.7,0,0.0
047901,B,82.0,47,COMANCHE,83.0,B,N,N,N,COMANCHE ISD,14,REGION 14: ABILENE,B,83.0,C,77.0,B,83.0,B,80.0,918,68.7,1337,0,0.0,844,206,15.4,0,0.0,185,13.8,0,0.0
047902,A,93.0,47,COMANCHE,92.0,A,N,N,N,DE LEON ISD,14,REGION 14: ABILENE,A,91.0,B,85.0,A,91.0,A,91.0,516,73.3,704,0,0.0,441,46,6.5,0,0.0,98,13.9,0,0.0
047903,B,87.0,47,COMANCHE,89.0,B,N,N,N,GUSTINE ISD,14,REGION 14: ABILENE,A,90.0,C,74.0,A,90.0,B,89.0,99,70.2,141,0,0.0,106,48,34.0,0,0.0,29,20.6,0,0.0
047905,C,75.0,47,COMANCHE,84.0,B,N,N,N,SIDNEY ISD,14,REGION 14: ABILENE,B,86.0,D,69.0,B,86.0,B,88.0,101,81.5,124,0,0.0,78,0,0.0,0,0.0,14,11.3,0,0.0
048901,C,77.0,48,CONCHO,79.0,C,N,N,N,EDEN CISD,15,REGION 15: SAN ANGELO,C,79.0,D,64.0,C,79.0,B,80.0,156,72.6,215,0,0.0,145,15,7.0,0,0.0,47,21.9,0,0.0
048903,C,74.0,48,CONCHO,78.0,C,N,N,N,PAINT ROCK ISD,15,REGION 15: SAN ANGELO,C,78.0,F,58.0,C,78.0,B,80.0,163,73.4,222,0,0.0,179,14,6.3,0,0.0,44,19.8,0,0.0
049901,F,55.0,49,COOKE,63.0,D,N,N,N,GAINESVILLE ISD,11,REGION 11: FORT WORTH,D,65.0,F,58.0,D,65.0,D,66.0,2162,70.1,3084,0,0.0,2004,946,30.7,0,0.0,375,12.2,0,0.0
049902,B,86.0,49,COOKE,92.0,A,N,N,N,MUENSTER ISD,11,REGION 11: FORT WORTH,B,87.0,C,76.0,B,87.0,A,94.0,404,74.1,545,0,0.0,126,7,1.3,0,0.0,74,13.6,0,0.0
049903,F,50.0,49,COOKE,63.0,D,N,N,N,VALLEY VIEW ISD,11,REGION 11: FORT WORTH,D,63.0,F,59.0,D,63.0,D,68.0,679,74.0,917,0,0.0,487,162,17.7,0,0.0,156,17.0,0,0.0
049905,C,72.0,49,COOKE,76.0,C,N,N,N,CALLISBURG ISD,11,REGION 11: FORT WORTH,C,74.0,C,74.0,C,71.0,C,77.0,872,75.2,1160,0,0.0,519,50,4.3,0,0.0,205,17.7,0,0.0
049906,A,92.0,49,COOKE,88.0,B,N,N,N,ERA ISD,11,REGION 11: FORT WORTH,B,80.0,C,72.0,B,80.0,B,86.0,403,74.8,539,0,0.0,190,14,2.6,0,0.0,89,16.5,0,0.0
049907,B,88.0,49,COOKE,87.0,B,N,N,N,LINDSAY ISD,11,REGION 11: FORT WORTH,B,81.0,B,81.0,C,70.0,B,87.0,378,78.8,480,0,0.0,38,1,0.2,0,0.0,68,14.2,0,0.0
049908,F,59.0,49,COOKE,58.0,F,N,N,N,WALNUT BEND ISD,11,REGION 11: FORT WORTH,F,58.0,F,55.0,F,58.0,F,56.0,35,64.8,54,0,0.0,49,3,5.6,0,0.0,11,20.4,0,0.0
049909,C,77.0,49,COOKE,78.0,C,N,N,N,SIVELLS BEND ISD,11,REGION 11: FORT WORTH,C,79.0,C,79.0,C,70.0,C,72.0,44,62.9,70,0,0.0,44,0,0.0,0,0.0,16,22.9,0,0.0
050901,D,68.0,50,CORYELL,69.0,D,N,N,N,EVANT ISD,12,REGION 12: WACO,C,76.0,C,76.0,D,63.0,D,61.0,143,70.4,203,0,0.0,134,30,14.8,0,0.0,23,11.3,0,0.0
050902,C,71.0,50,CORYELL,75.0,C,N,N,N,GATESVILLE ISD,12,REGION 12: WACO,C,77.0,C,75.0,C,77.0,C,77.0,2013,74.5,2701,0,0.0,1477,139,5.1,0,0.0,424,15.7,0,0.0
050904,F,49.0,50,CORYELL,65.0,D,N,N,N,OGLESBY ISD,12,REGION 12: WACO,D,68.0,F,56.0,D,68.0,C,72.0,135,68.5,197,0,0.0,126,12,6.1,0,0.0,26,13.2,0,0.0
050909,F,53.0,50,CORYELL,61.0,D,N,N,N,JONESBORO ISD,12,REGION 12: WACO,F,59.0,F,54.0,F,59.0,D,65.0,238,72.6,328,0,0.0,206,0,0.0,0,0.0,35,10.7,0,0.0
050910,B,87.0,50,CORYELL,85.0,B,N,N,N,COPPERAS COVE ISD,12,REGION 12: WACO,B,84.0,C,79.0,B,84.0,B,82.0,6023,75.0,8035,0,0.0,4902,510,6.3,0,0.0,1352,16.8,0,0.0
051901,C,71.0,51,COTTLE,81.0,B,N,N,N,PADUCAH ISD,17,REGION 17: LUBBOCK,B,84.0,F,59.0,B,84.0,B,85.0,118,75.2,157,0,0.0,112,0,0.0,0,0.0,31,19.7,0,0.0
052901,F,58.0,52,CRANE,64.0,D,N,N,N,CRANE ISD,15,REGION 15: SAN ANGELO,D,62.0,D,62.0,D,61.0,D,66.0,840,71.4,1177,0,0.0,738,307,26.1,0,0.0,91,7.7,0,0.0
053001,C,77.0,53,CROCKETT,81.0,B,N,N,N,CROCKETT COUNTY CONSOLIDATED CSD,15,REGION 15: SAN ANGELO,B,83.0,D,63.0,B,83.0,B,80.0,548,77.7,705,0,0.0,436,106,15.0,0,0.0,79,11.2,0,0.0
054901,B,80.0,54,CROSBY,83.0,B,N,N,N,CROSBYTON CISD,17,REGION 17: LUBBOCK,B,83.0,F,59.0,B,83.0,B,84.0,205,67.7,303,0,0.0,252,3,1.0,0,0.0,48,15.8,0,0.0
054902,C,78.0,54,CROSBY,74.0,C,N,N,N,LORENZO ISD,17,REGION 17: LUBBOCK,D,69.0,F,58.0,D,69.0,C,72.0,180,75.3,239,0,0.0,191,22,9.2,0,0.0,35,14.6,0,0.0
054903,D,65.0,54,CROSBY,68.0,D,N,N,N,RALLS ISD,17,REGION 17: LUBBOCK,D,69.0,D,69.0,D,66.0,D,67.0,338,74.6,453,0,0.0,369,12,2.6,0,0.0,55,12.1,0,0.0
055901,A,91.0,55,CULBERSON,88.0,B,N,N,N,CULBERSON COUNTY-ALLAMOORE ISD,18,REGION 18: MIDLAND,B,86.0,F,58.0,B,86.0,B,86.0,263,72.1,365,0,0.0,299,20,5.5,59,16.2,40,11.0,0,0.0
056901,C,72.0,56,DALLAM,73.0,C,N,N,N,DALHART ISD,16,REGION 16: AMARILLO,C,74.0,C,74.0,C,73.0,C,73.0,1223,69.8,1753,0,0.0,1131,581,33.1,0,0.0,166,9.5,0,0.0
056902,A,95.0,56,DALLAM,89.0,B,N,N,N,TEXLINE ISD,16,REGION 16: AMARILLO,B,86.0,B,86.0,B,85.0,B,87.0,155,71.1,218,0,0.0,140,50,22.9,0,0.0,20,9.2,0,0.0
057802,F,51.0,57,DALLAS,56.0,F,N,Y,N,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,10,REGION 10: RICHARDSON,F,55.0,F,55.0,F,50.0,F,58.0,384,80.7,476,0,0.0,393,119,25.0,0,0.0,74,15.5,0,0.0
057803,C,71.0,57,DALLAS,75.0,C,N,Y,N,UPLIFT EDUCATION,10,REGION 10: RICHARDSON,C,76.0,C,72.0,C,76.0,C,71.0,16812,72.8,23082,0,0.0,19037,7825,33.9,0,0.0,1945,8.4,594,2.6
057804,C,75.0,57,DALLAS,77.0,C,Y,Y,N,TEXANS CAN ACADEMIES,10,REGION 10: RICHARDSON,C,78.0,C,78.0,C,78.0,C,71.0,3790,100.0,3790,0,0.0,3158,1367,36.1,0,0.0,437,11.5,0,0.0
057805,F,30.0,57,DALLAS,49.0,F,N,Y,N,LUMIN EDUCATION,10,REGION 10: RICHARDSON,F,56.0,X,,F,56.0,F,57.0,27,12.1,223,0,0.0,151,98,43.9,0,0.0,23,10.3,0,0.0
057806,D,65.0,57,DALLAS,64.0,D,N,Y,N,ADVANTAGE ACADEMY,10,REGION 10: RICHARDSON,F,59.0,F,59.0,F,58.0,D,64.0,665,65.7,1012,0,0.0,893,245,24.2,0,0.0,92,9.1,0,0.0
057807,C,71.0,57,DALLAS,75.0,C,N,Y,N,LIFE SCHOOL,10,REGION 10: RICHARDSON,C,74.0,D,66.0,C,74.0,C,76.0,4201,76.4,5498,0,0.0,3714,590,10.7,0,0.0,796,14.5,0,0.0
057808,B,85.0,57,DALLAS,82.0,B,N,Y,N,UNIVERSAL ACADEMY,10,REGION 10: RICHARDSON,B,81.0,B,81.0,D,68.0,C,78.0,1129,55.3,2042,0,0.0,717,1002,49.1,0,0.0,69,3.4,0,0.0
057809,A,90.0,57,DALLAS,87.0,B,N,Y,N,NOVA ACADEMY,10,REGION 10: RICHARDSON,B,85.0,B,80.0,B,85.0,C,76.0,15,13.3,113,0,0.0,103,13,11.5,0,0.0,2,1.8,0,0.0
057810,F,41.0,57,DALLAS,48.0,F,N,Y,N,ACADEMY OF DALLAS,10,REGION 10: RICHARDSON,F,51.0,F,51.0,F,48.0,F,46.0,134,49.8,269,0,0.0,252,25,9.3,0,0.0,42,15.6,0,0.0
057813,D,68.0,57,DALLAS,69.0,D,N,Y,N,TRINITY BASIN PREPARATORY,10,REGION 10: RICHARDSON,C,75.0,D,69.0,C,75.0,D,69.0,2614,54.9,4761,0,0.0,4318,2764,58.1,0,0.0,557,11.7,0,0.0
057814,X,,57,DALLAS,,X,Y,Y,N,ACADEMY FOR ACADEMIC EXCELLENCE,10,REGION 10: RICHARDSON,X,,X,,X,,X,,358,100.0,358,0,0.0,358,58,16.2,0,0.0,88,24.6,0,0.0
057816,D,67.0,57,DALLAS,66.0,D,N,Y,N,A W BROWN LEADERSHIP ACADEMY,10,REGION 10: RICHARDSON,D,66.0,D,66.0,F,55.0,F,55.0,375,38.5,975,0,0.0,733,5,0.5,0,0.0,60,6.2,0,0.0
057819,D,65.0,57,DALLAS,64.0,D,N,Y,N,JEAN MASSIEU ACADEMY,10,REGION 10: RICHARDSON,D,60.0,D,60.0,F,59.0,D,64.0,129,71.3,181,0,0.0,141,112,61.9,0,0.0,9,5.0,0,0.0
057827,B,82.0,57,DALLAS,78.0,C,N,Y,N,NOVA ACADEMY SOUTHEAST,10,REGION 10: RICHARDSON,C,76.0,C,76.0,C,75.0,D,68.0,274,55.6,493,0,0.0,453,137,27.8,0,0.0,25,5.1,0,0.0
057828,B,82.0,57,DALLAS,85.0,B,Y,Y,N,WINFREE ACADEMY CHARTER SCHOOLS,10,REGION 10: RICHARDSON,B,86.0,B,82.0,B,86.0,C,79.0,1143,100.0,1143,0,0.0,654,218,19.1,0,0.0,140,12.2,0,0.0
057829,D,68.0,57,DALLAS,72.0,C,N,Y,N,A+ ACADEMY,10,REGION 10: RICHARDSON,C,74.0,D,67.0,C,74.0,C,72.0,1138,71.7,1588,0,0.0,1485,860,54.2,0,0.0,174,11.0,0,0.0
057830,C,76.0,57,DALLAS,73.0,C,N,Y,N,INSPIRED VISION ACADEMY,10,REGION 10: RICHARDSON,C,72.0,D,66.0,C,72.0,C,70.0,935,73.6,1270,0,0.0,1189,709,55.8,0,0.0,124,9.8,0,0.0
057831,F,43.0,57,DALLAS,51.0,F,N,Y,N,GATEWAY CHARTER ACADEMY,10,REGION 10: RICHARDSON,F,55.0,F,55.0,F,48.0,F,48.0,317,51.6,614,0,0.0,513,0,0.0,0,0.0,27,4.4,0,0.0
057833,B,80.0,57,DALLAS,84.0,B,N,Y,N,EDUCATION CENTER INTERNATIONAL ACADEMY,10,REGION 10: RICHARDSON,B,85.0,B,85.0,D,69.0,C,70.0,167,36.3,460,0,0.0,254,25,5.4,0,0.0,34,7.4,0,0.0
057834,B,82.0,57,DALLAS,88.0,B,Y,Y,N,EVOLUTION ACADEMY CHARTER SCHOOL,10,REGION 10: RICHARDSON,B,83.0,C,72.0,B,83.0,A,90.0,678,100.0,678,12,1.8,459,91,13.4,28,4.1,73,10.8,0,0.0
057835,C,70.0,57,DALLAS,72.0,C,N,Y,N,GOLDEN RULE CHARTER SCHOOL,10,REGION 10: RICHARDSON,C,73.0,D,67.0,C,73.0,C,70.0,789,54.4,1450,0,0.0,1372,824,56.8,0,0.0,144,9.9,0,0.0
057836,C,70.0,57,DALLAS,78.0,C,N,Y,N,ST ANTHONY SCHOOL,10,REGION 10: RICHARDSON,B,82.0,C,70.0,B,82.0,C,74.0,228,69.1,330,0,0.0,317,0,0.0,0,0.0,44,13.3,0,0.0
057839,C,76.0,57,DALLAS,79.0,C,N,Y,N,LA ACADEMIA DE ESTRELLAS,10,REGION 10: RICHARDSON,B,80.0,D,69.0,B,80.0,C,71.0,563,56.2,1001,0,0.0,885,707,70.6,0,0.0,120,12.0,0,0.0
057840,X,,57,DALLAS,97.0,A,N,Y,N,RICHLAND COLLEGIATE HIGH SCHOOL,10,REGION 10: RICHARDSON,A,92.0,X,,A,92.0,A,97.0,263,100.0,263,0,0.0,55,28,10.6,0,0.0,1,0.4,0,0.0
057841,C,77.0,57,DALLAS,81.0,B,N,Y,N,CITYSCAPE SCHOOLS,10,REGION 10: RICHARDSON,B,82.0,B,82.0,D,66.0,D,60.0,575,46.2,1245,0,0.0,1168,704,56.5,0,0.0,110,8.8,0,0.0
057844,C,71.0,57,DALLAS,78.0,C,N,Y,N,MANARA ACADEMY,10,REGION 10: RICHARDSON,B,81.0,B,81.0,D,60.0,D,64.0,309,62.7,493,0,0.0,284,273,55.4,0,0.0,32,6.5,0,0.0
057845,B,86.0,57,DALLAS,85.0,B,N,Y,N,UME PREPARATORY ACADEMY,10,REGION 10: RICHARDSON,B,83.0,C,79.0,B,83.0,B,85.0,1095,73.3,1493,0,0.0,664,180,12.1,0,0.0,104,7.0,0,0.0
057846,F,48.0,57,DALLAS,56.0,F,N,Y,N,LEGACY PREPARATORY,10,REGION 10: RICHARDSON,F,55.0,F,55.0,F,55.0,D,60.0,1116,80.7,1383,0,0.0,1006,632,45.7,0,0.0,114,8.2,598,43.2
057847,A,90.0,57,DALLAS,87.0,B,N,Y,N,VILLAGE TECH SCHOOLS,10,REGION 10: RICHARDSON,B,81.0,D,65.0,B,81.0,B,85.0,949,72.1,1316,0,0.0,705,36,2.7,0,0.0,117,8.9,0,0.0
057848,D,68.0,57,DALLAS,68.0,D,N,Y,N,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),10,REGION 10: RICHARDSON,D,68.0,D,67.0,D,68.0,D,67.0,16193,73.1,22139,0,0.0,15908,8645,39.0,0,0.0,1547,7.0,0,0.0
057850,B,87.0,57,DALLAS,84.0,B,N,Y,N,PIONEER TECHNOLOGY & ARTS ACADEMY,10,REGION 10: RICHARDSON,C,76.0,C,70.0,C,76.0,B,83.0,1850,75.1,2462,0,0.0,961,393,16.0,439,17.8,207,8.4,0,0.0
057851,F,30.0,57,DALLAS,50.0,F,N,Y,N,BRIDGEWAY PREPARATORY ACADEMY,10,REGION 10: RICHARDSON,F,58.0,F,58.0,F,53.0,F,54.0,31,26.5,117,0,0.0,81,39,33.3,0,0.0,16,13.7,0,0.0
