DISTRICT,DD3G,DD3S,COUNTY,CNTYNAME,DDALLS,D_RATING,DFLALTED,DFLCHART,DFLNEWDIST,DISTNAME,REGION,REGNNAME,DD2G,DD2S,DD2AG,DD2AS,DD2BG,DD2BS,DD1G,DD1S,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP
220811,C,72.0,220,TARRANT,69.0,D,N,Y,N,EAST FORT WORTH MONTESSORI ACADEMY,11,REGION 11: FORT WORTH,D,69.0,D,63.0,D,69.0,D,65.0,67,38.3,175,0,0.0,136,55,31.4,0,0.0,8,4.6,0,0.0
220814,A,92.0,220,TARRANT,89.0,B,N,Y,N,TEXAS SCHOOL OF THE ARTS,11,REGION 11: FORT WORTH,B,83.0,B,83.0,F,59.0,B,88.0,104,31.1,334,0,0.0,44,37,11.1,0,0.0,27,8.1,0,0.0
220815,C,77.0,220,TARRANT,75.0,C,N,Y,N,CHAPEL HILL ACADEMY,11,REGION 11: FORT WORTH,C,74.0,C,74.0,F,59.0,D,60.0,435,62.4,697,0,0.0,508,86,12.3,0,0.0,54,7.7,0,0.0
220817,C,77.0,220,TARRANT,76.0,C,N,Y,N,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,11,REGION 11: FORT WORTH,C,75.0,C,75.0,C,70.0,C,73.0,1874,65.2,2874,0,0.0,1710,390,13.6,0,0.0,160,5.6,0,0.0
220819,C,73.0,220,TARRANT,75.0,C,N,Y,N,HIGH POINT ACADEMY,11,REGION 11: FORT WORTH,D,66.0,D,66.0,D,65.0,C,76.0,1034,73.6,1404,0,0.0,458,113,8.0,0,0.0,180,12.8,0,0.0
220820,D,61.0,220,TARRANT,53.0,F,N,Y,Y,ROCKETSHIP PUBLIC SCHOOLS,11,REGION 11: FORT WORTH,F,50.0,X,,F,50.0,F,50.0,48,15.6,307,0,0.0,242,21,6.8,0,0.0,14,4.6,0,0.0
220901,D,68.0,220,TARRANT,72.0,C,N,N,N,ARLINGTON ISD,11,REGION 11: FORT WORTH,C,73.0,D,66.0,C,73.0,C,70.0,40863,72.8,56101,784,1.4,42237,17353,30.9,289,0.5,6005,10.7,0,0.0
220902,C,77.0,220,TARRANT,79.0,C,N,N,N,BIRDVILLE ISD,11,REGION 11: FORT WORTH,B,80.0,C,76.0,B,80.0,C,77.0,16910,74.9,22581,227,1.0,14337,5656,25.0,0,0.0,2837,12.6,0,0.0
220904,D,61.0,220,TARRANT,72.0,C,N,N,N,EVERMAN ISD,11,REGION 11: FORT WORTH,C,77.0,F,57.0,C,77.0,C,71.0,4029,75.3,5349,321,6.0,4967,1954,36.5,60,1.1,664,12.4,0,0.0
220905,D,61.0,220,TARRANT,65.0,D,N,N,N,FORT WORTH ISD,11,REGION 11: FORT WORTH,D,67.0,D,62.0,D,67.0,D,63.0,52839,72.7,72637,914,1.3,61421,28407,39.1,756,1.0,8438,11.6,126,0.2
220906,B,83.0,220,TARRANT,85.0,B,N,N,N,GRAPEVINE-COLLEYVILLE ISD,11,REGION 11: FORT WORTH,B,81.0,B,81.0,C,78.0,B,86.0,10782,78.5,13733,269,2.0,3514,1549,11.3,0,0.0,1533,11.2,0,0.0
220907,B,85.0,220,TARRANT,84.0,B,N,N,N,KELLER ISD,11,REGION 11: FORT WORTH,B,82.0,B,82.0,C,77.0,B,84.0,26427,77.7,34012,0,0.0,11069,3876,11.4,0,0.0,4689,13.8,0,0.0
220908,B,85.0,220,TARRANT,82.0,B,N,N,N,MANSFIELD ISD,11,REGION 11: FORT WORTH,B,80.0,B,80.0,B,80.0,B,81.0,27844,78.1,35661,240,0.7,17261,4948,13.9,0,0.0,4057,11.4,0,0.0
220910,D,65.0,220,TARRANT,68.0,D,N,N,N,LAKE WORTH ISD,11,REGION 11: FORT WORTH,D,69.0,D,69.0,D,63.0,F,59.0,2479,71.9,3447,0,0.0,3115,894,25.9,0,0.0,423,12.3,0,0.0
220912,D,68.0,220,TARRANT,69.0,D,N,N,N,CROWLEY ISD,11,REGION 11: FORT WORTH,C,71.0,D,69.0,C,71.0,D,67.0,12330,73.8,16712,346,2.1,12650,2936,17.6,93,0.6,2105,12.6,0,0.0
220914,C,70.0,220,TARRANT,74.0,C,N,N,N,KENNEDALE ISD,11,REGION 11: FORT WORTH,C,75.0,C,75.0,C,72.0,C,74.0,2196,77.1,2850,0,0.0,1655,354,12.4,0,0.0,285,10.0,0,0.0
220915,C,77.0,220,TARRANT,79.0,C,N,N,N,AZLE ISD,11,REGION 11: FORT WORTH,C,78.0,C,76.0,C,78.0,B,80.0,5355,75.8,7065,0,0.0,3599,571,8.1,0,0.0,1019,14.4,0,0.0
220916,B,88.0,220,TARRANT,88.0,B,N,N,N,HURST-EULESS-BEDFORD ISD,11,REGION 11: FORT WORTH,B,88.0,B,83.0,B,88.0,B,87.0,16800,73.5,22865,0,0.0,13921,5015,21.9,0,0.0,2966,13.0,0,0.0
220917,C,72.0,220,TARRANT,76.0,C,N,N,N,CASTLEBERRY ISD,11,REGION 11: FORT WORTH,C,78.0,D,68.0,C,78.0,C,71.0,2696,72.8,3701,0,0.0,3247,1432,38.7,0,0.0,550,14.9,0,0.0
220918,C,76.0,220,TARRANT,77.0,C,N,N,N,EAGLE MT-SAGINAW ISD,11,REGION 11: FORT WORTH,C,77.0,C,77.0,C,73.0,C,76.0,17671,76.4,23119,0,0.0,11758,3445,14.9,0,0.0,3103,13.4,0,0.0
220919,A,94.0,220,TARRANT,95.0,A,N,N,N,CARROLL ISD,11,REGION 11: FORT WORTH,B,89.0,B,89.0,B,87.0,A,95.0,6699,79.1,8464,0,0.0,106,328,3.9,0,0.0,672,7.9,0,0.0
220920,C,70.0,220,TARRANT,72.0,C,N,N,N,WHITE SETTLEMENT ISD,11,REGION 11: FORT WORTH,C,73.0,C,71.0,C,73.0,C,71.0,5277,76.0,6943,0,0.0,4261,1082,15.6,0,0.0,888,12.8,0,0.0
221801,B,83.0,221,TAYLOR,80.0,B,N,Y,N,TEXAS COLLEGE PREPARATORY ACADEMIES,14,REGION 14: ABILENE,C,73.0,C,73.0,C,72.0,C,79.0,11669,70.8,16477,672,4.1,6343,1944,11.8,190,1.2,1324,8.0,0,0.0
221901,D,69.0,221,TAYLOR,72.0,C,N,N,N,ABILENE ISD,14,REGION 14: ABILENE,C,73.0,C,73.0,C,73.0,D,69.0,10752,71.2,15092,0,0.0,10990,944,6.3,0,0.0,2508,16.6,0,0.0
221904,C,77.0,221,TAYLOR,78.0,C,N,N,N,MERKEL ISD,14,REGION 14: ABILENE,C,75.0,C,70.0,C,75.0,C,78.0,804,70.6,1139,0,0.0,623,28,2.5,0,0.0,233,20.5,0,0.0
221905,F,45.0,221,TAYLOR,64.0,D,N,N,N,TRENT ISD,14,REGION 14: ABILENE,D,69.0,D,64.0,D,69.0,C,72.0,102,78.5,130,0,0.0,88,3,2.3,0,0.0,31,23.8,0,0.0
221911,B,82.0,221,TAYLOR,86.0,B,N,N,N,JIM NED CISD,14,REGION 14: ABILENE,C,78.0,C,78.0,C,76.0,B,88.0,1198,73.9,1621,0,0.0,359,8,0.5,0,0.0,189,11.7,0,0.0
221912,B,85.0,221,TAYLOR,87.0,B,N,N,N,WYLIE ISD,14,REGION 14: ABILENE,C,76.0,C,76.0,C,76.0,B,88.0,3974,73.7,5389,0,0.0,1305,138,2.6,0,0.0,599,11.1,0,0.0
222901,B,89.0,222,TERRELL,89.0,B,N,N,N,TERRELL COUNTY ISD,18,REGION 18: MIDLAND,B,87.0,D,60.0,B,87.0,B,89.0,102,79.1,129,0,0.0,68,5,3.9,0,0.0,26,20.2,0,0.0
223901,D,67.0,223,TERRY,69.0,D,N,N,N,BROWNFIELD ISD,17,REGION 17: LUBBOCK,C,73.0,D,64.0,C,73.0,D,69.0,1161,70.7,1641,0,0.0,1387,165,10.1,0,0.0,284,17.3,0,0.0
223902,C,75.0,223,TERRY,81.0,B,N,N,N,MEADOW ISD,17,REGION 17: LUBBOCK,B,81.0,F,59.0,B,81.0,B,83.0,189,74.7,253,0,0.0,181,15,5.9,0,0.0,34,13.4,0,0.0
223904,A,92.0,223,TERRY,91.0,A,N,N,N,WELLMAN-UNION CISD,17,REGION 17: LUBBOCK,B,88.0,F,59.0,B,88.0,A,90.0,203,71.0,286,0,0.0,154,40,14.0,0,0.0,29,10.1,0,0.0
224901,B,88.0,224,THROCKMORTON,85.0,B,N,N,N,THROCKMORTON COLLEGIATE ISD,9,REGION 09: WICHITA FALLS,B,80.0,F,59.0,B,80.0,B,84.0,105,67.7,155,1,0.6,92,0,0.0,45,29.0,12,7.7,0,0.0
224902,B,87.0,224,THROCKMORTON,90.0,A,N,N,N,WOODSON ISD,9,REGION 09: WICHITA FALLS,A,90.0,C,74.0,A,90.0,A,91.0,122,75.3,162,0,0.0,85,0,0.0,59,36.4,27,16.7,0,0.0
225902,C,76.0,225,TITUS,80.0,B,N,N,N,MOUNT PLEASANT ISD,8,REGION 08: MT PLEASANT,B,81.0,C,76.0,B,81.0,C,76.0,3663,70.8,5173,0,0.0,4256,2562,49.5,0,0.0,813,15.7,0,0.0
225906,C,78.0,225,TITUS,83.0,B,N,N,N,CHAPEL HILL ISD,8,REGION 08: MT PLEASANT,B,83.0,C,76.0,B,83.0,B,85.0,800,75.4,1061,0,0.0,519,176,16.6,0,0.0,147,13.9,0,0.0
225907,B,88.0,225,TITUS,82.0,B,N,N,N,HARTS BLUFF ISD,8,REGION 08: MT PLEASANT,C,79.0,C,79.0,C,78.0,C,77.0,612,70.5,868,101,11.6,487,284,32.7,0,0.0,82,9.4,0,0.0
226801,C,74.0,226,TOM GREEN,75.0,C,N,Y,N,TEXAS LEADERSHIP PUBLIC SCHOOLS,15,REGION 15: SAN ANGELO,C,73.0,D,67.0,C,73.0,C,75.0,2743,73.7,3722,0,0.0,2031,120,3.2,0,0.0,362,9.7,0,0.0
226901,C,74.0,226,TOM GREEN,79.0,C,N,N,N,CHRISTOVAL ISD,15,REGION 15: SAN ANGELO,D,67.0,D,60.0,D,67.0,B,81.0,466,76.3,611,0,0.0,160,5,0.8,0,0.0,87,14.2,0,0.0
226903,D,66.0,226,TOM GREEN,68.0,D,N,N,N,SAN ANGELO ISD,15,REGION 15: SAN ANGELO,D,68.0,D,66.0,D,68.0,D,69.0,10231,75.6,13529,0,0.0,8329,826,6.1,0,0.0,1756,13.0,0,0.0
226905,C,78.0,226,TOM GREEN,79.0,C,N,N,N,WATER VALLEY ISD,15,REGION 15: SAN ANGELO,B,80.0,B,80.0,C,74.0,C,77.0,262,76.6,342,0,0.0,181,11,3.2,0,0.0,84,24.6,0,0.0
226906,B,84.0,226,TOM GREEN,88.0,B,N,N,N,WALL ISD,15,REGION 15: SAN ANGELO,C,77.0,C,75.0,C,77.0,A,90.0,991,75.9,1306,0,0.0,218,16,1.2,0,0.0,116,8.9,0,0.0
226907,C,78.0,226,TOM GREEN,78.0,C,N,N,N,GRAPE CREEK ISD,15,REGION 15: SAN ANGELO,C,78.0,C,78.0,C,76.0,C,77.0,856,73.0,1172,0,0.0,790,65,5.5,0,0.0,249,21.2,0,0.0
226908,A,90.0,226,TOM GREEN,87.0,B,N,N,N,VERIBEST ISD,15,REGION 15: SAN ANGELO,B,80.0,C,72.0,B,80.0,B,85.0,185,72.0,257,0,0.0,116,12,4.7,0,0.0,28,10.9,0,0.0
227506,D,62.0,227,TRAVIS,78.0,C,N,N,N,UNIVERSITY OF TEXAS AT AUSTIN H S,13,REGION 13: AUSTIN,B,85.0,B,85.0,C,70.0,C,70.0,823,100.0,823,0,0.0,124,15,1.8,0,0.0,42,5.1,0,0.0
227803,F,59.0,227,TRAVIS,64.0,D,N,Y,N,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,D,66.0,D,60.0,D,66.0,D,64.0,961,58.2,1651,0,0.0,1347,697,42.2,0,0.0,235,14.2,0,0.0
227804,C,79.0,227,TRAVIS,84.0,B,N,Y,N,NYOS CHARTER SCHOOL,13,REGION 13: AUSTIN,C,77.0,C,77.0,C,75.0,B,86.0,1124,69.2,1624,0,0.0,493,358,22.0,0,0.0,169,10.4,0,0.0
227805,B,82.0,227,TRAVIS,83.0,B,N,Y,N,TEXAS EMPOWERMENT ACADEMY,13,REGION 13: AUSTIN,B,83.0,C,79.0,B,83.0,C,77.0,241,62.3,387,0,0.0,207,0,0.0,0,0.0,31,8.0,0,0.0
227806,A,98.0,227,TRAVIS,97.0,A,Y,Y,N,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,A,96.0,A,96.0,B,85.0,A,95.0,546,98.7,553,0,0.0,284,25,4.5,0,0.0,228,41.2,0,0.0
227814,A,96.0,227,TRAVIS,93.0,A,N,Y,N,CHAPARRAL STAR ACADEMY,13,REGION 13: AUSTIN,A,90.0,A,90.0,B,86.0,A,92.0,285,76.8,371,0,0.0,20,60,16.2,0,0.0,15,4.0,0,0.0
227816,B,83.0,227,TRAVIS,81.0,B,N,Y,N,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,C,79.0,C,78.0,C,79.0,B,80.0,3122,69.8,4471,106,2.4,2776,2253,50.4,0,0.0,327,7.3,1669,37.3
227817,C,72.0,227,TRAVIS,74.0,C,N,Y,N,CEDARS INTERNATIONAL ACADEMY,13,REGION 13: AUSTIN,C,75.0,C,75.0,C,74.0,C,71.0,322,65.3,493,0,0.0,382,261,52.9,0,0.0,83,16.8,111,22.5
227819,D,66.0,227,TRAVIS,72.0,C,N,Y,N,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,13,REGION 13: AUSTIN,C,75.0,C,73.0,C,75.0,C,75.0,134,45.3,296,0,0.0,168,38,12.8,0,0.0,52,17.6,0,0.0
227820,D,68.0,227,TRAVIS,69.0,D,N,Y,N,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,C,73.0,D,64.0,C,73.0,D,67.0,22232,67.2,33060,0,0.0,29440,13670,41.3,0,0.0,3040,9.2,0,0.0
227821,D,64.0,227,TRAVIS,70.0,C,N,Y,N,AUSTIN DISCOVERY SCHOOL,13,REGION 13: AUSTIN,C,70.0,C,70.0,F,52.0,C,72.0,177,53.3,332,0,0.0,51,2,0.6,0,0.0,35,10.5,0,0.0
227824,C,71.0,227,TRAVIS,71.0,C,N,Y,N,VALERE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,C,71.0,D,67.0,C,71.0,D,67.0,534,55.1,970,0,0.0,906,387,39.9,0,0.0,79,8.1,0,0.0
227825,D,64.0,227,TRAVIS,69.0,D,N,Y,N,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,C,71.0,C,71.0,D,66.0,F,59.0,1633,66.7,2449,0,0.0,2282,1618,66.1,0,0.0,243,9.9,0,0.0
227826,D,64.0,227,TRAVIS,70.0,C,N,Y,N,MONTESSORI FOR ALL,13,REGION 13: AUSTIN,C,73.0,C,73.0,D,62.0,C,72.0,165,36.2,456,0,0.0,227,109,23.9,0,0.0,42,9.2,0,0.0
227827,X,,227,TRAVIS,,X,Y,Y,N,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,X,,X,,X,,X,,988,100.0,988,0,0.0,940,265,26.8,0,0.0,15,1.5,0,0.0
227829,B,81.0,227,TRAVIS,84.0,B,N,Y,N,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,C,74.0,C,74.0,C,71.0,B,85.0,1348,62.5,2158,0,0.0,510,164,7.6,0,0.0,174,8.1,0,0.0
227901,C,73.0,227,TRAVIS,77.0,C,N,N,N,AUSTIN ISD,13,REGION 13: AUSTIN,C,74.0,C,74.0,C,74.0,C,78.0,52226,71.3,73198,1138,1.6,37724,22343,30.5,333,0.5,10128,13.8,773,1.1
227904,C,74.0,227,TRAVIS,75.0,C,N,N,N,PFLUGERVILLE ISD,13,REGION 13: AUSTIN,C,75.0,C,75.0,C,70.0,C,76.0,18936,74.5,25419,0,0.0,11598,6958,27.4,90,0.4,3193,12.6,0,0.0
227907,D,66.0,227,TRAVIS,65.0,D,N,N,N,MANOR ISD,13,REGION 13: AUSTIN,D,65.0,D,61.0,D,65.0,D,65.0,6966,75.5,9227,550,6.0,6577,4170,45.2,0,0.0,985,10.7,582,6.3
227909,A,94.0,227,TRAVIS,94.0,A,N,N,N,EANES ISD,13,REGION 13: AUSTIN,B,89.0,B,89.0,B,83.0,A,94.0,6291,81.5,7720,0,0.0,332,234,3.0,0,0.0,843,10.9,0,0.0
227910,D,64.0,227,TRAVIS,66.0,D,N,N,N,DEL VALLE ISD,13,REGION 13: AUSTIN,D,67.0,D,61.0,D,67.0,D,64.0,8323,75.3,11059,402,3.6,10114,5212,47.1,60,0.5,1732,15.7,0,0.0
227912,C,70.0,227,TRAVIS,78.0,C,N,N,N,LAGO VISTA ISD,13,REGION 13: AUSTIN,D,69.0,D,69.0,D,64.0,B,81.0,1412,79.0,1788,0,0.0,463,123,6.9,0,0.0,227,12.7,0,0.0
227913,A,90.0,227,TRAVIS,89.0,B,N,N,N,LAKE TRAVIS ISD,13,REGION 13: AUSTIN,B,85.0,B,85.0,C,71.0,B,89.0,8856,78.0,11358,0,0.0,1162,906,8.0,0,0.0,1309,11.5,0,0.0
228901,C,73.0,228,TRINITY,77.0,C,N,N,N,GROVETON ISD,6,REGION 06: HUNTSVILLE,C,79.0,D,63.0,C,79.0,C,78.0,568,74.2,766,0,0.0,505,14,1.8,0,0.0,128,16.7,0,0.0
228903,D,66.0,228,TRINITY,69.0,D,N,N,N,TRINITY ISD,6,REGION 06: HUNTSVILLE,C,72.0,D,66.0,C,72.0,D,65.0,857,71.4,1200,0,0.0,1066,130,10.8,0,0.0,123,10.3,0,0.0
228904,B,87.0,228,TRINITY,88.0,B,N,N,N,CENTERVILLE ISD,6,REGION 06: HUNTSVILLE,B,85.0,B,81.0,B,85.0,B,88.0,107,72.8,147,0,0.0,84,0,0.0,0,0.0,19,12.9,0,0.0
228905,C,73.0,228,TRINITY,78.0,C,N,N,N,APPLE SPRINGS ISD,6,REGION 06: HUNTSVILLE,C,79.0,D,69.0,C,79.0,B,80.0,152,73.4,207,0,0.0,128,0,0.0,0,0.0,30,14.5,0,0.0
229901,C,75.0,229,TYLER,75.0,C,N,N,N,COLMESNEIL ISD,5,REGION 05: BEAUMONT,C,75.0,C,72.0,C,75.0,C,73.0,342,75.7,452,0,0.0,342,0,0.0,0,0.0,49,10.8,0,0.0
229903,C,73.0,229,TYLER,73.0,C,N,N,N,WOODVILLE ISD,5,REGION 05: BEAUMONT,C,73.0,C,73.0,D,68.0,D,66.0,930,75.1,1239,0,0.0,895,62,5.0,0,0.0,210,16.9,0,0.0
229904,C,77.0,229,TYLER,80.0,B,N,N,N,WARREN ISD,5,REGION 05: BEAUMONT,B,81.0,C,74.0,B,81.0,C,79.0,944,74.7,1264,0,0.0,761,16,1.3,0,0.0,178,14.1,0,0.0
229905,B,82.0,229,TYLER,83.0,B,N,N,N,SPURGER ISD,5,REGION 05: BEAUMONT,B,83.0,C,72.0,B,83.0,B,83.0,256,71.1,360,0,0.0,239,9,2.5,0,0.0,64,17.8,0,0.0
229906,F,54.0,229,TYLER,69.0,D,N,N,N,CHESTER ISD,5,REGION 05: BEAUMONT,C,73.0,D,62.0,C,73.0,C,75.0,171,80.7,212,0,0.0,131,0,0.0,0,0.0,19,9.0,0,0.0
230901,C,70.0,230,UPSHUR,77.0,C,N,N,N,BIG SANDY ISD,7,REGION 07: KILGORE,B,80.0,D,64.0,B,80.0,C,77.0,480,71.5,671,0,0.0,482,41,6.1,0,0.0,100,14.9,0,0.0
230902,B,82.0,230,UPSHUR,86.0,B,N,N,N,GILMER ISD,7,REGION 07: KILGORE,B,87.0,B,81.0,B,87.0,B,81.0,2035,72.1,2821,0,0.0,2188,283,10.0,0,0.0,308,10.9,0,0.0
230903,B,80.0,230,UPSHUR,81.0,B,N,N,N,ORE CITY ISD,7,REGION 07: KILGORE,B,81.0,B,81.0,C,79.0,C,77.0,623,75.5,825,0,0.0,580,73,8.8,0,0.0,114,13.8,0,0.0
230904,C,79.0,230,UPSHUR,76.0,C,N,N,N,UNION HILL ISD,7,REGION 07: KILGORE,C,75.0,D,64.0,C,75.0,C,75.0,201,79.1,254,0,0.0,193,10,3.9,0,0.0,24,9.4,0,0.0
230905,B,87.0,230,UPSHUR,86.0,B,N,N,N,HARMONY ISD,7,REGION 07: KILGORE,B,85.0,B,83.0,B,85.0,B,85.0,776,76.9,1009,0,0.0,552,68,6.7,0,0.0,93,9.2,0,0.0
230906,B,82.0,230,UPSHUR,84.0,B,N,N,N,NEW DIANA ISD,7,REGION 07: KILGORE,B,81.0,C,77.0,B,81.0,B,85.0,880,74.4,1183,0,0.0,503,17,1.4,0,0.0,88,7.4,0,0.0
230908,B,84.0,230,UPSHUR,84.0,B,N,N,N,UNION GROVE ISD,7,REGION 07: KILGORE,B,83.0,B,81.0,B,83.0,B,84.0,575,75.7,760,0,0.0,357,26,3.4,0,0.0,77,10.1,0,0.0
231901,F,48.0,231,UPTON,60.0,D,N,N,N,MCCAMEY ISD,18,REGION 18: MIDLAND,D,63.0,D,61.0,D,63.0,D,65.0,372,74.5,499,0,0.0,339,40,8.0,0,0.0,66,13.2,0,0.0
231902,A,92.0,231,UPTON,92.0,A,N,N,N,RANKIN ISD,18,REGION 18: MIDLAND,B,88.0,C,70.0,B,88.0,A,92.0,228,72.2,316,0,0.0,134,26,8.2,0,0.0,33,10.4,0,0.0
232901,B,88.0,232,UVALDE,89.0,B,N,N,N,KNIPPA ISD,20,REGION 20: SAN ANTONIO,B,89.0,D,67.0,B,89.0,A,90.0,273,65.6,416,0,0.0,173,13,3.1,0,0.0,39,9.4,0,0.0
232902,D,68.0,232,UVALDE,70.0,C,N,N,N,SABINAL ISD,20,REGION 20: SAN ANTONIO,C,71.0,D,69.0,C,71.0,C,71.0,308,74.0,416,0,0.0,313,17,4.1,0,0.0,80,19.2,0,0.0
232903,F,55.0,232,UVALDE,61.0,D,N,N,N,UVALDE CISD,20,REGION 20: SAN ANTONIO,D,64.0,D,62.0,D,64.0,D,60.0,2923,72.0,4059,267,6.6,3274,328,8.1,0,0.0,494,12.2,0,0.0
232904,C,71.0,232,UVALDE,76.0,C,N,N,N,UTOPIA ISD,20,REGION 20: SAN ANTONIO,C,72.0,F,55.0,C,72.0,C,78.0,154,79.8,193,0,0.0,95,11,5.7,0,0.0,35,18.1,0,0.0
233901,C,71.0,233,VAL VERDE,76.0,C,N,N,N,SAN FELIPE-DEL RIO CISD,15,REGION 15: SAN ANGELO,C,78.0,C,72.0,C,78.0,C,74.0,7296,73.6,9918,465,4.7,7289,2102,21.2,246,2.5,1434,14.5,0,0.0
233903,A,92.0,233,VAL VERDE,87.0,B,N,N,N,COMSTOCK ISD,15,REGION 15: SAN ANGELO,B,81.0,F,59.0,B,81.0,B,85.0,168,75.7,222,0,0.0,92,8,3.6,0,0.0,21,9.5,0,0.0
234801,X,,234,VAN ZANDT,,X,Y,Y,N,RANCH ACADEMY,7,REGION 07: KILGORE,X,,X,,X,,X,,93,100.0,93,0,0.0,63,0,0.0,0,0.0,22,23.7,0,0.0
234902,B,85.0,234,VAN ZANDT,86.0,B,N,N,N,CANTON ISD,10,REGION 10: RICHARDSON,B,85.0,B,80.0,B,85.0,B,87.0,1730,75.4,2294,0,0.0,1101,104,4.5,0,0.0,250,10.9,0,0.0
234903,B,83.0,234,VAN ZANDT,84.0,B,N,N,N,EDGEWOOD ISD,7,REGION 07: KILGORE,B,82.0,B,81.0,B,82.0,B,84.0,770,74.0,1040,0,0.0,525,25,2.4,0,0.0,176,16.9,0,0.0
234904,C,71.0,234,VAN ZANDT,75.0,C,N,N,N,GRAND SALINE ISD,7,REGION 07: KILGORE,C,76.0,C,70.0,C,76.0,C,77.0,906,74.7,1213,0,0.0,721,163,13.4,0,0.0,149,12.3,0,0.0
234905,C,70.0,234,VAN ZANDT,74.0,C,N,N,N,MARTINS MILL ISD,7,REGION 07: KILGORE,C,72.0,D,68.0,C,72.0,C,76.0,369,74.8,493,0,0.0,243,57,11.6,0,0.0,57,11.6,0,0.0
234906,C,73.0,234,VAN ZANDT,78.0,C,N,N,N,VAN ISD,7,REGION 07: KILGORE,B,80.0,C,70.0,B,80.0,C,79.0,1856,77.2,2404,0,0.0,1406,192,8.0,0,0.0,307,12.8,0,0.0
234907,C,76.0,234,VAN ZANDT,78.0,C,N,N,N,WILLS POINT ISD,10,REGION 10: RICHARDSON,C,79.0,C,79.0,C,70.0,C,71.0,1968,71.4,2758,0,0.0,1717,422,15.3,0,0.0,417,15.1,0,0.0
234909,B,80.0,234,VAN ZANDT,79.0,C,N,N,N,FRUITVALE ISD,7,REGION 07: KILGORE,C,78.0,C,77.0,C,78.0,C,78.0,278,70.2,396,0,0.0,261,19,4.8,85,21.5,84,21.2,82,20.7
235901,D,66.0,235,VICTORIA,68.0,D,N,N,N,BLOOMINGTON ISD,3,REGION 03: VICTORIA,D,69.0,D,69.0,D,63.0,F,58.0,622,70.2,886,0,0.0,734,178,20.1,0,0.0,148,16.7,0,0.0
235902,D,64.0,235,VICTORIA,68.0,D,N,N,N,VICTORIA ISD,3,REGION 03: VICTORIA,D,69.0,D,61.0,D,69.0,D,69.0,9570,72.6,13188,0,0.0,9327,1073,8.1,115,0.9,1932,14.6,0,0.0
235904,C,76.0,235,VICTORIA,86.0,B,N,N,N,NURSERY ISD,3,REGION 03: VICTORIA,B,85.0,C,70.0,B,85.0,A,90.0,51,37.8,135,0,0.0,64,5,3.7,0,0.0,18,13.3,0,0.0
236801,X,,236,WALKER,,X,Y,Y,N,RAVEN SCHOOL,6,REGION 06: HUNTSVILLE,X,,X,,X,,X,,56,100.0,56,0,0.0,53,5,8.9,0,0.0,21,37.5,0,0.0
236802,A,92.0,236,WALKER,91.0,A,N,Y,N,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,6,REGION 06: HUNTSVILLE,B,83.0,B,83.0,C,72.0,A,90.0,245,48.9,501,0,0.0,110,36,7.2,0,0.0,43,8.6,0,0.0
236901,C,72.0,236,WALKER,75.0,C,N,N,N,NEW WAVERLY ISD,6,REGION 06: HUNTSVILLE,C,76.0,D,67.0,C,76.0,C,76.0,837,78.8,1062,0,0.0,564,35,3.3,0,0.0,132,12.4,0,0.0
236902,C,76.0,236,WALKER,73.0,C,N,N,N,HUNTSVILLE ISD,6,REGION 06: HUNTSVILLE,C,72.0,C,70.0,C,72.0,C,70.0,9727,86.3,11273,0,0.0,7349,1589,14.1,0,0.0,1448,12.8,0,0.0
237902,F,54.0,237,WALLER,59.0,F,N,N,N,HEMPSTEAD ISD,4,REGION 04: HOUSTON,D,62.0,D,62.0,F,55.0,F,53.0,1128,69.0,1635,0,0.0,1407,576,35.2,0,0.0,153,9.4,0,0.0
237904,D,69.0,237,WALLER,74.0,C,N,N,N,WALLER ISD,4,REGION 04: HOUSTON,C,76.0,D,69.0,C,76.0,C,73.0,6562,74.4,8818,0,0.0,5867,2861,32.4,0,0.0,1293,14.7,0,0.0
237905,D,61.0,237,WALLER,63.0,D,N,N,N,ROYAL ISD,4,REGION 04: HOUSTON,D,64.0,D,62.0,D,64.0,D,63.0,2015,76.6,2630,183,7.0,1981,1159,44.1,0,0.0,297,11.3,0,0.0
238902,F,57.0,238,WARD,66.0,D,N,N,N,MONAHANS-WICKETT-PYOTE ISD,18,REGION 18: MIDLAND,D,69.0,D,69.0,D,64.0,C,70.0,1615,74.0,2182,0,0.0,1204,260,11.9,0,0.0,411,18.8,0,0.0
