CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETSTEC,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"152901064","EVANS MIDDLE","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","C","B","C",762,762,"M","06 - 08",58,"N","N","N","N","N"," ","N","N",49,80,,,,,62,72,83,,38,72,80,83,80,0,0,0,90,857,10.5,442,131,"06","08",21,2.8,17.2,0,0,0,100,"N","N","N","N"," "," ",,
"152901065","HUTCHINSON MIDDLE","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","B","A","B","A","A",813,813,"M","06 - 08",50.1,"N","N","N","N","N"," ","N","N",59,89,,,,,70,82,90,,71,90,89,90,90,0,0,0,89,885,10.1,407,117,"06","08",61,7.5,14.4,0,0,0,100,"N","N","N","N"," "," ",,
"152901066","IRONS MIDDLE","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","D","D","D","F","D","D",729,729,"M","06 - 08",71.1,"N","N","N","N","N"," ","N","N",32,60,,,,,48,56,60,,22,63,60,60,61,0,0,0,205,927,22.1,518,154,"06","08",26,3.6,21.1,0,0,0,100,"N","N","N","N"," "," ",,
"152901067","MACKENZIE MIDDLE","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","F","F","F","F","F","F",456,456,"M","06 - 08",86.2,"N","N","N","N","N"," ","N","N",27,55,,,,,48,56,58,,15,59,55,58,58,0,0,0,139,595,23.4,393,121,"06","08",26,5.7,26.5,0,0,0,100,"N","N","N","N"," "," ",,
"152901068","SLATON MIDDLE","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","F","F","F","F","F","F",321,321,"M","06 - 08",97.5,"N","N","N","N","N"," ","N","N",23,52,,,,,48,56,56,,13,55,52,56,56,0,0,0,144,442,32.6,313,86,"06","08",42,13.1,26.8,0,0,0,100,"N","N","N","N"," "," ",,
"152901070","COMMANDER WILLIAM C MCCOOL ACADEMY","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","B","B","B",417,417,"M","06 - 08",57.1,"N","N","N","N","N"," ","N","N",55,85,,,,,71,82,89,,68,88,85,89,89,0,0,0,18,459,3.9,238,27,"06","08",17,4.1,6.5,0,0,0,100,"N","N","N","N"," "," ",,
"152901155","BAYLESS EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","C","B","B",462,219,"E","PK - 05",93.3,"N","N","N","N","N"," ","N","N",45,73,,,,,68,76,82,,68,86,73,82,83,0,0,0,101,443,22.8,431,120,"PK","05",14,3,26,0,0,0,47.4,"N","N","N","N"," "," ",,
"152901156","BEAN EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","D","F","D","D","D","D",280,217,"E","02 - 05",97.5,"N","N","N","N","N"," ","Y","N",34,59,,,,,59,65,66,,22,65,59,66,66,0,0,0,54,384,14.1,273,49,"02","05",113,40.4,17.5,0,0,0,77.5,"N","N","N","N"," "," ",,
"152901159","BROWN EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","D","C","C","D","C",104,104,"E","04 - 05",92.3,"N","N","N","N","N"," ","N","N",35,60,,,,,68,76,67,,52,77,60,76,76,0,0,0,76,285,26.7,96,43,"04","05",4,3.8,41.3,0,0,0,100,"N","N","N","N"," "," ",,
"152901162","HARDWICK EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","B","B","B",514,222,"E","EE - 05",76.7,"N","N","N","N","N"," ","N","N",48,76,,,,,71,80,83,,67,85,76,83,84,0,0,0,67,452,14.8,394,100,"EE","05",17,3.3,19.5,0,0,0,43.2,"N","N","N","N"," "," ",,
"152901163","HARWELL EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","F","F","D","F","D","F",385,180,"E","PK - 05",89.1,"N","N","N","N","N"," ","N","N",33,58,,,,,51,57,60,,8,51,58,60,57,0,0,0,59,356,16.6,343,51,"PK","05",173,44.9,13.2,0,0,0,46.8,"N","N","N","N"," "," ",,
"152901165","HODGES EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","B","B","B",264,111,"E","PK - 05",95.5,"N","N","N","N","N"," ","N","N",43,72,,,,,79,89,80,,61,81,72,89,87,0,0,0,44,202,21.8,252,66,"PK","05",17,6.4,25,0,0,0,42,"N","N","N","N"," "," ",,
"152901166","HONEY EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","B","B","B",422,174,"E","PK - 05",49.3,"N","N","N","N","N"," ","N","N",55,83,,,,,73,82,82,,67,85,83,82,84,0,0,0,25,324,7.7,208,83,"PK","05",14,3.3,19.7,0,0,0,41.2,"N","N","N","N"," "," ",,
"152901169","MCWHORTER EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","B","B","A",531,225,"E","PK - 05",91.1,"N","N","N","N","N"," ","N","N",49,77,,,,,72,81,85,,74,90,77,85,87,0,0,0,43,430,10,484,102,"PK","05",170,32,19.2,0,0,0,42.4,"N","N","N","N"," "," ",,
"152901170","MAEDGEN EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","C","B","C",329,130,"E","EE - 05",88.8,"N","N","N","N","N"," ","N","N",48,76,,,,,66,74,85,,46,75,76,85,82,0,0,0,46,243,18.9,292,55,"EE","05",9,2.7,16.7,0,0,0,39.5,"N","N","N","N"," "," ",,
"152901174","OVERTON EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","D","C","D",254,92,"E","EE - 05",87,"N","N","N","N","N"," ","N","N",42,71,,,,,60,66,78,,31,69,71,78,75,0,0,0,28,209,13.4,221,72,"EE","05",12,4.7,28.3,0,0,0,36.2,"N","N","N","N"," "," ",,
"152901176","PARSONS EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","D","D","C","F","C","D",389,170,"E","EE - 05",81,"N","N","N","N","N"," ","N","N",39,67,,,,,45,54,72,,20,64,67,72,69,0,0,0,47,304,15.5,315,93,"EE","05",13,3.3,23.9,0,0,0,43.7,"N","N","N","N"," "," ",,
"152901177","RAMIREZ EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","B","B","A",460,185,"E","EE - 05",49.1,"N","N","N","N","N"," ","N","N",61,90,,,,,78,88,87,,74,90,90,88,90,0,0,0,34,346,9.8,226,51,"EE","05",31,6.7,11.1,0,0,0,40.2,"N","N","N","N"," "," ",,
"152901178","RUSH EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","D","C","D",314,144,"E","PK - 05",74.8,"N","N","N","N","N"," ","N","N",42,71,,,,,61,68,74,,25,66,71,74,72,0,0,0,33,250,13.2,235,88,"PK","05",9,2.9,28,0,0,0,45.9,"N","N","N","N"," "," ",,
"152901179","SMITH EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","A","B","A","A",533,218,"E","EE - 05",48.8,"N","N","N","N","N"," ","N","N",65,91,,,,,76,86,90,,77,91,91,90,91,0,0,0,30,416,7.2,260,94,"EE","05",13,2.4,17.6,0,0,0,40.9,"N","N","N","N"," "," ",,
"152901180","STEWART EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","C","B","C",389,168,"E","PK - 05",88.7,"N","N","N","N","N"," ","N","N",47,75,,,,,69,78,84,,57,78,75,84,82,0,0,0,60,334,18,345,75,"PK","05",10,2.6,19.3,0,0,0,43.2,"N","N","N","N"," "," ",,
"152901183","WATERS EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","D","C","D",482,210,"E","PK - 05",71.2,"N","N","N","N","N"," ","N","N",42,71,,,,,58,63,73,,25,66,71,73,71,0,0,0,45,406,11.1,343,92,"PK","05",9,1.9,19.1,0,0,0,43.6,"N","N","N","N"," "," ",,
"152901184","WESTER EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","B","B","B",393,161,"E","PK - 05",91.9,"N","N","N","N","N"," ","N","N",48,76,,,,,79,89,85,,72,88,76,89,89,0,0,0,48,294,16.3,361,68,"PK","05",11,2.8,17.3,0,0,0,41,"N","N","N","N"," "," ",,
"152901186","WHEELOCK EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",296,127,"E","PK - 05",89.2,"N","N","N","N","N"," ","N","N",41,70,,,,,64,71,77,,47,75,70,77,76,0,0,0,41,260,15.8,264,71,"PK","05",5,1.7,24,0,0,0,42.9,"N","N","N","N"," "," ",,
"152901187","WHITESIDE EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","B","B","A",473,220,"E","PK - 05",55.8,"N","N","N","N","N"," ","N","N",60,90,,,,,77,87,88,,75,90,90,88,90,0,0,0,56,407,13.8,264,94,"PK","05",9,1.9,19.9,0,0,0,46.5,"N","N","N","N"," "," ",,
"152901188","WILLIAMS EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",321,157,"E","PK - 05",78.2,"N","N","N","N","N"," ","N","N",41,70,,,,,69,78,74,,40,72,70,78,76,0,0,0,34,258,13.2,251,60,"PK","05",5,1.6,18.7,0,0,0,48.9,"N","N","N","N"," "," ",,
"152901189","WILSON EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","A","B","B","B","B",552,268,"E","PK - 05",26.4,"N","N","N","N","N"," ","N","N",65,91,,,,,77,87,82,,63,82,91,87,88,0,0,0,34,449,7.6,146,62,"PK","05",40,7.2,11.2,0,0,0,48.6,"N","N","N","N"," "," ",,
"152901190","WOLFFARTH EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","C","B","C",295,119,"E","EE - 05",92.2,"N","N","N","N","N"," ","N","N",49,77,,,,,63,70,85,,59,79,77,85,83,0,0,0,87,256,34,272,56,"EE","05",29,9.8,19,0,0,0,40.3,"N","N","N","N"," "," ",,
"152901192","CENTENNIAL EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","F","F","F","F","F","F",514,239,"E","PK - 05",81.1,"N","N","N","N","N"," ","N","N",31,56,,,,,45,54,57,,10,56,56,57,57,0,0,0,106,528,20.1,417,82,"PK","05",26,5.1,16,0,0,0,46.5,"N","N","N","N"," "," ",,
"152901193","ROBERTS EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","B","A","B","A","B",509,211,"E","PK - 05",79.8,"N","N","N","N","N"," ","N","N",59,89,,,,,75,85,91,,68,86,89,91,90,0,0,0,73,439,16.6,406,73,"PK","05",15,2.9,14.3,0,0,0,41.5,"N","N","N","N"," "," ",,
"152901194","ALDERSON EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","D","C","C","D","C",442,172,"E","PK - 05",98,"N","N","N","N","N"," ","N","N",35,60,,,,,64,71,69,,34,70,60,71,71,0,0,0,112,375,29.9,433,103,"PK","05",16,3.6,23.3,0,0,0,38.9,"N","N","N","N"," "," ",,
"152901195","MILLER EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","B","B","B",644,309,"E","PK - 05",37.4,"N","N","N","N","N"," ","N","N",63,91,,,,,79,89,85,,68,86,91,89,90,0,0,0,30,516,5.8,241,78,"PK","05",6,0.9,12.1,0,0,0,48,"N","N","N","N"," "," ",,
"152901196","ERVIN EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","D","C","C","C","C",399,152,"E","EE - 05",96.7,"N","N","N","N","N"," ","N","N",37,64,,,,,65,73,72,,47,75,64,73,74,0,0,0,87,328,26.5,386,77,"EE","05",7,1.8,19.3,0,0,0,38.1,"N","N","N","N"," "," ",,
"152901198","CARMONA-HARRISON EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","D","F","D","F","D","D",568,240,"E","EE - 05",94.4,"N","N","N","N","N"," ","N","N",33,58,,,,,48,55,63,,20,64,58,63,63,0,0,0,115,499,23,536,113,"EE","05",15,2.6,19.9,0,0,0,42.3,"N","N","N","N"," "," ",,
"152901206","BEAN EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",174,0,"E","PK - 01",96,"N","N","N","N","N","152901156","N","Y",,,,,,,,,,,,,,,66,0,0,0,,,,167,15,"PK","01",80,46,8.6,0,0,0,0,"N","N","N","N","BEAN EL"," ",,
"152901207","BROWN EL","152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","D","C","Not Rated","C","C",289,73,"E","PK - 03",94.1,"N","N","N","N","N"," ","N","N",36,62,,,,,,,70,,33,70,62,70,70,0,0,0,23,77,29.9,272,56,"PK","03",20,6.9,19.4,0,0,0,25.3,"N","N","N","N"," "," ",,
"152902001","NEW DEAL H S","152902","NEW DEAL ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","A","B","A","A",237,237,"S","09 - 12",67.5,"N","N","N","N","N"," ","N","N",58,88,96,97,100,100,80,85,94,,78,92,94,94,93,0,0,0,32,253,12.6,160,19,"09","12",11,4.6,8,0,0,0,100,"N","N","N","N"," "," ",,
"152902003","NEW DEAL DAEP","152902","NEW DEAL ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"M","08 - 08",100,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,,,14,14,100,1,0,"08","08",0,0,0,0,0,0,100,"N","N","N","N"," "," ",,
"152902041","NEW DEAL MIDDLE","152902","NEW DEAL ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","D","C","D",231,231,"M","05 - 08",71,"N","N","N","N","N"," ","N","N",39,71,,,,,56,62,75,,24,64,71,75,72,0,,,32,254,12.6,164,36,"05","08",9,3.9,15.6,0,0,0,100,"N","N","N","N"," "," ",,
"152902101","NEW DEAL EL","152902","NEW DEAL ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","D","C","C","D","C",296,107,"E","PK - 04",69.6,"N","N","N","N","N"," ","N","N",38,65,,,,,64,71,65,,43,73,65,71,72,,,,23,204,11.3,206,42,"PK","04",10,3.4,14.2,0,0,0,36.1,"N","N","N","N"," "," ",,
"152903001","SLATON H S","152903","SLATON ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","B","B","C",350,350,"S","09 - 12",70.9,"N","N","N","N","N"," ","N","N",48,76,87,89,100,100,76,82,86,,60,78,86,86,84,0,0,0,60,387,15.5,248,46,"09","12",19,5.4,13.1,0,0,0,100,"N","N","N","N"," "," ",,
"152903008","SLATON ISD DAEP","152903","SLATON ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",8,8,"B","06 - 11",87.5,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,37,37,100,7,0,"06","11",1,12.5,0,0,0,0,100,"N","N","N","N"," "," ",,
"152903042","SLATON J H","152903","SLATON ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","D","C","D","C","C",242,242,"M","06 - 08",74,"N","N","N","N","N"," ","N","N",37,69,,,,,57,64,72,,37,71,69,72,72,0,,,40,285,14,179,56,"06","08",12,5,23.1,0,0,0,100,"N","N","N","N"," "," ",,
"152903101","STEPHEN F AUSTIN PRI","152903","SLATON ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",204,0,"E","EE - KG",75,"N","N","N","N","N","152903103","N","Y",,,,,,,,,,,,,,,73,,,,,,,153,28,"EE","KG",10,4.9,13.7,0,0,0,0,"N","Y","N","N","CATHELENE THOMAS EL"," ",,
"152903103","CATHELENE THOMAS EL","152903","SLATON ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","D","C","C","D","C",438,274,"E","01 - 05",69.9,"N","N","N","N","N"," ","Y","N",40,69,,,,,66,74,69,,37,71,69,74,73,,,,55,462,11.9,306,112,"01","05",28,6.4,25.6,0,0,0,62.6,"N","N","N","N"," "," ",,
"152906001","LUBBOCK-COOPER H S","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","B","B","A",1942,1942,"S","09 - 12",31.9,"N","N","N","N","N"," ","N","N",58,88,99,99,99.5,95,74,80,89,,82,93,94,89,94,,,0,197,2230,8.8,620,214,"09","12",63,3.2,11,0,0,0,100,"N","N","N","N"," "," ",,
"152906003","LUBBOCK-COOPER NEW HOPE ACADEMY","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","Not Rated","Not Rated","Not Rated","Not Rated",36,36,"S","10 - 12",33.3,"N","N","N","Y","N"," ","N","N",39,89,19,71,100,100,,,,,,,84,,84,,,0,103,132,78,12,6,"10","12",1,2.8,16.7,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"152906004","LUBBOCK-COOPER LIBERTY H S","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","C","B","B",326,326,"S","09 - 10",20.2,"N","N","N","N","N"," ","N","N",67,92,,,,,70,74,83,,69,86,92,83,90,,,0,,,,66,27,"09","10",6,1.8,8.3,0,0,0,100,"N","N","Y","N"," "," ",,
"152906041","LUBBOCK-COOPER MIDDLE","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","B","C","D","C","C",971,971,"M","06 - 08",36.5,"N","N","N","N","N"," ","N","N",50,81,,,,,60,69,70,,37,71,81,70,78,,,,92,965,9.5,354,140,"06","08",39,4,14.4,0,0,0,100,"N","N","N","N"," "," ",,
"152906042","LUBBOCK-COOPER LAURA BUSH MIDDLE","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","B","C","B",859,859,"M","06 - 08",30.4,"N","N","N","N","N"," ","N","N",55,85,,,,,69,81,72,,64,85,85,81,85,,,,117,1034,11.3,261,108,"06","08",19,2.2,12.6,0,0,0,100,"N","N","N","N"," "," ",,
"152906101","LUBBOCK-COOPER SOUTH EL","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","B","C","B",692,356,"E","PK - 05",44.9,"N","N","N","N","N"," ","N","N",53,80,,,,,72,81,77,,60,80,80,81,81,,,,52,621,8.4,311,111,"PK","05",57,8.2,16,0,0,0,51.4,"N","N","N","N"," "," ",,
"152906103","LUBBOCK-COOPER NORTH EL","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","B","B","A",684,315,"E","EE - 05",50.6,"N","N","N","N","N"," ","N","N",60,90,,,,,76,86,87,,78,92,90,87,91,,,,84,607,13.8,346,125,"EE","05",27,3.9,18.3,0,0,0,46.1,"N","N","N","N"," "," ",,
"152906104","LUBBOCK-COOPER WEST EL","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","B","B","B",624,315,"E","EE - 05",31.4,"N","N","N","N","N"," ","N","N",64,91,,,,,72,81,83,,73,89,91,83,90,,,,65,510,12.7,196,84,"EE","05",28,4.5,13.5,0,0,0,50.5,"N","N","N","N"," "," ",,
"152906105","LUBBOCK-COOPER CENTRAL EL","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","A","A","B","A",906,414,"E","PK - 05",24.3,"N","N","N","N","N"," ","N","N",64,91,,,,,85,93,80,,78,92,91,93,93,,,,62,718,8.6,220,115,"PK","05",94,10.4,12.7,0,0,0,45.7,"N","N","N","N"," "," ",,
"152906106","LUBBOCK-COOPER EAST EL","152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",796,339,"E","EE - 05",52.3,"N","N","N","N","N"," ","N","N",47,75,,,,,70,79,72,,44,74,75,79,78,,,,65,605,10.7,416,153,"EE","05",31,3.9,19.2,0,0,0,42.6,"N","N","N","N"," "," ",,
"152907001","FRENSHIP H S","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","C","D","C","B",3383,3383,"S","09 - 12",44.5,"N","N","N","N","N"," ","N","N",52,79,69,73,99.8,95,66,67,77,,71,87,80,77,82,,,0,387,3440,11.3,1505,343,"09","12",138,4.1,10.1,0,0,0,100,"N","N","N","N"," "," ",,
"152907003","LUBBOCK CO J J A E P","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"S","10 - 10",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,,,0,1,1,100,1,0,"10","10",0,0,0,0,0,0,100,"N","N","Y","N"," "," ",,
"152907041","FRENSHIP MIDDLE","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","C","B","C",560,560,"M","06 - 08",48,"N","N","N","N","N"," ","N","N",52,83,,,,,61,70,82,,42,73,83,82,80,,,,91,885,10.3,269,100,"06","08",22,3.9,17.9,0,0,0,100,"N","N","N","N"," "," ",,
"152907042","TERRA VISTA MIDDLE","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","B","C","B","C",823,823,"M","06 - 08",65.4,"N","N","N","N","N"," ","N","N",43,75,,,,,62,72,80,,49,76,75,80,79,,,,149,979,15.2,538,132,"06","08",68,8.3,16,0,0,0,100,"N","N","N","N"," "," ",,
"152907043","HERITAGE MIDDLE","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","C","B","C",822,822,"M","06 - 08",43.4,"N","N","N","N","N"," ","N","N",56,86,,,,,61,70,84,,56,79,86,84,84,,,,72,808,8.9,357,98,"06","08",25,3,11.9,0,0,0,100,"N","N","N","N"," "," ",,
"152907044","ALCOVE TRAILS MIDDLE","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","D","C","C","D","C","F",432,432,"M","06 - 08",52.1,"N","N","N","N","N"," ","N","N",44,75,,,,,57,64,72,,8,45,75,72,66,,,,,,,225,54,"06","08",14,3.2,12.5,0,0,0,100,"N","N","Y","N"," "," ",,
"152907103","NORTH RIDGE EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","C","C","C","B",744,337,"E","PK - 05",65.9,"N","N","N","N","N"," ","N","N",47,75,,,,,67,75,79,,63,82,75,79,80,,,,73,595,12.3,490,116,"PK","05",39,5.2,15.6,0,0,0,45.3,"N","N","N","N"," "," ",,
"152907104","CRESTVIEW EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","A","A","B","A",584,266,"E","PK - 05",25.9,"N","N","N","N","N"," ","N","N",68,92,,,,,83,92,85,,77,91,92,92,92,,,,27,464,5.8,151,54,"PK","05",35,6,9.2,0,0,0,45.5,"N","N","N","N"," "," ",,
"152907105","WESTWIND EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","D","C","D",574,251,"E","PK - 05",67.2,"N","N","N","N","N"," ","N","N",42,71,,,,,58,63,72,,28,67,71,72,71,,,,50,501,10,386,80,"PK","05",35,6.1,13.9,0,0,0,43.7,"N","N","N","N"," "," ",,
"152907106","WILLOW BEND EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","D","F","D","D","F","D",819,363,"E","PK - 05",64.6,"N","N","N","N","N"," ","N","N",34,59,,,,,57,62,57,,22,65,59,62,63,,,,95,618,15.4,529,134,"PK","05",153,18.7,16.4,0,0,0,44.3,"N","N","N","N"," "," ",,
"152907107","BENNETT EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",910,430,"E","EE - 05",44.4,"N","N","N","N","N"," ","N","N",51,78,,,,,69,78,74,,49,76,78,78,77,,,,83,722,11.5,404,184,"EE","05",17,1.9,20.2,0,0,0,47.3,"N","N","N","N"," "," ",,
"152907108","OAK RIDGE EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",580,300,"E","PK - 05",53.1,"N","N","N","N","N"," ","N","N",51,78,,,,,69,78,79,,56,78,78,79,79,,,,61,525,11.6,308,114,"PK","05",35,6,19.7,0,0,0,51.7,"N","N","N","N"," "," ",,
"152907109","LEGACY EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","B","B","A",449,192,"E","EE - 05",53.7,"N","N","N","N","N"," ","N","N",52,79,,,,,74,83,80,,78,92,79,83,86,,,,66,372,17.7,241,141,"EE","05",26,5.8,31.4,0,0,0,42.8,"N","N","N","N"," "," ",,
"152907111","UPLAND HEIGHTS EL","152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","D","C","D",874,414,"E","PK - 05",46.9,"N","N","N","N","N"," ","N","N",50,77,,,,,59,65,74,,23,65,77,74,73,,,,66,705,9.4,410,146,"PK","05",37,4.2,16.7,0,0,0,47.4,"N","N","N","N"," "," ",,
"152908001","ROOSEVELT H S","152908","ROOSEVELT ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","B","A","B","A","A",347,347,"S","09 - 12",75.8,"N","N","N","N","N"," ","N","N",55,83,89,91,98.5,90,76,82,91,,83,93,88,91,92,0,0,0,67,383,17.5,263,64,"09","12",18,5.2,18.4,0,0,0,100,"N","N","N","N"," "," ",,
"152908041","ROOSEVELT J H","152908","ROOSEVELT ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","D","C","D",274,274,"M","06 - 08",78.1,"N","N","N","N","N"," ","N","N",39,71,,,,,59,67,79,,18,61,71,79,74,0,0,0,90,344,26.2,214,59,"06","08",20,7.3,21.5,0,0,0,100,"N","N","N","N"," "," ",,
"152908101","ROOSEVELT EL","152908","ROOSEVELT ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",497,212,"E","PK - 05",75.5,"N","N","N","N","N"," ","N","N",43,72,,,,,65,73,76,,42,73,72,76,75,0,0,0,120,460,26.1,375,71,"PK","05",46,9.3,14.3,0,0,0,42.7,"N","N","N","N"," "," ",,
