CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETSTEC,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"038901041","CHILDRESS J H","038901","CHILDRESS ISD","038","CHILDRESS","16","REGION 16: AMARILLO","B","B","B","B","B","C",226,226,"M","06 - 08",56.6,"N","N","N","N","N"," ","N","N",49,80,,,,,70,82,82,,48,75,80,82,80,0,,,26,263,9.9,128,43,"06","08",9,4,19,0,0,0,100,"N","N","N","N"," "," ",,
"038901102","CHILDRESS EL","038901","CHILDRESS ISD","038","CHILDRESS","16","REGION 16: AMARILLO","B","C","B","B","B","B",431,184,"E","EE - 05",68.9,"N","N","N","N","N"," ","N","N",50,77,,,,,71,80,83,,63,82,77,83,83,,,,39,360,10.8,297,74,"EE","05",10,2.3,17.2,0,0,0,42.7,"N","N","N","N"," "," ",,
"039902001","HENRIETTA H S","039902","HENRIETTA ISD","039","CLAY","09","REGION 09: WICHITA FALLS","A","A","A","B","A","A",295,295,"S","09 - 12",41,"N","N","N","N","N"," ","N","N",60,90,98,98,98.4,90,79,85,93,,85,94,93,93,93,0,0,0,27,301,9,121,48,"09","12",1,0.3,16.3,0,0,0,100,"N","N","N","N"," "," ",,
"039902041","HENRIETTA MIDDLE","039902","HENRIETTA ISD","039","CLAY","09","REGION 09: WICHITA FALLS","C","C","C","C","C","C",216,216,"M","06 - 08",53.2,"N","N","N","N","N"," ","N","N",47,78,,,,,64,75,79,,44,74,78,79,78,0,,,21,238,8.8,115,46,"06","08",4,1.9,21.3,0,0,0,100,"N","N","N","N"," "," ",,
"039902101","HENRIETTA EL","039902","HENRIETTA ISD","039","CLAY","09","REGION 09: WICHITA FALLS","C","C","C","C","D","C",441,202,"E","EE - 05",58.7,"N","N","N","N","N"," ","N","N",42,71,,,,,69,78,67,,40,72,71,78,76,0,0,0,32,369,8.7,259,97,"EE","05",6,1.4,22,0,0,0,45.8,"N","N","N","N"," "," ",,
"039903001","PETROLIA JUNIOR HIGH/HIGH SCHOOL","039903","PETROLIA CISD","039","CLAY","09","REGION 09: WICHITA FALLS","C","C","C","F","C","D",216,216,"S","07 - 12",60.6,"N","N","N","N","N"," ","N","N",50,77,69,73,97,85,57,57,79,,46,68,77,79,76,0,0,0,31,226,13.7,131,35,"07","12",2,0.9,16.2,0,0,0,100,"N","N","N","N"," "," ",,
"039903101","PETROLIA EL","039903","PETROLIA CISD","039","CLAY","09","REGION 09: WICHITA FALLS","C","F","C","C","F","C",260,133,"E","PK - 06",58.1,"N","N","N","N","N"," ","N","N",34,59,,,,,68,76,56,,34,70,59,76,74,0,,,24,219,11,151,50,"PK","06",0,0,19.2,0,0,0,51.2,"N","N","N","N"," "," ",,
"039904001","BELLEVUE SCHOOL","039904","BELLEVUE ISD","039","CLAY","09","REGION 09: WICHITA FALLS","B","B","B","B","B","A",180,121,"B","PK - 12",45,"N","N","N","N","N"," ","N","N",59,89,70,74,100,100,75,81,83,,75,90,85,83,87,0,0,46,19,152,12.5,81,31,"PK","12",2,1.1,17.2,0,25.6,0,67.2,"N","N","N","N"," "," ",,
"039905001","MIDWAY SCHOOL","039905","MIDWAY ISD","039","CLAY","09","REGION 09: WICHITA FALLS","C","B","C","F","C","C",137,97,"B","PK - 12",60.6,"N","N","N","N","N"," ","N","N",43,72,79,81,100,100,55,56,78,,55,75,81,78,79,0,0,0,11,117,9.4,83,26,"PK","12",3,2.2,19,0,0,0,70.8,"N","N","N","N"," "," ",,
"040901001","MORTON SCHOOL","040901","MORTON ISD","040","COCHRAN","17","REGION 17: LUBBOCK","C","C","D","F","D","D",354,245,"B","PK - 12",79.4,"N","N","N","N","N"," ","N","N",25,51,76,78,100,100,54,56,68,,43,65,72,68,70,0,0,0,32,314,10.2,281,55,"PK","12",82,23.2,15.5,0,0,0,69.2,"N","N","N","N"," "," ",,
"040902001","WHITEFACE SCHOOL","040902","WHITEFACE CISD","040","COCHRAN","17","REGION 17: LUBBOCK","C","C","C","C","C","C",325,244,"B","PK - 12",61.5,"N","N","N","N","N"," ","N","N",47,75,61,68,100,100,70,74,75,,55,75,77,75,76,,,0,14,295,4.7,200,50,"PK","12",36,11.1,15.4,0,0,0,75.1,"N","N","N","N"," "," ",,
"041901001","BRONTE ISD","041901","BRONTE ISD","041","COKE","15","REGION 15: SAN ANGELO","A","A","B","B","B","A",223,153,"B","EE - 12",54.7,"N","N","N","N","N"," ","N","N",52,79,94,95,100,100,77,83,88,,83,93,90,88,91,0,0,0,20,211,9.5,122,49,"EE","12",3,1.3,22,0,0,0,68.6,"N","N","N","N"," "," ",,
"041902001","ROBERT LEE SCHOOL","041902","ROBERT LEE ISD","041","COKE","15","REGION 15: SAN ANGELO","B","B","B","D","B","C",256,188,"B","PK - 12",54.7,"N","N","N","N","N"," ","N","N",43,72,100,100,100,100,63,62,86,,60,78,89,86,86,0,0,0,40,260,15.4,140,45,"PK","12",10,3.9,17.6,0,0,0,73.4,"N","N","N","N"," "," ",,
"041902002","FAIRVIEW ACCELERATED","041902","ROBERT LEE ISD","041","COKE","15","REGION 15: SAN ANGELO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"S","11 - 12",50,"N","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,1,1,100,1,0,"11","12",0,0,0,0,0,0,100,"N","N","Y","N"," "," ",,
"041902102","VERIBEST SPECIAL PROGRAMS","041902","ROBERT LEE ISD","041","COKE","15","REGION 15: SAN ANGELO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,0,"E","EE - EE",100,"N","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,,,,,,,2,2,"EE","EE",0,0,100,0,0,0,0,"N","Y","N","N"," "," ",,
"041902180","WALL SP PROG","041902","ROBERT LEE ISD","041","COKE","15","REGION 15: SAN ANGELO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"M","06 - 06",100,"N","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,,,1,3,33.3,2,2,"06","06",0,0,100,0,0,0,100,"N","N","N","N"," "," ",,
"041902195","FAIRVIEW SPECIAL PROGRAMS","041902","ROBERT LEE ISD","041","COKE","15","REGION 15: SAN ANGELO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"S","09 - 09",0,"N","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,"09","09",0,0,100,0,0,0,100,"N","N","N","N"," "," ",,
"042901001","COLEMAN H S","042901","COLEMAN ISD","042","COLEMAN","15","REGION 15: SAN ANGELO","A","A","A","C","A","A",232,232,"S","09 - 12",39.7,"N","N","N","N","N"," ","N","N",60,90,95,96,100,100,72,77,91,,83,93,94,91,94,0,0,0,30,217,13.8,92,32,"09","12",2,0.9,13.8,0,0,0,100,"N","N","N","N"," "," ",,
"042901041","COLEMAN J H","042901","COLEMAN ISD","042","COLEMAN","15","REGION 15: SAN ANGELO","B","C","B","B","C","B",234,234,"M","05 - 08",47.9,"N","N","N","N","N"," ","N","N",47,78,,,,,70,82,75,,63,84,78,82,83,0,0,0,38,278,13.7,112,45,"05","08",11,4.7,19.2,0,0,0,100,"N","N","N","N"," "," ",,
"042901102","COLEMAN EL","042901","COLEMAN ISD","042","COLEMAN","15","REGION 15: SAN ANGELO","D","D","C","C","F","D",326,101,"E","PK - 04",61.7,"N","N","N","N","N"," ","N","N",36,62,,,,,64,71,58,,27,67,62,71,69,0,0,0,36,243,14.8,201,55,"PK","04",1,0.3,16.9,0,0,0,31,"N","N","N","N"," "," ",,
"042903001","SANTA ANNA SECONDARY","042903","SANTA ANNA ISD","042","COLEMAN","15","REGION 15: SAN ANGELO","B","B","B","F","B","C",107,107,"S","07 - 12",100,"N","N","N","N","N"," ","N","N",42,71,96,97,100,100,51,54,87,,60,78,87,87,84,0,0,0,20,130,15.4,107,5,"07","12",0,0,4.7,0,0,0,100,"N","N","N","N"," "," ",,
"042903101","SANTA ANNA EL","042903","SANTA ANNA ISD","042","COLEMAN","15","REGION 15: SAN ANGELO","C","D","C","D","C","C",146,76,"E","PK - 06",100,"N","N","N","N","N"," ","N","N",39,67,,,,,61,68,75,,40,72,67,75,74,0,0,0,23,126,18.3,146,17,"PK","06",0,0,11.6,0,0,0,52.1,"N","N","N","N"," "," ",,
"042905001","PANTHER CREEK SCHOOL","042905","PANTHER CREEK CISD","042","COLEMAN","15","REGION 15: SAN ANGELO","B","B","B","D","B","C",161,122,"B","PK - 12",74.5,"N","N","N","N","N"," ","N","N",39,67,100,100,100,100,64,64,87,,55,75,87,87,83,0,0,0,38,149,25.5,120,44,"PK","12",2,1.2,27.3,0,0,0,75.8,"N","N","N","N"," "," ",,
"043801001","IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS","043801","IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","A",1437,1067,"B","KG - 12",1.9,"N","N","N","N","N"," ","N","N",73,93,100,100,97.6,85,79,85,88,,93,97,94,88,95,0,0,0,79,1322,6,28,96,"KG","12",257,17.9,6.7,0,0,0,74.3,"Y","N","N","N"," "," ",,
"043802101","LONE STAR INTERNATIONAL ACADEMY","043802","LONE STAR LANGUAGE ACADEMY","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","F","A",234,80,"E","KG - 05",0.9,"N","N","N","N","N"," ","N","N",63,91,,,,,80,89,59,,80,92,91,89,91,,,,29,163,17.8,2,20,"KG","05",96,41,8.5,0,0,0,34.2,"Y","N","N","N"," "," ",,
"043901001","ALLEN H S","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","B","C","C","C","A",5273,5273,"S","09 - 12",11.5,"N","N","N","N","N"," ","N","N",70,93,82,84,98.4,90,71,75,79,,81,93,89,79,90,,,0,500,5541,9,604,523,"09","12",362,6.9,9.9,0,0,0,100,"N","N","N","N"," "," ",,
"043901002","LOWERY FRESHMAN CENTER","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","A",1693,1693,"S","09 - 09",14.1,"N","N","N","N","N"," ","N","N",71,93,,,100,100,77,83,83,,79,92,93,83,93,,,0,135,1841,7.3,239,237,"09","09",161,9.5,14,0,0,0,100,"N","N","N","N"," "," ",,
"043901003","COLLIN CO J J A E P","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"S","12 - 12",0,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,,,0,45,45,100,0,0,"12","12",0,0,0,0,0,0,100,"N","N","N","N"," "," ",,
"043901042","W E PETE FORD MIDDLE","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","B",716,716,"M","07 - 08",27.8,"N","N","N","N","N"," ","N","N",62,91,,,,,76,87,81,,68,88,91,87,90,,,,48,825,5.8,199,146,"07","08",90,12.6,20.4,0,0,0,100,"N","N","N","N"," "," ",,
"043901043","WALTER & LOIS CURTIS MIDDLE","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","A",1304,1304,"M","07 - 08",19,"N","N","N","N","N"," ","N","N",71,93,,,,,80,90,85,,81,93,93,90,93,,,,123,1373,9,248,161,"07","08",107,8.2,12.3,0,0,0,100,"N","N","N","N"," "," ",,
"043901044","ERECKSON MIDDLE","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","B",1263,1263,"M","07 - 08",19.5,"N","N","N","N","N"," ","N","N",74,94,,,,,82,91,89,,66,86,94,91,92,,,,121,1321,9.2,246,157,"07","08",131,10.4,12.4,0,0,0,100,"N","N","N","N"," "," ",,
"043901102","ALTON BOYD EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","D","D","D","D","F","D",428,236,"E","KG - 06",56.8,"N","N","N","N","N"," ","N","N",39,67,,,,,60,66,59,,27,67,67,66,67,,,,110,548,20.1,243,97,"KG","06",66,15.4,22.7,0,0,0,55.1,"N","N","N","N"," "," ",,
"043901104","GENE M REED EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","D","D","D","C",546,321,"E","KG - 06",39.9,"N","N","N","N","N"," ","N","N",47,75,,,,,57,62,62,,48,75,75,62,75,,,,42,437,9.6,218,112,"KG","06",75,13.7,20.5,0,0,0,58.8,"N","N","N","N"," "," ",,
"043901105","ALVIS C STORY EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","D","D","F","D",618,369,"E","KG - 06",46.3,"N","N","N","N","N"," ","N","N",42,71,,,,,58,63,59,,30,68,71,63,70,,,,30,410,7.3,286,152,"KG","06",97,15.7,24.6,0,0,0,59.7,"N","N","N","N"," "," ",,
"043901106","MAX O VAUGHAN EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","A",686,419,"E","KG - 06",17.8,"N","N","N","N","N"," ","N","N",75,94,,,,,84,92,87,,79,92,94,92,93,,,,43,656,6.6,122,96,"KG","06",84,12.2,14,0,0,0,61.1,"N","N","N","N"," "," ",,
"043901107","FLOSSIE FLOYD GREEN EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","A","B","B","C","B",565,321,"E","KG - 06",23.4,"N","N","N","N","N"," ","N","N",60,90,,,,,77,87,74,,70,87,90,87,89,,,,79,554,14.3,132,102,"KG","06",114,20.2,18.1,0,0,0,56.8,"N","N","N","N"," "," ",,
"043901108","FRANCES E NORTON EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","A",651,383,"E","KG - 06",12.1,"N","N","N","N","N"," ","N","N",72,93,,,,,84,92,82,,82,93,93,92,93,,,,68,657,10.4,79,91,"KG","06",107,16.4,14,0,0,0,58.8,"N","N","N","N"," "," ",,
"043901110","BOLIN EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","C","B",618,384,"E","KG - 06",22,"N","N","N","N","N"," ","N","N",62,91,,,,,76,86,75,,68,86,91,86,90,,,,40,497,8,136,143,"KG","06",88,14.2,23.1,0,0,0,62.1,"N","N","N","N"," "," ",,
"043901111","KERR EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","B",654,392,"E","KG - 06",14.4,"N","N","N","N","N"," ","N","N",73,93,,,,,81,91,84,,65,83,93,91,90,,,,69,677,10.2,94,80,"KG","06",99,15.1,12.2,0,0,0,59.9,"N","N","N","N"," "," ",,
"043901112","JAMES AND MARGIE MARION EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","B",691,433,"E","KG - 06",20.5,"N","N","N","N","N"," ","N","N",67,92,,,,,75,85,81,,67,85,92,85,90,,,,48,492,9.8,142,124,"KG","06",104,15.1,17.9,0,0,0,62.7,"N","N","N","N"," "," ",,
"043901113","DR E T BOON EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","A",791,480,"E","KG - 06",9.1,"N","N","N","N","N"," ","N","N",79,95,,,,,87,94,86,,86,95,95,94,95,,,,75,788,9.5,72,75,"KG","06",135,17.1,9.5,0,0,0,60.7,"N","N","N","N"," "," ",,
"043901114","CARLENA CHANDLER EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","B","B","B","A",779,461,"E","KG - 06",35.2,"N","N","N","N","N"," ","N","N",60,90,,,,,77,87,81,,74,90,90,87,90,,,,32,510,6.3,274,134,"KG","06",300,38.5,17.2,0,0,0,59.2,"N","N","N","N"," "," ",,
"043901115","MARY EVANS EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","B",699,449,"E","KG - 06",9.6,"N","N","N","N","N"," ","N","N",80,95,,,,,82,91,87,,68,86,95,91,92,,,,59,710,8.3,67,79,"KG","06",96,13.7,11.3,0,0,0,64.2,"N","N","N","N"," "," ",,
"043901116","DAVID AND LYNDA OLSON EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","A","B","B","C","B",723,445,"E","KG - 06",21.2,"N","N","N","N","N"," ","N","N",63,91,,,,,71,80,76,,60,80,91,80,88,,,,61,474,12.9,153,136,"KG","06",93,12.9,18.8,0,0,0,61.5,"N","N","N","N"," "," ",,
"043901117","BEVERLY CHEATHAM EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","A","A",671,402,"E","KG - 06",12.1,"N","N","N","N","N"," ","N","N",81,95,,,,,91,96,90,,85,94,95,96,95,,,,63,621,10.1,81,109,"KG","06",115,17.1,16.2,0,0,0,59.9,"N","N","N","N"," "," ",,
"043901118","LOIS LINDSEY EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","B","A",820,492,"E","KG - 06",15.4,"N","N","N","N","N"," ","N","N",69,92,,,,,82,91,80,,74,90,92,91,91,,,,38,704,5.4,126,107,"KG","06",157,19.1,13,0,0,0,60,"N","N","N","N"," "," ",,
"043901119","JENNY PRESTON EL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","A","C","A",723,420,"E","KG - 06",8.7,"N","N","N","N","N"," ","N","N",72,93,,,,,85,93,79,,76,91,93,93,92,,,,121,801,15.1,63,105,"KG","06",77,10.7,14.5,0,0,0,58.1,"N","N","N","N"," "," ",,
"043901201","GEORGE J ANDERSON EARLY CHILDHOOD SCHOOL","043901","ALLEN ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",406,0,"E","EE - PK",42.1,"N","N","Y","N","N","043901000","N","Y",,,,,,,,,,,,,,,89,,,,,,,171,123,"EE","PK",252,62.1,30.3,0,0,0,0,"N","Y","Y","N","ALLEN ISD"," ",,
"043902001","ANNA H S","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","B","B","B","B","A",1487,1487,"S","09 - 12",47.1,"N","N","N","N","N"," ","N","N",56,85,91,93,98.9,90,80,85,88,,82,93,89,88,90,0,0,0,289,1560,18.5,700,185,"09","12",170,11.4,12.4,0,0,0,100,"N","N","N","N"," "," ",,
"043902005","ANNA ACADEMIC ACHIEVEMENT CENTER","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","Not Rated","Not Rated","Not Rated","Not Rated",18,18,"S","10 - 12",66.7,"N","N","N","Y","N"," ","N","N",34,84,,,100,100,,,,,,,84,,84,0,0,0,111,111,100,12,0,"10","12",3,16.7,0,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"043902041","SLAYTER CREEK MIDDLE","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","D","F","D","C",658,658,"M","06 - 08",56.5,"N","N","N","N","N"," ","N","N",38,70,,,,,53,58,63,,38,72,70,63,71,0,0,0,205,1206,17,372,113,"06","08",94,14.3,17.2,0,0,0,100,"N","N","N","N"," "," ",,
"043902042","CLEMONS CREEK MIDDLE","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","D","D","F","C",543,543,"M","06 - 08",47,"N","N","N","N","N"," ","N","N",40,72,,,,,58,65,59,,40,72,72,65,72,0,0,0,,,,255,84,"06","08",68,12.5,15.5,0,0,0,100,"N","N","Y","N"," "," ",,
"043902101","JOE K BRYANT EL","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","D","C","C","C","D","D",709,338,"E","EE - 05",53.9,"N","N","N","N","N"," ","N","N",41,70,,,,,63,70,60,,18,63,70,70,68,0,0,0,88,544,16.2,382,135,"EE","05",49,6.9,19,0,0,0,47.7,"N","N","N","N"," "," ",,
"043902103","SUE EVELYN RATTAN EL","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","C","B","B","B","A",662,307,"E","EE - 05",52,"N","N","N","N","N"," ","N","N",52,79,,,,,79,89,80,,77,91,79,89,90,0,0,0,68,541,12.6,344,125,"EE","05",72,10.9,18.9,0,0,0,46.4,"N","N","N","N"," "," ",,
"043902105","JUDITH L HARLOW EL","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","C","C","C","C",582,252,"E","EE - 05",47.3,"N","N","N","N","N"," ","N","N",49,77,,,,,68,76,72,,49,76,77,76,77,0,0,0,91,426,21.4,275,120,"EE","05",56,9.6,20.6,0,0,0,43.3,"N","N","N","N"," "," ",,
"043902107","ROSAMOND-SHERLEY EL","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","F","F","F","F","F","D",794,344,"E","PK - 05",67.9,"N","N","N","N","N"," ","N","N",32,57,,,,,52,57,56,,25,66,57,57,59,0,0,0,142,650,21.8,539,117,"PK","05",254,32,14.7,0,0,0,43.3,"N","N","N","N"," "," ",,
"043902197","SPECIAL PROG CTR/J J A E P","043902","ANNA ISD","043","COLLIN","10","REGION 10: RICHARDSON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"S","10 - 11",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,15,15,100,2,1,"10","11",0,0,50,0,0,0,100,"N","N","N","N"," "," ",,
"043903001","CELINA H S","043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","C","C","C","A",1172,1172,"S","09 - 12",20,"N","N","N","N","N"," ","N","N",63,91,74,77,100,100,73,79,75,,79,92,87,79,89,0,0,0,107,1126,9.5,234,118,"09","12",72,6.1,10.1,0,0,0,100,"N","N","N","N"," "," ",,
"043903002","COLLIN CO J J A E P","043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"S","11 - 11",0,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,,,,0,1,"11","11",0,0,100,0,0,0,100,"N","N","N","N"," "," ",,
"043903041","JERRY & LINDA MOORE MIDDLE","043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","C","C","F","C",1035,1035,"M","06 - 08",20.1,"N","N","N","N","N"," ","N","N",54,85,,,,,62,72,58,,50,76,85,72,82,0,0,0,100,967,10.3,208,155,"06","08",101,9.8,15,0,0,0,100,"N","N","N","N"," "," ",,
"043903101","MARCY B LYKINS EL","043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","B","B","D","B",807,363,"E","KG - 05",22.7,"N","N","N","N","N"," ","N","N",54,82,,,,,76,86,60,,70,87,82,86,86,0,0,0,90,768,11.7,183,116,"KG","05",232,28.7,14.4,0,0,0,45,"N","N","N","N"," "," ",,
"043903103","EARLY CHILDHOOD SCHOOL","043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",181,0,"E","EE - PK",24.3,"N","N","N","N","N","043903104","N","Y",,,,,,,,,,,,,,,83,0,0,0,,,,44,37,"EE","PK",128,70.7,20.4,0,0,0,0,"N","Y","N","N","O'DELL EL"," ",,
"043903104","O'DELL EL","043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","B","B","F","B",798,424,"E","KG - 05",14.3,"N","N","N","N","N"," ","Y","N",54,82,,,,,72,81,57,,67,85,82,81,83,0,0,0,163,932,17.5,114,98,"KG","05",121,15.2,12.3,0,0,0,53.1,"N","N","N","N"," "," ",,
"043903105","BOBBY RAY & AFTON MARTIN EL","043903","CELINA ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","C","C","F","C",569,310,"E","KG - 05",15.8,"N","N","N","N","N"," ","N","N",48,76,,,,,65,73,54,,46,75,76,73,76,0,0,0,,,,90,92,"KG","05",23,4,16.2,0,0,0,54.5,"N","N","Y","N"," "," ",,
"043904001","FARMERSVILLE H S","043904","FARMERSVILLE ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","A","A","C","A","B",680,680,"S","09 - 12",54.7,"N","N","N","N","N"," ","N","N",58,88,97,98,98.5,90,68,70,94,,68,85,92,94,91,0,0,25,79,708,11.2,372,52,"09","12",89,13.1,7.6,0,3.7,0,100,"N","N","N","N"," "," ",,
"043904041","FARMERSVILLE J H","043904","FARMERSVILLE ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","C","B","B","B","C",354,354,"M","07 - 08",64.4,"N","N","N","N","N"," ","N","N",47,78,,,,,69,81,83,,40,72,78,83,80,0,0,0,56,366,15.3,228,65,"07","08",63,17.8,18.4,0,0,0,100,"N","N","N","N"," "," ",,
"043904101","TATUM EL","043904","FARMERSVILLE ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",551,0,"E","EE - 02",63.5,"N","N","N","N","N","043904102","N","Y",,,,,,,,,,,,,,,72,0,0,0,55,343,16,350,97,"EE","02",114,20.7,17.6,0,0,0,0,"N","N","N","N","FARMERSVILLE INT"," ",,
"043904102","FARMERSVILLE INT","043904","FARMERSVILLE ISD","043","COLLIN","10","REGION 10: RICHARDSON","C","C","C","D","C","D",649,649,"E","03 - 06",60.7,"N","N","N","N","N"," ","Y","N",45,73,,,,,62,69,74,,27,67,73,74,72,0,0,0,77,643,12,394,115,"03","06",121,18.6,17.7,0,0,0,100,"N","N","N","N"," "," ",,
"043905001","FRISCO H S","043905","FRISCO ISD","043","COLLIN","10","REGION 10: RICHARDSON","B","B","C","D","C","B",1996,1996,"S","09 - 12",24.4,"N","N","N","N","N"," ","N","N",66,92,70,74,98.7,90,62,60,79,,62,80,84,79,83,0,0,0,190,2171,8.8,488,156,"09","12",202,10.1,7.8,0,0,0,100,"N","N","N","N"," "," ",,
"043905002","CENTENNIAL H S","043905","FRISCO ISD","043","COLLIN","10","REGION 10: RICHARDSON","A","B","B","B","B","A",2034,2034,"S","09 - 12",9.8,"N","N","N","N","N"," ","N","N",80,95,79,81,98.8,90,74,80,83,,84,94,88,83,90,0,0,0,104,2134,4.9,199,150,"09","12",79,3.9,7.4,0,0,0,100,"N","N","N","N"," "," ",,
"043905003","COLLIN CO J J A E P","043905","FRISCO ISD","043","COLLIN","10","REGION 10: RICHARDSON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",3,3,"B","06 - 10",0,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,21,21,100,0,0,"06","10",0,0,0,0,0,0,100,"N","N","N","N"," "," ",,
