CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART,CAMPNAME_CLEAN
227803101,WAYSIDE EDEN PARK ACADEMY,227803,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,Wayside Eden Park Academy
227803102,WAYSIDE REAL LEARNING ACADEMY,227803,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,Wayside Real Learning Academy
227803103,WAYSIDE ALTAMIRA ACADEMY,227803,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,Wayside Altamira Academy
227804101,NYOS LAMAR SECONDARY,227804,NYOS CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 12, , ,N,Y,Nyos Lamar Secondary
227804102,NYOS LAMAR EL,227804,NYOS CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,Nyos Lamar Elementary School
227805041,TEXAS EMPOWERMENT ACADEMY,227805,TEXAS EMPOWERMENT ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,B,03 - 12, , ,N,Y,Texas Empowerment Academy
227805101,TEXAS EMPOWERMENT ACADEMY EL,227805,TEXAS EMPOWERMENT ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 02, , ,N,Y,Texas Empowerment Academy Elementary School
227806005,SETTLEMENT HOME,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,08 - 12, , ,Y,Y,Settlement Home
227806009,PATHFINDER CAMP,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,05 - 12, , ,Y,Y,Pathfinder Camp
227806023,PATHWAYS 3H CAMPUS,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,M,06 - 09, , ,Y,Y,Pathways 3H Campus
227806024,TNC CAMPUS (TEXAS NEUROREHABILITATION CENTER),227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,03 - 12, , ,N,Y,Tnc Campus (Texas Neurorehabilitation Center)
227806025,METHODIST CHILDREN'S HOME,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 12, , ,Y,Y,Methodist Children's Home
227806030,LAUREL RIDGE,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 12, , ,Y,Y,Laurel Ridge
227806031,OLYMPIA HILLS,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,E,03 - 08, , ,N,Y,Olympia Hills
227806032,HELPING HAND,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,E,KG - 07, , ,N,Y,Helping Hand
227806034,UT - UNIVERSITY CHARTER SCHOOL AT HIGH POINT,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,KG - 12, , ,N,Y,Ut - University Charter School At High Point
227806040,AUSTIN OAKS,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,07 - 11, , ,N,Y,Austin Oaks
227806041,UNLIMITED VISIONS AFTERCARE,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,Y,Unlimited Visions Aftercare
227806044,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,04 - 12, , ,Y,Y,Georgetown Behavioral Health Institute
227806045,CEDAR CREST,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,07 - 12, , ,Y,Y,Cedar Crest
227806052,SJRC TEXAS,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,08 - 11, , ,Y,Y,Sjrc Texas
227806053,SAFE HAVEN,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 11, , ,Y,Y,Safe Haven
227806054,CLEARFORK ACADEMY,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,Y,Clearfork Academy
227806056,CLEARFORK ACADEMY SOUTH,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,08 - 12, , ,Y,Y,Clearfork Academy South
227806057,BOYSVILLE,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,S,07 - 11, , ,Y,Y,Boysville
227814001,CHAPARRAL STAR ACADEMY,227814,CHAPARRAL STAR ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,B,KG - 12, , ,N,Y,Chaparral Star Academy
227816001,HARMONY SCIENCE ACADEMY - AUSTIN,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 08, , ,N,Y,Harmony Science Academy - Austin
227816002,HARMONY SCIENCE ACADEMY-PFLUGERVILLE,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 12, , ,N,Y,Harmony Science Academy-Pflugerville
227816003,HARMONY SCHOOL OF SCIENCE - AUSTIN,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,Harmony School Of Science - Austin
227816004,HARMONY SCHOOL OF ENDEAVOR AUSTIN,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,B,PK - 12, , ,N,Y,Harmony School Of Endeavor Austin
227816005,HARMONY SCHOOL OF INNOVATION - AUSTIN,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,Harmony School Of Innovation - Austin
227816006,HARMONY SCIENCE ACADEMY - CEDAR PARK,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,Harmony Science Academy - Cedar Park
227816101,HARMONY SCHOOL OF EXCELLENCE - AUSTIN,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 12, , ,N,Y,Harmony School Of Excellence - Austin
227817001,CEDARS ACADEMY NEXT GENERATION H S AT HIGHLAND,227817,CEDARS INTERNATIONAL ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,Y,Cedars Academy Next Generation H S At Highland
227817101,CEDARS INTERNATIONAL ACADEMY,227817,CEDARS INTERNATIONAL ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 08, , ,N,Y,Cedars International Academy
227819101,UNIVERSITY OF TEXAS EL CHARTER SCHOOL,227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 05, , ,N,Y,University Of Texas El Charter School
227820001,KIPP AUSTIN COLLEGIATE,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp Austin Collegiate
227820002,KIPP AUSTIN BRAVE,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp Austin Brave
227820013,KIPP HOUSTON H S,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp Houston High School
227820014,KIPP GENERATIONS COLLEGIATE,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp Generations Collegiate
227820015,KIPP NORTHEAST COLLEGE PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp Northeast College Preparatory
227820016,KIPP SUNNYSIDE H S,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp Sunnyside High School
227820018,KIPP EAST END H S,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp East End High School
227820020,KIPP UNIVERSITY PREP H S,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp University Prep High School
227820021,KIPP SOMOS COLLEGIATE,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,B,06 - 12, , ,N,Y,Kipp Somos Collegiate
227820030,KIPP OAK CLIFF ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,S,09 - 12, , ,N,Y,Kipp Oak Cliff Academy
227820041,KIPP AUSTIN COLLEGE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Austin College Prep
227820042,KIPP AUSTIN ACADEMY OF ARTS & LETTERS,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Austin Academy Of Arts & Letters
227820043,KIPP AUSTIN BEACON PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Austin Beacon Prep
227820045,KIPP PASEO PREPARATORY SCHOOL,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 09, , ,N,Y,Kipp Paseo Preparatory School
227820050,KIPP ACADEMY MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Academy Middle School
227820051,KIPP 3D ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp 3D Academy
227820052,KIPP SHARPSTOWN COLLEGE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,B,06 - 10, , ,N,Y,Kipp Sharpstown College Prep
227820053,KIPP POLARIS ACADEMY FOR BOYS,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Polaris Academy For Boys
227820054,KIPP INTREPID PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Intrepid Preparatory
227820055,KIPP VOYAGE ACADEMY FOR GIRLS,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Voyage Academy For Girls
227820056,KIPP CONNECT PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,B,06 - 12, , ,N,Y,Kipp Connect Preparatory
227820057,KIPP LIBERATION COLLEGE PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Liberation College Preparatory
227820058,KIPP SPIRIT COLLEGE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Spirit College Prep
227820059,KIPP ACADEMY WEST,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,06 - 09, , ,N,Y,Kipp Academy West
227820060,KIPP PRIME COLLEGE PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Prime College Preparatory
227820061,KIPP NEXUS MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Nexus Middle School
227820062,KIPP JOURNEY COLLEGIATE SCHOOL,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,B,06 - 10, , ,N,Y,Kipp Journey Collegiate School
227820063,KIPP MOSAIC ACADEMY SCHOOL,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 09, , ,N,Y,Kipp Mosaic Academy School
227820071,KIPP TRUTH ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Truth Academy
227820072,KIPP DESTINY MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Destiny Middle School
227820073,KIPP PLEASANT GROVE LEADERSHIP ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,B,06 - 11, , ,N,Y,Kipp Pleasant Grove Leadership Academy
227820081,KIPP ASPIRE ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Aspire Academy
227820082,KIPP CAMINO ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,M,05 - 08, , ,N,Y,Kipp Camino Academy
227820083,KIPP SOMOS PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 02, , ,N,Y,Kipp Somos Primary School
227820101,KIPP AUSTIN COMUNIDAD,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Austin Comunidad
227820102,KIPP ALEGRIA PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Alegria Primary School
227820103,KIPP AUSTIN OBRAS,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Austin Obras
227820105,KIPP PASEO PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Paseo Primary School
227820205,KIPP SHINE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Shine Prep
227820206,KIPP DREAM PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Dream Prep
227820207,KIPP SHARP PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 05, , ,N,Y,Kipp Sharp Prep
227820209,KIPP EXPLORE ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Explore Academy
227820211,KIPP LEGACY PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Legacy Preparatory
227820212,KIPP CONNECT HOUSTON PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 05, , ,N,Y,Kipp Connect Houston Primary School
227820213,KIPP PEACE EL,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Peace Elementary School
227820214,KIPP ZENITH ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Zenith Academy
227820215,KIPP UNITY PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 05, , ,N,Y,Kipp Unity Primary School
227820216,KIPP CLIMB ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Climb Academy
227820217,KIPP NEXUS PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Nexus Primary School
227820218,KIPP JOURNEY PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 05, , ,N,Y,Kipp Journey Primary School
227820219,KIPP MOSAIC PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Mosaic Primary School
227820301,KIPP DESTINY EL,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Destiny Elementary School
227820302,KIPP TRUTH EL,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 04, , ,N,Y,Kipp Truth Elementary School
227820303,KIPP PLEASANT GROVE PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,PK - 05, , ,N,Y,Kipp Pleasant Grove Primary School
227820401,KIPP UN MUNDO PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,KG - 04, , ,N,Y,Kipp Un Mundo Primary School
227820402,KIPP ESPERANZA PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,E,KG - 04, , ,N,Y,Kipp Esperanza Primary School
227821101,AUSTIN DISCOVERY SCH,227821,AUSTIN DISCOVERY SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,E,KG - 06, , ,N,Y,Austin Discovery Sch
227824001,THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,227824,VALERE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 06, , ,N,Y,The East Austin College Prep At Southwest Key
227824002,THE EAST AUSTIN COLLEGE PREP AT MLK,227824,VALERE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,S,07 - 12, , ,N,Y,The East Austin College Prep At Mlk
227824003,PROMESA COLLEGE PREP BROWNSVILLE,227824,VALERE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 08, , ,N,Y,Promesa College Prep Brownsville
227824004,PROMESA COLLEGE PREP WEST CORPUS CHRISTI,227824,VALERE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,B,PK - 10, , ,N,Y,Promesa College Prep West Corpus Christi
227825001,AUSTIN ACHIEVE MIDDLE,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,M,05 - 08, , ,N,Y,Austin Achieve Middle School
227825003,AUSTIN ACHIEVE NORTHEAST EL,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 04, , ,N,Y,Austin Achieve Northeast Elementary School
227825004,AUSTIN ACHIEVE H S,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,Y,Austin Achieve High School
227825005,AUSTIN ACHIEVE PFLUGERVILLE,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - 08, , ,N,Y,Austin Achieve Pflugerville
227825006,AUSTIN ACHIEVE FERGUSON,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,PK - PK, , ,N,Y,Austin Achieve Ferguson
227826101,MAGNOLIA MONTESSORI FOR ALL,227826,MONTESSORI FOR ALL,13,REGION 13: AUSTIN,227,TRAVIS,E,EE - 06, , ,N,Y,Magnolia Montessori For All
227827001,THE EXCEL CENTER (FOR ADULTS),227827,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,Y,The Excel Center (For Adults)
227827002,THE EXCEL CENTER FOR ADULTS - LOCKHART,227827,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,Y,The Excel Center For Adults - Lockhart
227827003,THE EXCEL CENTER FOR ADULTS - SOUTH AUSTIN,227827,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,Y,The Excel Center For Adults - South Austin
227827004,BILLY MOORE,227827,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,Y,Billy Moore
227827007,DIBOLL,227827,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,Y,Diboll
227829001,VALOR SOUTH AUSTIN,227829,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,B,KG - 12, , ,N,Y,Valor South Austin
227829002,VALOR NORTH AUSTIN,227829,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,B,KG - 11, , ,N,Y,Valor North Austin
227829003,VALOR KYLE,227829,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,B,KG - 09, , ,N,Y,Valor Kyle
227829004,VALOR LEANDER,227829,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,KG - 08, , ,N,Y,Valor Leander
227829005,VALOR SAN ANTONIO,227829,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,E,KG - 08, , ,N,Y,Valor San Antonio
227901002,AUSTIN H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Austin High School
227901004,NAVARRO EARLY COLLEGE H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Navarro Early College High School
227901005,MCCALLUM H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,McCallum High School
227901006,NORTHEAST EARLY COLLEGE H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Northeast Early College High School
227901007,TRAVIS EARLY COLLEGE H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Travis Early College High School
227901008,CROCKETT ECHS,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Crockett Echs
227901009,ANDERSON H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Anderson High School
227901012,ALTERNATIVE LEARNING CENTER,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 12, , ,N,N,Alternative Learning Center
227901013,BOWIE H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Bowie High School
227901014,LBJ ECHS,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Lbj Echs
227901015,GARZA INDEPENDENCE H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,10 - 12, , ,Y,N,Garza Independence High School
227901017,AKINS H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Akins High School
227901018,LASA H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Lasa High School
227901019,EASTSIDE EARLY COLLEGE H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,N,N,Eastside Early College High School
227901023,GRADUATION PREPARATORY ACADEMY,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,N,Graduation Preparatory Academy
227901026,GRADUATION PREP ACADEMY NAVARRO,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 12, , ,Y,N,Graduation Prep Academy Navarro
227901028,RICHARDS SCH FOR YOUNG WOMEN LEADERS,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,B,06 - 12, , ,N,N,Richards Sch For Young Women Leaders
227901029,INTERNATIONAL H S,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 10, , ,Y,N,International High School
227901030,TRAVIS COUNTY JUVENILE DETENTION CENTER,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,07 - 11, , ,N,N,Travis County Juvenile Detention Center
227901035,LEADERSHIP ACADEMY,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 11, , ,Y,N,Leadership Academy
227901036,TRAVIS COUNTY J J A E P,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,S,09 - 11, , ,N,N,Travis County JJAEP
227901043,LIVELY MIDDLE,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,M,06 - 08, , ,N,N,Lively Middle School
227901044,KEALING MIDDLE,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,M,06 - 08, , ,N,N,Kealing Middle School
227901045,LAMAR MIDDLE,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,M,06 - 08, , ,N,N,Lamar Middle School
227901046,BURNET MIDDLE,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,M,06 - 08, , ,N,N,Burnet Middle School
227901047,O HENRY MIDDLE,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,M,06 - 08, , ,N,N,O Henry Middle School
227901051,MARTIN MIDDLE,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,M,07 - 08, , ,N,N,Martin Middle School
227901052,MURCHISON MIDDLE,227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,M,06 - 08, , ,N,N,Murchison Middle School
