id,name,Campus Number,Campus Name
15907041,CONNELL MIDDLE,15907041,Connell Middle School
15907043,DAVIS MIDDLE,15907043,Davis Middle School
15907046,WHEATLEY MIDDLE,15907046,Wheatley Middle School
15907047,HARRIS MIDDLE,15907047,Harris Academy
15907049,IRVING MIDDLE,15907049,Irving Academy
15907050,LONGFELLOW MIDDLE,15907050,Longfellow Middle School
15907051,LOWELL MIDDLE,15907051,Lowell Academy
15907053,PAGE MIDDLE,15907053,Page Middle School
15907054,POE MIDDLE,15907054,Poe Middle School
15907055,RHODES MIDDLE,15907055,Rhodes Middle School
15907057,ROGERS MIDDLE,15907057,Rogers Middle School
15907058,TWAIN MIDDLE,15907058,Twain Middle School
15907059,WHITTIER MIDDLE,15907059,Whittier Academy
15907061,TAFOLLA MIDDLE,15907061,Tafolla Middle School
15907064,PICKETT ACADEMY,15907064,Pickett Academy
15907101,ARNOLD EL,15907101,Arnold Elementary School
15907102,AUSTIN ACADEMY,15907102,Austin Academy
15907103,CHARLES C BALL EL,15907103,Charles C Ball Elementary School
15907105,BASKIN EL,15907105,Baskin Academy
15907106,BEACON HILL EL,15907106,Beacon Hill Elementary School
15907107,BONHAM ACADEMY,15907107,Bonham Academy
15907110,J T BRACKENRIDGE EL,15907110,JT Brackenridge Academy
15907111,BREWER EL,15907111,Brewer Elementary School
15907112,BRISCOE EL,15907112,Briscoe Academy
15907114,CAMERON EL,15907114,Cameron Elementary School
15907116,COLLINS GARDEN EL,15907116,Collins Garden Elementary School
15907117,AGNES COTTON EL,15907117,Agnes Cotton Elementary School
15907118,DAVID CROCKETT EL,15907118,David Crockett Elementary School
15907119,DOUGLASS EL,15907119,Douglass Academy
15907121,DE ZAVALA EL,15907121,De Zavala Elementary School
15907123,FENWICK EL,15907123,Fenwick Elementary School
15907124,MURIEL FORBES EL,15907124,Muriel Forbes Elementary School
15907125,FOSTER EL,15907125,Foster Elementary School
15907126,FRANKLIN EL,15907126,Franklin Elementary School
15907127,GATES EL,15907127,Gates Elementary School
15907129,CHARLES GRAEBNER EL,15907129,Charles Graebner Elementary School
15907131,ROBERT B GREEN EL,15907131,Robert B Green Elementary School
15907132,HERFF EL,15907132,Herff Elementary School
15907134,HIGHLAND HILLS EL,15907134,Highland Hills Elementary School
15907135,HIGHLAND PARK EL,15907135,Highland Park Elementary School
15907136,HILLCREST EL,15907136,Hillcrest Elementary School
15907137,HIRSCH EL,15907137,Hirsch Elementary School
15907139,HUPPERTZ EL,15907139,Huppertz Elementary School
15907140,RODRIGUEZ EL,15907140,Rodriguez Elementary School
15907141,ELOISE JAPHET EL,15907141,Eloise Japhet Elementary School
15907142,M L KING ACADEMY,15907142,ML King Academy
15907143,GEORGE E KELLY EL,15907143,George E Kelly Elementary School
15907144,SARAH S KING EL,15907144,Sarah S King Elementary School
15907146,LAMAR EL,15907146,Lamar Elementary School
15907147,BOWDEN EL,15907147,Bowden Elementary School
15907148,MADISON EL,15907148,Madison Elementary School
15907149,MARGIL EL,15907149,Margil Elementary School
15907150,MAVERICK EL,15907150,Maverick Elementary School
15907153,DORIE MILLER EL,15907153,Dorie Miller Elementary School
15907155,NEAL EL,15907155,Neal Elementary School
15907156,NELSON EL,15907156,Nelson Elementary School
15907157,OGDEN EL,15907157,Ogden Elementary School
15907158,PERSHING EL,15907158,Pershing Elementary School
15907160,RIVERSIDE PARK EL,15907160,Riverside Park Academy
15907161,ROGERS EL,15907161,Rogers Elementary School
15907162,DAVID BARKLEY/FRANCISCO RUIZ EL,15907162,David Barkley/Francisco Ruiz Academy
15907164,SCHENCK EL,15907164,Schenck Elementary School
15907165,SMITH EL,15907165,Smith Elementary School
15907167,STEELE EL,15907167,Steele Elementary School
15907168,P F STEWART EL,15907168,PF Stewart Elementary School
15907169,STORM EL,15907169,Storm Academy
15907172,WASHINGTON EL,15907172,Washington Elementary School
15907173,W W WHITE EL,15907173,WW White Elementary School
15907174,WILSON EL,15907174,Wilson Elementary School
15907175,WOODLAWN EL,15907175,Woodlawn Elementary School
15907176,WOODLAWN HILLS EL,15907176,Woodlawn Hills Elementary School
15907179,HAWTHORNE PK-8 ACADEMY,15907179,Hawthorne Pk-8 Academy
15907182,HEALY-MURPHY,15907182,Healy-Murphy
15907184,CHRISTUS SANTA ROSA,15907184,Christus Santa Rosa
15907186,SEIDEL LEARNING CENTER,15907186,Seidel Learning Center
15907194,ROY MAAS YOUTH ALTERNATIVES/THE BR,15907194,Roy Maas Youth Alternatives/The Bridge
15907195,JUVENILE DETENT CTR,15907195,Juvenile Detention Center
15907201,CHILDREN'S SHELTER OF SA,15907201,Children's Shelter Of San Antonio
15907202,HEALY MURPHY PK,15907202,Healy Murphy Pre-K
15907210,MISSION ACADEMY,15907210,Mission Academy
15907240,CARROLL EARLY CHILDHOOD CAMPUS,15907240,Carroll Early Childhood Campus
15907241,CARVAJAL EARLY CHILDHOOD CAMPUS,15907241,Carvajal Early Childhood Campus
15907242,KNOX EARLY CHILDHOOD CAMPUS,15907242,Knox Early Childhood Campus
15907244,TYNAN EARLY CHILDHOOD CAMPUS,15907244,Tynan Early Childhood Campus
15908001,SOUTH SAN ANTONIO H S,15908001,South San Antonio High School
15908039,ALTERNATIVE SCHOOL,15908039,South San Antonio Alternative School
15908041,DWIGHT MIDDLE,15908041,Dwight Middle School
15908042,ALAN B SHEPARD MIDDLE,15908042,Alan B Shepard Middle School
15908043,ABRAHAM KAZEN MIDDLE,15908043,Abraham Kazen Middle School
15908044,ROBERT C ZAMORA MIDDLE,15908044,Robert C Zamora Middle School
15908101,ATHENS EL,15908101,Athens Elementary School
15908104,HUTCHINS EL,15908104,Hutchins Elementary School
15908105,KINDRED EL,15908105,Kindred Elementary School
15908106,PALO ALTO EL,15908106,Palo Alto Elementary School
15908107,PRICE EL,15908107,Price Elementary School
15908108,FRANK MADLA EL,15908108,Frank Madla Elementary School
15908109,FIVE PALMS EL,15908109,Five Palms Elementary School
15908110,NEIL ARMSTRONG EL,15908110,Neil Armstrong Elementary School
15908112,MIGUEL CARRILLO JR EL,15908112,Miguel Carrillo Jr Elementary School
15908113,ROY BENAVIDEZ EL,15908113,Roy Benavidez Elementary School
15908114,HERNANDEZ LEARNING CENTER,15908114,Hernandez Learning Center
15909001,SOMERSET H S,15909001,Somerset High School
15909041,SOMERSET J H,15909041,Somerset Junior High School
15909101,SOMERSET EL,15909101,Somerset Elementary School
15909103,SOMERSET EARLY CHILDHOOD EL,15909103,Somerset Early Childhood Elementary School
15909104,S/SGT MICHAEL P BARRERA VETERANS E,15909104,S/Sgt Michael P Barrera Veterans Elementary School
15909105,SAVANNAH HEIGHTS INT,15909105,Savannah Heights Intermediate School
15910001,LEE H S,15910001,Lee High School
15910002,MACARTHUR H S,15910002,Macarthur High School
15910003,CHURCHILL H S,15910003,Churchill High School
15910004,ROOSEVELT H S,15910004,Roosevelt High School
15910005,MADISON H S,15910005,Madison High School
15910007,REAGAN H S,15910007,Reagan High School
15910008,ACADEMY OF CREATIVE ED,15910008,Academy Of Creative Education
15910009,INTERNATIONAL SCHOOL OF AMERICA,15910009,International School Of America
15910012,ALTER H S,15910012,North East Alternative High School
15910014,JOHNSON H S,15910014,Johnson High School
15910022,NORTH EAST J J A E P,15910022,North East JJAEP
15910041,EISENHOWER MIDDLE,15910041,Eisenhower Middle School
15910042,GARNER MIDDLE,15910042,Garner Middle School
15910043,KRUEGER MIDDLE,15910043,Krueger Middle School
15910044,NIMITZ MIDDLE,15910044,Nimitz Middle School
15910045,JACKSON MIDDLE,15910045,Jackson Middle School
15910046,WHITE MIDDLE,15910046,White Middle School
15910047,WOOD MIDDLE,15910047,Wood Middle School
15910048,BRADLEY MIDDLE,15910048,Bradley Middle School
15910049,DRISCOLL MIDDLE,15910049,Driscoll Middle School
15910050,BUSH MIDDLE,15910050,Bush Middle School
15910053,ALTER MIDDLE,15910053,Alter Middle School
15910054,HOMEBASED COMP ED,15910054,Homebased Comprehensive Education
15910056,FRANK TEJEDA MIDDLE,15910056,Frank Tejeda Middle School
15910057,JOSE M LOPEZ MIDDLE,15910057,Jose M Lopez Middle School
15910058,BERNARD HARRIS MIDDLE,15910058,Bernard Harris Middle School
15910070,HOMEBOUND,15910070,Homebound
15910101,CASTLE HILLS EL,15910101,Castle Hills Elementary School
15910102,COKER EL,15910102,Coker Elementary School
15910103,COLONIAL HILLS EL,15910103,Colonial Hills Elementary School
15910104,DELLVIEW EL,15910104,Dellview Elementary School
15910105,EAST TERRELL HILLS EL,15910105,East Terrell Hills Elementary School
15910106,HARMONY HILLS EL,15910106,Harmony Hills Elementary School
15910107,JACKSON-KELLER EL,15910107,Jackson-Keller Elementary School
15910108,LARKSPUR EL,15910108,Larkspur Elementary School
15910109,NORTHWOOD EL,15910109,Northwood Elementary School
15910110,OAK GROVE EL,15910110,Oak Grove Elementary School
15910111,OLMOS EL,15910111,Olmos Elementary School
15910112,RIDGEVIEW EL,15910112,Ridgeview Elementary School
15910113,SERNA EL,15910113,Serna Elementary School
15910114,WALZEM EL,15910114,Walzem Elementary School
15910115,WEST AVENUE EL,15910115,West Avenue Elementary School
15910116,WILSHIRE EL,15910116,Wilshire Elementary School
15910117,WINDCREST EL,15910117,Windcrest Elementary School
15910118,CAMELOT EL,15910118,Camelot Elementary School
15910119,CLEAR SPRING EL,15910119,Clear Spring Elementary School
15910120,REGENCY PLACE EL,15910120,Regency Place Elementary School
15910121,EL DORADO EL,15910121,El Dorado Elementary School
15910122,MONTGOMERY EL,15910122,Montgomery Elementary School
15910123,HIDDEN FOREST EL,15910123,Hidden Forest Elementary School
15910124,WOODSTONE EL,15910124,Woodstone Elementary School
15910125,STAHL EL,15910125,Stahl Elementary School
15910126,THOUSAND OAKS EL,15910126,Thousand Oaks Elementary School
15910127,NORTHERN HILLS EL,15910127,Northern Hills Elementary School
15910128,REDLAND OAKS EL,15910128,Redland Oaks Elementary School
15910129,ENCINO PARK EL,15910129,Encino Park Elementary School
15910130,FOX RUN EL,15910130,Fox Run Elementary School
15910131,OAK MEADOW EL,15910131,Oak Meadow Elementary School
15910133,STONE OAK EL,15910133,Stone Oak Elementary School
15910134,LONGS CREEK EL,15910134,Longs Creek Elementary School
15910135,HUEBNER EL,15910135,Huebner Elementary School
15910136,HARDY OAK EL,15910136,Hardy Oak Elementary School
15910137,WETMORE EL,15910137,Wetmore Elementary School
15910138,ROYAL RIDGE EL,15910138,Royal Ridge Elementary School
15910139,ROAN FOREST EL,15910139,Roan Forest Elementary School
15910140,CANYON RIDGE EL,15910140,Canyon Ridge Elementary School
15910141,STEUBING RANCH EL,15910141,Steubing Ranch Elementary School
15910142,BULVERDE CREEK,15910142,Bulverde Creed Elementary School
15910143,WILDERNESS OAK EL,15910143,Wilderness Oak Elementary School
15910144,TUSCANY HEIGHTS,15910144,Tuscany Heights
15910145,CIBOLO GREEN,15910145,Cibolo Green
15910146,LAS LOMAS EL,15910146,Las Lomas El
15910147,VINEYARD RANCH EL,15910147,Vineyard Ranch El
15910160,ALTERNATIVE EL,15910160,Alternative Elementary School
15911001,EAST CENTRAL H S,15911001,East Central High School
15911003,EAST CENTRAL CHOICE PROGAM,15911003,East Central Choice Program
15911004,BEXAR CO J J A E P,15911004,Bexar County JJAEP
15911005,BEXAR COUNTY LRN CTR,15911005,Bexar County Learning Center
15911006,WILSON COUNTY BOOT CAMP,15911006,Wilson County Boot Camp
15911041,OAK CREST INT,15911041,Oak Crest Intermediate School
15911042,SALADO INT,15911042,Salado Intermediate School
15911043,EAST CENTRAL HERITAGE MIDDLE,15911043,East Central Heritage Middle School
15911044,LEGACY MIDDLE,15911044,Legacy Middle School
15911101,JOHN GLENN EL,15911101,John Glenn Elementary School
15911102,HARMONY EL,15911102,Harmony Elementary School
15911103,PECAN VALLEY EL,15911103,Pecan Valley Elementary School
15911104,SINCLAIR EL,15911104,Sinclair Elementary School
15911105,EAST CENTRAL DEV CTR,15911105,East Central Development Center
15911106,HIGHLAND FOREST EL,15911106,Highland Forest Elementary School
15912001,SOUTHWEST H S,15912001,Southwest High School
15912003,BEXAR CO J J A E P,15912003,Bexar County JJAEP
15912011,SOUTHWEST ACADEMY,15912011,Southwest Academy
15912041,RONALD E MCNAIR MIDDLE,15912041,Ronald E McNair Middle School
15912042,SHARON CHRISTA MCAULIFFE MIDDLE,15912042,Sharon Christa McAuliffe Middle School
15912044,FRANCIS R SCOBEE MIDDLE SCHOOL,15912044,Francis R Scobee Middle School
15912101,SOUTHWEST EL,15912101,Southwest Elementary School
15912102,SUN VALLEY EL,15912102,Sun Valley Elementary School
15912103,INDIAN CREEK EL,15912103,Indian Creek Elementary School
15912104,BOB HOPE EL,15912104,Bob Hope Elementary School
15912105,SKY HARBOUR EL,15912105,Sky Harbour Elementary School
15912106,HIDDEN COVE EL,15912106,Hidden Cove Elementary School
15912107,BIG COUNTRY EL,15912107,Big Country Elementary School
15912108,ELM CREEK EL,15912108,Elm Creek Elementary School
15912109,KRIEWALD RD EL,15912109,Kriewald Rd Elementary School
15912110,SPICEWOOD PARK EL,15912110,Spicewood Park El
15912111,MEDIO CREEK EL,15912111,Medio Creek El
15913001,VIRGINIA ALLRED STACEY JR/SR H S,15913001,Virginia Allred Stacey Jr/Sr High School
15913101,LACKLAND EL,15913101,Lackland Elementary School
15914001,ROBERT G COLE MIDDLE/HIGH SCHOOL,15914001,Robert G Cole Middle School/High School
15914101,FT SAM HOUSTON ELEMENTARY,15914101,Ft Sam Houston Elementary School
15915001,HOLMES H S,15915001,Holmes High School
15915002,JAY H S,15915002,Jay High School
15915003,MARSHALL H S,15915003,Marshall High School
15915004,HOLMGREEN CENTER,15915004,Holmgreen Center
15915005,CLARK H S,15915005,Clark High School
15915006,HEALTH CAREERS H S,15915006,Health Careers High School
15915007,TAFT H S,15915007,Taft High School
15915008,ALTERNATIVE H S,15915008,Alternative High School
15915011,EXCEL ACADEMY,15915011,Excel Academy
15915013,REDDIX CENTER,15915013,Reddix Center
15915016,O'CONNOR H S,15915016,O'Connor High School
15915019,WARREN H S,15915019,Warren High School
15915022,STEVENS H S,15915022,Stevens High School
15915023,BRANDEIS H S,15915023,Brandeis High School
15915024,BRENNAN H S,15915024,Brennan High School
15915035,DAEP AT HOLMGREEN,15915035,DAEP At Holmgreen
15915039,NISD BEXAR COUNTY JJA,15915039,Bexar County JJAEP
15915041,NEFF MIDDLE,15915041,Neff Middle School
15915042,RAYBURN MIDDLE,15915042,Rayburn Middle School
15915043,ROSS MIDDLE,15915043,Ross Middle School
15915044,JONES MIDDLE,15915044,Jones Middle School
15915045,HOBBY MIDDLE,15915045,Hobby Middle School
15915046,PEASE MIDDLE,15915046,Pease Middle School
15915047,STEVENSON MIDDLE,15915047,Stevenson Middle School
15915048,RUDDER MIDDLE,15915048,Rudder Middle School
15915049,ZACHRY MIDDLE,15915049,Zachry Middle School
15915050,STINSON MIDDLE,15915050,Stinson Middle School
15915051,JORDAN MIDDLE,15915051,Jordan Middle School
15915052,CONNALLY MIDDLE,15915052,Connally Middle School
15915053,RAWLINSON MIDDLE,15915053,Rawlinson Middle School
15915054,LUNA MIDDLE,15915054,Luna Middle School
15915055,JEFFERSON MIDDLE,15915055,Jefferson Middle School
15915056,VALE MIDDLE,15915056,Vale Middle School
15915057,GARCIA MIDDLE,15915057,Garcia Middle School
15915058,BRISCOE MIDDLE,15915058,Briscoe Middle School
15915061,ALTERNATIVE MIDDLE SOUTH,15915061,Alternative Middle School South
15915062,ALTERNATIVE MIDDLE NORTH,15915062,Alternative Middle School North
15915101,CABLE EL,15915101,Cable Elementary School
15915102,GLENN EL,15915102,Glenn Elementary School
15915103,GLENOAKS EL,15915103,Glenoaks Elementary School
15915104,HELOTES EL,15915104,Helotes Elementary School
15915105,HULL EL,15915105,Hull Elementary School
15915106,ALLEN EL,15915106,Lackland City Elementary School
15915107,FISHER EL,15915107,Fisher Elementary School
15915108,LEON VALLEY EL,15915108,Leon Valley Elementary School
15915109,LOCKE HILL EL,15915109,Locke Hill Elementary School
15915111,GLASS EL,15915111,Glass Elementary School
15915112,POWELL EL,15915112,Powell Elementary School
15915113,VALLEY HI EL,15915113,Valley Hi Elementary School
15915114,WESTWOOD TERRACE EL,15915114,Westwood Terrace Elementary School
15915115,COLONIES NORTH EL,15915115,Colonies North Elementary School
15915116,VILLARREAL EL,15915116,Villarreal Elementary School
15915117,MEADOW VILLAGE EL,15915117,Meadow Village Elementary School
15915118,OAK HILLS TERRACE EL,15915118,Oak Hills Terrace Elementary School
15915119,HOWSMAN EL,15915119,Howsman Elementary School
15915122,PASSMORE EL,15915122,Passmore Elementary School
15915123,ADAMS HILL EL,15915123,Adams Hill Elementary School
15915124,ESPARZA EL,15915124,Esparza Elementary School
15915125,BOONE EL,15915125,Boone Elementary School
15915128,CARLOS COON EL,15915128,Carlos Coon Elementary School
15915130,MURNIN EL,15915130,Murnin Elementary School
15915131,LINTON EL,15915131,Linton Elementary School
15915132,TIMBERWILDE EL,15915132,Timberwilde Elementary School
15915134,BRAUN STATION EL,15915134,Braun Station Elementary School
15915135,CODY EL,15915135,Cody Elementary School
15915136,NORTHWEST CROSSING EL,15915136,Northwest Crossing Elementary School
15915138,KNOWLTON EL,15915138,Knowlton Elementary School
15915141,FORESTER EL,15915141,Forester Elementary School
15915143,SCOBEE EL,15915143,Scobee Elementary School
15915144,GALM EL,15915144,Galm Elementary School
15915145,ELROD EL,15915145,Elrod Elementary School
15915148,WANKE EL,15915148,Wanke Elementary School
15915149,THORNTON EL,15915149,Thornton Elementary School
15915150,BRAUCHLE EL,15915150,Brauchle Elementary School
15915151,FERNANDEZ EL,15915151,Fernandez Elementary School
15915152,LEON SPRINGS EL,15915152,Leon Springs Elementary School
15915156,EVERS EL,15915156,Evers Elementary School
15915157,MAY EL,15915157,May Elementary School
15915158,MCDERMOTT EL,15915158,McDermott Elementary School
15915160,MYERS EL,15915160,Myers Elementary School
15915161,STEUBING EL,15915161,Steubing Elementary School
15915162,MICHAEL EL,15915162,Michael Elementary School
15915165,CARSON EL,15915165,Carson Elementary School
15915166,BURKE EL,15915166,Burke Elementary School
15915167,RABA EL,15915167,Raba Elementary School
15915168,LEWIS EL,15915168,Lewis Elementary School
15915169,RHODES EL,15915169,Rhodes Elementary School
15915170,NICHOLS EL,15915170,Nichols Elementary School
15915171,DRIGGERS EL,15915171,Driggers Elementary School
15915177,CARNAHAN EL,15915177,Carnahan Elementary School
15915178,AUE EL,15915178,Aue Elementary School
15915179,SCARBOROUGH EL,15915179,Scarborough Elementary School
15915180,BEARD EL,15915180,Beard Elementary School
15915181,BLATTMAN EL,15915181,Blattman Elementary School
15915182,OTT EL,15915182,Ott Elementary School
15915183,WARD EL,15915183,Ward Elementary School
15915184,HATCHETT EL,15915184,Hatchett Elementary School
15915185,MEAD EL,15915185,Mead Elementary School
15915186,KRUEGER EL,15915186,Krueger Elementary School
