CAMPUS,CAMPNAME,DISTRICT,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_READ,CAD_MATH
"178905101","DRISCOLL EL","178905","178","DRISCOLL ISD","02","NUECES","E","PK - 05","N","N"," "," ","M","0","0","0"
"178906101","LONDON EL","178906","178","LONDON ISD","02","NUECES","B","EE - 10","N","N"," "," ","M","0","0","0"
"178908001","PORT ARANSAS H S","178908","178","PORT ARANSAS ISD","02","NUECES","S","09 - 12","N","N"," "," ","M","1","1","0"
"178908041","BRUNDRETT MIDDLE","178908","178","PORT ARANSAS ISD","02","NUECES","M","06 - 08","N","N"," "," ","M","0","1","0"
"178908101","OLSEN EL","178908","178","PORT ARANSAS ISD","02","NUECES","E","EE - 05","N","N"," "," ","M","1","1","1"
"178909001","ROBSTOWN H S","178909","178","ROBSTOWN ISD","02","NUECES","S","09 - 12","N","N"," "," ","I","0","0","0"
"178909041","SEALE J H","178909","178","ROBSTOWN ISD","02","NUECES","M","07 - 08","N","N"," "," ","I","0","0","0"
"178909042","SOLOMON P ORTIZ INT","178909","178","ROBSTOWN ISD","02","NUECES","M","05 - 06","N","N"," "," ","M","0","0","1"
"178909101","SAN PEDRO EL","178909","178","ROBSTOWN ISD","02","NUECES","E","PK - 04","N","N"," "," ","I","0","0","0"
"178909103","LOTSPEICH EL","178909","178","ROBSTOWN ISD","02","NUECES","E","PK - 04","N","N"," "," ","I","0","0","0"
"178909105","ROBERT DRISCOLL JR EL","178909","178","ROBSTOWN ISD","02","NUECES","E","PK - 04","N","N"," "," ","I","0","0","0"
"178912001","TULOSO-MIDWAY H S","178912","178","TULOSO-MIDWAY ISD","02","NUECES","S","09 - 12","N","N"," "," ","M","0","0","0"
"178912002","TULOSO-MIDWAY ACADEMIC CAREER CENT","178912","178","TULOSO-MIDWAY ISD","02","NUECES","S","10 - 12","Y","N"," "," ","Z"," "," "," "
"178912041","TULOSO-MIDWAY MIDDLE","178912","178","TULOSO-MIDWAY ISD","02","NUECES","M","06 - 08","N","N"," "," ","M","0","0","0"
"178912101","TULOSO-MIDWAY PRI","178912","178","TULOSO-MIDWAY ISD","02","NUECES","E","KG - 03","N","N"," "," ","M"," ","0","0"
"178912104","TULOSO-MIDWAY INT","178912","178","TULOSO-MIDWAY ISD","02","NUECES","E","EE - 05","N","N"," "," ","M","1","0","0"
"178913001","BANQUETE H S","178913","178","BANQUETE ISD","02","NUECES","S","09 - 12","N","N"," "," ","M","0","0","0"
"178913041","BANQUETE J H","178913","178","BANQUETE ISD","02","NUECES","M","06 - 08","N","N"," "," ","M","0","0","0"
"178913101","BANQUETE EL","178913","178","BANQUETE ISD","02","NUECES","E","PK - 05","N","N"," "," ","M","1","0","0"
"178914001","FLOUR BLUFF H S","178914","178","FLOUR BLUFF ISD","02","NUECES","S","09 - 12","N","N"," "," ","M","0","0","0"
"178914004","NUECES CO J J A E P","178914","178","FLOUR BLUFF ISD","02","NUECES","S","09 - 09","N","N"," "," ","X"," "," "," "
"178914041","FLOUR BLUFF J H","178914","178","FLOUR BLUFF ISD","02","NUECES","M","07 - 08","N","N"," "," ","M","0","0","0"
"178914101","FLOUR BLUFF EL","178914","178","FLOUR BLUFF ISD","02","NUECES","E","03 - 04","N","N"," "," ","M","0","0","0"
"178914103","FLOUR BLUFF PRI","178914","178","FLOUR BLUFF ISD","02","NUECES","E","01 - 02","N","N","178914101","FLOUR BLUFF EL","M"," "," "," "
"178914105","FLOUR BLUFF INT","178914","178","FLOUR BLUFF ISD","02","NUECES","M","05 - 06","N","N"," "," ","M","0","1","1"
"178914106","EARLY CHILDHOOD CENTER","178914","178","FLOUR BLUFF ISD","02","NUECES","E","EE - KG","N","N","178914101","FLOUR BLUFF EL","M"," "," "," "
"178915001","WEST OSO H S","178915","178","WEST OSO ISD","02","NUECES","S","09 - 12","N","N"," "," ","M","1","0","0"
"178915002","WEST OSO ISD JJAEP","178915","178","WEST OSO ISD","02","NUECES","S","09 - 09","N","N"," "," ","X"," "," "," "
"178915041","WEST OSO J H","178915","178","WEST OSO ISD","02","NUECES","M","06 - 08","N","N"," "," ","M","0","0","0"
"178915102","KENNEDY EL","178915","178","WEST OSO ISD","02","NUECES","E","EE - 01","N","N","178915104","WEST OSO EL","M"," "," "," "
"178915104","WEST OSO EL","178915","178","WEST OSO ISD","02","NUECES","E","02 - 05","N","N"," "," ","M","0","0","0"
"179901001","PERRYTON H S","179901","179","PERRYTON ISD","16","OCHILTREE","S","09 - 12","N","N"," "," ","M","0","0","0"
"179901002","TOP OF TEXAS ACCELERATED EDUCATION","179901","179","PERRYTON ISD","16","OCHILTREE","S","09 - 12","Y","N"," "," ","A"," "," "," "
"179901041","PERRYTON J H","179901","179","PERRYTON ISD","16","OCHILTREE","M","06 - 08","N","N"," "," ","M","0","0","0"
"179901101","PERRYTON KINDER","179901","179","PERRYTON ISD","16","OCHILTREE","E","EE - KG","N","N","179901102","JAMES L WRIGHT EL","M"," "," "," "
"179901102","JAMES L WRIGHT EL","179901","179","PERRYTON ISD","16","OCHILTREE","E","01 - 03","N","N"," "," ","M"," ","0","0"
"179901103","EDWIN F WILLIAMS INT","179901","179","PERRYTON ISD","16","OCHILTREE","E","04 - 05","N","N"," "," ","M","0","0","0"
"180901001","BOYS RANCH H S","180901","180","BOYS RANCH ISD","16","OLDHAM","S","09 - 12","Y","N"," "," ","X"," "," "," "
"180901003","STARR ACADEMY","180901","180","BOYS RANCH ISD","16","OLDHAM","S","10 - 12","Y","N"," "," ","X"," "," "," "
"180901041","BLAKEMORE MIDDLE","180901","180","BOYS RANCH ISD","16","OLDHAM","M","06 - 08","N","N"," "," ","X"," "," "," "
"180901101","MIMI FARLEY ELEMENTARY","180901","180","BOYS RANCH ISD","16","OLDHAM","E","PK - 05","N","N"," "," ","M","1","1","1"
"180902001","VEGA H S","180902","180","VEGA ISD","16","OLDHAM","S","07 - 12","N","N"," "," ","M","1","0","0"
"180902101","VEGA EL","180902","180","VEGA ISD","16","OLDHAM","E","KG - 06","N","N"," "," ","M","1","1","1"
"180903001","ADRIAN SCHOOL","180903","180","ADRIAN ISD","16","OLDHAM","B","PK - 12","N","N"," "," ","M","0","0","0"
"180904101","WILDORADO EL","180904","180","WILDORADO ISD","16","OLDHAM","E","PK - 06","N","N"," "," ","M","1","0","0"
"181901001","BRIDGE CITY H S","181901","181","BRIDGE CITY ISD","05","ORANGE","S","09 - 12","N","N"," "," ","M","0","1","0"
"181901041","BRIDGE CITY MIDDLE","181901","181","BRIDGE CITY ISD","05","ORANGE","M","06 - 08","N","N"," "," ","M","0","0","0"
"181901102","BRIDGE CITY EL","181901","181","BRIDGE CITY ISD","05","ORANGE","E","PK - 02","N","N","181901103","BRIDGE CITY INT","M"," "," "," "
"181901103","BRIDGE CITY INT","181901","181","BRIDGE CITY ISD","05","ORANGE","E","03 - 05","N","N"," "," ","M","0","0","0"
"181905001","ORANGEFIELD H S","181905","181","ORANGEFIELD ISD","05","ORANGE","S","09 - 12","N","N"," "," ","M","0","0","0"
"181905041","ORANGEFIELD J H","181905","181","ORANGEFIELD ISD","05","ORANGE","M","05 - 08","N","N"," "," ","M","1","0","1"
"181905102","ORANGEFIELD EL","181905","181","ORANGEFIELD ISD","05","ORANGE","E","EE - 04","N","N"," "," ","M","1","0","1"
"181906001","WEST ORANGE-STARK H S","181906","181","WEST ORANGE-COVE CISD","05","ORANGE","S","09 - 12","N","N"," "," ","M","0","0","0"
"181906041","WEST ORANGE-STARK MIDDLE","181906","181","WEST ORANGE-COVE CISD","05","ORANGE","M","06 - 08","N","N"," "," ","I","0","0","0"
"181906102","WEST ORANGE-STARK EL","181906","181","WEST ORANGE-COVE CISD","05","ORANGE","E","KG - 05","N","N"," "," ","I","0","0","0"
"181906104","M B NORTH E C LRN CTR","181906","181","WEST ORANGE-COVE CISD","05","ORANGE","E","EE - PK","N","N","181906102","WEST ORANGE-STARK EL","I"," "," "," "
"181907001","VIDOR H S","181907","181","VIDOR ISD","05","ORANGE","S","09 - 12","N","N"," "," ","M","0","0","0"
"181907002","AIM CENTER H S","181907","181","VIDOR ISD","05","ORANGE","S","09 - 12","Y","N"," "," ","A"," "," "," "
"181907041","VIDOR J H","181907","181","VIDOR ISD","05","ORANGE","M","07 - 08","N","N"," "," ","M","1","0","0"
"181907101","PINE FOREST EL","181907","181","VIDOR ISD","05","ORANGE","E","PK - 04","N","N"," "," ","M","0","1","0"
"181907102","VIDOR EL","181907","181","VIDOR ISD","05","ORANGE","E","EE - 04","N","N"," "," ","M","0","0","1"
"181907103","OAK FOREST EL","181907","181","VIDOR ISD","05","ORANGE","E","EE - 04","N","N"," "," ","M","0","0","0"
"181907104","VIDOR MIDDLE","181907","181","VIDOR ISD","05","ORANGE","E","04 - 06","N","N"," "," ","M","0","0","0"
"181908001","LIT CYPR-MRCEVILLE H S","181908","181","LITTLE CYPRESS-MAURICEVILLE CISD","05","ORANGE","S","09 - 12","N","N"," "," ","M","0","0","0"
"181908041","LITTLE CYPRESS J H","181908","181","LITTLE CYPRESS-MAURICEVILLE CISD","05","ORANGE","M","06 - 08","N","N"," "," ","M","0","0","0"
"181908042","MAURICEVILLE MIDDLE","181908","181","LITTLE CYPRESS-MAURICEVILLE CISD","05","ORANGE","M","06 - 08","N","N"," "," ","M","0","0","0"
"181908101","LITTLE CYPRESS EL","181908","181","LITTLE CYPRESS-MAURICEVILLE CISD","05","ORANGE","E","EE - 03","N","N"," "," ","M"," ","1","0"
"181908102","MAURICEVILLE EL","181908","181","LITTLE CYPRESS-MAURICEVILLE CISD","05","ORANGE","E","PK - 07","N","N"," "," ","M","0","0","0"
"181908103","LITTLE CYPRESS INT","181908","181","LITTLE CYPRESS-MAURICEVILLE CISD","05","ORANGE","E","04 - 05","N","N"," "," ","M","0","0","0"
"182901001","GORDON SCHOOL","182901","182","GORDON ISD","11","PALO PINTO","B","PK - 12","N","N"," "," ","M","0","0","0"
"182902001","GRAFORD H S","182902","182","GRAFORD ISD","11","PALO PINTO","S","07 - 12","N","N"," "," ","M","0","1","0"
"182902101","GRAFORD EL","182902","182","GRAFORD ISD","11","PALO PINTO","E","PK - 06","N","N"," "," ","M","1","0","1"
"182903001","MINERAL WELLS H S","182903","182","MINERAL WELLS ISD","11","PALO PINTO","S","09 - 12","N","N"," "," ","M","0","0","1"
"182903002","MINERAL WELLS ACADEMY","182903","182","MINERAL WELLS ISD","11","PALO PINTO","S","09 - 12","N","N"," "," ","I"," ","0","0"
"182903041","MINERAL WELLS J H","182903","182","MINERAL WELLS ISD","11","PALO PINTO","M","07 - 08","N","N"," "," ","M","0","0","0"
"182903103","HOUSTON EL","182903","182","MINERAL WELLS ISD","11","PALO PINTO","E","02 - 03","N","N"," "," ","M"," ","0","0"
"182903104","LAMAR EL","182903","182","MINERAL WELLS ISD","11","PALO PINTO","E","EE - 01","N","N","182903103","HOUSTON EL","M"," "," "," "
"182903105","TRAVIS EL","182903","182","MINERAL WELLS ISD","11","PALO PINTO","E","04 - 06","N","N"," "," ","M","0","0","0"
"182904001","SANTO H S","182904","182","SANTO ISD","11","PALO PINTO","B","06 - 12","N","N"," "," ","I","0","0","0"
"182904101","SANTO EL","182904","182","SANTO ISD","11","PALO PINTO","E","EE - 05","N","N"," "," ","M","1","0","0"
"182905001","STRAWN SCHOOL","182905","182","STRAWN ISD","11","PALO PINTO","B","PK - 12","N","N"," "," ","M","0","0","0"
"182906101","PALO PINTO EL","182906","182","PALO PINTO ISD","11","PALO PINTO","E","PK - 06","N","N"," "," ","M","0","0","1"
"183801001","PANOLA CS","183801","183","PANOLA CHARTER SCHOOL","07","PANOLA","S","08 - 12","Y","Y"," "," ","A"," "," "," "
"183801002","TEXAS EARLY COLLEGE H S","183801","183","PANOLA CHARTER SCHOOL","07","PANOLA","S","08 - 12","N","Y"," "," ","M","0","0","1"
"183801003","PANOLA EARLY COLLEGE H S","183801","183","PANOLA CHARTER SCHOOL","07","PANOLA","S","08 - 12","N","Y"," "," ","M","0","0","0"
"183901001","BECKVILLE JR-SR HIGH SCHOOL","183901","183","BECKVILLE ISD","07","PANOLA","B","06 - 12","N","N"," "," ","M","0","0","0"
"183901101","BECKVILLE SUNSET ELEMENTARY","183901","183","BECKVILLE ISD","07","PANOLA","E","PK - 05","N","N"," "," ","M","1","0","0"
"183902001","CARTHAGE H S","183902","183","CARTHAGE ISD","07","PANOLA","S","09 - 12","N","N"," "," ","M","0","0","0"
"183902042","CARTHAGE J H","183902","183","CARTHAGE ISD","07","PANOLA","M","07 - 08","N","N"," "," ","M","1","0","0"
"183902101","BAKER-KOONCE INT","183902","183","CARTHAGE ISD","07","PANOLA","E","04 - 06","N","N"," "," ","M","0","0","0"
"183902103","LIBBY EL","183902","183","CARTHAGE ISD","07","PANOLA","E","02 - 03","N","N"," "," ","M"," ","0","0"
"183902104","CARTHAGE PRI","183902","183","CARTHAGE ISD","07","PANOLA","E","EE - 01","N","N","183902103","LIBBY EL","M"," "," "," "
"183904001","GARY SCHOOL","183904","183","GARY ISD","07","PANOLA","B","PK - 12","N","N"," "," ","M","0","0","0"
"184801001","CROSSTIMBERS ACADEMY","184801","184","CROSSTIMBERS ACADEMY","11","PARKER","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"184901001","POOLVILLE H S","184901","184","POOLVILLE ISD","11","PARKER","S","09 - 12","N","N"," "," ","M","0","0","1"
"184901041","POOLVILLE J H","184901","184","POOLVILLE ISD","11","PARKER","M","06 - 08","N","N"," "," ","M","1","0","0"
"184901101","POOLVILLE EL","184901","184","POOLVILLE ISD","11","PARKER","E","PK - 05","N","N"," "," ","M","1","0","0"
"184902001","SPRINGTOWN H S","184902","184","SPRINGTOWN ISD","11","PARKER","S","09 - 12","N","N"," "," ","M","0","0","0"
"184902041","SPRINGTOWN MIDDLE","184902","184","SPRINGTOWN ISD","11","PARKER","M","07 - 08","N","N"," "," ","M","0","0","0"
"184902106","SPRINGTOWN EL","184902","184","SPRINGTOWN ISD","11","PARKER","E","PK - 04","N","N"," "," ","M","0","0","0"
"184902107","SPRINGTOWN RENO EL","184902","184","SPRINGTOWN ISD","11","PARKER","E","PK - 04","N","N"," "," ","M","0","0","0"
"184902108","SPRINGTOWN INT","184902","184","SPRINGTOWN ISD","11","PARKER","M","05 - 06","N","N"," "," ","M","0","0","1"
"184902109","GOSHEN CREEK EL","184902","184","SPRINGTOWN ISD","11","PARKER","E","EE - 04","N","N"," "," ","I","0","0","0"
"184903001","WEATHERFORD H S","184903","184","WEATHERFORD ISD","11","PARKER","S","09 - 12","N","N"," "," ","M","1","0","0"
"184903003","WEATHERFORD H S NINTH GRADE CENTER","184903","184","WEATHERFORD ISD","11","PARKER","S","09 - 10","N","N"," "," ","M","0","1","0"
"184903041","HALL MIDDLE","184903","184","WEATHERFORD ISD","11","PARKER","M","07 - 08","N","N"," "," ","M","0","1","0"
"184903042","TISON MIDDLE","184903","184","WEATHERFORD ISD","11","PARKER","M","07 - 08","N","N"," "," ","M","0","0","0"
"184903102","CROCKETT EL","184903","184","WEATHERFORD ISD","11","PARKER","E","EE - 06","N","N"," "," ","M","0","0","0"
"184903103","WRIGHT EL","184903","184","WEATHERFORD ISD","11","PARKER","E","EE - 06","N","N"," "," ","M","0","0","0"
"184903105","CURTIS EL","184903","184","WEATHERFORD ISD","11","PARKER","E","KG - 06","N","N"," "," ","M","0","1","0"
"184903106","AUSTIN EL","184903","184","WEATHERFORD ISD","11","PARKER","E","KG - 06","N","N"," "," ","M","0","0","0"
"184903108","MARTIN EL","184903","184","WEATHERFORD ISD","11","PARKER","E","KG - 06","N","N"," "," ","M","0","0","0"
"184903109","SEGUIN EL","184903","184","WEATHERFORD ISD","11","PARKER","E","PK - 06","N","N"," "," ","M","0","0","0"
"184903110","IKARD EL","184903","184","WEATHERFORD ISD","11","PARKER","E","EE - 06","N","N"," "," ","M","0","1","0"
"184904001","MILLSAP H S","184904","184","MILLSAP ISD","11","PARKER","S","09 - 12","N","N"," "," ","M","0","0","1"
"184904041","MILLSAP MIDDLE","184904","184","MILLSAP ISD","11","PARKER","M","06 - 08","N","N"," "," ","M","0","0","0"
"184904101","MILLSAP EL","184904","184","MILLSAP ISD","11","PARKER","E","EE - 05","N","N"," "," ","M","0","0","0"
"184907001","ALEDO H S","184907","184","ALEDO ISD","11","PARKER","S","09 - 12","N","N"," "," ","M","1","0","0"
"184907009","DON R DANIEL NINTH GRADE CAMPUS","184907","184","ALEDO ISD","11","PARKER","S","09 - 09","N","N"," "," ","M","1","1","0"
"184907041","ALEDO MIDDLE","184907","184","ALEDO ISD","11","PARKER","M","07 - 08","N","N"," "," ","M","0","0","0"
"184907101","VANDAGRIFF EL","184907","184","ALEDO ISD","11","PARKER","E","KG - 05","N","N"," "," ","M","0","0","0"
"184907102","CODER EL","184907","184","ALEDO ISD","11","PARKER","E","EE - 05","N","N"," "," ","M","0","0","0"
"184907103","STUARD EL","184907","184","ALEDO ISD","11","PARKER","E","KG - 05","N","N"," "," ","M","0","0","0"
"184907104","MCCALL EL","184907","184","ALEDO ISD","11","PARKER","E","KG - 05","N","N"," "," ","M","0","0","0"
"184907110","MCANALLY INT","184907","184","ALEDO ISD","11","PARKER","M","06 - 06","N","N"," "," ","M","0","0","0"
"184908001","PEASTER H S","184908","184","PEASTER ISD","11","PARKER","S","09 - 12","N","N"," "," ","M","0","0","1"
"184908041","PEASTER MIDDLE","184908","184","PEASTER ISD","11","PARKER","M","06 - 08","N","N"," "," ","M","0","0","0"
"184908101","PEASTER EL","184908","184","PEASTER ISD","11","PARKER","E","EE - 05","N","N"," "," ","M","0","0","0"
"184909001","BROCK H S","184909","184","BROCK ISD","11","PARKER","S","09 - 12","N","N"," "," ","M","0","0","1"
"184909041","BROCK J H","184909","184","BROCK ISD","11","PARKER","M","06 - 08","N","N"," "," ","M","1","0","0"
"184909101","BROCK EL","184909","184","BROCK ISD","11","PARKER","E","EE - 05","N","N"," "," ","I","0","0","0"
"184911101","GARNER EL","184911","184","GARNER ISD","11","PARKER","E","PK - 08","N","N"," "," ","M","0","0","0"
"185901001","BOVINA H S","185901","185","BOVINA ISD","16","PARMER","S","09 - 12","N","N"," "," ","M","0","0","0"
"185901041","BOVINA MIDDLE","185901","185","BOVINA ISD","16","PARMER","M","06 - 08","N","N"," "," ","I","0","0","0"
"185901101","BOVINA EL","185901","185","BOVINA ISD","16","PARMER","E","PK - 05","N","N"," "," ","M","0","0","0"
"185902001","FARWELL H S","185902","185","FARWELL ISD","16","PARMER","S","09 - 12","N","N"," "," ","M","0","0","0"
"185902041","FARWELL J H","185902","185","FARWELL ISD","16","PARMER","M","06 - 08","N","N"," "," ","M","0","0","0"
"185902101","FARWELL EL","185902","185","FARWELL ISD","16","PARMER","E","PK - 05","N","N"," "," ","M","0","0","0"
"185903001","FRIONA H S","185903","185","FRIONA ISD","16","PARMER","S","09 - 12","N","N"," "," ","M","0","0","0"
"185903041","FRIONA J H","185903","185","FRIONA ISD","16","PARMER","M","06 - 08","N","N"," "," ","M","0","0","0"
"185903101","FRIONA EL","185903","185","FRIONA ISD","16","PARMER","E","02 - 05","N","N"," "," ","I","0","0","0"
"185903102","FRIONA PRI","185903","185","FRIONA ISD","16","PARMER","E","EE - 01","N","N","185903101","FRIONA EL","I"," "," "," "
"185904001","LAZBUDDIE SCHOOL","185904","185","LAZBUDDIE ISD","16","PARMER","B","PK - 12","N","N"," "," ","M","0","0","1"
"186901001","BUENA VISTA SCHOOL","186901","186","BUENA VISTA ISD","18","PECOS","B","PK - 12","N","N"," "," ","M","0","0","0"
"186902001","FORT STOCKTON H S","186902","186","FORT STOCKTON ISD","18","PECOS","S","09 - 12","N","N"," "," ","M","0","0","0"
"186902041","FORT STOCKTON MIDDLE","186902","186","FORT STOCKTON ISD","18","PECOS","M","06 - 08","N","N"," "," ","M","1","0","1"
"186902101","INTERMEDIATE SCHOOL","186902","186","FORT STOCKTON ISD","18","PECOS","E","04 - 05","N","N"," "," ","I","0","0","0"
"186902102","ALAMO EL","186902","186","FORT STOCKTON ISD","18","PECOS","E","EE - 03","N","N"," "," ","M"," ","0","0"
"186902104","APACHE EL","186902","186","FORT STOCKTON ISD","18","PECOS","E","PK - 03","N","N"," "," ","I"," ","0","0"
"186903001","IRAAN H S","186903","186","IRAAN-SHEFFIELD ISD","18","PECOS","S","09 - 12","N","N"," "," ","M","1","1","1"
"186903002","CHALLENGE H S SHEFFIELD","186903","186","IRAAN-SHEFFIELD ISD","18","PECOS","S","09 - 12","Y","N"," "," ","X"," "," "," "
"186903041","IRAAN J H","186903","186","IRAAN-SHEFFIELD ISD","18","PECOS","M","06 - 08","N","N"," "," ","M","1","0","0"
"186903101","IRAAN EL","186903","186","IRAAN-SHEFFIELD ISD","18","PECOS","E","PK - 05","N","N"," "," ","M","1","0","0"
"187901001","BIG SANDY SCHOOL","187901","187","BIG SANDY ISD","06","POLK","B","EE - 12","N","N"," "," ","M","0","0","0"
"187903001","GOODRICH H S","187903","187","GOODRICH ISD","06","POLK","S","09 - 12","N","N"," "," ","I","0","0","0"
"187903041","GOODRICH MIDDLE","187903","187","GOODRICH ISD","06","POLK","M","06 - 08","N","N"," "," ","M","1","1","1"
"187903101","GOODRICH EL","187903","187","GOODRICH ISD","06","POLK","E","PK - 05","N","N"," "," ","I","0","0","0"
"187904001","CORRIGAN-CAMDEN H S","187904","187","CORRIGAN-CAMDEN ISD","06","POLK","S","09 - 12","N","N"," "," ","M","0","1","1"
"187904041","CORRIGAN-CAMDEN J H","187904","187","CORRIGAN-CAMDEN ISD","06","POLK","M","07 - 08","N","N"," "," ","M","0","0","0"
"187904103","CORRIGAN-CAMDEN EL","187904","187","CORRIGAN-CAMDEN ISD","06","POLK","E","04 - 06","N","N"," "," ","I","0","0","0"
"187904104","CORRIGAN-CAMDEN PRIMARY","187904","187","CORRIGAN-CAMDEN ISD","06","POLK","E","EE - 03","N","N"," "," ","M"," ","0","0"
"187906001","LEGGETT H S","187906","187","LEGGETT ISD","06","POLK","S","07 - 12","N","N"," "," ","M","0","0","0"
"187906101","LEGGETT EL","187906","187","LEGGETT ISD","06","POLK","E","PK - 06","N","N"," "," ","I","0","0","0"
"187907002","LIVINGSTON H S","187907","187","LIVINGSTON ISD","06","POLK","S","09 - 12","N","N"," "," ","M","0","0","1"
"187907041","LIVINGSTON J H","187907","187","LIVINGSTON ISD","06","POLK","M","06 - 08","N","N"," "," ","M","0","0","0"
"187907101","LIVINGSTON INT","187907","187","LIVINGSTON ISD","06","POLK","E","04 - 05","N","N"," "," ","M","0","0","0"
"187907102","TIMBER CREEK EL","187907","187","LIVINGSTON ISD","06","POLK","E","PK - 03","N","N"," "," ","M"," ","0","0"
"187907103","PINE RIDGE EL","187907","187","LIVINGSTON ISD","06","POLK","E","EE - 03","N","N"," "," ","M"," ","1","0"
"187910001","ONALASKA JR/SR HIGH","187910","187","ONALASKA ISD","06","POLK","S","07 - 12","N","N"," "," ","M","0","1","0"
"187910101","ONALASKA ELEMENTARY","187910","187","ONALASKA ISD","06","POLK","E","EE - 06","N","N"," "," ","M","1","0","1"
"188801001","RICHARD MILBURN ACADEMY (AMARILLO)","188801","188","RICHARD MILBURN ACADEMY (AMARILLO)","16","POTTER","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"188901001","AMARILLO H S","188901","188","AMARILLO ISD","16","POTTER","S","09 - 12","N","N"," "," ","M","0","0","0"
"188901002","CAPROCK H S","188901","188","AMARILLO ISD","16","POTTER","S","09 - 12","N","N"," "," ","M","0","0","0"
"188901003","AMARILLO AREA CTR FOR ADVANCED LRN","188901","188","AMARILLO ISD","16","POTTER","S","09 - 11","N","N"," "," ","Z"," "," "," "
"188901004","PALO DURO H S","188901","188","AMARILLO ISD","16","POTTER","S","09 - 12","N","N"," "," ","M","0","0","1"
"188901005","TASCOSA H S","188901","188","AMARILLO ISD","16","POTTER","S","09 - 12","N","N"," "," ","M","0","0","0"
"188901041","AUSTIN MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","0","1","1"
"188901042","BOWIE MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","0","1","0"
"188901043","CROCKETT MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","0","0","0"
"188901044","FANNIN MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","0","0","0"
"188901045","HOUSTON MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","0","1","0"
"188901046","MANN MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","1","1","1"
"188901047","TRAVIS MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","1","0","1"
"188901048","BONHAM MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","06 - 08","N","N"," "," ","M","0","0","0"
"188901049","LORENZO DE ZAVALA MIDDLE","188901","188","AMARILLO ISD","16","POTTER","M","05 - 08","N","N"," "," ","M","1","1","1"
"188901050","JOHNNY N ALLEN-6TH GRADE CAMPUS","188901","188","AMARILLO ISD","16","POTTER","M","06 - 06","N","N"," "," ","M","0","0","0"
"188901101","AVONDALE EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","1","0","1"
"188901102","BELMAR EL","188901","188","AMARILLO ISD","16","POTTER","E","EE - 05","N","N"," "," ","M","1","1","1"
"188901103","BIVINS EL","188901","188","AMARILLO ISD","16","POTTER","E","EE - 05","N","N"," "," ","M","1","1","1"
"188901104","CORONADO EL","188901","188","AMARILLO ISD","16","POTTER","E","EE - 05","N","N"," "," ","M","0","0","0"
"188901105","EASTRIDGE EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","0","1","1"
"188901106","EMERSON EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","1","0","1"
"188901107","FOREST HILL EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","1","0","0"
"188901108","GLENWOOD EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","1","1","1"
"188901109","HAMLET EL","188901","188","AMARILLO ISD","16","POTTER","E","EE - 05","N","N"," "," ","M","1","0","0"
"188901110","CARVER EARLY CHILDHOOD ACADEMY","188901","188","AMARILLO ISD","16","POTTER","E","EE - 01","N","N","188901170","CARVER EL ACADEMY","M"," "," "," "
"188901111","HUMPHREY'S HIGHLAND EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","I","0","0","0"
"188901112","LAMAR EL","188901","188","AMARILLO ISD","16","POTTER","E","EE - 05","N","N"," "," ","M","0","0","0"
"188901113","LANDERGIN EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","0","1","1"
"188901114","LAWNDALE EL","188901","188","AMARILLO ISD","16","POTTER","E","EE - 05","N","N"," "," ","M","0","0","0"
"188901115","LEE EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","0","0","0"
"188901119","OAK DALE EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","1","1","0"
"188901120","OLSEN PARK EL","188901","188","AMARILLO ISD","16","POTTER","E","PK - 05","N","N"," "," ","M","1","0","0"
"188901121","PARAMOUNT TERRACE EL","188901","188","AMARILLO ISD","16","POTTER","E","EE - 05","N","N"," "," ","M","0","0","0"
