CAMPUS,CAMPNAME,DISTRICT,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_READ,CAD_MATH
"015915041","NEFF MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915042","RAYBURN MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915043","ROSS MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915044","JONES MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915045","HOBBY MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","1","1","0"
"015915046","PEASE MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","1","1","0"
"015915047","STEVENSON MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915048","RUDDER MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","1","1","0"
"015915049","ZACHRY MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","1","1","0"
"015915050","STINSON MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915051","JORDAN MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915052","CONNALLY MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","1","0"
"015915053","RAWLINSON MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","1","1","1"
"015915054","LUNA MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915055","JEFFERSON MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","1","0","0"
"015915056","VALE MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015915057","GARCIA MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","1","0"
"015915058","BRISCOE MIDDLE","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","1","0"
"015915061","ALTERNATIVE MIDDLE SOUTH","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","X"," "," "," "
"015915062","ALTERNATIVE MIDDLE NORTH","015915","015","NORTHSIDE ISD","20","BEXAR","M","06 - 08","N","N"," "," ","X"," "," "," "
"015915101","CABLE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915102","GLENN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915103","GLENOAKS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","1"
"015915104","HELOTES EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","KG - 05","N","N"," "," ","M","0","0","0"
"015915105","HULL EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915106","ALLEN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","0"
"015915107","FISHER EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915108","LEON VALLEY EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915109","LOCKE HILL EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015915111","GLASS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","1"
"015915112","POWELL EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015915113","VALLEY HI EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915114","WESTWOOD TERRACE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915115","COLONIES NORTH EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915116","VILLARREAL EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915117","MEADOW VILLAGE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915118","OAK HILLS TERRACE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915119","HOWSMAN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","1"
"015915122","PASSMORE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","I","0","0","0"
"015915123","ADAMS HILL EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","PK - 05","N","N"," "," ","M","0","1","0"
"015915124","ESPARZA EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915125","BOONE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915128","CARLOS COON EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915130","MURNIN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915131","LINTON EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","1"
"015915132","TIMBERWILDE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","1"
"015915133","HOMEBOUND","015915","015","NORTHSIDE ISD","20","BEXAR","B","KG - 10","N","N"," "," ","Z"," "," "," "
"015915134","BRAUN STATION EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915135","CODY EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","0"
"015915136","NORTHWEST CROSSING EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","1"
"015915138","KNOWLTON EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","1"
"015915141","FORESTER EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","0"
"015915143","SCOBEE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","1"
"015915144","GALM EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915145","ELROD EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915148","WANKE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915149","THORNTON EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","0"
"015915150","BRAUCHLE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015915151","FERNANDEZ EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015915152","LEON SPRINGS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915156","EVERS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915157","MAY EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915158","MCDERMOTT EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","0"
"015915160","MYERS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915161","STEUBING EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","1"
"015915162","MICHAEL EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","0"
"015915165","CARSON EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","1"
"015915166","BURKE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915167","RABA EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915168","LEWIS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915169","RHODES EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915170","NICHOLS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015915171","DRIGGERS EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915177","CARNAHAN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915178","AUE EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915179","SCARBOROUGH EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915180","BEARD EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915181","BLATTMAN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915182","OTT EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915183","WARD EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015915184","HATCHETT EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","0"
"015915185","MEAD EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915186","KRUEGER EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","0"
"015915187","LANGLEY EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","0"
"015915188","HOFFMANN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015915189","MARTIN EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915191","KUENTZ EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915192","BEHLAU EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915195","MIRELES EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","1"
"015915198","HENDERSON EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015915225","LIECK EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","0"
"015915236","LOS REYES EL","015915","015","NORTHSIDE ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015915250","PUPIL PERSONNEL CAMPUS","015915","015","NORTHSIDE ISD","20","BEXAR","B","02 - 10","N","N"," "," ","X"," "," "," "
"015916001","JUDSON H S","015916","015","JUDSON ISD","20","BEXAR","S","09 - 12","N","N"," "," ","M","0","0","0"
"015916003","JUDSON LEARNING ACAD","015916","015","JUDSON ISD","20","BEXAR","S","09 - 12","Y","N"," "," ","A"," "," "," "
"015916005","ALTER SCH","015916","015","JUDSON ISD","20","BEXAR","B","06 - 12","N","N"," "," ","X"," "," "," "
"015916006","BEXAR CO J J A E P","015916","015","JUDSON ISD","20","BEXAR","S","09 - 12","N","N"," "," ","X"," "," "," "
"015916008","KAREN WAGNER H S","015916","015","JUDSON ISD","20","BEXAR","S","09 - 12","N","N"," "," ","M","0","0","0"
"015916009","JUDSON EARLY COLLEGE ACADEMY","015916","015","JUDSON ISD","20","BEXAR","S","09 - 12","N","N"," "," ","M","1","1","1"
"015916030","JUDSON EVENING H S","015916","015","JUDSON ISD","20","BEXAR","S","11 - 12","Y","N"," "," ","Z"," "," "," "
"015916041","KIRBY MIDDLE","015916","015","JUDSON ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015916042","KITTY HAWK MIDDLE","015916","015","JUDSON ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015916043","WOODLAKE HILLS MIDDLE","015916","015","JUDSON ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015916044","HENRY METZGER MIDDLE","015916","015","JUDSON ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","1","0"
"015916045","JUDSON MIDDLE","015916","015","JUDSON ISD","20","BEXAR","M","06 - 08","N","N"," "," ","M","0","0","0"
"015916101","CONVERSE EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015916102","HOPKINS EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","0","0"
"015916103","ED FRANZ EL","015916","015","JUDSON ISD","20","BEXAR","E","PK - 05","N","N"," "," ","M","0","0","0"
"015916104","CORONADO VILLAGE EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","1"
"015916105","PARK VILLAGE EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","1","1","1"
"015916106","CRESTVIEW EL","015916","015","JUDSON ISD","20","BEXAR","E","PK - 05","N","N"," "," ","M","0","1","1"
"015916107","WOODLAKE EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","1","0"
"015916109","OLYMPIA EL","015916","015","JUDSON ISD","20","BEXAR","E","PK - 05","N","N"," "," ","M","0","0","0"
"015916110","SPRING MEADOWS EL","015916","015","JUDSON ISD","20","BEXAR","E","PK - 05","N","N"," "," ","M","0","0","0"
"015916111","MILLER POINT EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015916112","CANDLEWOOD EL","015916","015","JUDSON ISD","20","BEXAR","E","PK - 05","N","N"," "," ","M","0","0","0"
"015916113","ELOLF EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015916114","WILLIAM PASCHALL EL","015916","015","JUDSON ISD","20","BEXAR","E","PK - 05","N","N"," "," ","M","0","0","0"
"015916115","MARY LOU HARTMAN","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015916116","RICARDO SALINAS EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015916117","JAMES L MASTERS","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015916118","ROLLING MEADOWS EL","015916","015","JUDSON ISD","20","BEXAR","E","EE - 05","N","N"," "," ","M","0","0","0"
"015917001","SOUTHSIDE H S","015917","015","SOUTHSIDE ISD","20","BEXAR","S","09 - 12","N","N"," "," ","M","0","0","0"
"015917002","SOUTHSIDE ALTER CTR","015917","015","SOUTHSIDE ISD","20","BEXAR","B","04 - 11","N","N"," "," ","X"," "," "," "
"015917003","BEXAR CO J J A E P","015917","015","SOUTHSIDE ISD","20","BEXAR","B","06 - 12","N","N"," "," ","X"," "," "," "
"015917041","JULIUS L MATTHEY MIDDLE","015917","015","SOUTHSIDE ISD","20","BEXAR","M","07 - 08","N","N"," "," ","M","0","0","0"
"015917102","W M PEARCE PRI","015917","015","SOUTHSIDE ISD","20","BEXAR","E","PK - 04","N","N"," "," ","I","0","0","0"
"015917103","LOSOYA INT","015917","015","SOUTHSIDE ISD","20","BEXAR","M","05 - 06","N","N"," "," ","M","0","0","1"
"015917104","HERITAGE EL","015917","015","SOUTHSIDE ISD","20","BEXAR","E","PK - 04","N","N"," "," ","I","0","0","0"
"015917105","FREEDOM EL","015917","015","SOUTHSIDE ISD","20","BEXAR","E","EE - 04","N","N"," "," ","M","0","0","1"
"015917106","JULIAN C GALLARDO EL","015917","015","SOUTHSIDE ISD","20","BEXAR","E","PK - 04","N","N"," "," ","M","0","0","0"
"016901001","LYNDON B JOHNSON H S","016901","016","JOHNSON CITY ISD","13","BLANCO","S","09 - 12","N","N"," "," ","M","1","0","0"
"016901041","LYNDON B JOHNSON MIDDLE","016901","016","JOHNSON CITY ISD","13","BLANCO","M","05 - 08","N","N"," "," ","M","0","0","1"
"016901101","LYNDON B JOHNSON EL","016901","016","JOHNSON CITY ISD","13","BLANCO","E","EE - 04","N","N"," "," ","M","0","0","0"
"016902001","BLANCO H S","016902","016","BLANCO ISD","13","BLANCO","S","09 - 12","N","N"," "," ","M","0","1","1"
"016902041","BLANCO MIDDLE","016902","016","BLANCO ISD","13","BLANCO","M","06 - 08","N","N"," "," ","M","1","0","1"
"016902101","BLANCO EL","016902","016","BLANCO ISD","13","BLANCO","E","EE - 05","N","N"," "," ","M","0","0","0"
"017901001","BORDEN COUNTY SCHOOL","017901","017","BORDEN COUNTY ISD","17","BORDEN","B","KG - 12","N","N"," "," ","M","1","1","1"
"018901001","CLIFTON H S","018901","018","CLIFTON ISD","12","BOSQUE","S","09 - 12","N","N"," "," ","M","1","1","1"
"018901041","CLIFTON MIDDLE","018901","018","CLIFTON ISD","12","BOSQUE","M","06 - 08","N","N"," "," ","M","0","1","0"
"018901101","CLIFTON EL","018901","018","CLIFTON ISD","12","BOSQUE","E","EE - 05","N","N"," "," ","M","0","1","0"
"018902001","MERIDIAN H S","018902","018","MERIDIAN ISD","12","BOSQUE","S","07 - 12","N","N"," "," ","M","1","1","1"
"018902101","MERIDIAN EL","018902","018","MERIDIAN ISD","12","BOSQUE","E","EE - 06","N","N"," "," ","M","1","1","1"
"018903001","MORGAN SCHOOL","018903","018","MORGAN ISD","12","BOSQUE","B","PK - 12","N","N"," "," ","M","0","0","0"
"018904001","VALLEY MILLS H S","018904","018","VALLEY MILLS ISD","12","BOSQUE","S","09 - 12","N","N"," "," ","M","0","0","0"
"018904041","VALLEY MILLS J H","018904","018","VALLEY MILLS ISD","12","BOSQUE","M","07 - 08","N","N"," "," ","M","0","0","1"
"018904101","VALLEY MILLS EL","018904","018","VALLEY MILLS ISD","12","BOSQUE","E","EE - 06","N","N"," "," ","M","0","0","0"
"018905003","WALNUT SPRINGS SCHOOL","018905","018","WALNUT SPRINGS ISD","12","BOSQUE","B","PK - 12","N","N"," "," ","I","0","0","0"
"018906001","IREDELL SCHOOL","018906","018","IREDELL ISD","12","BOSQUE","B","PK - 12","N","N"," "," ","M","0","1","0"
"018907001","KOPPERL SCHOOL","018907","018","KOPPERL ISD","12","BOSQUE","B","PK - 12","N","N"," "," ","M","1","1","1"
"018908001","CRANFILLS GAP SCHOOL","018908","018","CRANFILLS GAP ISD","12","BOSQUE","B","PK - 12","N","N"," "," ","M","1","1","0"
"019901001","DEKALB H S","019901","019","DEKALB ISD","08","BOWIE","S","09 - 12","N","N"," "," ","M","0","0","0"
"019901041","DEKALB MIDDLE","019901","019","DEKALB ISD","08","BOWIE","M","05 - 08","N","N"," "," ","M","0","0","1"
"019901102","DEKALB EL","019901","019","DEKALB ISD","08","BOWIE","E","PK - 04","N","N"," "," ","M","0","0","0"
"019902002","HOOKS H S","019902","019","HOOKS ISD","08","BOWIE","S","09 - 12","N","N"," "," ","M","0","0","0"
"019902041","HOOKS J H","019902","019","HOOKS ISD","08","BOWIE","M","05 - 08","N","N"," "," ","M","0","0","0"
"019902102","HOOKS EL","019902","019","HOOKS ISD","08","BOWIE","E","EE - 04","N","N"," "," ","M","0","1","1"
"019903001","MAUD SCHOOL","019903","019","MAUD ISD","08","BOWIE","B","EE - 12","N","N"," "," ","M","0","0","0"
"019905001","NEW BOSTON H S","019905","019","NEW BOSTON ISD","08","BOWIE","S","09 - 12","N","N"," "," ","M","0","1","0"
"019905041","NEW BOSTON MIDDLE","019905","019","NEW BOSTON ISD","08","BOWIE","M","06 - 08","N","N"," "," ","M","0","0","0"
"019905101","CRESTVIEW EL","019905","019","NEW BOSTON ISD","08","BOWIE","E","03 - 05","N","N"," "," ","M","1","1","0"
"019905103","OAKVIEW PRI SCHOOL","019905","019","NEW BOSTON ISD","08","BOWIE","E","EE - 02","N","N","019905101","CRESTVIEW EL","M"," "," "," "
"019906001","REDWATER H S","019906","019","REDWATER ISD","08","BOWIE","S","09 - 12","N","N"," "," ","M","0","0","0"
"019906002","NEW BOSTON DAEP","019906","019","REDWATER ISD","08","BOWIE","M","06 - 06","N","N"," "," ","X"," "," "," "
"019906041","REDWATER J H","019906","019","REDWATER ISD","08","BOWIE","M","07 - 08","N","N"," "," ","M","0","0","0"
"019906101","REDWATER EL","019906","019","REDWATER ISD","08","BOWIE","E","EE - 03","N","N"," "," ","I"," ","0","0"
"019906102","REDWATER MIDDLE","019906","019","REDWATER ISD","08","BOWIE","E","04 - 06","N","N"," "," ","M","0","0","0"
"019907002","TEXAS H S","019907","019","TEXARKANA ISD","08","BOWIE","S","09 - 12","N","N"," "," ","M","0","1","0"
"019907003","OPTIONS","019907","019","TEXARKANA ISD","08","BOWIE","S","09 - 12","Y","N"," "," ","A"," "," "," "
"019907005","TEXARKANA ISD VIRTUAL ACADEMY","019907","019","TEXARKANA ISD","08","BOWIE","E","03 - 07","N","N"," "," ","I","0","0","0"
"019907042","TEXAS MIDDLE","019907","019","TEXARKANA ISD","08","BOWIE","M","06 - 08","N","N"," "," ","M","0","0","0"
"019907105","HIGHLAND PARK EL","019907","019","TEXARKANA ISD","08","BOWIE","E","PK - 05","N","N"," "," ","I","0","0","0"
"019907107","THERON JONES EARLY LITERACY CENTER","019907","019","TEXARKANA ISD","08","BOWIE","E","EE - 02","N","N","019907115","DUNBAR INT CENTER","I"," "," "," "
"019907108","WESTLAWN EL","019907","019","TEXARKANA ISD","08","BOWIE","E","EE - 05","N","N"," "," ","I","0","0","0"
