CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST
"013905001","013905","SKIDMORE-TYNAN H S","013","SKIDMORE-TYNAN ISD","02","BEE","S","09 - 12","N","N"," "," ","M","0","0","1","0","1","1","0"
"013905041","013905","SKIDMORE-TYNAN J H","013","SKIDMORE-TYNAN ISD","02","BEE","M","06 - 08","N","N"," "," ","M","1","1","1","1","1","1","1"
"013905101","013905","SKIDMORE-TYNAN EL","013","SKIDMORE-TYNAN ISD","02","BEE","E","KG - 05","N","N"," "," ","M","0","1","0","0","0"," ","0"
"014801001","014801","RICHARD MILBURN ALTER H S (KILLEEN","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014801002","014801","RICHARD MILBURN ACADEMY ODESSA","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014801003","014801","RICHARD MILBURN ACADEMY MIDLAND","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014801004","014801","RICHARD MILBURN ACADEMY LUBBOCK","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014801005","014801","RICHARD MILBURN ACADEMY HOUSTON (S","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014801006","014801","RICHARD MILBURN ACADEMY FORT WORTH","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","I"," "," "," "," "," "," "," "
"014801007","014801","RICHARD MILBURN ACADEMY CORPUS CHR","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014801008","014801","RICHARD MILBURN ACADEMY AMARILLO","014","RICHARD MILBURN ALTER HIGH SCHOOL","20","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014803001","014803","KILLEEN CHARTER ACADEMY","014","PRIORITY CHARTER SCHOOLS","12","BELL","B","PK - 12","N","Y"," "," ","I","0","0","0","0"," "," ","0"
"014803002","014803","GEORGETOWN CHARTER ACADEMY","014","PRIORITY CHARTER SCHOOLS","12","BELL","B","PK - 12","N","Y"," "," ","I","0","0","0","0","0","0","0"
"014803003","014803","COVE CHARTER ACADEMY","014","PRIORITY CHARTER SCHOOLS","12","BELL","B","PK - 12","N","Y"," "," ","I","0","0","0","0"," "," ","0"
"014803004","014803","CEDAR PARK CHARTER ACADEMY","014","PRIORITY CHARTER SCHOOLS","12","BELL","B","PK - 12","N","Y"," "," ","M","0","0","0","0","0","0","0"
"014803101","014803","PRIORITY CHARTER SCHOOLS-TEMPLE CH","014","PRIORITY CHARTER SCHOOLS","12","BELL","B","PK - 12","N","Y"," "," ","M","0","1","1","1","0","0","0"
"014804002","014804","NEW HORIZONS","014","ORENDA CHARTER SCHOOL","12","BELL","B","01 - 11","Y","Y"," "," ","X"," "," "," "," "," "," "," "
"014804005","014804","GATEWAY TECH H S","014","ORENDA CHARTER SCHOOL","12","BELL","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"014804006","014804","GATEWAY COLLEGE PREPARATORY SCHOOL","014","ORENDA CHARTER SCHOOL","12","BELL","B","KG - 12","N","Y"," "," ","M","0","1","0","1","1","1","1"
"014901001","014901","ACADEMY H S","014","ACADEMY ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"014901041","014901","ACADEMY J H","014","ACADEMY ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","1","0","1"
"014901101","014901","ACADEMY INT","014","ACADEMY ISD","12","BELL","E","03 - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"014901102","014901","ACADEMY EL","014","ACADEMY ISD","12","BELL","E","EE - 02","N","N","014901101","ACADEMY INT","M"," "," "," "," "," "," "," "
"014902001","014902","BARTLETT SCHOOLS","014","BARTLETT ISD","13","BELL","B","PK - 12","N","N"," "," ","M","0","0","0","0","1","1","0"
"014903001","014903","BELTON H S","014","BELTON ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","1","0","0","0","0"
"014903005","014903","BELTON NEW TECH H S AT WASKOW","014","BELTON ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","1","0","0","1","0","0"
"014903006","014903","BELL CO J J A E P","014","BELTON ISD","12","BELL","S","09 - 09","N","N"," "," ","X"," "," "," "," "," "," "," "
"014903043","014903","LAKE BELTON MIDDLE","014","BELTON ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","0","1","0","1","1","1"
"014903044","014903","SOUTH BELTON MIDDLE","014","BELTON ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"014903045","014903","NORTH BELTON MIDDLE","014","BELTON ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","0","0","0","0","0","0"
"014903102","014903","LEON HEIGHTS EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","1","0","1"," ","0"
"014903103","014903","MILLER HEIGHTS EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","1","1","0","0"," ","1"
"014903104","014903","SOUTHWEST EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"014903108","014903","LAKEWOOD EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","1","1","1","1"," ","1"
"014903109","014903","SPARTA EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","1","0","1"," ","1"
"014903111","014903","JOE M PIRTLE EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"014903116","014903","TARVER EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014903117","014903","HIGH POINT EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014903118","014903","CHISHOLM TRAIL EL","014","BELTON ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","1","0","0"," ","1"
"014903119","014903","BELTON EARLY CHILDHOOD SCHOOL","014","BELTON ISD","12","BELL","E","EE - PK","N","N","014903000","BELTON ISD","M"," "," "," "," "," "," "," "
"014905001","014905","HOLLAND H S","014","HOLLAND ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"014905041","014905","HOLLAND MIDDLE","014","HOLLAND ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014905101","014905","HOLLAND EL","014","HOLLAND ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","1","0","0","0"," ","1"
"014906001","014906","KILLEEN H S","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","1","0"
"014906002","014906","C E ELLISON H S","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906004","014906","GATEWAY H S","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"014906006","014906","PATHWAYS ACADEMIC CAMPUS","014","KILLEEN ISD","12","BELL","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"014906007","014906","HARKER HEIGHTS H S","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906008","014906","ROBERT M SHOEMAKER H S","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906009","014906","GATEWAY MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","X"," "," "," "," "," "," "," "
"014906013","014906","KILLEEN ISD EARLY COLLEGE H S","014","KILLEEN ISD","12","BELL","S","09 - 09","N","N"," "," ","M","1","1","1","1","1"," ","1"
"014906022","014906","METROPLEX SCHOOL","014","KILLEEN ISD","12","BELL","B","01 - 10","N","N"," "," ","X"," "," "," "," "," "," "," "
"014906025","014906","BELL COUNTY JUV DET CTR","014","KILLEEN ISD","12","BELL","S","07 - 11","Y","N"," "," ","X"," "," "," "," "," "," "," "
"014906026","014906","KILLEEN JJAEP","014","KILLEEN ISD","12","BELL","S","11 - 11","N","N"," "," ","X"," "," "," "," "," "," "," "
"014906042","014906","NOLAN MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906043","014906","RANCIER MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","1","0","0","0","0","0"
"014906044","014906","MANOR MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906045","014906","SMITH MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","1","1","1","0","1","1"
"014906046","014906","EASTERN HILLS MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","1","0","0","0","0","0"
"014906048","014906","PALO ALTO MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906049","014906","LIBERTY HILL MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","1","0","1","1","0","1"
"014906050","014906","LIVE OAK RIDGE MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","1","0","1","1","0","1"
"014906051","014906","UNION GROVE MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906052","014906","AUDIE MURPHY MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","1","0","1","0","1","1"
"014906053","014906","CHARLES E PATTERSON MIDDLE","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014906100","014906","EL ALTER LEARNING CENTER","014","KILLEEN ISD","12","BELL","E","01 - 05","N","N"," "," ","X"," "," "," "," "," "," "," "
"014906102","014906","CLIFTON PARK EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","1","1","0"," ","1"
"014906103","014906","EAST WARD EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","0","0","1"," ","1"
"014906105","014906","HARKER HEIGHTS EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","1","0","1","0"," ","1"
"014906108","014906","MEADOWS EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906109","014906","PEEBLES EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","1","0","1","0"," ","0"
"014906110","014906","PERSHING PARK EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"014906111","014906","SUGAR LOAF EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906112","014906","WEST WARD EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906113","014906","BELLAIRE EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0","0","1"," ","0"
"014906115","014906","NOLANVILLE EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","1","0","1","1"," ","1"
"014906116","014906","CLARKE EL","014","KILLEEN ISD","12","BELL","E","PK - 03","N","N"," "," ","M","0","1","0","1"," "," ","0"
"014906117","014906","DUNCAN EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","1","0","0"," ","1"
"014906119","014906","HAY BRANCH EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","1","0"," ","0"
"014906120","014906","WILLOW SPRINGS EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906121","014906","MOUNTAIN VIEW EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","1"
"014906122","014906","REECES CREEK EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0","0","1"," ","0"
"014906123","014906","CLEAR CREEK EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"014906124","014906","CEDAR VALLEY EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","1","0","1","0"," ","1"
"014906125","014906","BROOKHAVEN EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","1","0","0","0","1"," ","0"
"014906126","014906","VENABLE VILLAGE EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","1","1","0","1"," ","1"
"014906127","014906","TRIMMIER EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","1","0","0","0"," ","0"
"014906128","014906","MONTAGUE VILLAGE EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","1","1","1","0"," ","1"
"014906129","014906","MAXDALE EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"014906130","014906","IRA CROSS JR EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","0","1","1"," ","1"
"014906131","014906","IDUMA EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906132","014906","OVETA CULP HOBBY EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","1","0","0","1"," ","1"
"014906133","014906","TIMBER RIDGE EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906135","014906","SAEGERT EL","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906136","014906","SKIPCHA EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","1","0","0","0"," ","0"
"014906137","014906","RICHARD E CAVAZOS EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","1","0","1","1"," ","1"
"014906138","014906","HAYNES EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014906139","014906","DR JOSEPH A FOWLER EL","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"014907001","014907","ROGERS H S","014","ROGERS ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","1","0","1","1","0"
"014907041","014907","ROGERS MIDDLE","014","ROGERS ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","1","0","0","0"
"014907043","014907","BELL COUNTY DAEP","014","ROGERS ISD","12","BELL","M","06 - 06","N","N"," "," ","X"," "," "," "," "," "," "," "
"014907102","014907","ROGERS EL","014","ROGERS ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014908001","014908","SALADO H S","014","SALADO ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"014908005","014908","BELL COUNTY DAEP","014","SALADO ISD","12","BELL","S","11 - 11","N","N"," "," ","X"," "," "," "," "," "," "," "
"014908041","014908","SALADO INT","014","SALADO ISD","12","BELL","E","03 - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014908042","014908","SALADO J H","014","SALADO ISD","12","BELL","M","07 - 08","N","N"," "," ","M","1","0","0","1","1","0","0"
"014908101","014908","THOMAS ARNOLD EL","014","SALADO ISD","12","BELL","E","EE - 02","N","N","014908041","SALADO INT","M"," "," "," "," "," "," "," "
"014909002","014909","TEMPLE H S","014","TEMPLE ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","1","1","1","1","0"
"014909005","014909","WHEATLEY ALTERNATIVE EDUCATION CEN","014","TEMPLE ISD","12","BELL","B","01 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"014909008","014909","FRED W EDWARDS ACADEMY AEC","014","TEMPLE ISD","12","BELL","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"014909041","014909","LAMAR MIDDLE","014","TEMPLE ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014909042","014909","TRAVIS SCIENCE ACADEMY","014","TEMPLE ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","0","1","0","0","1","0"
"014909044","014909","BONHAM MIDDLE","014","TEMPLE ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"014909101","014909","MERIDITH-DUNBAR EARLY CHILDHOOD AC","014","TEMPLE ISD","12","BELL","E","EE - PK","N","N","014909110","SCOTT EL","M"," "," "," "," "," "," "," "
"014909102","014909","CATER EL","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014909107","014909","JEFFERSON EL","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","I","0","0","0","0","0"," ","0"
"014909110","014909","SCOTT EL","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014909111","014909","THORNTON EL","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014909114","014909","WESTERN HILLS EL","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014909116","014909","RAYE-ALLEN EL","014","TEMPLE ISD","12","BELL","E","EE - 07","N","N"," "," ","I","0","0","0","0","0"," ","0"
"014909117","014909","KENNEDY-POWELL EL","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014909118","014909","HECTOR P GARCIA EL","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014909198","014909","SCOTT & WHITE HOSPITAL","014","TEMPLE ISD","12","BELL","E","04 - 06","N","N"," "," ","Z"," "," "," "," "," "," "," "
"014910001","014910","TROY H S","014","TROY ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","1","0","0","0","0"
"014910041","014910","RAYMOND MAYS MIDDLE","014","TROY ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0","0","1","0","0"
"014910101","014910","TROY EL","014","TROY ISD","12","BELL","E","02 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"014910103","014910","EDNA BIGHAM MAYS EL","014","TROY ISD","12","BELL","E","EE - 01","N","N","014910101","TROY EL","M"," "," "," "," "," "," "," "
"015801001","015801","POR VIDA ACADEMY CHARTER H S","015","POR VIDA ACADEMY","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"015801002","015801","CORPUS CHRISTI COLLEGE PREP H S","015","POR VIDA ACADEMY","20","BEXAR","S","09 - 12","N","Y"," "," ","M","0","0","0","0","0","0","0"
"015801003","015801","CESAR E CHAVEZ ACADEMY","015","POR VIDA ACADEMY","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"015802001","015802","GEORGE GERVIN ACADEMY","015","GEORGE GERVIN ACADEMY","20","BEXAR","B","PK - 12","N","Y"," "," ","M","1","1","1","1","0","1","0"
"015802004","015802","THE EDUCATION AND TRAINING CENTER","015","GEORGE GERVIN ACADEMY","20","BEXAR","M","06 - 08","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"015805001","015805","FRANK L MADLA EARLY COLLEGE H S","015","NEW FRONTIERS CHARTER SCHOOL","20","BEXAR","S","09 - 10","N","Y"," "," ","M","1","1","1","1","0"," ","0"
"015805041","015805","NEW FRONTIERS MIDDLE SCH","015","NEW FRONTIERS CHARTER SCHOOL","20","BEXAR","M","06 - 08","N","Y"," "," ","M","0","0","0","0","0","0","0"
"015805101","015805","NEW FRONTIERS CHARTER SCHOOL","015","NEW FRONTIERS CHARTER SCHOOL","20","BEXAR","E","KG - 05","N","Y"," "," ","I","0","0","0","0","0"," ","0"
"015806003","015806","MILTON B LEE ACADEMY OF SCIENCE &","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","S","09 - 12","N","Y"," "," ","M","0","0","0","0","0","0","0"
"015806041","015806","DR PAUL S SAENZ J H","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","M","07 - 08","N","Y"," "," ","M","0","0","0","0","0","0","0"
"015806101","015806","DR HARMON W KELLEY EL","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","E","PK - 03","N","Y"," "," ","I","0","0","0","0"," "," ","0"
"015806103","015806","DR JAMES L BURCH INT","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","E","04 - 06","N","Y"," "," ","I","0","0","0","0","0"," ","0"
"015806106","015806","DR DAVID C WALKER EL","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","E","PK - 06","N","Y"," "," ","M","0","1","0","0","1"," ","0"
"015807001","015807","SOUTHWEST PREPARATORY SCHOOL","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","E","KG - 08","N","Y"," "," ","I","0","0","0","0"," "," ","0"
"015807002","015807","SOUTHWEST PREPARATORY SOUTHEAST CA","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","B","PK - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"015807004","015807","SOUTHWEST PREPARATORY SCHOOL-NORTH","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","S","07 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"015807005","015807","NEW DIRECTIONS","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"015807101","015807","SOUTHWEST PREP NORTHWEST EL","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","E","PK - 06","N","Y"," "," ","I","0","0","0","0","0"," ","0"
"015808001","015808","JOHN H WOOD JR CHARTER SCHOOL AT A","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","06 - 12","Y","Y"," "," ","X"," "," "," "," "," "," "," "
"015808003","015808","JOHN H WOOD JR CS HAYS CO JUVENILE","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","06 - 12","Y","Y"," "," ","X"," "," "," "," "," "," "," "
"015808006","015808","JOHN H WOOD JR CS GRANBURY","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","S","07 - 12","Y","Y"," "," ","X"," "," "," "," "," "," "," "
"015808007","015808","ROCKDALE","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","06 - 12","Y","Y"," "," ","X"," "," "," "," "," "," "," "
