DISTRICT,DA0GH13N,DA0GR13N,DA0GM13N,DB0GR13N,DH0GR13N,DW0GR13N,DI0GR13N,D30GR13N,D40GR13N,D20GR13N,DS0GR13N,DA0GR13R,DA0GH13R,DA0GM13R,DB0GR13R,DH0GR13R,DW0GR13R,DI0GR13R,D30GR13R,D40GR13R,D20GR13R,DS0GR13R,DPETGEEC,DPETGPKC,DPETGKNC,DPETG01C,DPETG02C,DPETG03C,DPETG04C,DPETG05C,DPETG06C,DPETG07C,DPETG08C,DPETG09C,DPETG10C,DPETG11C,DPETG12C,DPETALLC,DPETSPEC,DPETBILC,DPETVOCC,DPETGIFC,DPETLEPC,DPETECOC,DPETNEDC,DPETRSKC,DPETINDC,DPETASIC,DPETPCIC,DPETTWOC,DPETBLAC,DPETHISC,DPETWHIC,DAPID14D,DAPID14N,DAPID14R,DPETDISD,DPETDISC,DPETDISP,DPERRAKR,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERSAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DAUND13C,DAUND13D,DAUND13R,DPEMALLC,DPEMALLT,DPEMALLP,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETNEDP,DPETRSKP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPETGEEP,DPETGPKP,DPETGKNP,DPETG01P,DPETG02P,DPETG03P,DPETG04P,DPETG05P,DPETG06P,DPETG07P,DPETG08P,DPETG09P,DPETG10P,DPETG11P,DPETG12P,DPSTTOFC,DPSUTOFC,DPSSTOFC,DPSCTOFC,DPSETOFC,DPSTTOST,DPSUTOST,DPSSTOST,DPSCTOST,DPST00FC,DPST01FC,DPST06FC,DPST11FC,DPST20FC,DPST00ST,DPST01ST,DPST06ST,DPST11ST,DPST20ST,DPSTNOFC,DPSTBAFC,DPSTMSFC,DPSTPHFC,DPSPCOFC,DPSECOFC,DPSPTOFC,DPSXTOFC,DPSATOFC,DPSOTOFC,DPSTINFC,DPSTPIFC,DPSTASFC,DPSTBLFC,DPSTHIFC,DPSTWHFC,DPSTTWFC,DPSTMAFC,DPSTFEFC,DPSXCOFC,DPSTREFC,DPSTVOFC,DPSTBIFC,DPSTCOFC,DPSTGIFC,DPSTSPFC,DPSTOPFC,DPSTURNN,DPSTURND,DPSTURNR,DPSTTENA,DPSTEXPA,DPSAMIFC,DPCTSOCS,DPCTSOCC,DPCTSCIS,DPCTSCIC,DPCTMATS,DPCTMATC,DPCTG06S,DPCTG06C,DPCTG05S,DPCTG05C,DPCTG04S,DPCTG04C,DPCTG03S,DPCTG03C,DPCTG02S,DPCTG02C,DPCTG01S,DPCTG01C,DPCTGMES,DPCTGMEC,DPCTGKGS,DPCTGKGC,DPCTFLAS,DPCTFLAC,DPCTENGS,DPCTENGC,DPCTSOCA,DPCTSCIA,DPCTMATA,DPCTGMEA,DPCTGKGA,DPCTG06A,DPCTG05A,DPCTG04A,DPCTG03A,DPCTG02A,DPCTG01A,DPCTFLAA,DPCTENGA,DPSPTOFP,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSTNOFP,DPSTBAFP,DPSTMSFP,DPSTPHFP,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTGIFP,DPSTSPFP,DPSTOPFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTPIFP,DPSTINFP,DPSTASFP,DPSTTWFP,DPSTMAFP,DPSTFEFP,DPSTKIDR,DPST00SA,DPST01SA,DPST06SA,DPST11SA,DPST20SA,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPFEIERP,DPSAINHP
"170904",301,337,36,28,84,216,1,4,0,4,25,100,89.3,10.7,8.3,24.9,64.1,0.3,1.2,0,1.2,7.4,17,253,520,537,512,523,538,481,511,510,526,541,502,426,372,6769,465,1000,1610,262,1000,4180,2589,3982,30,51,9,174,554,2254,3697,7438,0,0,7210,207,2.9,1.3,8,3.9,2.2,2.3,1.3,3.3,1.9,0.2,8.1,14.6,5.9,4.9,2.2,0,3.1,0,5.4,20,3006,0.7,1077,6433,16.7,54.6,8.2,33.3,0.4,0.8,0.1,2.6,61.8,38.2,58.8,14.8,6.9,23.8,14.8,3.9,0.3,3.7,7.7,7.9,7.6,7.7,7.9,7.1,7.5,7.5,7.8,8,7.4,6.3,5.5,397.6374,76.2977,26.7173,8.7857,76.7831,19698470.481,4535742.0536,1880555.4986,877846.578,24.9997,92.9962,89.4476,132.0523,58.1416,1062102.156,4114125.4924,4231905.0973,6851291.3928,3439046.3421,1.9998,312.2739,83.3637,0,0,0,509.4381,254.5521,840.7733,2.97,1,0,0,9.9999,35.9996,343.6385,6.9994,78.0458,319.5916,0,306.7765,18.6325,10.8087,2.935,0.2145,33.6426,24.6276,70.7192,395.4417,17.883597001,7.3808458004,12.107550948,178.4735,3012,117,2591,107,2912,139,416.4679,19.502,428.6144,19.9519,472.4373,23.3694,472.8714,23.9656,455.3228,22.3813,482.6436,25.0099,0,0,424.254,20.7296,1286,59,3071,127,25.7,24.2,20.9,.,20.5,21.4,21.5,20.2,19.7,20.3,19.3,21.8,24.2,60.591612507,47.294246856,9.0747053932,3.1777055718,1.0449546864,9.1324379592,30.275949534,21.227303484,0.5029204999,78.532326185,20.964753315,0,6.287059517,23.387186417,22.494765331,33.209225289,14.621763446,77.149810355,4.6858016877,2.7182302268,0.7381096446,0.053943618,8.4606226678,6.1934818003,2.5148288365,86.420065115,9.0533737521,0,0.2514853985,0,1.7602468983,19.627379115,80.372620885,17.023046625,42484.596055,44239.716165,47311.555562,51883.165933,59149.496094,49538.776988,59447.952607,70387.183533,99917.659151,61.4,61
"170906",555,802,247,17,185,582,3,4,1,10,98,100,69.2,30.8,2.1,23.1,72.6,0.4,0.5,0.1,1.2,12.2,30,383,793,891,896,877,863,901,947,1012,967,1028,961,822,805,12176,1079,1207,2526,683,1377,4908,7268,3824,82,72,4,233,224,3612,7949,13364,0,0,12748,107,0.8,3.4,4.9,2.4,3,0.6,0.7,0.2,0.1,0.1,10.3,11.8,5.8,1.4,1.4,0,2.1,0,1.2,22,5717,0.4,1453,11547,12.6,65.3,1.8,29.7,0.7,0.6,0,1.9,40.3,59.7,31.4,11.3,8.9,20.7,9.9,5.6,0.2,3.1,6.5,7.3,7.4,7.2,7.1,7.4,7.8,8.3,7.9,8.4,7.9,6.8,6.6,777.0179,115.0142,37.0476,13.49,126.6695,39385871.214,6978758.426,2941894.3772,1411150,37.1646,151.5242,198.055,237.4594,152.8147,1500841.3239,6983703.1089,9669080.7819,12109515.024,9122730.9752,9.2624,604.1285,160.6267,3.0003,0,0,942.5697,465.0792,1534.3184,0,2.9998,0,0,15.0006,69.9565,688.0609,1.0001,139.7969,637.221,0,541.8497,40.3641,34.3057,13.0172,0,85.495,61.9862,120.1103,760.7877,15.787623801,7.4638754041,12.611465337,216.958,5830,269,5063,234,5569,258,810.718,35.9554,864.4372,40.7158,835.2526,40.9993,720.1961,36.846,777.4519,40.9388,727.6199,37.7771,11,1,649.1182,37.7717,1990,84,5967,301,21.7,21.6,21.6,11,17.2,22.5,21.2,20.4,19.5,19,19.3,23.7,19.8,61.432470601,50.642545902,7.4961103249,2.4145966052,0.8792177686,8.2557505665,30.311778833,14.14035053,1.1920446106,77.749624558,20.672200731,0.3861301007,4.7829786161,19.500734796,25.489116789,30.560351312,19.666818486,69.734519629,5.1947451918,4.4150462943,1.6752767214,0,11.002964024,7.9774481386,1.9305346762,88.551486394,9.0032031437,0,0.3860657522,0,0.1287100336,17.991464547,82.008535453,15.670166672,40383.626459,46089.688043,48820.180162,50996.149338,59697.993552,50688.499215,60677.363543,79408.50088,104607.11638,62.8,62.7
"170907",172,220,48,3,62,152,2,0,0,1,18,100,78.2,21.8,1.4,28.2,69.1,0.9,0,0,0.5,8.2,7,123,259,264,284,258,286,287,233,275,269,291,254,205,270,3565,279,301,812,190,329,2169,1396,1793,13,5,0,35,25,1092,2395,3927,0,0,3821,68,1.8,0.5,6.5,0.5,0.8,0.4,4.4,0,0,0.4,0,9.7,4.3,0,0,0,0,0,0,1,1649,0.1,513,3378,15.2,67.2,0.7,30.6,0.4,0.1,0,1,60.8,39.2,50.3,9.2,7.8,22.8,8.4,5.3,0.2,3.5,7.3,7.4,8,7.2,8,8.1,6.5,7.7,7.5,8.2,7.1,5.8,7.6,220.8109,18.6054,13,7.0952,35.2423,10509437.888,1098876.7867,968252,659938.7694,6.0008,90.7955,47.9996,42.1859,33.8291,261034.8,4091398.5436,2189684.4493,2087122.0803,1880198.0146,2.0002,175.7951,41.0154,2.0002,0,0,259.5115,141.6316,436.3854,0,0,0,1.0003,2.9999,20.4387,195.3727,0.9993,54.9045,165.9064,0,159.0511,12.5253,12.6665,9.479,1.6139,19.7345,5.7406,54.2776,221.3688,24.519083087,5.2076923961,10.026936501,72.4128,1524,70,1348,62,1619,77,219.789,10.4988,277.0092,11.6094,271.7343,13.1644,223.442,10.1652,230.4193,11.1115,226.023,12.1643,19.5,1,219.7122,10.1652,472,32,1926,92,21.8,21.7,21,19.5,21.6,20.9,23.9,20.6,22,20.7,18.6,14.8,20.9,59.468419429,50.599974243,4.2635248567,2.9790180881,1.6259022415,8.0759576283,32.455622942,16.593772386,0.9058429634,79.613415823,18.57489825,0.9058429634,2.7176194653,41.119120478,21.737876165,19.104989835,15.320394057,72.03045683,5.6724101935,5.7363563121,4.2928134435,0.7308968896,8.9372852518,2.5997810796,1.3585832946,88.4796448,9.2562006676,0,0,0.4530120569,0.4525591807,24.864940997,75.135059003,16.145036318,43500,45061.688559,45618.806184,49474.399747,55579.30937,47594.742324,59062.25003,74480.923077,93012.003805,58.3,58
"170908",574,630,56,20,263,326,3,6,1,11,58,100,91.1,8.9,3.2,41.7,51.7,0.5,1,0.2,1.7,9.2,35,563,959,986,985,977,877,933,962,917,937,1036,810,677,628,12282,1126,3710,3348,887,2953,7665,4617,6410,46,181,15,157,342,6312,5229,13376,4,0,12770,252,2,1.6,5.2,3.7,3.8,1.6,1.3,0.4,0.3,0.1,19.6,11.6,2.8,0,2.3,1.9,0,1.8,0,20,5123,0.4,2243,11467,19.6,42.6,2.8,51.4,0.4,1.5,0.1,1.3,62.4,37.6,52.2,24,9.2,27.3,30.2,7.2,0.3,4.6,7.8,8,8,8,7.1,7.6,7.8,7.5,7.6,8.4,6.6,5.5,5.1,808.3827,177.209,43.155,12,139.2589,41344678.939,10687433.574,3384292,1400402,102.2226,234.4301,185.2624,180.6134,105.8542,4873126.4156,11352963.09,9264546.7053,9577295.0225,6276747.7051,159.3045,520.8473,120.2308,8.0001,0,0,1040.7467,435.8309,1615.8365,15.84,2.9996,0,5.0002,18.9792,124.2133,646.1904,11,166.9654,641.4173,0,613.9111,51.4019,23.9843,9,7.3729,70.7571,31.9554,138.7584,748.1077,18.547917633,5.4356708161,9.4957314236,375.3001,4918,240,4841,234,5010,264,799.1046,31.264,695.8333,34.7947,630.9397,36.47,718.8059,39.4239,719.5212,39.7707,720.6589,38.5559,0,0,745.5668,39.6344,2794,139,5705,295,20.5,20.7,19,.,18.8,25.6,20,17.3,18.2,18.1,18.7,20.1,19.3,64.409158971,50.028743626,10.967013061,2.6707528887,0.7426493955,8.6183781589,26.97246287,23.226366034,19.706569673,64.430782598,14.873005075,0.9896426532,12.645322568,28.99989077,22.917660163,22.342561265,13.094565235,75.943126937,6.3586096041,2.9669486989,1.1133340681,0.912055639,8.7529211103,3.9530039423,2.3477988829,79.936198536,15.365655401,0,0.3710618745,0.6185436675,1.3607416388,20.654252002,79.345747998,15.193298916,47671.71267,48427.924103,50007.700998,53026.492068,59296.161183,51144.932887,60309.767417,78421.781949,116700.16667,62.2,62
"171901",198,259,61,4,193,52,1,6,0,3,23,100,76.4,23.6,1.5,74.5,20.1,0.4,2.3,0,1.2,8.9,4,214,368,407,354,389,358,347,319,322,313,344,322,264,267,4592,400,1301,1072,242,1302,3155,1437,2666,22,386,1,63,35,3195,890,5033,2,0,5010,124,2.5,3.9,6.8,3.7,2.7,0,6.3,0,0,0.3,14.8,18.2,4.2,0,0,2.1,0,0,2.9,1,1932,0.1,698,4408,15.8,19.4,0.8,69.6,0.5,8.4,0,1.4,68.7,31.3,58.1,28.4,8.7,23.3,28.3,5.3,0.1,4.7,8,8.9,7.7,8.5,7.8,7.6,6.9,7,6.8,7.5,7,5.7,5.8,350.3709,38.2278,17.9166,7.3333,90.6791,16700771.073,2038413.5402,1317538.2964,749506.6482,45.4709,107.2685,65.0018,72.5526,60.0771,1490578.8403,4848758.2947,3101816.3796,3707777.6692,3551839.8896,18.561,267.6682,64.1417,0,0,0,413.8486,174.3569,678.8846,0,2.9999,0.9996,6.7272,2.9998,43.8974,281.0774,11.6696,62.6191,287.7518,0,270.1465,13.9215,19.6718,6.7702,2,31.1279,6.733,67.581,344.5129,19.616391723,7.485260005,10.199930164,209.5148,1769,97,1740,100,1793,117,272.7174,16.1807,271.9665,12.6273,215.8857,12.1848,227.9876,11.8834,180.8773,10.014,248.3994,14.1333,0,0,190.625,10,570,29,2267,146,18.2,17.4,15.3,.,19.1,16.9,21.5,17.7,19.2,18.1,17.6,19.7,15.5,60.960080697,51.609787584,5.6309717439,2.6391230557,1.0801983135,13.35707129,25.682848013,30.861622137,5.29752899,76.395670988,18.306800022,0,12.977932813,30.615698964,18.552282738,20.707370389,17.146715095,77.103007128,3.9733608014,5.6145644516,1.9322951763,0.5708236614,8.8842709255,1.9216778562,0.8561784098,80.222815308,12.528837298,0.285297666,0.856206951,1.9200224676,3.3306418998,17.872231969,82.127768031,13.106111267,32780.939904,45202.070456,47718.930547,51104.683625,59121.360545,47665.976465,53322.805398,73537.294822,102205.9166,65.9,65.5
"171902",29,34,5,0,22,11,0,0,0,1,4,100,85.3,14.7,0,64.7,32.4,0,0,0,2.9,11.8,0,22,42,46,32,32,29,41,41,43,45,44,41,34,37,529,37,102,122,22,105,263,266,261,1,1,0,6,2,285,234,585,0,0,587,1,0.2,2.2,6.5,6.7,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,258,0,74,506,14.6,44.2,0.4,53.9,0.2,0.2,0,1.1,49.7,50.3,49.3,19.8,7,23.1,19.3,4.2,0,4.2,7.9,8.7,6,6,5.5,7.8,7.8,8.1,8.5,8.3,7.8,6.4,7,51.0724,5.3571,3,1.5714,9.9519,2274436.7938,271258.1125,201500,127201.9382,0,17.001,8.9995,12.4292,12.6427,0,622533.74,339181.6,587007.6888,725713.765,0,46.4298,4.6426,0,5.5932,0,61.0009,20.8449,91.7977,0,0,0,0,0,8.0005,42.0723,0.9996,12.0719,39.0005,2,42.1935,3.0005,0.9588,0,0,4.9196,0,9.7539,49.1163,19.858784151,8.1666666667,13.351851852,21.423,240,20,315,24,242,24,24.5,1.25,39.3122,3.024,36.8484,3.4998,39.9984,2.4999,32,2,46,3,0,0,42,2,85,7,268,26,12,13.1,10.1,.,21,19.6,13,10.5,16,16,15.3,12.1,10.3,66.451447041,55.635816584,5.8357671271,3.2680557356,1.7118075943,10.841121292,22.707431668,23.337186008,0,90.909767311,9.0902326893,0,0,33.288038158,17.621063432,24.336432202,24.754466209,82.615071937,5.874993147,1.8773349206,0,0,9.6325999953,0,0,82.377761766,15.665016721,0,0,0,1.957221513,23.636837118,76.363162882,10.357844942,.,36617.477795,37688.938274,47228.115148,57401.802226,44533.579659,50635.252749,67166.666667,80948.15973,59.4,71.9
"172902",66,84,18,45,15,21,0,0,0,3,10,100,78.6,21.4,53.6,17.9,25,0,0,0,3.6,11.9,4,60,102,80,97,72,78,93,62,74,71,93,81,81,75,1123,130,91,285,40,91,897,226,580,1,7,0,43,461,196,415,1258,0,0,1264,11,0.9,2.8,4.8,9,0,0,4,7.9,1.5,1.3,8.3,27.3,0,0,0,8.3,0,0,0,3,539,0.6,160,1086,14.7,37,41.1,17.5,0.1,0.6,0,3.8,79.9,20.1,51.6,8.1,11.6,25.4,8.1,3.6,0.4,5.3,9.1,7.1,8.6,6.4,6.9,8.3,5.5,6.6,6.3,8.3,7.2,7.2,6.7,101.3823,12.4473,4.1048,4,21.5,4555548.0576,633593.3347,280815.136,301035,20.5004,9.0002,14.834,21.8958,35.1519,764646.7008,352779.4126,585584.9929,1048808.189,1803728.7623,0,76.8354,24.5469,0,1.3852,0,121.9344,57.1664,200.6008,0,0,0,0,20.6453,3.0003,77.7367,0,24.8952,76.4871,1,72.9132,5.4715,0.4803,5.0242,0,15.0003,2.4928,20.5015,100.4508,20.409494001,12.710798568,15.899287099,61.0996,452,40,397,36,554,48,69.4067,4.7373,93.3142,5.3348,75.8834,4.2629,68.9181,4.2218,93.6385,5.182,81.104,4.2608,0,0,101.294,5.3907,167,12,633,48,11.3,11,11.5,.,18.8,14.7,17.5,17.8,16.3,18.1,19,13.9,13.2,60.784603052,50.539329853,6.2050101495,2.0462530558,1.994009994,10.717803718,28.49759323,30.458303257,0,75.787785442,24.212214558,0,20.220886683,8.8774865041,14.631745384,21.59726106,34.672620369,71.919062795,5.3968986697,0.4737513353,4.9556973949,0,14.795777961,2.4588118439,20.36381104,76.67679664,2.95939232,0,0,0,0,24.555765651,75.444234349,11.076884229,37299.111276,39196.84147,39475.865775,47899.971182,51312.411628,44934.353014,50902.069903,68411.405184,75258.75,57.2,63.8
"172905",53,63,10,13,5,41,0,0,0,4,5,100,84.1,15.9,20.6,7.9,65.1,0,0,0,6.3,7.9,3,55,87,95,68,78,69,67,66,76,62,81,72,55,63,997,88,33,264,41,34,651,346,452,4,1,0,52,148,105,687,1099,0,0,1174,6,0.5,5.5,16,6.7,0,4.9,5,1.4,0,1.3,27.3,44.4,14.3,7.1,0,0,0,0,0,1,470,0.2,145,980,14.8,68.9,14.8,10.5,0.4,0.1,0,5.2,65.3,34.7,45.3,3.4,8.8,26.5,3.3,4.1,0.3,5.5,8.7,9.5,6.8,7.8,6.9,6.7,6.6,7.6,6.2,8.1,7.2,5.5,6.3,86.5489,7.1248,5.3286,2,20,3616184.7129,323357.4755,342323.5,126750,8.9998,14.9998,19.876,18.0013,24.672,293302.3503,504816.8561,795518.652,827256.753,1195290.1015,0,68.8763,17.6726,0,0,0,101.0023,41.6414,162.6437,0,1.0002,0,0,6,2,77.5487,0,17.5468,69.0021,0,61.8884,4.7234,0.8324,7.8648,0.5001,6.9955,3.7443,18.8214,85.2072,22.088978396,8.0970873786,13.233009709,32.8022,368,22,394,31,433,35,47.7315,3.826,66.9602,4.0001,68.2884,4.0006,78.0974,4.0003,67.4374,4.0004,95.0077,5.0004,0,0,87,5,171,10,494,39,16.7,12.7,12.4,.,17.4,12.5,16.7,17.1,19.5,16.9,19,17.1,12.7,62.100345725,53.213804162,4.3806184931,3.2762412562,1.2296818137,12.296818137,25.602836138,20.168134394,0,79.580791899,20.419208101,0,10.398514597,17.331011717,22.965052127,20.798993401,28.506428158,71.506859128,5.4574928162,0.9617684338,9.0871172251,0.577823635,8.082713934,4.3262248278,6.9324971201,89.601023237,2.3108323734,0,1.1556472699,0,0,20.273856745,79.726143255,11.519499381,32589.874253,33654.905805,40024.081908,45955.3895,48447.23174,41781.983513,45384.779292,64242.671621,63375,62.5,64.9
"173901",10,11,1,0,3,8,0,0,0,0,2,100,90.9,9.1,0,27.3,72.7,0,0,0,0,18.2,0,11,11,14,11,10,11,11,10,14,12,8,13,15,12,163,11,2,56,21,2,127,36,32,1,0,0,0,1,47,114,179,0,0,196,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,89,0,15,169,8.9,69.9,0.6,28.8,0.6,0,0,0,77.9,22.1,19.6,1.2,6.7,34.4,1.2,12.9,0,6.7,6.7,8.6,6.7,6.1,6.7,6.7,6.1,8.6,7.4,4.9,8,9.2,7.4,18.8952,4,3,2,2,759384.3913,226226,189016,151006,4.0001,1.0001,2.9997,3.9999,6.8954,137095.5244,32537.2534,113870.0278,167531.2196,308350.3661,0,16.8951,2.0001,0,0,0,27.8952,10,39.8952,0,0,0,0,0,0,18.8952,0,3.4998,15.3954,1,15.2857,1.4901,0,1,0,1.1194,0,4.3736,19.7689,22.123638645,10.365903354,14.864281292,3,64,5,67,6,81,9,10.2354,1.0471,11.6952,1.0632,10.3059,0.9369,9.6455,1.0001,11.0011,1.0001,13.3529,1.0001,0,0,12,1,27,4,73,10,12.8,11.2,9,.,12,9.8,11,11,9.6,11,13.4,6.8,7.3,69.921193527,47.362088672,10.026268824,7.5197016182,5.0131344122,5.0131344122,25.065672061,7.5197016182,0,89.414772006,10.585227994,0,21.169926754,5.2928786147,15.875460434,21.168868284,36.492865913,80.897264914,7.8861298107,0,5.2923493797,0,5.9242558957,0,0,100,0,0,0,0,0,18.522164359,81.477835641,8.626529489,34273.024274,32534,37960.471981,41883.851996,44718.271036,40189.275123,56556.5,63005.333333,75503,53.1,60.7
"174801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,44,40,41,43,41,37,0,0,0,0,0,0,0,246,12,1,0,0,2,17,229,106,1,13,1,6,17,15,193,246,0,0,256,0,0,0,0,2.4,0,2.6,0,.,.,.,0,0,0,0,0,0,.,.,.,0,0,.,3,212,1.4,78.5,6.9,6.1,0.4,5.3,0.4,2.4,6.9,93.1,43.1,0.8,4.9,0,0.4,0,0,0,17.9,16.3,16.7,17.5,16.7,15,0,0,0,0,0,0,0,17.229,2.085,0.5,0.5,3.6883,758342.21,87371,32327,32327,2.5,5.3576,4,3,2.3714,107650,224023.26,168538,139559,118571.95,0,9.3714,7.8576,0,0,0,20.314,2,26.0023,0.39,0,0,1,1,1.3576,13.8714,0,0,17.229,0,13.729,0,0,2.5,0,1,0,1.4062,15.7776,8.9126356353,3.4258276819,9.5431322709,3.6745,0,0,0,0,0,0,0,0,37,2,41,2,43,2,41,2,40,2,36,2.5,44,2,0,0,0,0,.,.,.,14.4,22,.,18.5,20.5,21.5,20.5,20,.,.,78.123858274,66.259523196,8.0185214385,1.9229068198,1.9229068198,14.184514447,7.6916272791,14.131442219,0,54.393174299,45.606825701,0,14.51041848,31.09640722,23.216669569,17.412502177,13.764002554,79.685414127,0,0,14.51041848,0,5.8041673922,0,5.8041673922,80.511927564,7.8797376516,0,0,5.8041673922,0,0,100,14.278251785,43060,41814.107063,42134.5,46519.666667,50000.822299,44015.451274,41904.556355,64654,64654,71.9,80.7
"174901",16,20,4,1,4,15,0,0,0,0,1,100,80,20,5,20,75,0,0,0,0,5,0,24,32,33,23,33,26,27,26,26,26,22,27,28,22,375,28,32,113,26,32,287,88,197,0,0,1,11,21,60,282,405,0,0,406,5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,167,0,32,341,9.4,75.2,5.6,16,0,0,0.3,2.9,76.5,23.5,52.5,8.5,7.5,30.1,8.5,6.9,0,6.4,8.5,8.8,6.1,8.8,6.9,7.2,6.9,6.9,6.9,5.9,7.2,7.5,5.9,33.9989,2,4,1,4,1338911.6285,90378,198155,86953,0,6.9998,10.9995,9.9998,5.9998,0,224690.5932,400812.4823,432953.9018,280454.6512,0,26.9989,7,0,0,0,40.9989,9.0001,53.999,0,0,0,0,1.0001,0,32.9988,0,7.9998,25.9991,0,29.5395,2.5376,0,0,0,1.7168,0.205,7.9044,33.9037,23.314269534,5.0444444444,11.8,4.0001,155,15,128,11,150,16,21.9641,1.7398,23.4873,1.7398,25,2,31,2,22.9977,1.9998,33,2,0,0,31,2,76,9,153,13,10.3,11.6,9.4,.,15.5,12.6,13.5,12.5,15.5,11.5,16.5,8.4,11.8,75.925294913,62.962091891,3.7037722921,7.4075445842,1.851886146,7.4075445842,16.667160503,7.4077297728,0,79.411098594,20.588901406,0,0,20.588313151,32.352517287,29.412128039,17.647041522,86.883693296,7.4637708867,0,0,0,5.0495751333,0.602960684,2.9415657565,97.058434243,0,0,0,0,0,23.529584781,76.470415219,11.02976861,.,32099.573302,36439.154716,43296.256105,46744,39381.027871,45189,49538.75,86953,61.2,66.4
"174902",40,47,7,0,6,40,0,0,0,1,5,100,85.1,14.9,0,12.8,85.1,0,0,0,2.1,10.6,0,45,31,33,30,31,39,29,35,34,29,45,44,42,38,505,58,22,131,34,22,323,182,242,3,2,2,15,16,59,408,568,2,0.4,540,1,0.2,3.8,12.5,8.3,10.5,14.8,0,0,3.6,0,33.3,0,0,0,0,0,0,0,0,3,255,1.2,61,471,13,80.8,3.2,11.7,0.6,0.4,0.4,3,64,36,47.9,4.4,11.5,25.9,4.4,6.7,0,8.9,6.1,6.5,5.9,6.1,7.7,5.7,6.9,6.7,5.7,8.9,8.7,8.3,7.5,49.0928,3.8881,3,2,11.0209,2166598.3965,158421.5,198974,173548,7.0002,5.0915,14.0003,10.0007,13.0001,282100.1224,204160.7641,562683.1265,477788.2388,639866.1447,2.0002,35.0922,11.0007,0.9997,0,0,57.9809,11.3664,80.3682,0,0,0,0.1119,0,0.9997,47.9812,0,13.0001,36.0927,0.7625307858,42.2258,1.6174,0,4,0,1.2496,0,10.9994,46.9448,23.430497094,7.3333333333,12.843137255,1.9997,227,17,227,19,226,18,32.0706,1.8326,22.1578,1.5282,29.9871,1.5378,23.6623,1.5266,23.0865,1.5391,25.3869,1.5386,0,0,30,2,93,8,297,30,13.4,11.9,12.6,.,15,17.5,14.5,19.5,15.5,15,16.5,11.6,9.9,72.144081863,61.084856946,4.8378587551,3.7328196973,2.4885464649,13.713010867,14.142907269,2.4881731829,4.0743245445,71.481357755,22.407970212,2.0363474888,14.259117427,10.371174592,28.518031157,20.371011635,26.480665189,86.012205456,3.2945768015,0,8.1478343056,0,2.5453834371,0,0,97.735716846,2.0363474888,0,0,0.2279356647,0,26.480665189,73.519334811,10.286640811,40298.86609,40098.352961,40190.790662,47775.479596,49220.094053,44132.711854,40745.222602,66324.666667,86774,54.3,71.9
