DISTRICT,COUNTY,REGION,DD1A,DD1B,DD1C,DD2B,DGRPRATE21,DELPRATE21,DCCPRATE21,DSTPRATE21,DAAPRATE21,DISTNAME,CNTYNAME,REGNNAME,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETECOP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DFLCHART,DFLALTED,DFLRTF,DFLNEWDIST,DFLSCD,DDA00A00T019R,DDA00A00T021R,D_RATING
184904,184,11,49,99,98.6,74,100,.,100,67,79,MILLSAP ISD,PARKER,REGION 11: FORT WORTH,25,491,1026,124,0,0,0,774,2.4,47.9,12.1,0.0,0,0,75.4,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
184907,184,11,65,77,99.3,71,80,100,100,92,96,ALEDO ISD,PARKER,REGION 11: FORT WORTH,167,861,6679,615,0,0,0,5128,2.5,12.9,9.2,0.0,0,0,76.8,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
184908,184,11,48,60,98.5,54,100,100,100,30,38,PEASTER ISD,PARKER,REGION 11: FORT WORTH,40,404,1379,127,0,0,0,1036,2.9,29.3,9.2,0.0,0,0,75.1,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
184909,184,11,61,84,100,73,100,0,100,90,93,BROCK ISD,PARKER,REGION 11: FORT WORTH,33,192,1759,147,0,0,0,1286,1.9,10.9,8.4,0.0,0,0,73.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
184911,184,11,36,.,.,36,.,.,.,.,.,GARNER ISD,PARKER,REGION 11: FORT WORTH,9,113,216,34,.,.,.,.,4.2,52.3,15.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
185901,185,16,34,95,100,65,0,100,100,14,14,BOVINA ISD,PARMER,REGION 16: AMARILLO,126,375,465,54,0,0,0,345,27.1,80.6,11.6,0.0,0,0,74.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
185902,185,16,53,60,100,57,100,100,100,88,88,FARWELL ISD,PARMER,REGION 16: AMARILLO,94,306,541,60,0,0,0,423,17.4,56.6,11.1,0.0,0,0,78.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
185903,185,16,39,70,100,55,100,100,100,22,13,FRIONA ISD,PARMER,REGION 16: AMARILLO,378,728,1085,109,0,0,0,749,34.8,67.1,10.0,0.0,0,0,69,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
185904,185,16,40,42,100,41,.,.,.,.,.,LAZBUDDIE ISD,PARMER,REGION 16: AMARILLO,26,122,182,26,.,0,.,.,14.3,67.0,14.3,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
186901,186,18,45,45,100,45,.,.,.,.,.,BUENA VISTA ISD,PECOS,REGION 18: MIDLAND,30,119,240,12,.,0,.,.,12.5,49.6,5.0,0.0,.,.,.,N,N,N, ,Y,100,98,Not Rated: Declared State of Disaster
186902,186,18,29,56,94,43,100,100,100,11,13,FORT STOCKTON ISD,PECOS,REGION 18: MIDLAND,273,1529,2295,233,0,0,0,1788,11.9,66.6,10.2,0.0,0,0,77.9,N,N,N,N,N,99,97,Not Rated: Declared State of Disaster
186903,186,18,31,62,100,47,100,.,100,0,14,IRAAN-SHEFFIELD ISD,PECOS,REGION 18: MIDLAND,46,205,337,29,0,0,0,253,13.6,60.8,8.6,0.0,0,0,75.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
187901,187,06,45,77,100,61,.,.,.,.,.,BIG SANDY ISD,POLK,REGION 06: HUNTSVILLE,3,262,494,69,.,0,.,.,0.6,53.0,14.0,0.0,.,.,.,N,N,N, ,Y,99,99,Not Rated: Declared State of Disaster
187903,187,06,34,62,100,48,100,0,100,0,21,GOODRICH ISD,POLK,REGION 06: HUNTSVILLE,52,227,254,22,0,0,0,180,20.5,89.4,8.7,0.0,0,0,70.9,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
187904,187,06,39,66,100,53,100,100,100,20,22,CORRIGAN-CAMDEN ISD,POLK,REGION 06: HUNTSVILLE,82,544,788,82,0,0,0,591,10.4,69.0,10.4,0.0,0,0,75,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
187906,187,06,22,61,100,42,100,.,100,13,0,LEGGETT ISD,POLK,REGION 06: HUNTSVILLE,7,185,204,26,0,0,0,139,3.4,90.7,12.7,0.0,0,0,68.1,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
187907,187,06,42,36,93.4,39,0,100,25,8,24,LIVINGSTON ISD,POLK,REGION 06: HUNTSVILLE,366,2304,3797,469,0,0,0,2793,9.6,60.7,12.4,0.0,0,0,73.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
187910,187,06,51,50,100,51,100,.,75,64,86,ONALASKA ISD,POLK,REGION 06: HUNTSVILLE,18,914,1180,145,0,0,0,856,1.5,77.5,12.3,0.0,0,0,72.5,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
188901,188,16,44,73,93,59,33,100,91,21,33,AMARILLO ISD,POTTER,REGION 16: AMARILLO,4949,20932,31249,4191,0,0,0,22814,15.8,67.0,13.4,0.0,0,0,73,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
188902,188,16,45,40,98.9,43,100,0,0,40,19,RIVER ROAD ISD,POTTER,REGION 16: AMARILLO,55,786,1268,200,0,0,0,992,4.3,62.0,15.8,0.0,0,0,78.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
188903,188,16,44,81,96.2,63,100,100,100,50,33,HIGHLAND PARK ISD,POTTER,REGION 16: AMARILLO,70,415,886,116,0,0,0,664,7.9,46.8,13.1,0.0,0,0,74.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
188904,188,16,56,91,100,74,100,.,100,91,87,BUSHLAND ISD,POTTER,REGION 16: AMARILLO,13,284,1441,183,0,0,0,1155,0.9,19.7,12.7,0.0,0,0,80.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
189901,189,18,33,45,94.4,39,.,.,.,.,.,MARFA ISD,PRESIDIO,REGION 18: MIDLAND,76,292,293,32,.,0,.,.,25.9,99.7,10.9,0.0,.,.,.,N,N,N, ,Y,100,98,Not Rated: Declared State of Disaster
189902,189,18,41,88,94.4,65,0,100,100,38,14,PRESIDIO ISD,PRESIDIO,REGION 18: MIDLAND,566,989,1058,75,0,379,0,815,53.5,93.5,7.1,35.8,0,0,77,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
190903,190,07,34,42,92.7,38,100,100,0,0,0,RAINS ISD,RAINS,REGION 07: KILGORE,112,1057,1706,215,0,0,0,1277,6.6,62.0,12.6,0.0,0,0,74.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
191901,191,16,56,74,98,65,60,100,100,85,88,CANYON ISD,RANDALL,REGION 16: AMARILLO,260,3086,10282,1217,0,0,0,7866,2.5,30.0,11.8,0.0,0,0,76.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
192901,192,18,39,25,100,32,0,100,0,13,38,REAGAN COUNTY ISD,REAGAN,REGION 18: MIDLAND,132,556,834,90,0,0,0,581,15.8,66.7,10.8,0.0,0,0,69.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
193801,193,20,25,22,69.2,24,0,.,0,0,0,BIG SPRINGS CHARTER SCHOOL,REAL,REGION 20: SAN ANTONIO,9,184,233,101,0,0,0,208,3.9,79.0,43.3,0.0,0,0,89.3,Y,N,N,N,N,100,91,Not Rated: Declared State of Disaster
193902,193,20,37,56,100,47,.,.,.,.,.,LEAKEY ISD,REAL,REGION 20: SAN ANTONIO,18,170,285,49,.,0,.,.,6.3,59.6,17.2,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
194902,194,08,53,81,100,67,100,.,100,75,100,AVERY ISD,RED RIVER,REGION 08: MT PLEASANT,8,191,322,40,0,0,0,241,2.5,59.3,12.4,0.0,0,0,74.8,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
194903,194,08,49,55,100,52,67,0,67,82,81,RIVERCREST ISD,RED RIVER,REGION 08: MT PLEASANT,40,399,657,67,0,0,0,484,6.1,60.7,10.2,0.0,0,0,73.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
194904,194,08,28,53,97.2,41,50,0,100,0,30,CLARKSVILLE ISD,RED RIVER,REGION 08: MT PLEASANT,43,465,481,55,0,0,0,331,8.9,96.7,11.4,0.0,0,0,68.8,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
194905,194,08,44,95,100,70,100,.,100,33,58,DETROIT ISD,RED RIVER,REGION 08: MT PLEASANT,3,359,515,77,0,0,0,374,0.6,69.7,15.0,0.0,0,0,72.6,N,N,N,N,N,98,99,Not Rated: Declared State of Disaster
195901,195,18,33,29,93.4,31,33,100,0,9,0,PECOS-BARSTOW-TOYAH ISD,REEVES,REGION 18: MIDLAND,393,1748,2697,269,0,0,0,1955,14.6,64.8,10.0,0.0,0,0,72.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
195902,195,18,32,90,100,61,.,.,.,.,.,BALMORHEA ISD,REEVES,REGION 18: MIDLAND,12,137,154,15,.,34,.,.,7.8,89.0,9.7,22.1,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
196901,196,03,39,73,100,56,100,.,100,0,22,AUSTWELL-TIVOLI ISD,REFUGIO,REGION 03: VICTORIA,5,72,136,30,0,0,0,100,3.7,52.9,22.1,0.0,0,0,73.5,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
196902,196,03,38,23,100,31,100,.,0,13,14,WOODSBORO ISD,REFUGIO,REGION 03: VICTORIA,1,267,426,79,0,0,0,319,0.2,62.7,18.5,0.0,0,0,74.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
196903,196,03,41,59,98,50,100,100,100,22,39,REFUGIO ISD,REFUGIO,REGION 03: VICTORIA,37,443,681,91,0,0,0,520,5.4,65.1,13.4,0.0,0,0,76.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
197902,197,16,49,92,100,71,.,.,.,.,.,MIAMI ISD,ROBERTS,REGION 16: AMARILLO,3,71,195,11,.,0,.,.,1.5,36.4,5.6,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
198901,198,06,46,38,100,42,100,.,0,30,33,BREMOND ISD,ROBERTSON,REGION 06: HUNTSVILLE,20,243,493,51,0,0,0,355,4.1,49.3,10.3,0.0,0,0,72,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
198902,198,06,25,92,100,59,.,.,.,.,.,CALVERT ISD,ROBERTSON,REGION 06: HUNTSVILLE,9,135,143,24,.,0,.,.,6.3,94.4,16.8,0.0,.,.,.,N,N,N, ,Y,100,96,Not Rated: Declared State of Disaster
198903,198,06,63,65,100,64,100,100,100,92,100,FRANKLIN ISD,ROBERTSON,REGION 06: HUNTSVILLE,33,484,1253,151,0,0,0,936,2.6,38.6,12.1,0.0,0,0,74.7,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
198905,198,06,17,63,96.2,40,100,0,100,0,6,HEARNE ISD,ROBERTSON,REGION 06: HUNTSVILLE,124,707,719,130,0,0,0,548,17.2,98.3,18.1,0.0,0,0,76.2,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
198906,198,06,64,50,100,57,100,100,100,100,93,MUMFORD ISD,ROBERTSON,REGION 06: HUNTSVILLE,110,420,615,51,0,0,0,406,17.9,68.3,8.3,0.0,0,0,66,N,N,N,N,N,100,95,Not Rated: Declared State of Disaster
199901,199,10,55,68,99.5,62,89,100,100,93,92,ROCKWALL ISD,ROCKWALL,REGION 10: RICHARDSON,1466,4096,16859,1839,0,0,0,13206,8.7,24.3,10.9,0.0,0,0,78.3,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
199902,199,10,44,89,98.2,67,83,100,100,0,25,ROYSE CITY ISD,ROCKWALL,REGION 10: RICHARDSON,769,2667,6870,859,0,0,0,5261,11.2,38.8,12.5,0.0,0,0,76.6,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
200901,200,15,40,47,96.5,44,50,.,20,22,21,BALLINGER ISD,RUNNELS,REGION 15: SAN ANGELO,16,505,851,103,0,0,0,668,1.9,59.3,12.1,0.0,0,0,78.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
200902,200,15,59,71,100,65,100,.,100,100,100,MILES ISD,RUNNELS,REGION 15: SAN ANGELO,43,194,468,36,0,0,0,358,9.2,41.5,7.7,0.0,0,0,76.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
200904,200,15,36,82,100,59,100,.,100,0,0,WINTERS ISD,RUNNELS,REGION 15: SAN ANGELO,19,380,555,84,0,0,0,384,3.4,68.5,15.1,0.0,0,0,69.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
200906,200,15,42,.,100,42,.,.,.,29,8,OLFEN ISD,RUNNELS,REGION 15: SAN ANGELO,3,105,142,22,0,0,0,112,2.1,73.9,15.5,0.0,0,0,78.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
201902,201,07,38,41,99.5,40,100,100,33,0,10,HENDERSON ISD,RUSK,REGION 07: KILGORE,500,2087,3338,410,0,0,0,2527,15.0,62.5,12.3,0.0,0,0,75.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
201903,201,07,38,100,100,69,.,.,.,.,.,LANEVILLE ISD,RUSK,REGION 07: KILGORE,23,143,163,31,.,0,.,.,14.1,87.7,19.0,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
201904,201,07,47,69,100,58,100,100,100,67,71,LEVERETTS CHAPEL ISD,RUSK,REGION 07: KILGORE,64,182,236,33,0,0,0,174,27.1,77.1,14.0,0.0,0,0,73.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
201907,201,07,47,97,96,72,100,.,100,50,33,MOUNT ENTERPRISE ISD,RUSK,REGION 07: KILGORE,21,275,403,58,0,0,0,309,5.2,68.2,14.4,0.0,0,0,76.7,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
201908,201,07,35,52,100,44,100,.,50,0,0,OVERTON ISD,RUSK,REGION 07: KILGORE,7,315,477,57,0,0,0,345,1.5,66.0,11.9,0.0,0,0,72.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
201910,201,07,50,80,100,65,100,0,100,73,74,TATUM ISD,RUSK,REGION 07: KILGORE,240,762,1470,128,0,0,0,1155,16.3,51.8,8.7,0.0,0,0,78.6,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
201913,201,07,38,43,95.6,41,.,.,.,.,.,CARLISLE ISD,RUSK,REGION 07: KILGORE,225,459,612,77,.,0,.,.,36.8,75.0,12.6,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
201914,201,07,45,36,98.8,41,100,0,0,18,25,WEST RUSK COUNTY CONSOLIDATED ISD,RUSK,REGION 07: KILGORE,124,742,1027,131,0,0,0,805,12.1,72.2,12.8,0.0,0,0,78.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
202903,202,07,44,38,96.4,41,0,.,25,20,33,HEMPHILL ISD,SABINE,REGION 07: KILGORE,16,543,879,120,0,0,0,667,1.8,61.8,13.7,0.0,0,0,75.9,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
202905,202,07,35,46,100,41,100,.,0,29,17,WEST SABINE ISD,SABINE,REGION 07: KILGORE,2,302,567,78,0,0,0,412,0.4,53.3,13.8,0.0,0,0,72.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
203901,203,07,24,61,97.8,43,100,0,100,0,0,SAN AUGUSTINE ISD,SAN AUGUSTINE,REGION 07: KILGORE,90,602,685,112,0,0,0,512,13.1,87.9,16.4,0.0,0,0,74.7,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
203902,203,07,40,59,100,50,100,.,100,25,50,BROADDUS ISD,SAN AUGUSTINE,REGION 07: KILGORE,16,280,350,67,0,0,0,264,4.6,80.0,19.1,0.0,0,0,75.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
204901,204,06,30,35,94.6,33,33,.,0,0,0,COLDSPRING-OAKHURST CISD,SAN JACINTO,REGION 06: HUNTSVILLE,22,950,1528,198,0,0,0,1133,1.4,62.2,13.0,0.0,0,0,74.1,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
204904,204,06,27,64,94.6,46,50,100,100,0,0,SHEPHERD ISD,SAN JACINTO,REGION 06: HUNTSVILLE,363,1290,1924,214,0,0,0,1441,18.9,67.0,11.1,0.0,0,0,74.9,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
205901,205,02,37,34,99.1,36,100,100,0,9,31,ARANSAS PASS ISD,SAN PATRICIO,REGION 02: CORPUS CHRISTI,146,1263,1639,158,0,0,0,1205,8.9,77.1,9.6,0.0,0,0,73.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
205902,205,02,44,58,95.5,51,60,100,100,15,33,GREGORY-PORTLAND ISD,SAN PATRICIO,REGION 02: CORPUS CHRISTI,217,2522,4705,527,0,0,0,3582,4.6,53.6,11.2,0.0,0,0,76.1,N,N,N,N,N,99,93,Not Rated: Declared State of Disaster
205903,205,02,46,56,99.3,51,100,100,100,45,50,INGLESIDE ISD,SAN PATRICIO,REGION 02: CORPUS CHRISTI,174,1504,2052,253,0,0,0,1559,8.5,73.3,12.3,0.0,0,0,76,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
205904,205,02,39,28,95,34,100,.,0,0,29,MATHIS ISD,SAN PATRICIO,REGION 02: CORPUS CHRISTI,21,1282,1503,187,0,0,0,1144,1.4,85.3,12.4,0.0,0,0,76.1,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
205905,205,02,43,54,100,49,0,.,100,25,43,ODEM-EDROY ISD,SAN PATRICIO,REGION 02: CORPUS CHRISTI,27,567,841,69,0,0,0,625,3.2,67.4,8.2,0.0,0,0,74.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
205906,205,02,37,69,98.6,53,75,.,100,30,14,SINTON ISD,SAN PATRICIO,REGION 02: CORPUS CHRISTI,26,1413,2067,275,985,0,0,1497,1.3,68.4,13.3,0.0,0,47.7,72.4,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
205907,205,02,29,48,93.8,39,0,.,75,0,7,TAFT ISD,SAN PATRICIO,REGION 02: CORPUS CHRISTI,25,805,940,125,0,0,0,717,2.7,85.6,13.3,0.0,0,0,76.3,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
206901,206,15,40,47,100,44,100,100,33,0,17,SAN SABA ISD,SAN SABA,REGION 15: SAN ANGELO,144,530,721,86,0,0,9,507,20.0,73.5,11.9,0.0,1.2,0,70.3,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
206902,206,15,40,93,100,67,.,.,.,.,.,RICHLAND SPRINGS ISD,SAN SABA,REGION 15: SAN ANGELO,2,72,112,18,.,0,.,.,1.8,64.3,16.1,0.0,.,.,.,N,N,N, ,Y,100,98,Not Rated: Declared State of Disaster
206903,206,15,50,70,96.7,60,.,.,.,.,.,CHEROKEE ISD,SAN SABA,REGION 15: SAN ANGELO,0,76,129,14,.,0,.,.,0.0,58.9,10.9,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
207901,207,15,46,57,100,52,100,100,100,50,71,SCHLEICHER ISD,SCHLEICHER,REGION 15: SAN ANGELO,54,365,521,37,0,0,0,383,10.4,70.1,7.1,0.0,0,0,73.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
208901,208,14,31,47,100,39,.,.,.,.,.,HERMLEIGH ISD,SCURRY,REGION 14: ABILENE,14,95,265,19,.,0,.,.,5.3,35.8,7.2,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
208902,208,14,36,91,98.8,64,75,100,100,0,10,SNYDER ISD,SCURRY,REGION 14: ABILENE,274,1744,2608,297,73,0,684,1904,10.5,66.9,11.4,0.0,26.2,2.8,73,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
208903,208,14,66,67,100,67,.,.,.,.,.,IRA ISD,SCURRY,REGION 14: ABILENE,8,64,272,21,.,0,.,.,2.9,23.5,7.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
209901,209,14,46,62,97.8,54,100,.,100,38,29,ALBANY ISD,SHACKELFORD,REGION 14: ABILENE,10,212,503,51,0,0,0,366,2.0,42.1,10.1,0.0,0,0,72.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
209902,209,14,24,60,100,42,.,.,.,.,.,MORAN ISD,SHACKELFORD,REGION 14: ABILENE,0,109,117,20,.,0,.,.,0.0,93.2,17.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
210901,210,07,41,70,98.3,56,100,100,100,33,42,CENTER ISD,SHELBY,REGION 07: KILGORE,776,1920,2468,298,0,0,0,1738,31.4,77.8,12.1,0.0,0,0,70.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
210902,210,07,48,49,96.2,49,0,0,75,89,75,JOAQUIN ISD,SHELBY,REGION 07: KILGORE,48,388,667,144,0,0,0,495,7.2,58.2,21.6,0.0,0,0,74.2,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
210903,210,07,49,53,100,51,.,.,.,.,.,SHELBYVILLE ISD,SHELBY,REGION 07: KILGORE,49,490,770,106,.,0,.,.,6.4,63.6,13.8,0.0,.,.,.,N,N,N, ,Y,100,98,Not Rated: Declared State of Disaster
210904,210,07,39,50,100,45,.,.,.,.,.,TENAHA ISD,SHELBY,REGION 07: KILGORE,103,441,500,84,.,0,.,.,20.6,88.2,16.8,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
210905,210,07,35,86,100,61,.,.,.,.,.,TIMPSON ISD,SHELBY,REGION 07: KILGORE,44,424,648,91,.,0,.,.,6.8,65.4,14.0,0.0,.,.,.,N,N,N, ,Y,100,98,Not Rated: Declared State of Disaster
210906,210,07,28,.,.,28,.,.,.,.,.,EXCELSIOR ISD,SHELBY,REGION 07: KILGORE,2,53,71,13,.,0,.,.,2.8,74.6,18.3,0.0,.,.,.,N,N,N, ,Y,100,85,Not Rated: Declared State of Disaster
211901,211,16,44,.,.,44,.,.,.,.,.,TEXHOMA ISD,SHERMAN,REGION 16: AMARILLO,33,56,104,16,.,.,.,.,31.7,53.8,15.4,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
211902,211,16,45,81,100,63,100,100,100,11,38,STRATFORD ISD,SHERMAN,REGION 16: AMARILLO,121,356,575,56,0,0,0,425,21.0,61.9,9.7,0.0,0,0,73.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
212801,212,07,39,36,96,38,.,0,14,0,5,CUMBERLAND ACADEMY,SMITH,REGION 07: KILGORE,137,910,1961,184,0,0,0,1498,7.0,46.4,9.4,0.0,0,0,76.4,Y,N,N,N,N,100,99,Not Rated: Declared State of Disaster
212804,212,07,62,100,100,81,.,.,100,100,100,UT TYLER UNIVERSITY ACADEMY,SMITH,REGION 07: KILGORE,13,314,827,53,0,0,0,626,1.6,38.0,6.4,0.0,0,0,75.7,Y,N,N,N,N,100,98,Not Rated: Declared State of Disaster
212901,212,07,45,30,100,38,100,.,0,27,50,ARP ISD,SMITH,REGION 07: KILGORE,26,487,875,99,0,0,0,656,3.0,55.7,11.3,0.0,0,0,75,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
212902,212,07,60,81,98,71,67,100,100,100,100,BULLARD ISD,SMITH,REGION 07: KILGORE,66,915,2662,324,0,0,0,2032,2.5,34.4,12.2,0.0,0,0,76.3,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
212903,212,07,65,64,97.7,65,100,100,100,100,100,LINDALE ISD,SMITH,REGION 07: KILGORE,155,1691,4128,628,0,0,0,3105,3.8,41.0,15.2,0.0,0,0,75.2,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
212904,212,07,55,38,100,47,100,100,0,82,89,TROUP ISD,SMITH,REGION 07: KILGORE,41,525,1019,120,0,0,0,778,4.0,51.5,11.8,0.0,0,0,76.3,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
212905,212,07,41,64,97.9,53,88,100,100,15,27,TYLER ISD,SMITH,REGION 07: KILGORE,4253,13533,17705,1637,0,379,0,12895,24.0,76.4,9.2,2.1,0,0,72.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
212906,212,07,60,60,93.1,60,83,100,88,100,96,WHITEHOUSE ISD,SMITH,REGION 07: KILGORE,213,2248,4811,563,0,0,0,3724,4.4,46.7,11.7,0.0,0,0,77.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
212909,212,07,34,64,95.5,49,100,100,100,0,0,CHAPEL HILL ISD,SMITH,REGION 07: KILGORE,823,2622,3413,445,0,221,0,2556,24.1,76.8,13.0,6.5,0,0,74.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
212910,212,07,37,63,97,50,100,0,100,0,6,WINONA ISD,SMITH,REGION 07: KILGORE,182,819,1049,140,0,0,0,772,17.3,78.1,13.3,0.0,0,0,73.6,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
213801,213,11,48,15,65.1,32,.,.,.,.,.,BRAZOS RIVER CHARTER SCHOOL,SOMERVELL,REGION 11: FORT WORTH,6,112,207,41,.,0,.,.,2.9,54.1,19.8,0.0,.,.,.,Y,N,N, ,Y,99,98,Not Rated: Declared State of Disaster
213901,213,11,55,85,100,70,100,100,100,91,89,GLEN ROSE ISD,SOMERVELL,REGION 11: FORT WORTH,181,856,1914,168,0,0,0,1440,9.5,44.7,8.8,0.0,0,0,75.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
214901,214,01,24,79,98.7,52,80,100,100,0,0,RIO GRANDE CITY CISD,STARR,REGION 01: EDINBURG,7746,9397,9989,1042,0,509,0,7255,77.5,94.1,10.4,5.1,0,0,72.6,N,N,N,N,N,100,62,Not Rated: Declared State of Disaster
214902,214,01,40,50,100,45,100,.,100,14,38,SAN ISIDRO ISD,STARR,REGION 01: EDINBURG,36,196,197,31,0,0,0,156,18.3,99.5,15.7,0.0,0,0,79.2,N,N,N,N,N,99,85,Not Rated: Declared State of Disaster
214903,214,01,38,65,90.8,52,100,100,100,0,21,ROMA ISD,STARR,REGION 01: EDINBURG,4827,5168,6049,508,0,0,0,4473,79.8,85.4,8.4,0.0,0,0,73.9,N,N,N,N,N,100,40,Not Rated: Declared State of Disaster
215901,215,14,38,46,94.4,42,25,100,20,0,0,BRECKENRIDGE ISD,STEPHENS,REGION 14: ABILENE,113,884,1402,190,0,0,0,1023,8.1,63.1,13.6,0.0,0,0,73,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
216901,216,15,48,100,100,74,100,.,100,63,50,STERLING CITY ISD,STERLING,REGION 15: SAN ANGELO,30,136,338,64,0,0,0,251,8.9,40.2,18.9,0.0,0,0,74.3,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
217901,217,14,42,43,100,43,100,.,0,0,40,ASPERMONT ISD,STONEWALL,REGION 14: ABILENE,4,122,212,24,0,0,0,150,1.9,57.5,11.3,0.0,0,0,70.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
218901,218,15,52,93,100,73,100,0,100,89,100,SONORA ISD,SUTTON,REGION 15: SAN ANGELO,108,388,695,64,0,0,0,514,15.5,55.8,9.2,0.0,0,0,74,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
