DISTRICT,COUNTY,REGION,DD1A,DD1B,DD1C,DD2B,DGRPRATE21,DELPRATE21,DCCPRATE21,DSTPRATE21,DAAPRATE21,DISTNAME,CNTYNAME,REGNNAME,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETECOP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DFLCHART,DFLALTED,DFLRTF,DFLNEWDIST,DFLSCD,DDA00A00T019R,DDA00A00T021R,D_RATING
219901,219,16,61,100,100,81,100,.,100,100,92,HAPPY ISD,SWISHER,REGION 16: AMARILLO,11,100,269,30,0,0,0,195,4.1,37.2,11.2,0.0,0,0,72.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
219903,219,16,31,49,97.3,40,100,0,100,0,0,TULIA ISD,SWISHER,REGION 16: AMARILLO,77,791,947,118,0,0,0,698,8.1,83.5,12.5,0.0,0,0,73.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
219905,219,16,41,57,100,49,100,.,100,33,17,KRESS ISD,SWISHER,REGION 16: AMARILLO,15,198,277,25,0,0,0,207,5.4,71.5,9.0,0.0,0,0,74.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
220801,220,11,47,73,100,60,.,.,.,.,.,TREETOPS SCHOOL INTERNATIONAL,TARRANT,REGION 11: FORT WORTH,6,84,391,23,.,0,.,.,1.5,21.5,5.9,0.0,.,.,.,Y,N,N, ,Y,100,58,Not Rated: Declared State of Disaster
220802,220,11,53,.,.,53,.,100,.,75,55,ARLINGTON CLASSICS ACADEMY,TARRANT,REGION 11: FORT WORTH,102,317,1542,59,0,0,0,1024,6.6,20.6,3.8,0.0,0,0,66.4,Y,N,N,N,N,100,96,Not Rated: Declared State of Disaster
220809,220,11,56,68,100,62,100,.,100,91,65,FORT WORTH ACADEMY OF FINE ARTS,TARRANT,REGION 11: FORT WORTH,20,90,635,32,0,0,0,635,3.1,14.2,5.0,0.0,0,0,100,Y,N,N,N,N,100,97,Not Rated: Declared State of Disaster
220810,220,11,74,99,100,87,.,.,.,.,.,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT,REGION 11: FORT WORTH,12,15,865,43,.,0,.,.,1.4,1.7,5.0,0.0,.,.,.,Y,N,N, ,Y,100,96,Not Rated: Declared State of Disaster
220811,220,11,26,.,.,26,.,.,.,.,.,EAST FORT WORTH MONTESSORI ACADEMY,TARRANT,REGION 11: FORT WORTH,65,162,220,12,.,.,.,.,29.5,73.6,5.5,0.0,.,.,.,Y,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
220814,220,11,44,.,.,44,.,.,.,.,.,TEXAS SCHOOL OF THE ARTS,TARRANT,REGION 11: FORT WORTH,37,64,287,16,.,0,.,.,12.9,22.3,5.6,0.0,.,.,.,Y,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
220815,220,11,31,.,.,31,.,.,.,.,.,CHAPEL HILL ACADEMY,TARRANT,REGION 11: FORT WORTH,71,462,763,61,.,.,.,.,9.3,60.6,8.0,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
220817,220,11,37,36,100,37,100,100,14,0,33,NEWMAN INTERNATIONAL ACADEMY OF AR,TARRANT,REGION 11: FORT WORTH,438,1554,3058,197,0,0,0,2027,14.3,50.8,6.4,0.0,0,0,66.3,Y,N,N,N,N,100,97,Not Rated: Declared State of Disaster
220819,220,11,37,60,95,49,.,100,100,0,20,HIGH POINT ACADEMY,TARRANT,REGION 11: FORT WORTH,103,414,1588,149,0,0,0,1089,6.5,26.1,9.4,0.0,0,0,68.6,Y,N,N,N,N,100,92,Not Rated: Declared State of Disaster
220901,220,11,34,49,91.1,42,89,100,75,0,0,ARLINGTON ISD,TARRANT,REGION 11: FORT WORTH,16791,42218,56783,4785,0,629,0,42384,29.6,74.3,8.4,1.1,0,0,74.6,N,N,N,N,N,99,86,Not Rated: Declared State of Disaster
220902,220,11,45,59,95.3,52,89,100,91,29,43,BIRDVILLE ISD,TARRANT,REGION 11: FORT WORTH,5093,13531,22673,2545,0,49,0,17309,22.5,59.7,11.2,0.2,0,0,76.3,N,N,N,N,N,100,95,Not Rated: Declared State of Disaster
220904,220,11,32,51,97.8,42,50,100,100,0,14,EVERMAN ISD,TARRANT,REGION 11: FORT WORTH,1749,5381,5644,606,0,158,46,4278,31.0,95.3,10.7,2.8,0.8,0,75.8,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
220905,220,11,28,62,89.9,45,0,100,91,0,4,FORT WORTH ISD,TARRANT,REGION 11: FORT WORTH,27243,65592,76754,7953,0,1052,373,56576,35.5,85.5,10.4,1.4,0.5,0,73.7,N,N,N,N,N,99,94,Not Rated: Declared State of Disaster
220906,220,11,57,76,98.8,67,56,100,100,79,71,GRAPEVINE-COLLEYVILLE ISD,TARRANT,REGION 11: FORT WORTH,1385,3382,13890,1321,0,364,0,11096,10.0,24.3,9.5,2.6,0,0,79.9,N,N,N,N,N,97,90,Not Rated: Declared State of Disaster
220907,220,11,54,64,97.6,59,78,100,100,79,57,KELLER ISD,TARRANT,REGION 11: FORT WORTH,3263,9521,34279,3842,0,0,0,26987,9.5,27.8,11.2,0.0,0,0,78.7,N,N,N,N,N,99,86,Not Rated: Declared State of Disaster
220908,220,11,52,64,97,58,67,100,100,64,74,MANSFIELD ISD,TARRANT,REGION 11: FORT WORTH,3769,14635,35063,3640,0,286,0,27763,10.7,41.7,10.4,0.8,0,0,79.2,N,N,N,N,N,99,93,Not Rated: Declared State of Disaster
220910,220,11,23,37,93.7,30,0,0,25,0,0,LAKE WORTH ISD,TARRANT,REGION 11: FORT WORTH,729,2971,3309,356,0,0,0,2444,22.0,89.8,10.8,0.0,0,0,73.9,N,N,N,N,N,99,93,Not Rated: Declared State of Disaster
220912,220,11,32,60,95.5,46,56,100,91,0,12,CROWLEY ISD,TARRANT,REGION 11: FORT WORTH,2670,11813,15717,1804,0,336,0,11915,17.0,75.2,11.5,2.1,0,0,75.8,N,N,N,N,N,100,92,Not Rated: Declared State of Disaster
220914,220,11,39,54,96.8,47,80,0,100,8,17,KENNEDALE ISD,TARRANT,REGION 11: FORT WORTH,284,1398,2878,258,0,0,0,2280,9.9,48.6,9.0,0.0,0,0,79.2,N,N,N,N,N,100,91,Not Rated: Declared State of Disaster
220915,220,11,44,66,99.3,55,60,100,100,8,27,AZLE ISD,TARRANT,REGION 11: FORT WORTH,436,3076,6668,863,0,0,0,5078,6.5,46.1,12.9,0.0,0,0,76.2,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
220916,220,11,51,57,99.4,54,90,100,92,79,79,HURST-EULESS-BEDFORD ISD,TARRANT,REGION 11: FORT WORTH,4044,11704,22884,2480,0,0,0,17257,17.7,51.1,10.8,0.0,0,0,75.4,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
220917,220,11,31,61,94,46,100,100,100,9,16,CASTLEBERRY ISD,TARRANT,REGION 11: FORT WORTH,1308,3080,3616,458,0,0,0,2716,36.2,85.2,12.7,0.0,0,0,75.1,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
220918,220,11,43,53,97.7,48,67,100,91,7,36,EAGLE MT-SAGINAW ISD,TARRANT,REGION 11: FORT WORTH,2649,8955,21155,2398,0,0,0,16420,12.5,42.3,11.3,0.0,0,0,77.6,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
220919,220,11,79,93,100,86,83,100,100,100,100,CARROLL ISD,TARRANT,REGION 11: FORT WORTH,254,98,8318,670,0,0,0,6603,3.1,1.2,8.1,0.0,0,0,79.4,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
220920,220,11,43,47,91.8,45,83,100,56,15,33,WHITE SETTLEMENT ISD,TARRANT,REGION 11: FORT WORTH,897,4061,6690,722,0,0,0,5160,13.4,60.7,10.8,0.0,0,0,77.1,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
221801,221,14,47,84,99,66,100,100,100,29,42,TEXAS COLLEGE PREPARATORY ACADEMIE,TAYLOR,REGION 14: ABILENE,1570,5862,15670,1119,0,607,0,11411,10.0,37.4,7.1,3.9,0,0,72.8,Y,N,N,N,N,98,87,Not Rated: Declared State of Disaster
221901,221,14,37,50,96.2,44,67,0,73,7,8,ABILENE ISD,TAYLOR,REGION 14: ABILENE,804,10602,15529,2281,0,0,0,11356,5.2,68.3,14.7,0.0,0,0,73.1,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
221904,221,14,43,65,100,54,33,.,100,20,21,MERKEL ISD,TAYLOR,REGION 14: ABILENE,25,626,1094,197,0,0,0,775,2.3,57.2,18.0,0.0,0,0,70.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
221905,221,14,35,70,100,53,.,.,.,.,.,TRENT ISD,TAYLOR,REGION 14: ABILENE,1,98,131,27,.,0,.,.,0.8,74.8,20.6,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
221911,221,14,60,69,100,65,100,.,100,100,93,JIM NED CISD,TAYLOR,REGION 14: ABILENE,2,310,1413,155,0,0,0,1077,0.1,21.9,11.0,0.0,0,0,76.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
221912,221,14,62,62,99.2,62,100,100,83,92,92,WYLIE ISD,TAYLOR,REGION 14: ABILENE,94,1041,4901,409,0,0,0,3605,1.9,21.2,8.3,0.0,0,0,73.6,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
222901,222,18,57,67,100,62,.,.,.,.,.,TERRELL COUNTY ISD,TERRELL,REGION 18: MIDLAND,6,69,121,27,.,0,.,.,5.0,57.0,22.3,0.0,.,.,.,N,N,N, ,Y,100,97,Not Rated: Declared State of Disaster
223901,223,17,30,52,97.7,41,100,0,100,9,0,BROWNFIELD ISD,TERRY,REGION 17: LUBBOCK,130,1389,1597,213,0,0,0,1148,8.1,87.0,13.3,0.0,0,0,71.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
223902,223,17,34,96,100,65,.,.,.,.,.,MEADOW ISD,TERRY,REGION 17: LUBBOCK,18,199,265,31,.,0,.,.,6.8,75.1,11.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
223904,223,17,52,88,100,70,.,.,.,.,.,WELLMAN-UNION CISD,TERRY,REGION 17: LUBBOCK,40,165,307,28,.,0,.,.,13.0,53.7,9.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
224901,224,09,32,82,100,57,.,.,.,.,.,THROCKMORTON COLLEGIATE ISD,THROCKMORTON,REGION 09: WICHITA FALLS,0,64,140,7,.,28,.,.,0.0,45.7,5.0,20.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
224902,224,09,44,86,100,65,.,.,.,.,.,WOODSON ISD,THROCKMORTON,REGION 09: WICHITA FALLS,0,88,161,19,.,0,.,.,0.0,54.7,11.8,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
225902,225,08,47,47,99.2,47,100,100,56,67,82,MOUNT PLEASANT ISD,TITUS,REGION 08: MT PLEASANT,2536,4065,5298,698,0,0,0,3778,47.9,76.7,13.2,0.0,0,0,71.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
225906,225,08,50,76,99.1,63,100,100,100,91,81,CHAPEL HILL ISD,TITUS,REGION 08: MT PLEASANT,184,418,990,109,0,0,0,768,18.6,42.2,11.0,0.0,0,0,77.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
225907,225,08,40,.,.,40,.,100,.,0,44,HARTS BLUFF ISD,TITUS,REGION 08: MT PLEASANT,241,431,700,60,0,44,0,447,34.4,61.6,8.6,6.3,0,0,63.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
226801,226,15,34,71,100,53,25,100,100,0,9,TEXAS LEADERSHIP PUBLIC SCHOOLS,TOM GREEN,REGION 15: SAN ANGELO,114,1439,2863,246,0,0,0,2041,4.0,50.3,8.6,0.0,0,0,71.3,Y,N,N,N,N,100,99,Not Rated: Declared State of Disaster
226901,226,15,54,60,97.7,57,100,.,100,86,79,CHRISTOVAL ISD,TOM GREEN,REGION 15: SAN ANGELO,1,164,563,77,0,0,0,436,0.2,29.1,13.7,0.0,0,0,77.4,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
226903,226,15,34,77,92.9,56,43,100,100,0,0,SAN ANGELO ISD,TOM GREEN,REGION 15: SAN ANGELO,690,7775,14043,1575,0,0,0,10680,4.9,55.4,11.2,0.0,0,0,76.1,N,N,N,N,N,99,94,Not Rated: Declared State of Disaster
226905,226,15,46,56,100,51,100,.,100,25,36,WATER VALLEY ISD,TOM GREEN,REGION 15: SAN ANGELO,8,152,311,55,0,0,0,257,2.6,48.9,17.7,0.0,0,0,82.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
226906,226,15,68,81,100,75,100,.,100,100,100,WALL ISD,TOM GREEN,REGION 15: SAN ANGELO,15,203,1252,89,0,0,0,937,1.2,16.2,7.1,0.0,0,0,74.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
226907,226,15,32,47,100,40,25,100,60,0,0,GRAPE CREEK ISD,TOM GREEN,REGION 15: SAN ANGELO,53,748,1097,216,0,0,0,831,4.8,68.2,19.7,0.0,0,0,75.8,N,N,N,N,N,99,93,Not Rated: Declared State of Disaster
226908,226,15,48,59,100,54,100,.,100,63,58,VERIBEST ISD,TOM GREEN,REGION 15: SAN ANGELO,16,94,257,28,0,0,0,184,6.2,36.6,10.9,0.0,0,0,71.6,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
227506,227,13,79,69,92,74,.,.,.,.,.,UNIVERSITY OF TEXAS AT AUSTIN H S,TRAVIS,REGION 13: AUSTIN,0,15,274,3,.,.,.,.,0.0,5.5,1.1,0.0,.,.,.,N,N,N, ,Y,88,72,Not Rated: Declared State of Disaster
227803,227,13,26,53,100,40,100,100,100,0,0,WAYSIDE SCHOOLS,TRAVIS,REGION 13: AUSTIN,769,1412,1861,197,0,0,0,1160,41.3,75.9,10.6,0.0,0,0,62.3,Y,N,N,N,N,100,74,Not Rated: Declared State of Disaster
227804,227,13,46,64,100,55,100,100,100,17,40,NYOS CHARTER SCHOOL,TRAVIS,REGION 13: AUSTIN,257,327,1077,103,0,0,0,754,23.9,30.4,9.6,0.0,0,0,70,Y,N,N,N,N,100,65,Not Rated: Declared State of Disaster
227805,227,13,21,.,7,21,.,.,.,0,0,TEXAS EMPOWERMENT ACADEMY,TRAVIS,REGION 13: AUSTIN,1,266,353,32,0,0,0,283,0.3,75.4,9.1,0.0,0,0,80.2,Y,N,N,N,N,98,79,Not Rated: Declared State of Disaster
227806,227,13,51,45,53.1,.,0,.,0,60,100,UNIVERSITY OF TEXAS UNIVERSITY CHA,TRAVIS,REGION 13: AUSTIN,21,359,618,251,0,0,0,614,3.4,58.1,40.6,0.0,0,0,99.4,Y,Y,N,N,N,97,95,Not Rated: Declared State of Disaster
227814,227,13,65,96,100,81,.,.,.,.,.,CHAPARRAL STAR ACADEMY,TRAVIS,REGION 13: AUSTIN,39,32,370,8,.,0,.,.,10.5,8.6,2.2,0.0,.,.,.,Y,N,N, ,Y,99,79,Not Rated: Declared State of Disaster
227816,227,13,34,86,98.9,60,71,100,100,8,4,HARMONY SCIENCE ACADEMY (AUSTIN),TRAVIS,REGION 13: AUSTIN,2113,2854,4515,322,1716,57,0,3126,46.8,63.2,7.1,1.3,0,38,69.2,Y,N,N,N,N,100,83,Not Rated: Declared State of Disaster
227817,227,13,29,86,100,58,100,0,100,0,9,CEDARS INTERNATIONAL ACADEMY,TRAVIS,REGION 13: AUSTIN,239,398,496,57,116,0,0,330,48.2,80.2,11.5,0.0,0,23.4,66.5,Y,N,N,N,N,100,42,Not Rated: Declared State of Disaster
227819,227,13,45,.,.,45,.,.,.,.,.,UNIVERSITY OF TEXAS ELEMENTARY CHA,TRAVIS,REGION 13: AUSTIN,42,161,290,45,.,0,.,.,14.5,55.5,15.5,0.0,.,.,.,Y,N,N, ,Y,100,83,Not Rated: Declared State of Disaster
227820,227,04,31,69,99.2,50,67,100,100,0,12,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,REGION 04: HOUSTON,11528,28162,31187,2675,0,0,0,20869,37.0,90.3,8.6,0.0,0,0,66.9,Y,N,N,N,N,100,81,Not Rated: Declared State of Disaster
227821,227,13,34,.,.,34,.,.,.,.,.,AUSTIN DISCOVERY SCHOOL,TRAVIS,REGION 13: AUSTIN,2,83,433,47,.,0,.,.,0.5,19.2,10.9,0.0,.,.,.,Y,N,N, ,Y,98,60,Not Rated: Declared State of Disaster
227824,227,13,25,38,98.7,32,100,100,25,0,0,PROMESA PUBLIC SCHOOLS,TRAVIS,REGION 13: AUSTIN,336,920,1010,88,0,0,0,527,33.3,91.1,8.7,0.0,0,0,52.2,Y,N,N,N,N,99,68,Not Rated: Declared State of Disaster
227825,227,13,23,69,84,46,.,100,100,0,0,AUSTIN ACHIEVE PUBLIC SCHOOLS,TRAVIS,REGION 13: AUSTIN,1309,1999,2182,207,0,0,0,1563,60.0,91.6,9.5,0.0,0,0,71.6,Y,N,N,N,N,100,86,Not Rated: Declared State of Disaster
227826,227,13,33,.,.,33,.,.,.,.,.,MONTESSORI FOR ALL,TRAVIS,REGION 13: AUSTIN,117,239,479,40,.,.,.,.,24.4,49.9,8.4,0.0,.,.,.,Y,N,N, ,Y,100,78,Not Rated: Declared State of Disaster
227827,227,13,27,18,56,.,0,.,0,0,0,THE EXCEL CENTER (FOR ADULTS),TRAVIS,REGION 13: AUSTIN,153,674,730,14,0,0,0,730,21.0,92.3,1.9,0.0,0,0,100,Y,Y,N,N,N,72,54,Not Rated: Declared State of Disaster
227829,227,13,55,.,100,55,.,.,.,73,65,VALOR PUBLIC SCHOOLS,TRAVIS,REGION 13: AUSTIN,37,220,1091,79,0,0,0,678,3.4,20.2,7.2,0.0,0,0,62.1,Y,N,N,N,N,100,94,Not Rated: Declared State of Disaster
227901,227,13,42,85,96.1,64,44,100,100,21,27,AUSTIN ISD,TRAVIS,REGION 13: AUSTIN,21089,38786,74725,9952,1305,988,305,54123,28.2,51.9,13.3,1.3,0.4,1.7,72.4,N,N,N,N,N,99,62,Not Rated: Declared State of Disaster
227904,227,13,41,77,99.4,59,89,100,100,7,29,PFLUGERVILLE ISD,TRAVIS,REGION 13: AUSTIN,5966,12143,25408,3078,0,0,0,19290,23.5,47.8,12.1,0.0,0,0,75.9,N,N,N,N,N,100,79,Not Rated: Declared State of Disaster
227907,227,13,28,47,91.3,38,29,100,67,0,4,MANOR ISD,TRAVIS,REGION 13: AUSTIN,3923,7069,9222,991,589,491,0,7013,42.5,76.7,10.7,5.3,0,6.4,76,N,N,N,N,N,99,65,Not Rated: Declared State of Disaster
227909,227,13,70,93,99.8,82,83,100,100,100,100,EANES ISD,TRAVIS,REGION 13: AUSTIN,171,261,7949,777,0,0,0,6471,2.2,3.3,9.8,0.0,0,0,81.4,N,N,N,N,N,100,90,Not Rated: Declared State of Disaster
227910,227,13,27,58,96.8,43,14,100,100,0,0,DEL VALLE ISD,TRAVIS,REGION 13: AUSTIN,4719,9461,10642,1668,0,100,0,8342,44.3,88.9,15.7,0.9,0,0,78.4,N,N,N,N,N,99,63,Not Rated: Declared State of Disaster
227912,227,13,47,53,100,50,100,100,50,30,37,LAGO VISTA ISD,TRAVIS,REGION 13: AUSTIN,106,416,1613,173,0,0,0,1316,6.6,25.8,10.7,0.0,0,0,81.6,N,N,N,N,N,100,82,Not Rated: Declared State of Disaster
227913,227,13,59,82,97.7,71,71,100,100,85,88,LAKE TRAVIS ISD,TRAVIS,REGION 13: AUSTIN,720,1065,10970,1111,0,0,0,8649,6.6,9.7,10.1,0.0,0,0,78.8,N,N,N,N,N,99,81,Not Rated: Declared State of Disaster
228901,228,06,48,36,94,42,33,.,0,50,69,GROVETON ISD,TRINITY,REGION 06: HUNTSVILLE,9,505,761,115,0,0,0,580,1.2,66.4,15.1,0.0,0,0,76.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
228903,228,06,31,46,97.6,39,75,0,33,0,0,TRINITY ISD,TRINITY,REGION 06: HUNTSVILLE,94,973,1161,119,0,0,0,878,8.1,83.8,10.2,0.0,0,0,75.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
228904,228,06,53,88,100,71,.,.,.,.,.,CENTERVILLE ISD,TRINITY,REGION 06: HUNTSVILLE,0,89,138,19,.,0,.,.,0.0,64.5,13.8,0.0,.,.,.,N,N,N, ,Y,98,98,Not Rated: Declared State of Disaster
228905,228,06,32,53,100,43,100,.,100,0,10,APPLE SPRINGS ISD,TRINITY,REGION 06: HUNTSVILLE,0,123,205,41,0,0,0,142,0.0,60.0,20.0,0.0,0,0,69.3,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
229901,229,05,43,41,100,42,100,.,0,29,33,COLMESNEIL ISD,TYLER,REGION 05: BEAUMONT,0,289,435,46,0,0,0,324,0.0,66.4,10.6,0.0,0,0,74.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
229903,229,05,38,57,97.6,48,67,100,100,0,9,WOODVILLE ISD,TYLER,REGION 05: BEAUMONT,54,870,1232,199,0,0,0,905,4.4,70.6,16.2,0.0,0,0,73.5,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
229904,229,05,43,58,98.9,51,67,.,100,22,29,WARREN ISD,TYLER,REGION 05: BEAUMONT,16,791,1266,169,0,0,0,916,1.3,62.5,13.3,0.0,0,0,72.4,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
229905,229,05,35,31,100,33,0,.,0,0,0,SPURGER ISD,TYLER,REGION 05: BEAUMONT,10,206,356,53,0,0,0,265,2.8,57.9,14.9,0.0,0,0,74.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
229906,229,05,42,58,100,50,100,.,100,17,20,CHESTER ISD,TYLER,REGION 05: BEAUMONT,0,126,211,23,0,0,0,174,0.0,59.7,10.9,0.0,0,0,82.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
230901,230,07,43,62,98,53,100,.,100,0,22,BIG SANDY ISD,UPSHUR,REGION 07: KILGORE,26,435,642,97,0,0,0,477,4.0,67.8,15.1,0.0,0,0,74.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
230902,230,07,44,52,97.5,48,20,100,83,42,55,GILMER ISD,UPSHUR,REGION 07: KILGORE,236,2039,2509,240,0,0,0,1851,9.4,81.3,9.6,0.0,0,0,73.8,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
230903,230,07,38,90,96.7,64,100,100,100,9,6,ORE CITY ISD,UPSHUR,REGION 07: KILGORE,74,622,928,124,0,0,0,679,8.0,67.0,13.4,0.0,0,0,73.2,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
230904,230,07,36,44,100,40,100,.,0,0,20,UNION HILL ISD,UPSHUR,REGION 07: KILGORE,12,190,307,24,0,0,0,236,3.9,61.9,7.8,0.0,0,0,76.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
230905,230,07,51,58,100,55,100,100,100,63,63,HARMONY ISD,UPSHUR,REGION 07: KILGORE,44,541,1025,79,0,0,0,783,4.3,52.8,7.7,0.0,0,0,76.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
230906,230,07,53,42,98.5,48,67,.,0,70,83,NEW DIANA ISD,UPSHUR,REGION 07: KILGORE,13,469,1170,67,0,0,0,857,1.1,40.1,5.7,0.0,0,0,73.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
230908,230,07,54,70,100,62,0,.,100,78,93,UNION GROVE ISD,UPSHUR,REGION 07: KILGORE,16,333,721,45,0,0,0,568,2.2,46.2,6.2,0.0,0,0,78.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
231901,231,18,30,34,100,32,100,.,0,0,0,MCCAMEY ISD,UPTON,REGION 18: MIDLAND,30,336,493,51,0,0,0,349,6.1,68.2,10.3,0.0,0,0,70.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
231902,231,18,46,93,100,70,.,.,.,.,.,RANKIN ISD,UPTON,REGION 18: MIDLAND,26,125,289,31,.,0,.,.,9.0,43.3,10.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
232901,232,20,57,96,100,77,.,.,.,.,.,KNIPPA ISD,UVALDE,REGION 20: SAN ANTONIO,11,169,456,48,.,0,.,.,2.4,37.1,10.5,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
232902,232,20,33,40,96.4,37,100,.,0,0,0,SABINAL ISD,UVALDE,REGION 20: SAN ANTONIO,21,271,421,75,0,0,0,328,5.0,64.4,17.8,0.0,0,0,77.9,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
232903,232,20,27,51,91.4,39,80,0,88,0,11,UVALDE CISD,UVALDE,REGION 20: SAN ANTONIO,292,3276,4108,458,0,255,0,3024,7.1,79.7,11.1,6.2,0,0,73.6,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
232904,232,20,42,74,100,58,.,.,.,.,.,UTOPIA ISD,UVALDE,REGION 20: SAN ANTONIO,8,84,206,21,.,0,.,.,3.9,40.8,10.2,0.0,.,.,.,N,N,N, ,Y,99,99,Not Rated: Declared State of Disaster
233901,233,15,34,67,91,51,0,100,100,8,15,SAN FELIPE-DEL RIO CISD,VAL VERDE,REGION 15: SAN ANGELO,1705,7032,9859,1277,0,472,136,7341,17.3,71.3,13.0,4.8,1.4,0,74.5,N,N,N,N,N,99,94,Not Rated: Declared State of Disaster
233903,233,15,49,89,100,69,.,.,.,.,.,COMSTOCK ISD,VAL VERDE,REGION 15: SAN ANGELO,8,79,231,21,.,0,.,.,3.5,34.2,9.1,0.0,.,.,.,N,N,N, ,Y,99,99,Not Rated: Declared State of Disaster
234801,234,07,31,16,.,.,.,.,.,.,.,RANCH ACADEMY,VAN ZANDT,REGION 07: KILGORE,0,33,61,15,.,.,.,.,0.0,54.1,24.6,0.0,.,.,.,Y,Y,Y, ,Y,100,98,Not Rated
234902,234,10,53,75,100,64,100,100,100,64,63,CANTON ISD,VAN ZANDT,REGION 10: RICHARDSON,78,826,2128,196,0,0,0,1625,3.7,38.8,9.2,0.0,0,0,76.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
234903,234,07,46,53,96.8,50,100,.,67,55,43,EDGEWOOD ISD,VAN ZANDT,REGION 07: KILGORE,20,494,961,144,0,0,0,736,2.1,51.4,15.0,0.0,0,0,76.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
234904,234,07,40,59,100,50,100,100,100,0,6,GRAND SALINE ISD,VAN ZANDT,REGION 07: KILGORE,145,659,1113,136,0,0,0,814,13.0,59.2,12.2,0.0,0,0,73.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
234905,234,07,55,80,100,68,100,0,100,78,81,MARTINS MILL ISD,VAN ZANDT,REGION 07: KILGORE,48,213,457,47,0,0,0,336,10.5,46.6,10.3,0.0,0,0,73.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
234906,234,07,43,54,98.5,49,75,0,80,9,23,VAN ISD,VAN ZANDT,REGION 07: KILGORE,144,1226,2345,253,0,0,0,1838,6.1,52.3,10.8,0.0,0,0,78.4,N,N,N,N,N,100,95,Not Rated: Declared State of Disaster
234907,234,10,38,38,97,38,75,100,17,0,0,WILLS POINT ISD,VAN ZANDT,REGION 10: RICHARDSON,264,1507,2460,337,0,0,0,1819,10.7,61.3,13.7,0.0,0,0,73.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
