DISTRICT,CNTYNAME,COUNTY,DA0GS18R,DAD_POST,DALL_UPDATE,DASC4X18R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_APPEAL_DECISION,D_RATING,D_YRS_IR,REGION,REGNNAME
66901,DUVAL,66,89.3,0, ,83.3,39,69,70,93,100,100,B,85,65,D,69,55,A,91,A,91,59,C,78,87,N,N,N,N,N,BENAVIDES ISD,249,78.1,319,0,0,262,82.1,14,4.4,0,0,41,12.9,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
66902,DUVAL,66,83.2,0, ,88.3,34,59,88,97,95,85,C,79,59,F,58,61,B,89,B,89,44,C,74,85,N,N,N,N,N,SAN DIEGO ISD,1066,72.3,1475,304,20.6,1181,80.1,24,1.6,23,1.6,144,9.8,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
66903,DUVAL,66,88.4,0, ,97.4,38,67,80,95,91.7,65,C,78,65,D,69,59,A,91,B,89,47,C,75,85,N,N,N,N,N,FREER ISD,576,70.2,821,87,10.6,611,74.4,35,4.3,61,7.4,120,14.6,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
67902,EASTLAND,67,94.6,0, ,95.1,57,87,78,95,100,100,A,93,73,B,85,68,A,93,A,93,73,B,84,90,N,N,N,N,N,CISCO ISD,649,75.1,864,0,0,494,57.2,11,1.3,0,0,103,11.9,0,0,.,.,.,.,., ,A,.,14,REGION 14: ABILENE
67903,EASTLAND,67,90.4,0, ,90.6,50,82,71,93,97.1,90,B,88,75,B,89,61,A,91,A,91,71,B,83,89,N,N,N,N,N,EASTLAND ISD,855,75.5,1132,0,0,661,58.4,80,7.1,0,0,116,10.2,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
67904,EASTLAND,67,95.7,0, ,95.7,38,67,78,95,100,100,B,85,67,C,73,58,A,91,B,89,64,B,81,87,N,N,N,N,N,GORMAN ISD,225,74,304,0,0,215,70.7,14,4.6,0,0,44,14.5,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
67907,EASTLAND,67,77.3,0, ,73.9,36,62,52,79,94.4,80,C,72,68,C,76,44,B,80,B,80,41,C,73,78,N,N,N,N,N,RANGER ISD,268,73.8,363,0,0,278,76.6,9,2.5,0,0,59,16.3,0,0,.,.,.,.,., ,C,.,14,REGION 14: ABILENE
67908,EASTLAND,67,100,1, ,100,45,76,92,98,100,100,A,90,70,B,80,69,A,93,A,93,72,B,83,90,N,N,N,N,N,RISING STAR ISD,121,72.9,166,0,0,117,70.5,8,4.8,0,0,14,8.4,0,0,.,.,.,.,., ,A,.,14,REGION 14: ABILENE
68802,ECTOR,68,., , ,.,54,82,.,.,.,.,B,82,72,B,82,54,F,58,B,82,81,B,84,83,N,Y, ,N,Y,COMPASS ACADEMY CHARTER SCHOOL,.,.,1116,0,0,146,13.1,3,0.3,.,.,83,7.4,.,.,.,.,.,.,., ,B,.,18,REGION 18: MIDLAND
68803,ECTOR,68,., , ,.,49,77,.,.,100,100,C,77,68,C,78,49,F,57,C,78,55,C,76,77,N,Y, ,N,Y,UTPB STEM ACADEMY,.,.,721,0,0,137,19,19,2.6,.,.,35,4.9,.,.,.,.,.,.,., ,C,.,18,REGION 18: MIDLAND
68901,ECTOR,68,82.8,0, ,84.2,36,62,56,85,90.7,65,C,72,61,F,59,46,C,76,C,76,31,C,71,75,N,N,N,N,N,ECTOR COUNTY ISD,23830,71.9,33159,232,0.7,18698,56.4,6166,18.6,0,0,2839,8.6,0,0,.,.,.,.,., ,C,.,18,REGION 18: MIDLAND
69901,EDWARDS,69,., , ,.,32,57,60,90,100,100,C,79,56,D,60,46,B,80,B,80,33,C,71,77,N,N, ,N,Y,ROCKSPRINGS ISD,.,.,303,0,0,214,70.6,22,7.3,.,.,42,13.9,.,.,.,.,.,.,., ,C,.,15,REGION 15: SAN ANGELO
69902,EDWARDS,69,100,1, ,100,47,79,88,97,100,100,A,90,63,D,60,68,A,93,A,93,82,B,87,89,N,N,N,N,N,NUECES CANYON CISD,190,68.1,279,0,0,199,71.3,4,1.4,0,0,29,10.4,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
70801,ELLIS,70,90.2, , ,90.1,26,76,41,93,98.9,95,B,87,61,B,80,.,Not Rated,.,B,80,24,B,83,92,Y,Y,N,N,N,WAXAHACHIE FAITH FAMILY ACADEMY,1886,71.3,2646,0,0,2598,98.2,1345,50.8,0,0,152,5.7,0,0,6,90,5,40,1, ,A,.,10,REGION 10: RICHARDSON
70901,ELLIS,70,., , ,.,43,72,74,94,100,100,B,86,61,D,68,59,B,87,B,87,48,C,75,83,N,N, ,N,Y,AVALON ISD,.,.,362,0,0,238,65.7,18,5,.,.,46,12.7,.,.,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70903,ELLIS,70,98,0, ,96.7,46,78,75,94,96.4,90,B,87,66,C,70,61,A,92,A,92,72,B,83,89,N,N,N,N,N,ENNIS ISD,4248,73,5818,0,0,4254,73.1,850,14.6,0,0,600,10.3,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70905,ELLIS,70,83.5,0, ,85.2,40,70,60,90,98,95,B,83,66,C,70,50,B,87,B,87,40,C,73,83,N,N,N,N,N,FERRIS ISD,1986,73.4,2706,0,0,2172,80.3,797,29.5,0,0,311,11.5,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70907,ELLIS,70,95.8,0, ,95.9,45,76,56,85,100,100,B,84,69,C,79,51,B,86,B,86,57,C,78,84,N,N,N,N,N,ITALY ISD,455,75.6,602,0,0,402,66.8,48,8,0,0,82,13.6,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70908,ELLIS,70,82.6,0, ,84.1,56,87,68,92,96.5,90,A,90,71,B,82,62,C,76,B,82,84,B,88,89,N,N,N,N,N,MIDLOTHIAN ISD,7248,77.5,9355,0,0,2127,22.7,349,3.7,0,0,988,10.6,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70909,ELLIS,70,., , ,.,32,57,28,62,100,100,D,68,63,C,70,30,D,60,C,70,0,F,30,58,N,N, ,N,Y,MILFORD ISD,.,.,265,0,0,184,69.4,42,15.8,.,.,38,14.3,.,.,.,.,.,.,., ,F,1,10,REGION 10: RICHARDSON
70910,ELLIS,70,81,0, ,81.9,54,85,62,91,100,100,A,90,70,B,80,58,A,90,A,90,84,B,88,89,N,N,N,N,N,PALMER ISD,899,73.4,1225,0,0,709,57.9,127,10.4,0,0,192,15.7,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70911,ELLIS,70,90.8,0, ,93.1,51,82,67,92,98.6,95,B,89,70,B,80,59,B,88,B,88,74,B,84,88,N,N,N,N,N,RED OAK ISD,4650,79.1,5880,0,0,2854,48.5,669,11.4,0,0,688,11.7,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70912,ELLIS,70,86,0, ,86.5,52,83,69,92,92,70,B,84,68,C,76,61,A,90,A,90,76,B,85,89,N,N,N,N,N,WAXAHACHIE ISD,6899,77.4,8915,352,3.9,4239,47.5,767,8.6,0,0,1158,13,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
70915,ELLIS,70,97.5,0, ,97.5,48,80,73,93,100,100,B,89,66,C,70,61,B,87,B,87,43,C,74,85,N,N,N,N,N,MAYPEARL ISD,917,77.4,1184,0,0,486,41,70,5.9,0,0,90,7.6,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
71801,EL PASO,71,91.7,0, ,90.9,55,86,88,97,100,100,A,93,70,B,80,72,A,93,A,93,97,A,97,94,N,Y,N,N,N,BURNHAM WOOD CHARTER SCHOOL DISTRI,680,80.1,849,0,0,484,57,264,31.1,0,0,50,5.9,260,30.6,.,.,.,.,., ,A,.,19,REGION 19: EL PASO
71803,EL PASO,71,94, , ,100,39,89,30,91,95.9,85,B,89,83,A,95,.,Not Rated,.,A,95,22,B,81,100,Y,Y,N,N,N,PASO DEL NORTE ACADEMY CHARTER DIS,219,100,219,0,0,207,94.5,54,24.7,0,0,17,7.8,0,0,10,100,5,61,5, ,A,.,19,REGION 19: EL PASO
71804,EL PASO,71,33.2, , ,42.4,37,87,16,87,86.6,80,B,86,69,A,90,.,Not Rated,.,A,90,0,F,30,76,Y,Y,N,N,N,EL PASO ACADEMY,363,100,363,0,0,243,66.9,26,7.2,0,0,28,7.7,0,0,4,42,1,54,3, ,C,.,19,REGION 19: EL PASO
71806,EL PASO,71,95.2,0, ,95.2,52,83,87,97,100,100,A,92,73,B,85,70,A,93,A,93,86,B,88,92,N,Y,N,N,N,HARMONY SCIENCE ACAD (EL PASO),2697,75.7,3565,0,0,2543,71.3,815,22.9,0,0,354,9.9,1429,40.1,.,.,.,.,., ,A,.,19,REGION 19: EL PASO
71807,EL PASO,71,., , ,.,31,56,.,.,.,.,F,56,46,F,51,31,F,59,F,59,5,F,37,52,N,Y, ,N,Y,LA FE PREPARATORY SCHOOL,.,.,235,0,0,227,96.6,190,80.9,.,.,10,4.3,.,.,.,.,.,.,., ,F,1,19,REGION 19: EL PASO
71809,EL PASO,71,., , ,.,63,91,.,.,.,.,A,91,77,B,83,63,A,91,A,91,96,A,92,91,N,Y, ,N,Y,VISTA DEL FUTURO CHARTER SCHOOL,.,.,366,0,0,222,60.7,100,27.3,.,.,16,4.4,.,.,.,.,.,.,., ,A,.,19,REGION 19: EL PASO
71810,EL PASO,71,., , ,.,46,77,.,.,.,.,C,77,74,B,83,46,B,89,B,89,78,B,85,88,N,Y, ,N,Y,EL PASO LEADERSHIP ACADEMY,.,.,207,0,0,191,92.3,88,42.5,.,.,19,9.2,.,.,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71901,EL PASO,71,97.9,0, ,99,44,75,71,93,96.6,90,B,85,69,C,79,58,A,91,A,91,63,B,80,88,N,N,N,N,N,CLINT ISD,8564,75.5,11346,297,2.6,9824,86.6,4183,36.9,0,0,966,8.5,188,1.7,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71902,EL PASO,71,91.7,0, ,93.6,48,80,62,91,88.1,65,B,81,70,B,80,55,A,90,B,89,74,B,84,88,N,N,N,N,N,EL PASO ISD,42625,74.5,57178,846,1.5,42659,74.6,17348,30.3,0,0,6287,11,759,1.3,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71903,EL PASO,71,96.6,0, ,98.6,47,79,73,93,89,65,B,82,66,C,70,60,A,92,A,92,62,B,80,88,N,N,N,N,N,FABENS ISD,1713,76.6,2235,263,11.8,2016,90.2,1052,47.1,0,0,276,12.3,90,4,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71904,EL PASO,71,89.6,0, ,91.2,44,75,73,93,90.4,65,B,80,69,C,79,59,A,91,A,91,72,B,83,89,N,N,N,N,N,SAN ELIZARIO ISD,2640,72.1,3663,0,0,3376,92.2,1952,53.3,0,0,406,11.1,0,0,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71905,EL PASO,71,96.7,0, ,98.2,53,84,61,90,92.5,70,B,84,70,B,80,57,A,91,A,91,82,B,87,89,N,N,N,N,N,YSLETA ISD,30807,75.1,41036,710,1.7,32773,79.9,11131,27.1,0,0,5162,12.6,1135,2.8,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71906,EL PASO,71,91.7,0, ,100,47,79,65,91,100,100,B,88,78,A,91,56,A,91,A,91,62,B,80,88,N,N,N,N,N,ANTHONY ISD,605,71.9,841,0,0,841,100,212,25.2,0,0,88,10.5,0,0,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71907,EL PASO,71,96.8,0, ,99.8,51,82,69,92,94.9,80,B,86,68,C,76,60,A,91,A,91,91,A,92,91,N,N,N,N,N,CANUTILLO ISD,4607,74,6223,371,6,4101,65.9,1941,31.2,0,0,593,9.5,766,12.3,.,.,.,.,., ,A,.,19,REGION 19: EL PASO
71908,EL PASO,71,93.5,0, ,93.4,36,62,78,95,96.2,90,B,81,64,D,65,57,A,91,B,89,44,C,74,85,N,N,N,N,N,TORNILLO ISD,773,75.7,1021,0,0,958,93.8,602,59,0,0,69,6.8,0,0,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
71909,EL PASO,71,98.2,1, ,99.3,54,85,62,91,95.6,85,B,87,71,B,82,58,A,91,A,91,89,B,89,90,N,N,N,N,N,SOCORRO ISD,35788,76.8,46618,1429,3.1,34428,73.9,10960,23.5,0,0,4811,10.3,301,0.6,.,.,.,.,., ,A,.,19,REGION 19: EL PASO
72801,ERATH,72,78, , ,83.2,39,89,27,91,93,85,B,89,53,C,73,.,Not Rated,.,C,73,3,D,62,87,Y,Y,N,N,N,PREMIER HIGH SCHOOLS,5509,100,5509,0,0,3203,58.1,963,17.5,0,0,763,13.9,0,0,6,83,4,49,2, ,B,.,11,REGION 11: FORT WORTH
72802,ERATH,72,37.8, , ,39.3,29,80,23,91,100,100,B,88,50,C,71,.,Not Rated,.,C,71,0,F,30,72,Y,Y,N,N,N,ERATH EXCELS ACADEMY INC,122,100,122,0,0,122,100,7,5.7,0,0,13,10.7,0,0,1,39,0,44,1, ,C,.,11,REGION 11: FORT WORTH
72901,ERATH,72,., , ,.,41,70,.,.,.,.,C,70,55,F,59,41,C,78,C,78,13,D,61,73,N,N, ,N,Y,THREE WAY ISD,.,.,162,0,0,124,76.5,24,14.8,.,.,4,2.5,.,.,.,.,.,.,., ,C,.,11,REGION 11: FORT WORTH
72902,ERATH,72,95.7,0, ,95.7,56,87,73,93,100,100,A,92,68,C,76,65,A,92,A,92,93,A,94,93,N,N,N,N,N,DUBLIN ISD,857,71.1,1206,0,0,881,73.1,224,18.6,0,0,87,7.2,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
72903,ERATH,72,93.3,0, ,95.1,54,85,79,95,99.1,95,A,91,71,B,82,67,A,91,A,91,88,B,89,90,N,N,N,N,N,STEPHENVILLE ISD,2748,74.6,3682,0,0,1693,46,398,10.8,0,0,323,8.8,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
72904,ERATH,72,., , ,.,45,73,.,.,100,100,C,73,59,D,65,45,D,67,D,67,36,C,72,73,N,N, ,N,Y,BLUFF DALE ISD,.,.,237,0,0,93,39.2,0,0,.,.,11,4.6,.,.,.,.,.,.,., ,C,.,11,REGION 11: FORT WORTH
72908,ERATH,72,., , ,.,59,89,73,93,100,100,A,93,69,C,79,66,B,83,B,83,90,B,88,92,N,N, ,N,Y,HUCKABAY ISD,.,.,236,0,0,75,31.8,2,0.8,.,.,12,5.1,.,.,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
72909,ERATH,72,., , ,.,50,77,72,93,100,100,B,88,71,B,81,61,B,85,B,85,83,B,85,87,N,N, ,N,Y,LINGLEVILLE ISD,.,.,279,0,0,142,50.9,56,20.1,.,.,23,8.2,.,.,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
72910,ERATH,72,., , ,.,50,77,.,.,.,.,C,77,77,B,83,50,C,77,B,83,76,C,77,81,N,N, ,N,Y,MORGAN MILL ISD,.,.,123,.,0,63,51.2,0,0,.,.,8,6.5,.,.,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
73901,FALLS,73,., , ,.,44,72,89,97,97.6,90,B,86,62,D,69,67,A,91,A,91,60,C,77,87,N,N, ,N,Y,CHILTON ISD,.,.,528,0,0,460,87.1,100,18.9,.,.,70,13.3,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
73903,FALLS,73,100,0, ,97.9,23,50,34,65,84.5,55,F,57,56,F,56,29,D,60,D,60,8,F,47,56,N,N,N,N,N,MARLIN ISD,607,69,880,0,0,877,99.7,136,15.5,0,0,95,10.8,0,0,.,.,.,.,., ,F,8,12,REGION 12: WACO
73904,FALLS,73,., , ,.,58,88,.,.,.,.,B,88,69,C,70,58,D,67,C,70,60,C,73,84,N,N, ,N,Y,WESTPHALIA ISD,.,.,155,0,0,32,20.6,1,0.6,.,.,18,11.6,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
73905,FALLS,73,79.2,0, ,82.6,38,67,40,71,98,95,C,74,61,F,59,39,D,67,D,67,11,F,53,68,N,N,N,N,N,ROSEBUD-LOTT ISD,490,72.2,679,0,0,394,58,29,4.3,0,0,92,13.5,0,0,.,.,.,.,., ,D,.,12,REGION 12: WACO
74903,FANNIN,74,74.8,0, ,79,41,71,40,71,100,100,C,77,66,C,70,41,C,74,C,74,13,F,57,71,N,N,N,N,N,BONHAM ISD,1296,68.9,1882,0,0,1282,68.1,264,14,0,0,259,13.8,0,0,.,.,.,.,., ,C,.,10,REGION 10: RICHARDSON
74904,FANNIN,74,., , ,.,59,89,68,92,100,100,A,92,73,B,83,64,B,85,B,85,94,B,89,91,N,N, ,N,Y,DODD CITY ISD,.,.,383,0,0,156,40.7,11,2.9,.,.,27,7,.,.,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
74905,FANNIN,74,93.8,0, ,100,41,71,75,94,100,100,B,86,63,D,60,58,A,90,A,90,38,C,73,85,N,N,N,N,N,ECTOR ISD,213,81.9,260,0,0,153,58.8,1,0.4,0,0,40,15.4,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
74907,FANNIN,74,82.9,0, ,83.3,46,78,61,90,100,100,B,87,67,C,73,54,B,87,B,87,65,B,81,85,N,N,N,N,N,HONEY GROVE ISD,495,76.7,645,0,0,387,60,54,8.4,0,0,96,14.9,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
74909,FANNIN,74,85.1,0, ,84.9,42,73,54,82,100,100,B,82,64,D,65,48,C,79,C,79,34,C,71,79,N,N,N,N,N,LEONARD ISD,668,76.1,878,0,0,502,57.2,51,5.8,0,0,84,9.6,0,0,.,.,.,.,., ,C,.,10,REGION 10: RICHARDSON
74911,FANNIN,74,94.1,0, ,88.9,52,83,74,94,100,100,A,91,72,B,84,63,A,91,A,91,96,A,96,93,N,N,N,N,N,SAVOY ISD,238,73.9,322,0,0,173,53.7,5,1.6,0,0,38,11.8,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
74912,FANNIN,74,87.2,0, ,87,47,79,59,89,100,100,B,87,65,D,69,53,C,76,C,76,62,B,80,85,N,N,N,N,N,TRENTON ISD,431,71.8,600,0,0,237,39.5,36,6,0,0,59,9.8,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
74917,FANNIN,74,85.3,0, ,85.3,55,86,72,93,100,100,A,92,70,B,80,64,A,91,A,91,88,B,89,91,N,N,N,N,N,SAM RAYBURN ISD,399,73.8,541,0,0,263,48.6,24,4.4,0,0,58,10.7,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
75901,FAYETTE,75,81.1,0, ,86.1,63,91,41,71,100,100,B,85,82,A,93,52,B,83,A,93,67,B,82,90,N,N,N,N,N,FLATONIA ISD,452,75.3,600,0,0,341,56.8,32,5.3,0,0,64,10.7,0,0,.,.,.,.,., ,A,.,13,REGION 13: AUSTIN
75902,FAYETTE,75,88.3,0, ,88.6,50,82,67,92,95.9,85,B,87,68,C,76,59,A,90,A,90,75,B,85,89,N,N,N,N,N,LA GRANGE ISD,1449,76,1907,0,0,1062,55.7,256,13.4,0,0,170,8.9,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
75903,FAYETTE,75,98.2,0, ,98.2,43,74,67,92,100,100,B,86,67,C,73,55,B,88,B,88,36,C,72,83,N,N,N,N,N,SCHULENBURG ISD,554,76.3,726,0,0,423,58.3,73,10.1,0,0,107,14.7,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
75906,FAYETTE,75,., , ,.,57,86,39,70,100,100,B,82,65,C,73,48,D,66,C,73,61,C,77,81,N,N, ,N,Y,FAYETTEVILLE ISD,.,.,251,0,0,78,31.1,13,5.2,.,.,14,5.6,.,.,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
75908,FAYETTE,75,100,1, ,100,57,87,92,98,100,100,A,94,67,C,73,75,A,93,A,93,96,A,96,95,N,N,N,N,N,ROUND TOP-CARMINE ISD,197,73.8,267,0,0,110,41.2,31,11.6,0,0,25,9.4,0,0,.,.,.,.,., ,A,.,13,REGION 13: AUSTIN
76903,FISHER,76,90.9,0, ,90.9,47,79,80,95,100,100,A,90,68,C,76,64,A,91,B,89,72,B,83,88,N,N,N,N,N,ROBY CISD,194,65.5,296,0,0,132,44.6,15,5.1,0,0,25,8.4,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
76904,FISHER,76,86.7,0, ,82.4,48,80,77,94,100,100,A,90,71,B,82,63,A,92,A,92,96,A,96,93,N,N,N,N,N,ROTAN ISD,185,72.5,255,0,0,171,67.1,7,2.7,0,0,25,9.8,0,0,.,.,.,.,., ,A,.,14,REGION 14: ABILENE
77901,FLOYD,77,97.1,1, ,94.4,41,71,100,100,100,100,B,88,73,B,85,71,A,94,A,94,62,B,80,89,N,N,N,N,N,FLOYDADA ISD,531,72,738,0,0,596,80.8,65,8.8,0,0,66,8.9,0,0,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
77902,FLOYD,77,79.4,0, ,79.4,38,67,82,96,94.6,80,B,81,72,B,84,60,A,91,A,91,33,C,71,85,N,N,N,N,N,LOCKNEY ISD,337,74.9,450,0,0,359,79.8,22,4.9,0,0,47,10.4,0,0,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
78901,FOARD,78,., , ,.,41,70,81,95,100,100,B,86,72,B,82,61,B,88,B,88,57,C,77,85,N,N, ,N,Y,CROWELL ISD,.,.,209,0,0,147,70.3,3,1.4,.,.,37,17.7,.,.,.,.,.,.,., ,B,.,9,REGION 09: WICHITA FALLS
79901,FORT BEND,79,88.8,0, ,91,59,89,69,92,96.9,90,A,90,72,B,84,64,A,91,A,91,93,B,89,90,N,N,N,N,N,LAMAR CISD,24962,74.9,33347,0,0,15074,45.2,4687,14.1,0,0,3271,9.8,0,0,.,.,.,.,., ,A,.,4,REGION 04: HOUSTON
79906,FORT BEND,79,84.6,0, ,85.6,56,87,71,93,99.5,95,A,91,68,C,76,64,A,90,A,90,80,B,86,90,N,N,N,N,N,NEEDVILLE ISD,2476,76,3257,0,0,1347,41.4,284,8.7,0,0,367,11.3,0,0,.,.,.,.,., ,A,.,4,REGION 04: HOUSTON
79907,FORT BEND,79,88.8,0, ,90.6,58,88,69,92,96.3,90,B,89,73,B,85,64,A,90,B,89,96,B,89,89,N,N,N,N,N,FORT BEND ISD,59112,78,75797,0,0,32738,43.2,12041,15.9,0,0,6583,8.7,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
79910,FORT BEND,79,88.1,0, ,90.7,45,76,59,89,93.4,75,B,81,68,C,76,52,B,88,B,88,74,B,84,87,N,N,N,N,N,STAFFORD MSD,2697,75.2,3586,0,0,2608,72.7,695,19.4,0,0,306,8.5,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
80901,FRANKLIN,80,87.1,0, ,87.6,48,80,65,91,100,100,B,88,68,C,76,57,A,90,A,90,53,C,77,86,N,N,N,N,N,MOUNT VERNON ISD,1250,77.2,1620,0,0,970,59.9,164,10.1,0,0,158,9.8,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
81902,FREESTONE,81,77.6,0, ,78.2,50,82,75,94,98.2,95,B,89,66,C,70,63,A,91,A,91,58,C,78,87,N,N,N,N,N,FAIRFIELD ISD,1360,75,1813,0,0,975,53.8,104,5.7,0,0,123,6.8,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
81904,FREESTONE,81,68.2,0, ,77.4,50,82,62,91,99.2,95,B,88,68,C,76,56,A,90,A,90,74,B,84,88,N,N,N,N,N,TEAGUE ISD,903,77.4,1166,0,0,724,62.1,89,7.6,0,0,124,10.6,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
81905,FREESTONE,81,82.9,0, ,87.2,45,76,67,92,100,100,B,87,70,B,80,56,A,90,B,89,59,C,78,86,N,N,N,N,N,WORTHAM ISD,371,74.9,495,0,0,320,64.6,19,3.8,0,0,36,7.3,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
81906,FREESTONE,81,., , ,.,36,62,.,.,.,.,D,62,65,D,62,36,F,58,D,62,22,F,59,61,N,N, ,N,Y,DEW ISD,.,.,155,.,0,96,61.9,4,2.6,.,.,13,8.4,.,.,.,.,.,.,., ,D,.,12,REGION 12: WACO
82902,FRIO,82,90.9,0, ,92.3,37,65,52,79,97,90,C,76,65,D,69,45,B,81,B,81,44,C,74,79,N,N,N,N,N,DILLEY ISD,721,72.8,991,126,12.7,807,81.4,38,3.8,0,0,129,13,0,0,.,.,.,.,., ,C,.,20,REGION 20: SAN ANTONIO
82903,FRIO,82,81.9,0, ,89.1,34,59,48,76,96.9,90,C,72,66,C,70,41,C,76,C,76,47,C,75,76,N,N,N,N,N,PEARSALL ISD,1581,74.3,2129,0,0,1725,81,132,6.2,0,0,220,10.3,0,0,.,.,.,.,., ,C,.,20,REGION 20: SAN ANTONIO
83901,GAINES,83,., , ,.,36,62,61,90,95.3,85,C,78,63,C,70,49,B,82,B,82,33,C,71,79,N,N, ,N,Y,SEAGRAVES ISD,.,.,571,0,0,444,77.8,132,23.1,.,.,43,7.5,.,.,.,.,.,.,., ,C,.,17,REGION 17: LUBBOCK
83902,GAINES,83,., , ,.,53,80,75,94,100,100,A,90,80,A,90,64,B,88,A,90,86,B,86,89,N,N, ,N,Y,LOOP ISD,.,.,137,0,0,76,55.5,10,7.3,.,.,9,6.6,.,.,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
83903,GAINES,83,74.7,0, ,79.5,46,78,56,85,98.9,95,B,84,68,C,76,51,B,81,B,81,54,C,77,82,N,N,N,N,N,SEMINOLE ISD,2203,74.6,2954,0,0,1608,54.4,456,15.4,0,0,232,7.9,0,0,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
84802,GALVESTON,84,90,0, ,.,39,69,78,95,100,100,B,86,60,F,58,59,B,89,B,89,39,C,73,84,N,Y,N,N,N,ODYSSEY ACADEMY INC,725,60.6,1197,0,0,856,71.5,264,22.1,0,0,115,9.6,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
84804,GALVESTON,84,., , ,.,37,64,.,.,.,.,D,64,56,F,56,37,C,70,C,70,4,F,35,60,N,Y, ,N,Y,AMBASSADORS PREPARATORY ACADEMY,.,.,309,0,0,272,88,0,0,.,.,12,3.9,.,.,.,.,.,.,., ,D,.,4,REGION 04: HOUSTON
84901,GALVESTON,84,67.7,0, ,69.5,49,81,57,86,93.1,75,B,82,68,C,76,53,B,88,B,88,58,C,78,85,N,N,N,N,N,DICKINSON ISD,8292,74.5,11129,0,0,7194,64.6,1719,15.4,0,0,1290,11.6,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
