DISTRICT,CNTYNAME,COUNTY,DA0GS18R,DAD_POST,DALL_UPDATE,DASC4X18R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_APPEAL_DECISION,D_RATING,D_YRS_IR,REGION,REGNNAME
201908,RUSK,201,87.9,0, ,90.9,45,76,56,85,100,100,B,84,67,C,73,51,B,86,B,86,53,C,77,83,N,N,N,N,N,OVERTON ISD,352,70.4,500,0,0,341,68.2,7,1.4,0,0,58,11.6,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
201910,RUSK,201,91.7,0, ,96.5,56,87,56,85,99.1,95,B,88,72,B,84,56,B,89,B,89,92,A,93,90,N,N,N,N,N,TATUM ISD,1154,76.3,1512,0,0,895,59.2,211,14,0,0,123,8.1,0,0,.,.,.,.,., ,A,.,7,REGION 07: KILGORE
201913,RUSK,201,., , ,.,36,62,68,92,98.2,95,B,81,59,D,65,52,B,84,B,84,30,C,70,80,N,N, ,N,Y,CARLISLE ISD,.,.,617,0,0,459,74.4,203,32.9,.,.,55,8.9,.,.,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
201914,RUSK,201,69.8,0, ,63.6,46,78,40,71,100,100,B,80,66,C,70,43,C,78,C,78,32,C,71,77,N,N,N,N,N,WEST RUSK COUNTY CONSOLIDATED ISD,846,77.8,1087,0,0,777,71.5,136,12.5,0,0,119,10.9,0,0,.,.,.,.,., ,C,.,7,REGION 07: KILGORE
202903,SABINE,202,71.2,0, ,70,43,74,66,92,94.7,80,B,82,68,C,76,55,A,90,B,89,43,C,74,85,N,N,N,N,N,HEMPHILL ISD,666,74.2,897,0,0,578,64.4,20,2.2,0,0,96,10.7,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
202905,SABINE,202,88.5,0, ,88.5,45,76,39,70,100,100,C,78,70,B,80,42,C,78,B,80,39,C,73,78,N,N,N,N,N,WEST SABINE ISD,446,73.1,610,0,0,478,78.4,3,0.5,0,0,64,10.5,0,0,.,.,.,.,., ,C,.,7,REGION 07: KILGORE
203901,SAN AUGUSTINE,203,85.7,0, ,85.7,30,56,69,92,100,100,C,79,62,F,59,50,B,88,B,88,30,C,70,83,N,N,N,N,N,SAN AUGUSTINE ISD,539,71.5,754,0,0,669,88.7,87,11.5,0,0,104,13.8,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
203902,SAN AUGUSTINE,203,87.5,0, ,76.9,42,73,52,79,97.1,90,C,79,67,C,73,47,B,83,B,83,46,C,75,81,N,N,N,N,N,BROADDUS ISD,293,74,396,0,0,319,80.6,19,4.8,0,0,50,12.6,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
204901,SAN JACINTO,204,86.6,0, ,89.8,36,62,56,85,97.9,90,C,77,63,D,60,46,C,79,C,79,30,C,70,76,N,N,N,N,N,COLDSPRING-OAKHURST CISD,1155,73.8,1565,0,0,983,62.8,17,1.1,0,0,196,12.5,0,0,.,.,.,.,., ,C,.,6,REGION 06: HUNTSVILLE
204904,SAN JACINTO,204,90.2,0, ,89.8,32,57,58,88,92.9,70,C,72,62,F,59,45,B,80,B,80,33,C,71,77,N,N,N,N,N,SHEPHERD ISD,1469,72.5,2026,0,0,1479,73,331,16.3,0,0,172,8.5,0,0,.,.,.,.,., ,C,.,6,REGION 06: HUNTSVILLE
205901,SAN PATRICIO,205,79.8,0, ,81.7,44,75,51,78,95.3,85,C,78,69,C,79,48,B,85,B,85,58,C,78,83,N,N,N,N,N,ARANSAS PASS ISD,1141,73.5,1552,0,0,1230,79.3,144,9.3,0,0,140,9,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
205902,SAN PATRICIO,205,88.9,0, ,90.1,53,84,59,89,95.6,85,B,86,70,B,80,56,B,84,B,84,92,A,93,88,N,N,N,N,N,GREGORY-PORTLAND ISD,3515,75.5,4654,0,0,2151,46.2,200,4.3,0,0,421,9,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
205903,SAN PATRICIO,205,86.7,0, ,84.3,49,81,64,91,99.2,95,B,88,68,C,76,57,A,90,A,90,62,B,80,87,N,N,N,N,N,INGLESIDE ISD,1612,74.8,2155,0,0,1460,67.7,176,8.2,0,0,192,8.9,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
205904,SAN PATRICIO,205,84.5,0, ,87.3,46,78,76,94,95,85,B,86,69,C,79,61,A,92,A,92,65,B,81,89,N,N,N,N,N,MATHIS ISD,1190,73.3,1624,0,0,1365,84.1,44,2.7,0,0,162,10,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
205905,SAN PATRICIO,205,90.1,0, ,93.5,48,80,57,86,100,100,B,86,69,C,79,53,B,87,B,87,78,B,86,87,N,N,N,N,N,ODEM-EDROY ISD,676,75,901,0,0,562,62.4,24,2.7,0,0,72,8,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
205906,SAN PATRICIO,205,86.4,0, ,86.4,44,75,67,92,98.8,95,B,86,66,C,70,56,A,90,A,90,72,B,83,88,N,N,N,N,N,SINTON ISD,1581,74.2,2132,0,0,1461,68.5,20,0.9,0,0,273,12.8,873,40.9,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
205907,SAN PATRICIO,205,90.4,0, ,91.9,30,56,82,96,92.9,70,C,75,65,D,69,56,A,91,B,89,38,C,73,84,N,N,N,N,N,TAFT ISD,745,71.4,1043,0,0,978,93.8,26,2.5,0,0,114,10.9,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
206901,SAN SABA,206,91.2,1, ,94.1,49,81,79,95,100,100,B,89,63,D,60,64,A,92,B,89,59,C,78,86,N,N,N,N,N,SAN SABA ISD,524,68.9,760,0,0,553,72.8,140,18.4,0,0,87,11.4,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
206902,SAN SABA,206,., , ,.,39,67,95,99,100,100,B,86,59,D,65,67,A,91,A,91,50,C,75,86,N,N, ,N,Y,RICHLAND SPRINGS ISD,.,.,123,0,0,81,65.9,3,2.4,.,.,22,17.9,.,.,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
206903,SAN SABA,206,., , ,.,55,83,55,86,100,100,B,88,65,C,73,55,B,82,B,82,72,B,81,86,N,N, ,N,Y,CHEROKEE ISD,.,.,114,0,0,61,53.5,0,0,.,.,12,10.5,.,.,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
207901,SCHLEICHER,207,90.3,0, ,80,47,79,76,94,100,100,B,89,61,F,59,62,B,89,B,89,74,B,84,88,N,N,N,N,N,SCHLEICHER ISD,385,74.8,515,0,0,294,57.1,45,8.7,0,0,32,6.2,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
208901,SCURRY,208,., , ,.,32,57,65,91,100,100,C,79,59,D,65,49,C,75,C,75,44,C,74,78,N,N, ,N,Y,HERMLEIGH ISD,.,.,244,0,0,111,45.5,14,5.7,.,.,16,6.6,.,.,.,.,.,.,., ,C,.,14,REGION 14: ABILENE
208902,SCURRY,208,82.3,0, ,83.9,38,67,53,80,94.8,80,C,75,64,D,65,46,B,80,B,80,36,C,72,78,N,N,N,N,N,SNYDER ISD,1934,72.8,2656,0,0,1789,67.4,281,10.6,0,0,291,11,114,4.3,.,.,.,.,., ,C,.,14,REGION 14: ABILENE
208903,SCURRY,208,., , ,.,64,91,91,98,100,100,A,96,76,B,86,78,B,87,B,87,89,B,87,93,N,N, ,N,Y,IRA ISD,.,.,267,0,0,62,23.2,9,3.4,.,.,21,7.9,.,.,.,.,.,.,., ,A,.,14,REGION 14: ABILENE
209901,SHACKELFORD,209,84.4,0, ,82.6,50,82,70,93,100,100,A,90,63,D,60,60,B,83,B,83,52,C,76,86,N,N,N,N,N,ALBANY ISD,360,72.7,495,0,0,175,35.4,10,2,0,0,47,9.5,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
209902,SHACKELFORD,209,., , ,.,35,60,54,85,100,100,C,78,65,C,73,45,B,80,B,80,56,C,76,79,N,N, ,N,Y,MORAN ISD,.,.,110,0,0,100,90.9,0,0,.,.,16,14.5,.,.,.,.,.,.,., ,C,.,14,REGION 14: ABILENE
210901,SHELBY,210,74.2,0, ,80.6,44,75,46,75,93.6,75,C,75,70,B,80,45,B,81,B,81,58,C,78,80,N,N,N,N,N,CENTER ISD,1825,69.6,2622,0,0,2121,80.9,797,30.4,0,0,297,11.3,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
210902,SHELBY,210,74.5,0, ,76.1,52,83,68,92,96.4,90,B,88,67,C,73,60,A,91,A,91,68,B,82,88,N,N,N,N,N,JOAQUIN ISD,516,77.2,668,0,0,426,63.8,47,7,0,0,120,18,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
210903,SHELBY,210,., , ,.,53,80,74,94,100,100,A,90,69,C,79,64,A,90,A,90,82,B,85,89,N,N, ,N,Y,SHELBYVILLE ISD,.,.,782,0,0,497,63.6,45,5.8,.,.,81,10.4,.,.,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
210904,SHELBY,210,., , ,.,40,69,65,91,100,100,B,84,66,C,75,53,B,85,B,85,70,B,80,84,N,N, ,N,Y,TENAHA ISD,.,.,542,0,0,473,87.3,110,20.3,.,.,81,14.9,.,.,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
210905,SHELBY,210,., , ,.,43,72,80,95,100,100,B,87,66,C,75,62,B,89,B,89,74,B,82,87,N,N, ,N,Y,TIMPSON ISD,.,.,678,0,0,484,71.4,23,3.4,.,.,80,11.8,.,.,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
210906,SHELBY,210,., , ,.,42,71,.,.,.,.,C,71,65,D,62,42,C,75,C,75,36,D,65,72,N,N, ,N,Y,EXCELSIOR ISD,.,.,89,0,0,67,75.3,4,4.5,.,.,22,24.7,.,.,.,.,.,.,., ,C,.,7,REGION 07: KILGORE
211901,SHERMAN,211,., , ,.,53,80,.,.,.,.,B,80,50,F,53,53,B,85,B,85,100,A,100,90,N,N, ,N,Y,TEXHOMA ISD,.,.,111,.,0,73,65.8,47,42.3,.,.,13,11.7,.,.,.,.,.,.,., ,A,.,16,REGION 16: AMARILLO
211902,SHERMAN,211,100,0, ,100,48,80,78,95,97.9,90,B,88,73,B,85,63,A,92,A,92,65,B,81,89,N,N,N,N,N,STRATFORD ISD,431,74.7,577,0,0,369,64,108,18.7,0,0,44,7.6,0,0,.,.,.,.,., ,B,.,16,REGION 16: AMARILLO
212801,SMITH,212,.,0, ,.,46,78,.,.,98,95,C,78,66,C,70,46,D,69,C,70,32,C,71,76,N,Y,N,N,N,CUMBERLAND ACADEMY,1512,77.7,1945,0,0,818,42.1,149,7.7,0,0,146,7.5,0,0,.,.,.,.,., ,C,.,7,REGION 07: KILGORE
212804,SMITH,212,.,0, ,.,63,91,.,.,100,100,A,91,71,B,82,63,C,79,B,82,92,A,93,92,N,Y,N,N,N,UT TYLER UNIVERSITY ACADEMY,631,85.5,738,0,0,154,20.9,13,1.8,0,0,49,6.6,424,57.5,.,.,.,.,., ,A,.,7,REGION 07: KILGORE
212901,SMITH,212,90.4,0, ,90.1,50,82,55,83,97.3,90,B,84,66,C,70,53,B,85,B,85,84,B,88,86,N,N,N,N,N,ARP ISD,654,75.5,866,0,0,482,55.7,27,3.1,0,0,78,9,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
212902,SMITH,212,84.4,0, ,86,62,91,77,94,97.8,90,A,92,73,B,85,70,A,91,A,91,90,A,91,92,N,N,N,N,N,BULLARD ISD,1976,76.6,2580,0,0,872,33.8,64,2.5,0,0,274,10.6,0,0,.,.,.,.,., ,A,.,7,REGION 07: KILGORE
212903,SMITH,212,88,1, ,88.6,65,91,79,95,98.2,95,A,93,79,A,91,72,A,93,A,93,88,B,89,92,N,N,N,N,N,LINDALE ISD,3057,74.4,4111,0,0,1824,44.4,161,3.9,0,0,421,10.2,0,0,.,.,.,.,., ,A,.,7,REGION 07: KILGORE
212904,SMITH,212,87.8,0, ,86.7,57,87,65,91,100,100,A,91,72,B,84,61,A,91,A,91,100,A,100,94,N,N,N,N,N,TROUP ISD,836,75.9,1101,0,0,608,55.2,48,4.4,0,0,78,7.1,0,0,.,.,.,.,., ,A,.,7,REGION 07: KILGORE
212905,SMITH,212,91.3,0, ,95,44,75,63,91,97.7,90,B,84,66,C,70,54,A,90,B,89,45,C,75,85,N,N,N,N,N,TYLER ISD,13143,72.6,18099,381,2.1,13588,75.1,3997,22.1,0,0,1440,8,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
212906,SMITH,212,75.2,1, ,75.5,63,91,66,92,96.6,90,A,91,76,A,90,65,A,91,A,91,90,A,91,91,N,N,N,N,N,WHITEHOUSE ISD,3673,76.1,4827,0,0,2190,45.4,180,3.7,0,0,500,10.4,0,0,.,.,.,.,., ,A,.,7,REGION 07: KILGORE
212909,SMITH,212,90.1,0, ,91,41,71,68,92,93.1,75,B,80,63,D,60,55,A,90,A,90,41,C,73,85,N,N,N,N,N,CHAPEL HILL ISD,2601,73.6,3533,152,4.3,2847,80.6,792,22.4,0,0,385,10.9,0,0,.,.,.,.,., ,B,.,7,REGION 07: KILGORE
212910,SMITH,212,70.2,0, ,74.5,38,67,54,82,94.8,80,C,76,63,D,60,46,B,80,B,80,33,C,71,77,N,N,N,N,N,WINONA ISD,791,72,1098,0,0,758,69,140,12.8,0,0,135,12.3,0,0,.,.,.,.,., ,C,.,7,REGION 07: KILGORE
213801,SOMERVELL,213,., , ,.,32,82,29,91,80,75,B,84,47,D,69,.,Not Rated,.,D,69,0,F,30,70,Y,Y, ,N,Y,BRAZOS RIVER CHARTER SCHOOL,.,.,238,0,0,150,63,0,0,.,.,38,16,.,.,2,60,2,36,0, ,C,.,11,REGION 11: FORT WORTH
213901,SOMERVELL,213,87.8,0, ,87.8,59,89,83,96,99.1,95,A,93,70,B,80,71,A,92,A,92,90,A,91,92,N,N,N,N,N,GLEN ROSE ISD,1370,74,1851,0,0,770,41.6,176,9.5,0,0,133,7.2,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
214901,STARR,214,94.7,0, ,95.5,44,75,68,92,97.3,90,B,85,68,C,76,56,A,91,B,89,64,B,81,87,N,N,N,N,N,RIO GRANDE CITY CISD,7642,75.4,10133,503,5,9122,90,7270,71.7,0,0,1009,10,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
214902,STARR,214,100,0, ,95.2,41,71,63,91,100,100,B,85,58,F,57,52,B,89,B,89,66,B,81,87,N,N,N,N,N,SAN ISIDRO ISD,177,79.4,223,0,0,179,80.3,31,13.9,0,0,37,16.6,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
214903,STARR,214,93.7,1, ,94.4,52,83,72,93,92.8,70,B,84,66,C,70,62,A,92,A,92,77,B,85,90,N,N,N,N,N,ROMA ISD,4500,72.4,6214,0,0,5405,87,4595,73.9,0,0,434,7,0,0,.,.,.,.,., ,A,.,1,REGION 01: EDINBURG
215901,STEPHENS,215,71,0, ,74.2,40,70,65,91,94.1,80,B,80,61,F,59,53,B,87,B,87,49,C,76,84,N,N,N,N,N,BRECKENRIDGE ISD,1111,75.2,1478,0,0,925,62.6,119,8.1,0,0,161,10.9,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
216901,STERLING,216,91.3,0, ,91.3,49,81,70,93,100,100,A,90,63,D,60,60,B,87,B,87,88,B,89,90,N,N,N,N,N,STERLING CITY ISD,273,84.8,322,0,0,140,43.5,24,7.5,0,0,46,14.3,0,0,.,.,.,.,., ,A,.,15,REGION 15: SAN ANGELO
217901,STONEWALL,217,81.8,0, ,81.8,45,76,77,94,100,100,B,88,70,B,80,61,B,89,B,89,86,B,88,89,N,N,N,N,N,ASPERMONT ISD,158,70.5,224,0,0,101,45.1,4,1.8,0,0,20,8.9,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
218901,SUTTON,218,83.3,0, ,88.5,53,84,69,92,100,100,A,90,69,C,79,61,A,91,A,91,100,A,100,94,N,N,N,N,N,SONORA ISD,590,73.6,802,0,0,471,58.7,108,13.5,0,0,74,9.2,0,0,.,.,.,.,., ,A,.,15,REGION 15: SAN ANGELO
219901,SWISHER,219,100,1, ,100,58,88,89,97,100,100,A,94,66,C,70,74,A,93,A,93,100,B,89,93,N,N,N,N,N,HAPPY ISD,200,77.5,258,0,0,104,40.3,13,5,0,0,24,9.3,0,0,.,.,.,.,., ,A,.,16,REGION 16: AMARILLO
219903,SWISHER,219,92.4,0, ,91.9,34,59,46,75,92.5,70,D,68,71,B,82,40,C,75,B,82,17,D,61,76,N,N,N,N,N,TULIA ISD,805,73.9,1090,0,0,869,79.7,82,7.5,0,0,109,10,0,0,.,.,.,.,., ,C,.,16,REGION 16: AMARILLO
219905,SWISHER,219,100,0, ,100,44,75,70,93,100,100,B,87,71,B,82,57,A,90,B,89,58,C,78,86,N,N,N,N,N,KRESS ISD,189,74.1,255,0,0,176,69,16,6.3,0,0,19,7.5,0,0,.,.,.,.,., ,B,.,16,REGION 16: AMARILLO
220801,TARRANT,220,., , ,.,62,91,31,64,100,100,B,82,72,B,82,47,F,56,B,82,67,C,79,81,N,Y, ,N,Y,TREETOPS SCHOOL INTERNATIONAL,.,.,391,0,0,74,18.9,2,0.5,.,.,20,5.1,.,.,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220802,TARRANT,220,., , ,.,67,92,.,.,100,100,A,92,72,B,84,67,B,85,B,85,97,A,97,94,N,Y,N,N,N,ARLINGTON CLASSICS ACADEMY,1019,65.7,1550,0,0,311,20.1,93,6,0,0,57,3.7,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
220809,TARRANT,220,100,0, ,100,66,92,76,94,100,100,A,94,69,C,79,71,C,76,C,79,97,A,97,95,N,Y,N,N,N,FORT WORTH ACADEMY OF FINE ARTS,576,100,576,0,0,51,8.9,8,1.4,0,0,27,4.7,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
220810,TARRANT,220,., , ,.,77,94,97,99,100,100,A,97,78,B,88,87,B,84,B,88,100,A,100,98,N,Y, ,N,Y,WESTLAKE ACADEMY CHARTER SCHOOL,.,.,879,0,0,19,2.2,10,1.1,.,.,34,3.9,.,.,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
220811,TARRANT,220,., , ,.,39,67,.,.,.,.,D,67,60,F,58,39,D,69,D,69,43,D,68,69,N,Y, ,N,Y,EAST FORT WORTH MONTESSORI ACADEMY,.,.,302,0,0,225,74.5,85,28.1,.,.,11,3.6,.,.,.,.,.,.,., ,D,.,11,REGION 11: FORT WORTH
220814,TARRANT,220,., , ,.,60,90,.,.,.,.,A,90,72,C,75,60,F,57,C,75,84,C,79,87,N,Y, ,N,Y,TEXAS SCHOOL OF THE ARTS,.,.,332,.,0,5,1.5,35,10.5,.,.,17,5.1,.,.,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220815,TARRANT,220,., , ,.,40,69,.,.,.,.,D,69,56,F,56,40,D,66,D,66,32,D,63,67,N,Y, ,N,Y,CHAPEL HILL ACADEMY,.,.,647,0,0,418,64.6,38,5.9,.,.,48,7.4,.,.,.,.,.,.,., ,D,.,11,REGION 11: FORT WORTH
220817,TARRANT,220,88.9,0, ,88.4,47,79,62,91,98.6,95,B,87,67,C,73,55,B,82,B,82,75,B,85,86,N,Y,N,N,N,NEWMAN INTERNATIONAL ACADEMY OF AR,2048,68.2,3005,0,0,1382,46,467,15.5,0,0,172,5.7,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220819,TARRANT,220,.,0, ,.,42,73,.,.,100,100,C,73,62,F,59,42,F,54,F,59,35,C,72,73,N,Y,N,N,N,HIGH POINT ACADEMY,841,60,1401,0,0,359,25.6,75,5.4,0,0,114,8.1,0,0,.,.,.,.,., ,C,.,11,REGION 11: FORT WORTH
220901,TARRANT,220,78.9,0, ,82.6,46,78,58,88,89.2,65,C,79,69,C,79,52,B,88,B,88,63,B,80,86,N,N,N,N,N,ARLINGTON ISD,44107,73.8,59783,407,0.7,43504,72.8,16800,28.1,0,0,5287,8.8,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220902,TARRANT,220,75.6,0, ,78.6,54,85,60,90,95.3,85,B,87,69,C,79,57,A,90,B,89,87,B,89,89,N,N,N,N,N,BIRDVILLE ISD,17691,75.2,23518,0,0,13741,58.4,5024,21.4,0,0,2313,9.8,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220904,TARRANT,220,65.9,0, ,68.7,41,71,49,77,96.3,90,C,77,67,C,73,45,B,82,B,82,46,C,75,80,N,N,N,N,N,EVERMAN ISD,4604,74.7,6166,210,3.4,5633,91.4,1782,28.9,0,0,535,8.7,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220905,TARRANT,220,89.9,0, ,92.4,39,69,53,80,88.9,65,C,73,63,D,60,46,B,83,B,83,32,C,71,79,N,N,N,N,N,FORT WORTH ISD,60516,71.8,84332,1244,1.5,72355,85.8,27662,32.8,0,0,7628,9,0,0,.,.,.,.,., ,C,.,11,REGION 11: FORT WORTH
220906,TARRANT,220,92.8,0, ,93.5,64,91,78,95,98.2,95,A,93,72,B,84,71,B,89,B,89,91,B,89,92,N,N,N,N,N,GRAPEVINE-COLLEYVILLE ISD,10912,78.6,13885,316,2.3,3436,24.7,1316,9.5,0,0,1148,8.3,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
220907,TARRANT,220,73,0, ,72.9,62,91,74,94,97.2,90,A,92,74,B,87,68,B,88,B,88,89,B,89,89,N,N,N,N,N,KELLER ISD,27273,77.9,34999,0,0,9678,27.7,3084,8.8,0,0,3564,10.2,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220908,TARRANT,220,80.8,0, ,82.7,60,90,65,91,96.7,90,A,90,74,B,87,63,A,90,A,90,90,A,91,90,N,N,N,N,N,MANSFIELD ISD,27558,78.3,35198,170,0.5,15236,43.3,3605,10.2,0,0,3209,9.1,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
220910,TARRANT,220,81.4,0, ,83.5,32,57,45,74,98.8,95,C,71,62,F,59,39,C,74,C,74,15,D,60,70,N,N,N,N,N,LAKE WORTH ISD,2476,73.5,3367,0,0,2723,80.9,679,20.2,0,0,327,9.7,0,0,.,.,.,.,., ,C,.,11,REGION 11: FORT WORTH
220912,TARRANT,220,84,0, ,84.7,42,73,58,88,95.5,85,B,81,66,C,70,50,B,85,B,85,60,C,79,83,N,N,N,N,N,CROWLEY ISD,11751,74.9,15686,75,0.5,10687,68.1,2572,16.4,0,0,1540,9.8,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220914,TARRANT,220,89.7,0, ,91.2,53,84,69,92,95.5,85,B,87,72,B,84,61,B,89,B,89,78,B,86,88,N,N,N,N,N,KENNEDALE ISD,2430,79.2,3068,0,0,1363,44.4,253,8.2,0,0,250,8.1,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220915,TARRANT,220,85.1,0, ,89.4,51,82,63,91,99.5,95,B,88,66,C,70,57,B,85,B,85,81,B,87,88,N,N,N,N,N,AZLE ISD,4959,75.5,6567,0,0,2999,45.7,342,5.2,0,0,637,9.7,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220916,TARRANT,220,88.8,1, ,90.6,60,90,69,92,98.8,95,A,92,73,B,85,65,A,92,A,92,91,A,92,92,N,N,N,N,N,HURST-EULESS-BEDFORD ISD,17608,74.5,23624,0,0,13248,56.1,3640,15.4,0,0,2292,9.7,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
220917,TARRANT,220,78.5,0, ,83.4,41,71,54,82,95.8,85,C,78,66,C,70,48,B,85,B,85,54,C,77,83,N,N,N,N,N,CASTLEBERRY ISD,2810,74.3,3780,0,0,3124,82.6,1235,32.7,0,0,366,9.7,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220918,TARRANT,220,80.3,0, ,81.7,52,83,63,91,97.7,90,B,88,69,C,79,58,B,85,B,85,85,B,88,88,N,N,N,N,N,EAGLE MT-SAGINAW ISD,15378,76.9,19994,0,0,8867,44.3,2160,10.8,0,0,1845,9.2,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
220919,TARRANT,220,96.8,1, ,97.6,82,96,93,98,100,100,A,98,81,A,92,88,A,91,A,92,96,A,96,97,N,N,N,N,N,CARROLL ISD,6593,79,8344,0,0,107,1.3,208,2.5,0,0,621,7.4,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
220920,TARRANT,220,82.9,0, ,84,48,80,54,82,95.5,85,B,82,65,D,69,51,B,83,B,83,68,B,82,83,N,N,N,N,N,WHITE SETTLEMENT ISD,5150,75.3,6836,0,0,3919,57.3,820,12,0,0,647,9.5,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
221801,TAYLOR,221,97.2,0, ,97.1,53,84,86,97,93.6,75,B,87,70,B,80,70,A,91,B,89,88,B,89,89,N,Y,N,N,N,TEXAS COLLEGE PREPARATORY ACADEMIE,8495,70.1,12116,639,5.3,4611,38.1,1331,11,0,0,868,7.2,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
221901,TAYLOR,221,95.7,0, ,97.2,44,75,67,92,96.9,90,B,85,67,C,73,56,A,90,B,89,54,C,77,85,N,N,N,N,N,ABILENE ISD,11842,71.8,16484,0,0,11409,69.2,969,5.9,0,0,2114,12.8,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
221904,TAYLOR,221,94,0, ,95.2,44,75,62,91,98.8,95,B,85,70,B,80,53,B,86,B,86,72,B,83,85,N,N,N,N,N,MERKEL ISD,829,72.9,1137,0,0,694,61,24,2.1,0,0,167,14.7,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
221905,TAYLOR,221,., , ,.,40,69,86,97,100,100,B,86,64,C,72,63,B,89,B,89,50,C,75,85,N,N, ,N,Y,TRENT ISD,.,.,171,0,0,109,63.7,0,0,.,.,23,13.5,.,.,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
221911,TAYLOR,221,83.8,0, ,84.8,60,90,73,93,100,100,A,93,70,B,80,67,B,83,B,83,89,A,90,92,N,N,N,N,N,JIM NED CISD,947,75.8,1250,0,0,294,23.5,1,0.1,0,0,135,10.8,0,0,.,.,.,.,., ,A,.,14,REGION 14: ABILENE
221912,TAYLOR,221,87.9,0, ,88.3,68,92,86,97,99.2,95,A,95,76,A,90,77,A,91,A,91,86,B,88,93,N,N,N,N,N,WYLIE ISD,3372,73.5,4586,0,0,943,20.6,77,1.7,0,0,320,7,0,0,.,.,.,.,., ,A,.,14,REGION 14: ABILENE
