DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPE0312P,DD2S,DDALLS
"184907","ALEDO ISD","184","PARKER","11","REGION 11: FORT WORTH","A","A","B","B","C","A",92,84,77,91,255,1133,8394,1156,0,0,6286,3,13.8,0,0,74.9,84,92
"184908","PEASTER ISD","184","PARKER","11","REGION 11: FORT WORTH","B","B","B","B","C","B",87,83,74,88,79,538,1774,196,0,0,1380,4.5,11,0,0,77.8,83,87
"184909","BROCK ISD","184","PARKER","11","REGION 11: FORT WORTH","A","A","C","C","D","B",92,77,69,86,35,200,2163,235,0,0,1655,1.6,10.9,0,0,76.5,77,90
"184911","GARNER ISD","184","PARKER","11","REGION 11: FORT WORTH","C","C","C","C","C","C",73,70,74,76,22,191,357,52,0,88,250,6.2,14.6,0,24.6,70,74,75
"185901","BOVINA ISD","185","PARMER","16","REGION 16: AMARILLO","C","C","C","D","C","D",70,64,73,68,144,360,421,69,0,0,315,34.2,16.4,0,0,74.8,73,72
"185902","FARWELL ISD","185","PARMER","16","REGION 16: AMARILLO","A","A","A","B","A","B",90,80,91,87,75,333,598,71,0,0,451,12.5,11.9,0,0,75.4,91,90
"185903","FRIONA ISD","185","PARMER","16","REGION 16: AMARILLO","C","D","C","C","C","B",69,76,71,80,414,783,1014,91,0,0,729,40.8,9,0,0,71.9,76,77
"185904","LAZBUDDIE ISD","185","PARMER","16","REGION 16: AMARILLO","C","C","C","D","C","D",78,64,76,65,28,94,127,18,0,0,92,22,14.2,0,0,72.4,76,74
"186901","BUENA VISTA ISD","186","PECOS","18","REGION 18: MIDLAND","B","B","C","C","C","C",83,70,78,77,59,106,220,18,0,0,173,26.8,8.2,0,0,78.6,78,81
"186902","FORT STOCKTON ISD","186","PECOS","18","REGION 18: MIDLAND","F","F","F","F","F","F",55,56,54,52,1176,9385,13453,1630,0,0,11645,8.7,12.1,0,0,86.6,56,55
"186903","IRAAN-SHEFFIELD COLLEGIATE ISD","186","PECOS","18","REGION 18: MIDLAND","C","C","B","B","D","C",76,80,68,77,51,160,332,51,0,92,237,15.4,15.4,0,27.7,71.4,80,79
"187901","BIG SANDY ISD","187","POLK","06","REGION 06: HUNTSVILLE","A","A","A","B","A","A",92,80,91,95,8,251,506,90,0,0,361,1.6,17.8,0,0,71.3,91,93
"187903","GOODRICH ISD","187","POLK","06","REGION 06: HUNTSVILLE","B","C","B","B","B","B",78,82,84,83,49,251,266,35,0,0,187,18.4,13.2,0,0,70.3,84,84
"187904","CORRIGAN-CAMDEN ISD","187","POLK","06","REGION 06: HUNTSVILLE","B","C","B","C","B","B",78,72,84,82,74,591,832,138,0,0,612,8.9,16.6,0,0,73.6,84,83
"187906","LEGGETT ISD","187","POLK","06","REGION 06: HUNTSVILLE","D","C","D","F","D","D",70,58,67,64,10,168,226,31,0,0,164,4.4,13.7,0,0,72.6,67,68
"187907","LIVINGSTON ISD","187","POLK","06","REGION 06: HUNTSVILLE","C","C","C","D","C","D",74,64,74,68,466,2545,4003,781,0,303,2995,11.6,19.5,0,7.6,74.8,74,72
"187910","ONALASKA ISD","187","POLK","06","REGION 06: HUNTSVILLE","B","B","B","C","B","C",81,70,84,78,21,772,1196,199,0,0,871,1.8,16.6,0,0,72.8,84,82
"188901","AMARILLO ISD","188","POTTER","16","REGION 16: AMARILLO","B","B","B","C","B","C",80,73,84,79,5554,20604,29195,5151,0,0,21376,19,17.6,0,0,73.2,84,83
"188902","RIVER ROAD ISD","188","POTTER","16","REGION 16: AMARILLO","C","C","C","F","C","D",73,56,74,65,104,811,1217,224,0,0,920,8.5,18.4,0,0,75.6,74,71
"188903","HIGHLAND PARK ISD","188","POTTER","16","REGION 16: AMARILLO","B","B","B","C","B","B",82,75,81,84,68,421,747,132,0,0,576,9.1,17.7,0,0,77.1,81,83
"188904","BUSHLAND ISD","188","POTTER","16","REGION 16: AMARILLO","A","A","C","C","C","B",91,77,74,87,12,243,1426,263,0,0,1161,0.8,18.4,0,0,81.4,77,90
"189901","MARFA ISD","189","PRESIDIO","18","REGION 18: MIDLAND","D","D","F","F","F","D",62,58,56,60,33,194,194,38,0,0,155,17,19.6,0,0,79.9,58,61
"189902","PRESIDIO ISD","189","PRESIDIO","18","REGION 18: MIDLAND","D","D","D","F","D","F",64,59,69,51,738,1006,1083,112,332,0,867,68.1,10.3,30.7,0,80.1,69,64
"190903","RAINS ISD","190","RAINS","07","REGION 07: KILGORE","C","C","C","C","C","C",78,72,78,77,169,1054,1708,359,0,0,1274,9.9,21,0,0,74.6,78,78
"191901","CANYON ISD","191","RANDALL","16","REGION 16: AMARILLO","B","B","B","C","B","B",88,75,80,87,491,3834,11501,1750,0,0,8790,4.3,15.2,0,0,76.4,80,88
"192901","REAGAN COUNTY ISD","192","REAGAN","18","REGION 18: MIDLAND","C","C","D","D","D","C",72,66,69,76,173,525,852,104,0,0,599,20.3,12.2,0,0,70.3,69,73
"193801","BIG SPRINGS CHARTER SCHOOL","193","REAL","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,5,116,174,83,0,0,160,2.9,47.7,0,0,92,,
"193902","LEAKEY ISD","193","REAL","20","REGION 20: SAN ANTONIO","C","C","C","D","C","D",77,69,75,68,21,222,341,69,0,0,242,6.2,20.2,0,0,71,75,74
"194902","AVERY ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","A","A","A","D","A","B",92,69,90,88,6,156,304,36,0,0,209,2,11.8,0,0,68.8,90,91
"194903","RIVERCREST ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",82,78,86,83,48,521,682,112,0,0,523,7,16.4,0,0,76.7,86,85
"194904","CLARKSVILLE ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","D","F","D","F","D","D",59,57,61,60,64,473,500,95,0,39,361,12.8,19,0,7.8,72.2,61,61
"194905","DETROIT ISD","194","RED RIVER","08","REGION 08: MT PLEASANT","D","C","D","D","D","D",72,63,67,61,5,281,487,89,0,0,352,1,18.3,0,0,72.3,67,69
"195901","PECOS-BARSTOW-TOYAH ISD","195","REEVES","18","REGION 18: MIDLAND","D","D","D","D","D","D",66,60,63,69,639,1837,2906,384,0,0,2125,22,13.2,0,0,73.1,63,67
"195902","BALMORHEA ISD","195","REEVES","18","REGION 18: MIDLAND","B","B","B","C","B","A",86,75,86,93,19,122,146,22,22,0,113,13,15.1,15.1,0,77.4,86,88
"196901","AUSTWELL-TIVOLI ISD","196","REFUGIO","03","REGION 03: VICTORIA","B","B","B","B","B","C",86,81,81,75,4,67,141,41,0,0,108,2.8,29.1,0,0,76.6,81,83
"196902","WOODSBORO ISD","196","REFUGIO","03","REGION 03: VICTORIA","C","C","C","D","C","D",76,61,70,68,2,193,400,107,0,0,313,0.5,26.8,0,0,78.3,70,74
"196903","REFUGIO ISD","196","REFUGIO","03","REGION 03: VICTORIA","D","D","D","D","D","D",68,63,66,65,36,417,654,149,0,0,495,5.5,22.8,0,0,75.7,66,67
"197902","MIAMI ISD","197","ROBERTS","16","REGION 16: AMARILLO","A","B","A","A","B","A",88,94,81,92,2,56,177,21,0,0,130,1.1,11.9,0,0,73.4,94,93
"198901","BREMOND ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","B","C","B","B","C","B",79,82,79,82,20,279,485,65,0,0,371,4.1,13.4,0,0,76.5,82,82
"198902","CALVERT ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","D","D","D","F","D","F",65,56,60,55,23,133,144,29,0,0,103,16,20.1,0,0,71.5,60,62
"198903","FRANKLIN ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","A","A","A","C","A","A",92,79,90,92,40,580,1462,252,0,0,1088,2.7,17.2,0,0,74.4,90,92
"198905","HEARNE ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",61,61,63,67,161,661,712,150,0,0,523,22.6,21.1,0,0,73.5,63,64
"198906","MUMFORD ISD","198","ROBERTSON","06","REGION 06: HUNTSVILLE","A","A","A","B","A","A",94,89,94,96,125,421,598,57,0,0,395,20.9,9.5,0,0,66.1,94,95
"199901","ROCKWALL ISD","199","ROCKWALL","10","REGION 10: RICHARDSON","B","B","B","B","C","B",89,82,79,88,2091,5089,19125,3248,0,0,14679,10.9,17,0,0,76.8,82,89
"199902","ROYSE CITY ISD","199","ROCKWALL","10","REGION 10: RICHARDSON","C","C","C","D","C","C",78,68,70,74,1668,4341,10001,1927,0,191,7428,16.7,19.3,0,1.9,74.3,70,77
"200901","BALLINGER ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","C","C","C","C","C","B",74,70,75,80,27,542,771,135,0,0,558,3.5,17.5,0,0,72.4,75,77
"200902","MILES ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","A","A","A","B","A","A",94,83,92,95,32,210,488,79,0,0,369,6.6,16.2,0,0,75.6,92,94
"200904","WINTERS ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","C","C","C","C","C","C",77,74,76,78,16,344,550,104,0,0,370,2.9,18.9,0,0,67.3,76,77
"200906","OLFEN ISD","200","RUNNELS","15","REGION 15: SAN ANGELO","B","B","B","D","B","B",84,67,84,83,0,104,145,24,0,0,111,0,16.6,0,0,76.6,84,84
"201902","HENDERSON ISD","201","RUSK","07","REGION 07: KILGORE","C","C","C","C","C","C",74,76,72,75,631,2051,3234,594,0,0,2368,19.5,18.4,0,0,73.2,76,76
"201903","LANEVILLE ISD","201","RUSK","07","REGION 07: KILGORE","D","F","D","D","F","D",58,62,51,62,26,103,139,29,0,0,103,18.7,20.9,0,0,74.1,62,62
"201904","LEVERETTS CHAPEL ISD","201","RUSK","07","REGION 07: KILGORE","C","C","C","C","C","C",72,79,73,78,60,191,242,35,0,0,178,24.8,14.5,0,0,73.6,79,79
"201907","MOUNT ENTERPRISE ISD","201","RUSK","07","REGION 07: KILGORE","B","B","B","D","B","C",81,69,83,78,30,287,501,87,0,0,366,6,17.4,0,0,73.1,83,82
"201908","OVERTON ISD","201","RUSK","07","REGION 07: KILGORE","C","C","C","D","C","C",75,62,72,73,16,334,521,99,0,0,365,3.1,19,0,0,70.1,72,74
"201910","TATUM ISD","201","RUSK","07","REGION 07: KILGORE","B","B","B","B","B","B",82,80,84,87,230,855,1388,198,0,0,1063,16.6,14.3,0,0,76.6,84,85
"201913","CARLISLE ISD","201","RUSK","07","REGION 07: KILGORE","B","B","B","C","B","A",88,74,84,91,240,317,644,135,0,0,454,37.3,21,0,0,70.5,84,89
"201914","WEST RUSK COUNTY CONSOLIDATED ISD","201","RUSK","07","REGION 07: KILGORE","C","C","B","D","B","C",75,69,80,74,134,767,1029,154,0,0,813,13,15,0,0,79,80,78
"202903","HEMPHILL ISD","202","SABINE","07","REGION 07: KILGORE","B","B","B","C","B","B",81,75,84,83,10,461,786,138,0,0,577,1.3,17.6,0,0,73.4,84,84
"202905","WEST SABINE ISD","202","SABINE","07","REGION 07: KILGORE","C","C","D","D","D","C",73,60,69,73,2,381,637,97,0,0,450,0.3,15.2,0,0,70.6,69,73
"203901","SAN AUGUSTINE ISD","203","SAN AUGUSTINE","07","REGION 07: KILGORE","C","C","C","D","C","C",73,60,72,72,99,501,596,96,0,0,431,16.6,16.1,0,0,72.3,72,73
"203902","BROADDUS ISD","203","SAN AUGUSTINE","07","REGION 07: KILGORE","A","A","A","B","A","A",96,87,96,97,9,268,377,58,0,0,254,2.4,15.4,0,0,67.4,96,96
"204901","COLDSPRING-OAKHURST CISD","204","SAN JACINTO","06","REGION 06: HUNTSVILLE","D","D","C","D","C","D",69,65,70,67,40,1060,1582,291,0,0,1160,2.5,18.4,0,0,73.3,70,69
"204904","SHEPHERD ISD","204","SAN JACINTO","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",68,63,68,66,428,1499,1964,309,0,0,1464,21.8,15.7,0,0,74.5,68,67
"205901","ARANSAS PASS ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","D","D","D","D","D","D",63,68,62,69,154,1145,1618,211,0,56,1192,9.5,13,0,3.5,73.7,68,68
"205902","GREGORY-PORTLAND ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","B","B","B","C","B","B",81,78,81,84,433,2422,5006,843,0,83,3768,8.6,16.8,0,1.7,75.3,81,82
"205903","INGLESIDE ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","B","B","B","C","B","B",82,76,84,82,260,1387,2071,393,0,0,1560,12.6,19,0,0,75.3,84,83
"205904","MATHIS ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","C","C","C","D","C","B",72,65,79,80,26,1182,1428,278,0,0,1067,1.8,19.5,0,0,74.7,79,79
"205905","ODEM-EDROY ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","B","C","B","C","B","B",78,79,82,81,28,594,922,118,0,0,680,3,12.8,0,0,73.8,82,82
"205906","SINTON ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","C","C","C","C","C","C",74,74,73,75,47,1297,1957,390,0,245,1441,2.4,19.9,0,12.5,73.6,74,74
"205907","TAFT ISD","205","SAN PATRICIO","02","REGION 02: CORPUS CHRISTI","D","D","D","D","D","D",64,67,66,69,25,693,809,135,0,26,603,3.1,16.7,0,3.2,74.5,67,68
"206901","SAN SABA ISD","206","SAN SABA","15","REGION 15: SAN ANGELO","C","C","C","D","C","D",72,64,75,65,171,540,737,120,0,114,532,23.2,16.3,0,15.5,72.2,75,72
"206902","RICHLAND SPRINGS ISD","206","SAN SABA","15","REGION 15: SAN ANGELO","B","B","C","D","C","B",88,67,73,80,3,23,119,23,0,0,98,2.5,19.3,0,0,82.4,73,86
"206903","CHEROKEE ISD","206","SAN SABA","15","REGION 15: SAN ANGELO","B","A","A","C","A","C",91,74,92,77,4,82,123,23,0,0,95,3.3,18.7,0,0,77.2,92,88
"207901","SCHLEICHER ISD","207","SCHLEICHER","15","REGION 15: SAN ANGELO","B","B","B","C","B","B",80,77,82,80,57,257,413,63,0,0,324,13.8,15.3,0,0,78.5,82,81
"208901","HERMLEIGH ISD","208","SCURRY","14","REGION 14: ABILENE","C","B","C","D","C","D",83,64,76,65,10,118,256,31,0,0,182,3.9,12.1,0,0,71.1,76,78
"208902","SNYDER ISD","208","SCURRY","14","REGION 14: ABILENE","D","C","C","D","C","F",70,60,70,57,325,1621,2308,327,0,216,1740,14.1,14.2,0,9.4,75.4,70,66
"208903","IRA ISD","208","SCURRY","14","REGION 14: ABILENE","B","B","B","B","C","B",85,80,73,87,14,67,284,26,0,0,209,4.9,9.2,0,0,73.6,80,86
"209901","ALBANY ISD","209","SHACKELFORD","14","REGION 14: ABILENE","B","B","C","D","C","C",84,63,77,74,23,186,474,85,0,0,338,4.9,17.9,0,0,71.3,77,81
"209902","MORAN ISD","209","SHACKELFORD","14","REGION 14: ABILENE","C","B","C","F","C","C",81,57,78,72,0,97,115,38,0,0,90,0,33,0,0,78.3,78,78
"210901","CENTER ISD","210","SHELBY","07","REGION 07: KILGORE","C","C","C","D","C","C",75,65,78,75,771,1856,2300,321,0,0,1674,33.5,14,0,0,72.8,78,77
"210902","JOAQUIN ISD","210","SHELBY","07","REGION 07: KILGORE","A","A","A","C","A","B",92,77,93,87,48,434,717,190,0,0,518,6.7,26.5,0,0,72.2,93,91
"210903","SHELBYVILLE ISD","210","SHELBY","07","REGION 07: KILGORE","B","B","C","C","C","A",81,72,79,92,54,483,890,119,0,0,643,6.1,13.4,0,0,72.2,79,84
"210904","TENAHA ISD","210","SHELBY","07","REGION 07: KILGORE","D","C","D","F","D","F",70,58,68,53,107,375,413,65,0,0,304,25.9,15.7,0,0,73.6,68,65
"210905","TIMPSON ISD","210","SHELBY","07","REGION 07: KILGORE","B","B","B","C","B","B",81,70,80,88,47,498,755,125,0,0,551,6.2,16.6,0,0,73,80,83
"210906","EXCELSIOR ISD","210","SHELBY","07","REGION 07: KILGORE","F","F","F","F","F","F",55,54,51,48,6,45,86,19,0,0,55,7,22.1,0,0,64,54,53
"211901","TEXHOMA ISD","211","SHERMAN","16","REGION 16: AMARILLO","B","A","A","B","A","B",91,80,91,83,40,68,102,17,0,0,34,39.2,16.7,0,0,33.3,91,89
"211902","STRATFORD ISD","211","SHERMAN","16","REGION 16: AMARILLO","B","B","B","B","B","B",83,80,84,82,156,316,524,77,0,0,362,29.8,14.7,0,0,69.1,84,83
"212801","CUMBERLAND ACADEMY","212","SMITH","07","REGION 07: KILGORE","C","C","C","C","D","C",74,70,67,74,155,844,2047,276,0,0,1403,7.6,13.5,0,0,68.5,70,74
"212804","UT TYLER UNIVERSITY ACADEMY","212","SMITH","07","REGION 07: KILGORE","A","A","A","C","A","A",95,79,92,94,47,395,1175,178,0,0,883,4,15.1,0,0,75.1,92,95
"212901","ARP ISD","212","SMITH","07","REGION 07: KILGORE","C","C","C","D","C","C",77,69,72,77,39,547,1005,168,0,0,773,3.9,16.7,0,0,76.9,72,77
"212902","BULLARD ISD","212","SMITH","07","REGION 07: KILGORE","B","B","B","B","C","B",89,82,77,85,93,756,2917,417,0,0,2263,3.2,14.3,0,0,77.6,82,88
"212903","LINDALE ISD","212","SMITH","07","REGION 07: KILGORE","A","A","A","B","A","A",92,84,90,91,189,2050,4589,943,0,0,3485,4.1,20.5,0,0,75.9,90,92
"212904","TROUP ISD","212","SMITH","07","REGION 07: KILGORE","C","C","C","C","C","C",78,77,78,78,45,572,1063,169,0,0,819,4.2,15.9,0,0,77,78,78
"212905","TYLER ISD","212","SMITH","07","REGION 07: KILGORE","B","C","B","C","B","B",78,74,81,82,4472,13478,18643,2526,447,0,13754,24,13.5,2.4,0,73.8,81,81
"212906","WHITEHOUSE ISD","212","SMITH","07","REGION 07: KILGORE","A","A","B","B","B","B",90,80,89,89,261,2103,4663,832,0,0,3567,5.6,17.8,0,0,76.5,89,90
"212909","CHAPEL HILL ISD","212","SMITH","07","REGION 07: KILGORE","B","C","B","D","B","C",78,65,83,78,877,2529,3071,558,28,0,2303,28.6,18.2,0.9,0,75,83,82
"212910","WINONA ISD","212","SMITH","07","REGION 07: KILGORE","C","C","C","C","C","B",74,70,79,80,220,1025,1166,248,0,0,855,18.9,21.3,0,0,73.3,79,79
"213801","BRAZOS RIVER CHARTER SCHOOL","213","SOMERVELL","11","REGION 11: FORT WORTH","A","B","A","D","A","Not Rated",84,66,90,,2,32,61,5,0,0,61,3.3,8.2,0,0,100,90,90
"213901","GLEN ROSE ISD","213","SOMERVELL","11","REGION 11: FORT WORTH","B","B","C","C","C","B",88,78,79,80,187,786,2107,283,0,0,1617,8.9,13.4,0,0,76.7,79,86
"214901","RIO GRANDE CITY GRULLA ISD","214","STARR","01","REGION 01: EDINBURG","B","C","B","C","B","C",78,70,84,78,6764,8961,9293,1146,430,0,6712,72.8,12.3,4.6,0,72.2,84,82
"214902","SAN ISIDRO ISD","214","STARR","01","REGION 01: EDINBURG","C","D","C","C","D","C",64,75,65,72,39,150,153,23,0,0,125,25.5,15,0,0,81.7,75,74
"214903","ROMA ISD","214","STARR","01","REGION 01: EDINBURG","A","B","A","C","A","B",84,77,92,88,4892,5400,6008,726,0,0,4334,81.4,12.1,0,0,72.1,92,91
"215901","BRECKENRIDGE ISD","215","STEPHENS","14","REGION 14: ABILENE","B","B","B","C","B","B",81,74,84,80,85,907,1367,224,0,0,996,6.2,16.4,0,0,72.9,84,83
"216901","STERLING CITY ISD","216","STERLING","15","REGION 15: SAN ANGELO","A","A","B","C","B","A",91,74,89,93,48,161,355,81,0,0,271,13.5,22.8,0,0,76.3,89,92
"217901","ASPERMONT ISD","217","STONEWALL","14","REGION 14: ABILENE","A","A","A","B","A","A",90,86,90,91,4,94,181,30,0,0,139,2.2,16.6,0,0,76.8,90,90
"218901","SONORA ISD","218","SUTTON","15","REGION 15: SAN ANGELO","C","C","D","F","D","C",78,59,68,73,124,304,641,109,0,0,487,19.3,17,0,0,76,68,77
"219901","HAPPY ISD","219","SWISHER","16","REGION 16: AMARILLO","B","B","B","B","C","B",86,83,75,80,12,70,253,37,0,0,195,4.7,14.6,0,0,77.1,83,84
"219903","TULIA ISD","219","SWISHER","16","REGION 16: AMARILLO","D","D","D","D","D","D",61,65,61,64,77,657,801,151,0,0,609,9.6,18.9,0,0,76,65,65
"219905","KRESS ISD","219","SWISHER","16","REGION 16: AMARILLO","B","B","B","B","C","B",81,80,77,85,21,137,262,46,0,0,195,8,17.6,0,0,74.4,80,82
"220801","TREETOPS SCHOOL INTERNATIONAL","220","TARRANT","11","REGION 11: FORT WORTH","B","B","D","D","D","A",86,65,68,91,3,24,343,42,0,0,233,0.9,12.2,0,0,67.9,68,88
"220802","ARLINGTON CLASSICS ACADEMY","220","TARRANT","11","REGION 11: FORT WORTH","B","A","B","B","B","B",90,83,81,88,153,425,1506,128,0,0,1033,10.2,8.5,0,0,68.6,83,89
"220809","FORT WORTH ACADEMY OF FINE ARTS","220","TARRANT","11","REGION 11: FORT WORTH","B","B","C","C","D","B",85,77,61,89,15,64,670,46,0,0,670,2.2,6.9,0,0,100,77,86
"220810","WESTLAKE ACADEMY CHARTER SCHOOL","220","TARRANT","11","REGION 11: FORT WORTH","A","A","A","B","A","A",97,88,92,99,34,14,877,84,0,0,720,3.9,9.6,0,0,82.1,92,98
"220811","EAST FORT WORTH MONTESSORI ACADEMY","220","TARRANT","11","REGION 11: FORT WORTH","B","D","B","B","C","B",67,81,72,81,35,105,131,14,0,0,59,26.7,10.7,0,0,45,81,81
"220814","TEXAS SCHOOL OF THE ARTS","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","F","B",75,78,51,81,41,14,337,50,0,0,146,12.2,14.8,0,0,43.3,78,79
"220817","NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON","220","TARRANT","11","REGION 11: FORT WORTH","C","C","D","D","D","B",76,67,66,80,513,1055,2830,192,0,0,1743,18.1,6.8,0,0,61.6,67,77
"220820","ROCKETSHIP PUBLIC SCHOOLS","220","TARRANT","11","REGION 11: FORT WORTH","F","F","F","F","F","D",45,55,45,63,61,543,729,83,0,0,248,8.4,11.4,0,0,34,55,57
"220821","ACADEMY OF VISUAL AND PERFORMING ARTS","220","TARRANT","11","REGION 11: FORT WORTH","F","F","F","F","F","F",52,51,50,38,7,85,146,22,0,0,146,4.8,15.1,0,0,100,51,48
"220822","NEW HEIGHTS","220","TARRANT","11","REGION 11: FORT WORTH","B","A","Not Rated","Not Rated","Not Rated","F",90,,,59,0,459,587,0,0,0,587,0,0,0,0,100,,81
"220901","ARLINGTON ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","D","C","C",73,68,77,74,17422,40050,53309,6856,740,953,38851,32.7,12.9,1.4,1.8,72.9,77,76
"220902","BIRDVILLE ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","C","B",76,72,78,82,5907,13343,22219,3356,233,0,16678,26.6,15.1,1,0,75.1,78,79
"220904","EVERMAN ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","D","C","D","C","C",67,61,73,71,1923,4772,5016,814,262,0,3831,38.3,16.2,5.2,0,76.4,73,72
"220905","FORT WORTH ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","D","C","D","C","C",68,67,73,73,29555,58305,70184,9903,1111,1083,51175,42.1,14.1,1.6,1.5,72.9,73,73
"220906","GRAPEVINE-COLLEYVILLE ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","C","C","C","B",87,79,76,84,1704,3518,13502,1771,252,0,10719,12.6,13.1,1.9,0,79.4,79,86
"220907","KELLER ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","C","C","C","B",85,76,77,85,4037,10464,31986,5630,0,0,25242,12.6,17.6,0,0,78.9,77,85
"220908","MANSFIELD ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","B","C","B","B",86,79,86,89,5621,17016,35272,5054,277,45,27560,15.9,14.3,0.8,0.1,78.1,86,87
"220910","LAKE WORTH ISD","220","TARRANT","11","REGION 11: FORT WORTH","D","F","D","D","D","D",57,60,60,67,1002,2907,3243,529,0,0,2455,30.9,16.3,0,0,75.7,60,62
"220912","CROWLEY ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","D","C","D","C","C",67,66,71,76,3142,12891,16976,2286,336,178,12476,18.5,13.5,2,1,73.5,71,73
"220914","KENNEDALE ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","C","B",75,70,75,81,428,1652,2751,415,0,0,2147,15.6,15.1,0,0,78,75,77
"220915","AZLE ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","C","C",79,74,74,75,721,3519,7288,1400,0,0,5519,9.9,19.2,0,0,75.7,74,78
"220916","HURST-EULESS-BEDFORD ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","B","B","B","B","B",87,81,88,89,5679,13732,23198,3444,0,0,17129,24.5,14.8,0,0,73.8,88,88
"220917","CASTLEBERRY ISD","220","TARRANT","11","REGION 11: FORT WORTH","B","C","B","D","B","C",76,67,83,76,1529,3543,3844,650,0,0,2797,39.8,16.9,0,0,72.8,83,81
"220918","EAGLE MT-SAGINAW ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","C","C","C",77,72,73,79,4025,11932,23898,4150,0,0,18416,16.8,17.4,0,0,77.1,73,78
"220919","CARROLL ISD","220","TARRANT","11","REGION 11: FORT WORTH","A","A","B","B","B","A",95,88,85,95,332,88,8094,882,0,0,6483,4.1,10.9,0,0,80.1,88,95
"220920","WHITE SETTLEMENT ISD","220","TARRANT","11","REGION 11: FORT WORTH","C","C","C","D","C","C",72,69,72,76,1141,4157,6808,1021,0,0,5186,16.8,15,0,0,76.2,72,73
"221801","TEXAS COLLEGE PREPARATORY ACADEMIES","221","TAYLOR","14","REGION 14: ABILENE","B","B","C","C","C","B",80,74,73,83,2221,6197,16601,1798,876,44,11620,13.4,10.8,5.3,0.3,70,74,81
"221901","ABILENE ISD","221","TAYLOR","14","REGION 14: ABILENE","C","C","C","C","C","C",73,74,75,76,1276,9970,14373,2869,0,0,10258,8.9,20,0,0,71.4,75,75
"221904","MERKEL ISD","221","TAYLOR","14","REGION 14: ABILENE","C","C","C","C","C","C",79,72,71,77,26,502,1090,292,0,88,765,2.4,26.8,0,8.1,70.2,72,78
"221905","TRENT ISD","221","TAYLOR","14","REGION 14: ABILENE","C","C","C","F","C","D",70,53,74,64,3,102,144,35,0,0,103,2.1,24.3,0,0,71.5,74,71
"221911","JIM NED CISD","221","TAYLOR","14","REGION 14: ABILENE","B","B","C","C","C","B",89,77,74,84,14,305,1635,258,0,0,1256,0.9,15.8,0,0,76.8,77,88
"221912","WYLIE ISD","221","TAYLOR","14","REGION 14: ABILENE","B","B","B","B","C","A",87,81,74,92,144,1226,5595,842,0,0,4153,2.6,15,0,0,74.2,81,89
"222901","TERRELL COUNTY ISD","222","TERRELL","18","REGION 18: MIDLAND","B","B","B","C","B","A",88,74,87,90,3,59,114,24,0,0,92,2.6,21.1,0,0,80.7,87,89
"223901","BROWNFIELD ISD","223","TERRY","17","REGION 17: LUBBOCK","D","D","D","D","D","C",66,64,69,71,192,1409,1607,322,0,26,1172,11.9,20,0,1.6,72.9,69,69
"223902","MEADOW ISD","223","TERRY","17","REGION 17: LUBBOCK","B","B","B","F","B","B",88,58,86,88,12,147,230,48,0,0,175,5.2,20.9,0,0,76.1,86,88
