DISTRICT,D20GP14R,D20GV14R,D2CRB13R,D2CRB14R,D2CRM13R,D2CRM14R,D2CRR13R,D2CRR14R,D30GP14R,D30GV14R,D3CRB13R,D3CRB14R,D3CRM13R,D3CRM14R,D3CRR13R,D3CRR14R,D40GP14R,D40GV14R,D4CRB13R,D4CRB14R,D4CRM13R,D4CRM14R,D4CRR13R,D4CRR14R,DA0GP14R,DA0GV14R,DACRB13R,DACRB14R,DACRM13R,DACRM14R,DACRR13R,DACRR14R,DB0GP14R,DB0GV14R,DBCRB13R,DBCRB14R,DBCRM13R,DBCRM14R,DBCRR13R,DBCRR14R,DE0GP14R,DE0GV14R,DECRB13R,DECRB14R,DECRM13R,DECRM14R,DECRR13R,DECRR14R,DF0GP14R,DF0GV14R,DFCRB13R,DFCRB14R,DFCRM13R,DFCRM14R,DFCRR13R,DFCRR14R,DH0GP14R,DH0GV14R,DHCRB13R,DHCRB14R,DHCRM13R,DHCRM14R,DHCRR13R,DHCRR14R,DI0GP14R,DI0GV14R,DICRB13R,DICRB14R,DICRM13R,DICRM14R,DICRR13R,DICRR14R,DL0GP14R,DL0GV14R,DLCRB13R,DLCRB14R,DLCRM13R,DLCRM14R,DLCRR13R,DLCRR14R,DM0GP14R,DM0GV14R,DMCRB13R,DMCRB14R,DMCRM13R,DMCRM14R,DMCRR13R,DMCRR14R,DR0GP14R,DR0GV14R,DRCRB13R,DRCRB14R,DRCRM13R,DRCRM14R,DRCRR13R,DRCRR14R,DS0GP14R,DS0GV14R,DSCRB13R,DSCRB14R,DSCRM13R,DSCRM14R,DSCRR13R,DSCRR14R,DW0GP14R,DW0GV14R,DWCRB13R,DWCRB14R,DWCRM13R,DWCRM14R,DWCRR13R,DWCRR14R
"224901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,76.9,44,69,63,69,47,92,.,.,.,.,.,.,.,.,-1,-1,17,-1,50,-1,14,-1,-1,-1,50,-1,63,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,69.2,38,67,63,67,38,89,100,30.8,-1,33,-1,33,-1,83,-1,-1,.,-1,.,-1,-1,-1,100,69.2,47,60,67,60,50,90
"224902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,40,-1,90,-1,40,-1,.,.,.,.,.,.,.,.,-1,-1,29,-1,86,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,38,-1,88,-1,38,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,-1,-1,33,-1,83,-1,33,-1
"225902",-1,-1,38,-1,50,-1,38,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,90.7,84.8,53,41,76,65,58,52,95.2,11.3,43,21,70,42,48,37,91.9,64.2,47,35,73,62,53,45,92.4,43.9,56,42,80,63,63,56,87.6,51,49,32,77,62,52,42,-1,-1,-1,-1,-1,-1,-1,-1,79.2,5.7,18,0,42,42,14,0,89,40.9,50,39,71,66,54,48,85.9,43.9,28,19,57,44,36,32,96.4,8.1,6,6,13,19,5,6,97.7,21.8,67,68,78,81,78,78
"225905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"225906",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.4,96.1,76,70,84,81,84,79,-1,-1,-1,-1,-1,-1,-1,-1,92.3,31.6,68,62,80,76,79,68,97.7,55.3,74,80,83,86,85,89,90,23.7,59,69,88,75,65,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96.9,40.8,79,54,85,73,82,63,94.1,21.1,33,21,56,57,53,33,85.7,7.9,-1,-1,-1,-1,-1,-1,100,67.1,85,72,85,82,91,82
"225907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"226801",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61.1,24.1,19,43,33,60,38,56,-1,-1,.,-1,.,-1,.,-1,42.9,1.9,14,50,29,64,29,70,53.8,9.3,13,36,25,52,13,59,47.4,11.1,0,36,8,50,25,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67.9,14.8,23,50,38,68,54,52,33.3,9.3,0,11,0,30,29,32,37.5,3.7,-1,-1,-1,-1,-1,-1,70,9.3,44,56,67,70,56,64
"226901",-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56.8,2.7,54,66,73,69,62,93,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,75,0,55,79,73,79,73,100,44.4,0,-1,57,-1,57,-1,100,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,42.9,2.7,53,53,73,60,53,87,33.3,2.7,20,-1,20,-1,60,-1,-1,-1,-1,.,-1,.,-1,.,63,2.7,50,68,73,73,59,91
"226903",50,0.7,60,38,80,46,60,54,92.9,0.9,69,67,77,75,69,75,-1,-1,.,-1,.,-1,.,-1,75.4,42.7,51,50,69,64,61,65,61.9,2.3,36,41,43,47,57,59,74.1,22.9,39,37,62,52,50,56,78.7,24,53,50,67,61,68,70,73.8,24.4,41,39,64,57,54,57,-1,-1,-1,-1,-1,-1,-1,-1,50,0.2,-1,0,-1,20,-1,0,71.8,18.7,48,49,71,68,54,59,67.4,18,22,20,45,36,36,42,61.1,5.5,8,10,35,27,14,23,79.5,14,64,64,77,75,72,76
"226905",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.2,96.2,74,68,96,92,74,76,-1,-1,.,.,.,.,.,.,88.9,30.8,-1,63,-1,88,-1,75,100,53.8,82,86,100,86,82,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,91.7,42.3,67,45,92,100,67,45,-1,-1,40,-1,80,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,69.2,75,67,95,94,75,72
"226906",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.3,85.2,78,80,87,84,87,91,.,.,-1,.,-1,.,-1,.,81.8,8.6,64,55,73,64,82,73,91.2,32.1,94,76,97,76,97,91,91.7,9.9,67,67,100,67,67,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,53.1,63,83,77,89,77,91,92.3,12.3,50,33,75,42,58,58,83.3,6.2,-1,20,-1,60,-1,20,97.1,74.1,80,82,85,86,89,92
"226907",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.1,89.7,48,52,75,75,55,63,.,.,-1,.,-1,.,-1,.,94.9,52.9,46,46,71,73,53,53,96.6,38.2,54,58,83,73,64,78,100,35.3,52,60,63,68,63,68,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,97.4,51.5,39,49,66,76,43,51,93.8,22.1,19,21,45,43,36,36,-1,-1,-1,-1,-1,-1,-1,-1,95.3,54.4,44,47,86,79,46,59
"226908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,72.7,50,91,93,100,57,91,.,.,.,.,.,.,.,.,100,36.4,71,80,100,100,71,80,100,36.4,63,86,88,100,75,86,-1,-1,67,-1,100,-1,67,-1,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,-1,33,-1,100,-1,33,-1,.,.,40,.,80,.,60,.,.,.,.,.,.,.,.,.,100,54.5,38,88,88,100,50,88
"227803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227804",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.3,4.2,71,71,75,75,75,88,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,76.9,0,75,62,75,69,83,77,83.3,0,-1,67,-1,67,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90.9,4.2,67,82,75,82,67,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.3,4.2,71,72,76,78,76,83
"227805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,13,-1,20,-1,38,-1,.,.,0,.,0,.,29,.,-1,-1,15,.,23,.,36,.,-1,-1,17,-1,17,-1,71,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,-1,11,.,22,.,11,.,-1,-1,15,.,23,.,36,.,-1,-1,.,.,.,.,.,.,-1,-1,17,-1,33,-1,33,-1
"227814",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,0,74,90,79,95,79,90,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,100,0,71,90,79,100,79,90,-1,-1,86,-1,86,-1,86,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,0,80,90,80,90,80,90,-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,100,0,60,92,80,100,60,92
"227816",.,.,-1,.,-1,.,-1,.,76.9,0,89,77,100,100,89,77,.,.,.,.,.,.,.,.,76.9,0,76,64,87,78,77,71,66.7,0,67,64,67,64,67,82,67.4,0,77,48,85,66,77,60,76.9,0,74,56,78,72,74,69,71.1,0,73,50,85,70,74,58,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,76.9,0,78,72,94,84,79,72,31.3,0,-1,27,-1,38,-1,40,11.1,0,.,14,.,13,.,29,100,0,78,87,100,87,78,87
"227817",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227820",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,90.4,0,80,67,94,83,83,75,-1,-1,-1,-1,-1,-1,-1,-1,91.3,0,79,71,94,85,82,80,93.3,0,75,67,97,84,78,74,91.2,0,79,67,93,83,82,75,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,85.7,0,85,65,91,81,88,77,71.4,0,-1,8,-1,75,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227824",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227826",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901",87.5,0.5,75,76,80,88,80,80,86.6,1.3,79,74,95,86,80,78,-1,-1,-1,-1,-1,-1,-1,-1,78,29.7,61,62,77,72,68,73,59.6,2.3,35,38,53,46,47,57,69.7,17.2,42,42,66,56,51,58,80.4,13.2,64,63,77,70,72,78,74.2,19.3,50,50,72,63,58,66,76.9,0.1,71,54,86,92,71,62,44.5,1,4,2,37,22,9,9,75.7,16.5,58,61,78,74,62,69,62.8,14.5,41,33,62,47,52,54,37.1,2.4,13,16,29,25,21,28,87.8,6.2,84,82,92,89,87,88
"227904",96.2,2.3,54,58,78,81,65,71,96.5,6.4,64,66,86,83,69,72,100,0.2,-1,-1,-1,-1,-1,-1,87.8,66.2,52,48,72,63,60,59,80.4,14.4,35,31,54,46,45,49,84,30.1,39,35,64,53,47,48,91.5,35.5,56,49,70,63,67,65,86.8,26.9,47,39,70,56,57,51,100,0.3,86,50,100,67,86,67,77.1,2.2,15,0,49,23,17,0,84,30.7,48,46,74,64,54,53,78.5,26.5,26,16,50,32,38,33,59.6,4,7,4,10,12,13,11,90.8,15.7,67,65,82,79,73,75
"227907",40,0,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,100,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,57.7,43,38,56,52,54,53,71.3,14,40,35,55,46,55,51,73.5,38.8,38,33,52,47,50,50,75.9,27.6,47,39,54,49,62,58,75.9,32.4,36,33,52,49,46,51,-1,-1,.,-1,.,-1,.,-1,63,3.8,0,0,20,9,10,0,76.2,30.1,37,37,57,55,46,48,69.8,21.4,33,22,48,40,43,40,79.2,4.8,13,0,19,0,21,0,85.7,10.2,66,54,68,67,77,62
"227909",96.3,0.5,89,92,95,100,95,92,100,2,96,97,98,98,98,98,-1,-1,.,-1,.,-1,.,-1,94.3,15.8,89,92,93,94,92,94,100,0,-1,80,-1,80,-1,100,82.6,0.5,82,76,92,76,82,90,95.2,6.2,91,93,93,95,95,96,83.1,2,68,75,79,83,78,82,-1,-1,-1,-1,-1,-1,-1,-1,50,0,-1,0,-1,40,-1,20,93.6,9.6,87,91,94,93,89,93,60,0.9,50,35,70,48,60,55,50,0.6,62,56,68,63,77,75,95.4,11.1,91,94,95,95,94,96
"227910",88.9,1.2,83,57,92,71,77,57,100,0.5,-1,80,-1,80,-1,80,-1,-1,.,-1,.,-1,.,-1,89.1,82.1,51,40,66,52,66,59,86.3,10.1,37,28,50,35,58,52,89,62.5,49,40,65,54,63,57,88.5,38.4,51,41,62,49,70,64,89.8,65.5,51,42,67,55,65,60,-1,-1,.,-1,.,-1,.,-1,90.9,4.8,8,0,31,20,7,11,89.6,43.7,52,40,71,55,61,53,89.5,52,33,24,51,37,53,46,90.9,6.8,8,7,15,17,28,14,84.8,4.1,70,39,79,46,76,54
"227912",-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,88,31.5,73,82,86,88,76,91,-1,-1,-1,-1,-1,-1,-1,-1,81,10.9,47,74,71,84,53,79,95.1,8.7,80,88,89,88,82,98,90,12,63,79,89,89,65,84,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,82.4,22.8,66,77,84,88,70,85,71.4,7.6,38,55,63,60,38,80,-1,-1,-1,.,-1,.,17,.,87.1,18.5,77,82,89,87,81,93
"227913",95.5,2.1,79,91,84,91,84,95,100,1.7,90,91,90,100,100,91,.,.,.,.,.,.,.,.,89.1,45,84,85,91,88,89,92,81.8,0.9,-1,70,-1,70,-1,70,67.5,3.6,68,58,90,77,74,63,89.6,20.3,81,85,88,87,87,96,79.3,6.6,82,73,90,79,87,83,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,88.6,24.8,88,85,95,90,90,88,67.9,9.6,57,51,72,54,70,74,45,2.3,25,31,41,47,44,47,90.5,33.6,85,87,92,90,89,94
"228901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,100,100,51,41,64,60,66,55,100,11.6,-1,20,-1,40,-1,40,100,53.5,45,42,64,65,61,60,100,48.8,60,50,75,60,75,65,-1,-1,43,-1,71,-1,57,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,51.2,43,32,54,60,58,45,100,30.2,7,0,20,18,38,25,-1,-1,0,-1,17,-1,29,-1,100,74.4,55,39,66,58,65,55
"228903",-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.1,1.8,48,32,58,55,55,53,12.5,1.8,36,-1,67,20,43,60,26.7,1.8,44,27,54,46,53,52,45.5,1.8,58,39,69,60,61,59,33.3,0,38,20,38,20,38,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.8,0,37,21,44,47,48,45,14.3,1.8,26,15,37,32,37,45,0,0,-1,-1,-1,-1,-1,-1,40.5,0,57,34,60,63,66,54
"228904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"228905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,85,65,42,71,40,72,74,.,.,-1,.,-1,.,-1,.,90,40,64,30,71,30,79,70,87.5,30,43,13,57,13,71,63,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91.7,55,80,64,80,58,73,82,100,35,50,38,60,38,64,75,-1,-1,-1,-1,-1,-1,-1,-1,94.7,85,62,44,69,42,71,78
"229901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,47,61,71,74,62,76,-1,-1,.,-1,.,-1,.,-1,100,43.2,46,64,69,80,62,64,100,29.7,50,64,71,82,71,73,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,70.3,45,59,70,70,55,77,100,32.4,31,30,69,30,38,60,100,16.2,-1,-1,-1,-1,-1,-1,100,94.6,45,61,69,75,59,77
"229903",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77.4,48.4,64,57,79,68,68,77,66.7,11.3,53,42,72,58,61,75,71.4,27.4,64,45,79,61,72,65,79.3,21,63,59,77,70,73,81,100,6.5,.,71,.,86,.,71,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,75.8,27.4,65,55,81,67,62,72,52.9,9.7,24,31,50,43,35,62,33.3,3.2,-1,-1,-1,-1,17,-1,76.9,30.6,72,58,86,68,74,78
"229904",-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,93.1,88.9,54,61,72,72,63,67,-1,-1,.,-1,.,-1,-1,-1,87.5,38.9,42,56,55,60,52,64,96.9,40.3,67,70,71,69,71,77,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,48.6,45,53,73,76,56,59,85.2,31.9,26,43,52,48,43,48,-1,-1,-1,-1,-1,-1,-1,-1,93.7,79.2,53,60,73,70,62,67
"229905",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92.3,84.6,44,59,63,72,47,65,.,.,.,.,.,.,.,.,71.4,19.2,-1,-1,-1,-1,-1,-1,90.9,34.6,50,71,75,86,58,86,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.3,50,-1,50,-1,64,20,50,87.5,26.9,0,-1,20,-1,0,-1,87.5,26.9,.,-1,.,-1,-1,-1,91.7,76.9,44,63,63,76,47,69
"229906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,25,36,75,73,25,45,-1,-1,-1,-1,-1,-1,-1,-1,100,50,0,-1,67,-1,0,-1,100,57.1,14,43,57,57,14,57,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,42.9,40,-1,100,-1,40,-1,100,85.7,-1,44,-1,78,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,100,71.4,33,33,89,78,33,44
"230901",-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,88.4,74,61,79,68,88,84,87.5,16.3,83,17,83,33,100,67,85.7,39.5,70,38,70,50,88,75,95.2,44.2,61,67,67,67,79,95,.,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,90.9,44.2,86,53,90,71,95,71,89.5,39.5,53,13,58,27,84,67,85.7,14,-1,-1,-1,-1,-1,-1,97.1,72.1,70,69,77,75,84,88
"230902",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84.6,70.5,48,44,69,62,57,58,68.2,6.7,33,28,48,33,44,50,83.6,32.9,41,38,62,63,47,48,85.7,30.2,48,45,69,58,63,75,66.7,5.4,55,46,73,62,73,62,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,83.7,40.3,48,43,70,65,51,44,63,10.7,14,15,33,30,30,22,76.5,8.1,14,0,38,29,13,0,90.1,57.7,51,47,76,67,60,60
"230903",.,.,-1,.,-1,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.3,72.1,35,66,57,78,41,73,-1,-1,-1,-1,-1,-1,-1,-1,100,39.5,29,67,53,76,37,71,100,34.9,33,78,56,83,44,89,80,9.3,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,91.7,37.2,37,57,58,74,38,61,94.7,37.2,0,42,0,58,13,53,-1,-1,-1,-1,-1,-1,0,-1,100,60.5,41,69,63,80,50,77
"230904",-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,100,100,6,19,61,41,26,32,-1,-1,0,-1,40,-1,20,-1,100,58.3,0,17,29,46,43,33,100,45.8,0,9,67,18,0,18,100,25,-1,20,-1,67,-1,40,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,100,54.2,8,30,58,64,38,45,100,62.5,0,8,40,31,27,29,-1,-1,-1,.,-1,-1,-1,-1,100,54.2,11,25,78,42,30,38
"230905",-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,98.8,94,49,48,54,60,72,73,.,.,.,.,.,.,.,.,97.5,45.2,34,49,38,61,59,73,100,53.6,53,53,54,64,80,79,100,10.7,55,50,58,44,64,75,.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,97.2,40.5,47,39,55,56,65,64,100,13.1,13,11,13,11,67,33,100,9.5,-1,20,0,20,-1,20,98.6,81,49,47,54,63,73,73
"230906",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.2,98.2,59,67,77,75,68,73,-1,-1,22,-1,33,-1,22,-1,94.1,28.6,50,64,50,80,58,67,100,33.9,63,78,77,83,77,83,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.3,64.3,56,61,77,71,62,68,94.4,30.4,34,31,52,44,48,35,-1,-1,20,-1,20,-1,40,-1,97.8,78.6,66,66,83,72,75,71
